Z      N      A      Binding_Energy_(MeV)    beta2          beta3          fileID    Convergence    
94     132    226    -1710.921581            0.413          0.0            863       YES            
94     136    230    -1740.086703            -0.33          0.0            870       YES            
94     188    282    -1961.835617            0.5            0.0            876       YES            
94     190    284    -1965.5978              0.473          0.0            879       YES            
94     192    286    -1969.187651            -0.241         0.0            881       YES            
94     194    288    -1972.342983            0.442          0.0            887       YES            
94     196    290    -1975.135939            0.439          0.0            891       YES            
94     198    292    -1977.535211            0.442          0.0            895       YES            
96     128    224    -1679.40649             -0.491         0.0            897       YES            
96     130    226    -1696.099682            -0.499         0.0            901       YES            
96     132    228    -1715.238385            0.424          0.0            907       YES            
96     134    230    -1731.165067            0.426          0.0            911       YES            
96     190    286    -1990.114783            0.468          0.0            923       YES            
96     192    288    -1994.656817            -0.246         0.0            926       YES            
96     194    290    -1998.158226            -0.262         0.0            930       YES            
96     196    292    -2001.471422            -0.273         0.0            934       YES            
96     198    294    -2004.628963            -0.281         0.0            938       YES            
98     126    224    -1661.29537             -0.489         0.0            941       YES            
98     128    226    -1682.350015            0.428          0.0            947       YES            
98     130    228    -1700.40298             0.432          0.0            951       YES            
98     132    230    -1717.853821            0.432          0.0            955       YES            
98     134    232    -1734.742687            0.434          0.0            959       YES            
98     188    286    -2008.146188            0.419          0.0            967       YES            
98     190    288    -2013.222931            0.458          0.0            972       YES            
98     192    290    -2018.083174            -0.249         0.0            973       YES            
98     194    292    -2022.242359            -0.264         0.0            978       YES            
98     196    294    -2026.074502            -0.275         0.0            982       YES            
98     198    296    -2029.750206            -0.283         0.0            986       YES            
98     232    330    -2062.093442            0.217          0.0            991       YES            
98     234    332    -2060.347021            0.353          0.0            995       YES            
98     236    334    -2060.352661            0.435          0.0            1000      YES            
98     238    336    -2059.799106            0.44           0.0            1003      YES            
98     262    360    -2042.953104            -0.292         0.0            1006      YES            
100    126    226    -1659.270822            -0.494         0.0            1009      YES            
100    128    228    -1681.683323            0.429          0.0            1015      YES            
100    130    230    -1700.561664            0.44           0.0            1019      YES            
100    132    232    -1718.901718            0.442          0.0            1023      YES            
100    134    234    -1736.692014            0.446          0.0            1027      YES            
100    188    288    -2029.546441            0.481          0.0            1040      YES            
100    194    294    -2044.561356            -0.263         0.0            1050      YES            
100    196    296    -2048.932073            -0.275         0.0            1054      YES            
100    198    298    -2053.162476            -0.284         0.0            1058      YES            
100    234    334    -2094.53961             0.217          0.0            1063      YES            
100    236    336    -2093.915109            0.425          0.0            1067      YES            
100    238    338    -2093.688264            0.428          0.0            1071      YES            
100    240    340    -2093.390259            -0.273         0.0            1073      YES            
100    242    342    -2092.901837            0.438          0.0            1079      YES            
100    250    350    -2089.729944            0.466          0.0            1083      YES            
100    262    362    -2080.413753            -0.298         0.0            1090      YES            
100    264    364    -2078.653167            -0.304         0.0            1094      YES            
102    132    234    -1718.48529             0.45           0.0            1107      YES            
102    134    236    -1737.062645            0.461          0.0            1111      YES            
102    186    288    -2043.046677            0.47           0.0            1124      YES            
102    188    290    -2049.507934            0.389          0.0            1127      YES            
102    190    292    -2055.939597            0.364          0.0            1131      YES            
102    192    294    -2062.10048             0.343          0.0            1135      YES            
102    194    296    -2067.937041            0.334          0.0            1139      YES            
102    196    298    -2073.388703            0.299          0.0            1143      YES            
102    214    316    -2112.873598            0.266          0.0            1147      YES            
102    226    328    -2124.221228            0.254          0.0            1151      YES            
102    228    330    -2125.060089            0.25           0.0            1155      YES            
102    230    332    -2125.684059            0.245          0.0            1159      YES            
102    232    334    -2126.046271            0.237          0.0            1163      YES            
102    234    336    -2125.548392            0.416          0.0            1167      YES            
102    240    342    -2126.320064            0.421          0.0            1171      YES            
102    242    344    -2126.31527             0.427          0.0            1175      YES            
102    260    362    -2117.970433            -0.307         0.0            1178      YES            
102    262    364    -2116.826973            0.394          0.0            1183      YES            
102    264    366    -2115.20825             -0.31          0.0            1186      YES            
104    182    286    -2046.408389            0.494          0.0            1192      YES            
104    184    288    -2053.729361            0.465          0.0            1196      YES            
104    186    290    -2061.01408             0.44           0.0            1200      YES            
104    188    292    -2068.107455            0.418          0.0            1204      YES            
104    190    294    -2075.028793            0.398          0.0            1207      YES            
104    192    296    -2081.671182            0.385          0.0            1211      YES            
104    194    298    -2087.975433            0.367          0.0            1215      YES            
104    196    300    -2094.003186            0.354          0.0            1219      YES            
104    212    316    -2134.255858            0.258          0.0            1223      YES            
104    214    318    -2137.933674            0.263          0.0            1227      YES            
104    216    320    -2141.376055            0.266          0.0            1231      YES            
104    236    340    -2156.749435            0.411          0.0            1235      YES            
104    238    342    -2157.497157            0.412          0.0            1239      YES            
104    240    344    -2158.086562            0.415          0.0            1243      YES            
104    260    364    -2154.339346            0.479          0.0            1248      YES            
104    262    366    -2153.01371             0.418          0.0            1251      YES            
104    264    368    -2151.682436            0.404          0.0            1255      YES            
106    184    290    -2069.599279            0.455          0.0            1260      YES            
106    186    292    -2077.520738            0.442          0.0            1264      YES            
106    188    294    -2085.176961            0.43           0.0            1268      YES            
106    190    296    -2092.604354            0.417          0.0            1272      YES            
106    192    298    -2099.791141            0.407          0.0            1276      YES            
106    212    318    -2157.107756            0.251          0.0            1279      YES            
106    214    320    -2161.258795            0.254          0.0            1283      YES            
106    216    322    -2165.160726            0.257          0.0            1287      YES            
106    234    340    -2184.821392            0.413          0.0            1291      YES            
106    236    342    -2186.230062            0.415          0.0            1295      YES            
106    260    366    -2189.171535            0.438          0.0            1299      YES            
106    262    368    -2188.192601            0.431          0.0            1303      YES            
106    264    370    -2187.134531            0.423          0.0            1307      YES            
108    186    294    -2092.285996            0.448          0.0            1312      YES            
108    212    320    -2170.620541            -0.321         0.0            1314      YES            
108    214    322    -2175.127621            -0.325         0.0            1318      YES            
108    216    324    -2187.312761            0.25           0.0            1323      YES            
108    242    350    -2218.864319            0.431          0.0            1327      YES            
108    244    352    -2220.359107            0.432          0.0            40        YES            
108    246    354    -2221.570075            0.434          0.0            61        YES            
108    248    356    -2222.591328            0.436          0.0            82        YES            
108    262    370    -2221.883016            0.43           0.0            1331      YES            
108    264    372    -2221.147244            0.426          0.0            1335      YES            
108    266    374    -2220.300636            0.422          0.0            1339      YES            
108    268    376    -2219.356152            0.417          0.0            1343      YES            
108    270    378    -2218.30602             0.412          0.0            1347      YES            
108    272    380    -2217.134434            0.408          0.0            1351      YES            
110    198    308    -2153.319042            0.402          0.0            1356      YES            
110    200    310    -2160.068855            0.388          0.0            1360      YES            
110    214    324    -2202.809897            0.251          0.0            1363      YES            
110    244    354    -2247.724265            0.439          0.0            103       YES            
110    246    356    -2249.430636            0.438          0.0            124       YES            
110    248    358    -2250.96062             0.438          0.0            145       YES            
110    250    360    -2252.209455            0.439          0.0            166       YES            
110    252    362    -2253.104021            0.44           0.0            187       YES            
110    262    372    -2253.418889            0.429          0.0            1367      YES            
110    264    374    -2253.049819            0.425          0.0            1371      YES            
110    266    376    -2252.573395            0.421          0.0            1375      YES            
110    268    378    -2251.990459            0.415          0.0            1379      YES            
110    270    380    -2251.30781             0.409          0.0            1383      YES            
110    276    386    -2248.489394            0.395          0.0            1387      YES            
112    158    270    -1938.41235             0.417          0.0            1391      YES            
112    194    306    -2151.878451            0.428          0.0            1396      YES            
112    200    312    -2175.17722             0.4            0.0            1400      YES            
112    214    326    -2215.216834            0.44           0.0            1403      YES            
112    248    360    -2277.622369            0.449          0.0            208       YES            
112    250    362    -2279.339357            0.447          0.0            229       YES            
112    264    376    -2283.375832            0.428          0.0            1407      YES            
112    266    378    -2283.296838            0.422          0.0            1411      YES            
112    268    380    -2283.108097            0.414          0.0            1415      YES            
112    270    382    -2282.82754             0.407          0.0            1419      YES            
114    240    354    -2293.266457            0.495          0.0            1424      YES            
114    242    356    -2295.945594            0.492          0.0            1428      YES            
114    244    358    -2298.450037            0.484          0.0            1431      YES            
114    264    378    -2312.334967            0.433          0.0            1435      YES            
114    266    380    -2312.656625            0.426          0.0            1439      YES            
114    268    382    -2312.854512            0.417          0.0            1443      YES            
114    270    384    -2312.959532            0.408          0.0            1447      YES            
114    278    392    -2312.007396            0.385          0.0            1451      YES            
116    162    278    -1970.952662            -0.416         0.0            1453      YES            
116    164    280    -1987.446085            -0.42          0.0            1457      YES            
116    168    284    -2017.69739             -0.401         0.0            1461      YES            
116    170    286    -2032.251018            -0.379         0.0            1465      YES            
116    190    306    -2154.007457            0.48           0.0            1472      YES            
116    194    310    -2173.651131            0.454          0.0            1476      YES            
116    196    312    -2182.962487            0.445          0.0            1479      YES            
116    198    314    -2191.823492            0.436          0.0            1483      YES            
116    214    330    -2248.077313            -0.376         0.0            1486      YES            
116    236    352    -2308.90924             0.498          0.0            1492      YES            
116    240    356    -2313.706209            -0.373         0.0            1494      YES            
116    242    358    -2319.163631            0.499          0.0            1500      YES            
116    264    380    -2339.8148              0.443          0.0            1503      YES            
116    266    382    -2340.492826            0.433          0.0            1507      YES            
116    268    384    -2341.056038            0.42           0.0            1511      YES            
116    270    386    -2341.552949            0.408          0.0            1515      YES            
116    272    388    -2341.973986            0.398          0.0            1519      YES            
116    280    396    -2342.220495            0.326          0.0            1523      YES            
116    282    398    -2341.912549            0.32           0.0            1527      YES            
116    292    408    -2339.520953            0.256          0.0            1531      YES            
116    298    414    -2336.265271            0.257          0.0            1535      YES            
116    300    416    -2334.751844            0.258          0.0            1539      YES            
118    162    280    -1970.625307            -0.423         0.0            1541      YES            
118    164    282    -1987.930906            -0.428         0.0            1545      YES            
118    166    284    -2004.293493            -0.43          0.0            1549      YES            
118    188    306    -2148.387557            -0.382         0.0            1554      YES            
118    190    308    -2159.179735            -0.387         0.0            1558      YES            
118    192    310    -2172.455502            0.492          0.0            1563      YES            
118    194    312    -2182.58088             0.473          0.0            1567      YES            
118    196    314    -2192.401475            0.461          0.0            1571      YES            
118    200    318    -2210.731986            0.442          0.0            1575      YES            
118    204    322    -2227.692506            0.418          0.0            1579      YES            
118    210    328    -2249.239201            0.452          0.0            1583      YES            
118    212    330    -2256.494812            -0.44          0.0            1586      YES            
118    238    356    -2331.969742            -0.38          0.0            1590      YES            
118    264    382    -2363.602243            -0.404         0.0            1594      YES            
118    266    384    -2364.921082            -0.406         0.0            1598      YES            
118    268    386    -2367.85766             0.429          0.0            1603      YES            
118    270    388    -2368.711983            0.402          0.0            1607      YES            
118    272    390    -2369.580415            0.383          0.0            1611      YES            
118    274    392    -2370.349745            0.37           0.0            1615      YES            
118    280    398    -2371.703271            0.328          0.0            1619      YES            
118    282    400    -2371.77614             0.323          0.0            1623      YES            
118    284    402    -2371.670893            0.316          0.0            1627      YES            
118    288    406    -2371.052441            0.266          0.0            1631      YES            
118    290    408    -2370.949342            0.256          0.0            1635      YES            
118    292    410    -2370.710869            0.254          0.0            1639      YES            
118    296    414    -2369.611387            0.252          0.0            1643      YES            
118    298    416    -2368.697479            0.252          0.0            1647      YES            
118    300    418    -2367.568516            0.251          0.0            1651      YES            
120    166    286    -2003.870907            -0.441         0.0            232       YES            
120    188    308    -2153.926915            -0.391         0.0            1654      YES            
120    190    310    -2165.449496            -0.397         0.0            1658      YES            
120    192    312    -2176.740494            -0.404         0.0            1662      YES            
120    194    314    -2187.80183             -0.411         0.0            1666      YES            
120    196    316    -2198.642729            -0.418         0.0            1670      YES            
120    200    320    -2219.91225             0.46           0.0            1675      YES            
120    208    328    -2254.281363            -0.439         0.0            1678      YES            
120    210    330    -2262.473353            -0.444         0.0            1682      YES            
120    262    382    -2387.577562            -0.433         0.0            1686      YES            
120    264    384    -2389.431907            -0.431         0.0            1690      YES            
120    266    386    -2391.057498            -0.426         0.0            1694      YES            
120    268    388    -2392.481756            -0.421         0.0            1698      YES            
120    270    390    -2394.654183            0.446          0.0            1703      YES            
120    272    392    -2396.05536             0.37           0.0            1707      YES            
120    274    394    -2397.233086            0.359          0.0            1711      YES            
120    282    402    -2400.299923            0.322          0.0            1715      YES            
120    284    404    -2400.604435            0.316          0.0            1719      YES            
120    286    406    -2400.694727            0.308          0.0            1723      YES            
120    288    408    -2400.577284            0.288          0.0            1727      YES            
120    290    410    -2400.65641             0.259          0.0            1731      YES            
120    298    418    -2399.926522            0.245          0.0            1735      YES            
