Z      N      A      Binding_Energy_(MeV)    beta2          beta3          fileID    Convergence    
12     14     26     -211.275556             -0.193         0.0            90        YES            
16     4      20     -19.25017               -0.037         0.0            10        YES            
24     36     60     -510.862654             0.066          0.0            96        YES            
26     24     50     -417.550408             0.239          0.0            99        YES            
26     34     60     -524.004962             0.143          0.0            104       YES            
26     36     62     -537.382875             0.099          0.0            107       YES            
46     36     82     -596.766725             0.121          0.0            111       YES            
52     72     124    -1050.10194             -0.125         0.0            114       YES            
52     74     126    -1065.73274             0.113          0.0            120       YES            
56     56     112    -898.248159             0.241          0.0            123       YES            
56     78     134    -1126.020265            -0.098         0.0            126       YES            
56     90     146    -1198.040027            0.212          0.0            131       YES            
56     118    174    -1275.649511            0.16           0.0            135       YES            
58     88     146    -1207.885674            0.194          0.0            140       YES            
58     90     148    -1218.226189            0.243          0.0            144       YES            
60     60     120    -949.831046             0.427          0.0            40        YES            
60     74     134    -1110.425146            -0.252         0.0            145       YES            
60     86     146    -1212.054622            0.15           0.0            151       YES            
60     88     148    -1224.389269            0.207          0.0            156       YES            
60     136    196    -1365.730157            -0.117         0.0            158       YES            
60     138    198    -1365.679673            -0.134         0.0            162       YES            
60     140    200    -1365.010965            -0.172         0.0            165       YES            
62     134    196    -1401.734367            -0.099         0.0            173       YES            
62     136    198    -1403.110681            0.128          0.0            179       YES            
62     138    200    -1403.317753            -0.155         0.0            182       YES            
64     132    196    -1434.890166            -0.073         0.0            186       YES            
64     134    198    -1436.520203            -0.103         0.0            190       YES            
64     136    200    -1437.99867             -0.14          0.0            194       YES            
66     88     154    -1262.396503            0.227          0.0            200       YES            
66     132    198    -1466.794542            -0.08          0.0            202       YES            
66     134    200    -1469.124288            -0.117         0.0            206       YES            
66     136    202    -1471.511038            -0.154         0.0            210       YES            
68     92     160    -1304.93526             0.302          0.0            215       YES            
68     132    200    -1492.122537            0.435          0.0            219       YES            
70     136    206    -1532.619356            -0.152         0.0            230       YES            
72     130    202    -1541.551652            0.491          0.0            239       YES            
74     96     170    -1362.66914             0.309          0.0            244       YES            
74     98     172    -1380.629128            0.333          0.0            248       YES            
74     136    210    -1586.960549            -0.125         0.0            250       YES            
76     98     174    -1386.488707            0.319          0.0            256       YES            
80     96     176    -1369.519631            -0.345         0.0            258       YES            
86     134    220    -1689.332445            -0.339         0.0            265       YES            
86     136    222    -1700.470565            -0.365         0.0            269       YES            
88     136    224    -1712.901035            -0.362         0.0            285       YES            
88     138    226    -1724.405142            -0.377         0.0            289       YES            
88     140    228    -1735.228099            -0.383         0.0            293       YES            
88     196    284    -1889.131934            -0.391         0.0            298       YES            
88     198    286    -1889.9562              -0.379         0.0            302       YES            
88     202    290    -1893.049058            -0.263         0.0            310       YES            
90     134    224    -1711.212044            -0.326         0.0            321       YES            
90     136    226    -1723.787633            -0.353         0.0            325       YES            
90     138    228    -1736.086877            0.441          0.0            332       YES            
90     194    284    -1917.998881            -0.388         0.0            334       YES            
90     196    286    -1919.657602            -0.385         0.0            338       YES            
90     200    290    -1923.507452            -0.293         0.0            345       YES            
90     202    292    -1925.060565            -0.293         0.0            350       YES            
92     134    226    -1719.806617            -0.329         0.0            361       YES            
92     136    228    -1733.258811            0.429          0.0            367       YES            
92     138    230    -1746.529083            0.448          0.0            372       YES            
92     196    288    -1949.197835            -0.289         0.0            382       YES            
92     198    290    -1951.645226            -0.295         0.0            386       YES            
92     200    292    -1953.841805            -0.3           0.0            390       YES            
94     130    224    -1694.433247            -0.492         0.0            393       YES            
94     132    226    -1711.411146            0.424          0.0            399       YES            
94     134    228    -1726.595666            0.43           0.0            403       YES            
94     136    230    -1741.174577            0.44           0.0            407       YES            
94     138    232    -1755.119848            0.465          0.0            412       YES            
94     190    284    -1966.798754            -0.261         0.0            414       YES            
94     192    286    -1970.28091             -0.279         0.0            418       YES            
94     194    288    -1973.653105            -0.289         0.0            422       YES            
94     196    290    -1976.862634            -0.296         0.0            426       YES            
94     198    292    -1979.881672            -0.301         0.0            430       YES            
96     128    224    -1682.004567            0.425          0.0            435       YES            
96     130    226    -1699.161693            0.431          0.0            439       YES            
96     132    228    -1711.698208            -0.459         0.0            442       YES            
96     134    230    -1731.823549            0.441          0.0            447       YES            
96     190    286    -1991.276706            -0.273         0.0            454       YES            
96     192    288    -1995.335744            -0.287         0.0            458       YES            
96     194    290    -1999.249677            -0.294         0.0            462       YES            
96     196    292    -2003.010324            -0.299         0.0            466       YES            
96     198    294    -2006.595419            -0.303         0.0            470       YES            
98     128    226    -1682.925461            0.433          0.0            475       YES            
98     130    228    -1700.955984            0.439          0.0            479       YES            
98     132    230    -1718.462769            0.443          0.0            483       YES            
98     190    288    -2014.056615            -0.278         0.0            494       YES            
98     192    290    -2018.948422            0.427          0.0            499       YES            
98     194    292    -2023.275721            0.46           0.0            503       YES            
98     196    294    -2027.450561            -0.3           0.0            506       YES            
98     198    296    -2031.600754            -0.304         0.0            510       YES            
98     262    360    -2053.89641             -0.318         0.0            514       YES            
100    126    226    -1663.013947            0.416          0.0            519       YES            
100    128    228    -1677.539277            -0.439         0.0            522       YES            
100    130    230    -1701.264855            0.444          0.0            527       YES            
100    132    232    -1719.624389            0.451          0.0            531       YES            
100    190    290    -2035.997336            0.496          0.0            547       YES            
100    192    292    -2040.380803            -0.289         0.0            550       YES            
100    194    294    -2045.40871             -0.295         0.0            554       YES            
100    196    296    -2050.279686            -0.3           0.0            558       YES            
100    198    298    -2054.973256            -0.304         0.0            562       YES            
100    260    360    -2091.670253            -0.315         0.0            566       YES            
100    262    362    -2090.603318            -0.317         0.0            570       YES            
100    264    364    -2089.409535            -0.319         0.0            574       YES            
102    128    230    -1675.01432             -0.439         0.0            578       YES            
102    184    286    -2037.135914            0.5            0.0            583       YES            
102    186    288    -2043.707851            0.488          0.0            588       YES            
102    188    290    -2050.014268            0.468          0.0            591       YES            
102    190    292    -2056.209252            0.411          0.0            595       YES            
102    192    294    -2062.268103            0.376          0.0            599       YES            
102    194    296    -2068.030111            0.326          0.0            603       YES            
102    196    298    -2071.468538            -0.301         0.0            606       YES            
102    260    362    -2126.771015            -0.317         0.0            610       YES            
102    262    364    -2126.022765            -0.319         0.0            614       YES            
102    264    366    -2125.156173            -0.321         0.0            618       YES            
104    184    288    -2054.069226            0.477          0.0            624       YES            
104    186    290    -2061.28086             0.461          0.0            628       YES            
104    188    292    -2068.330118            0.438          0.0            631       YES            
104    190    294    -2075.259429            0.416          0.0            635       YES            
104    192    296    -2081.920922            0.401          0.0            639       YES            
104    194    298    -2088.174462            0.384          0.0            643       YES            
104    196    300    -2094.094018            0.357          0.0            647       YES            
104    260    364    -2162.427442            0.497          0.0            651       YES            
104    262    366    -2160.253557            -0.328         0.0            654       YES            
104    264    368    -2159.717823            -0.327         0.0            658       YES            
106    184    290    -2069.606154            0.467          0.0            664       YES            
106    186    292    -2077.468553            0.453          0.0            668       YES            
106    188    294    -2085.162218            0.437          0.0            671       YES            
106    190    296    -2092.674405            0.424          0.0            675       YES            
106    260    366    -2196.179087            0.471          0.0            679       YES            
106    262    368    -2195.640626            0.471          0.0            683       YES            
106    264    370    -2195.014338            0.468          0.0            687       YES            
108    186    294    -2091.949796            0.459          0.0            692       YES            
108    262    370    -2228.420782            0.46           0.0            695       YES            
108    264    372    -2228.12885             0.457          0.0            699       YES            
108    266    374    -2227.746546            0.452          0.0            703       YES            
108    268    376    -2227.265467            0.446          0.0            707       YES            
108    270    378    -2226.678938            0.44           0.0            711       YES            
108    272    380    -2225.977318            0.434          0.0            715       YES            
110    264    374    -2259.267038            0.454          0.0            719       YES            
110    266    376    -2259.237318            0.448          0.0            723       YES            
110    268    378    -2259.107894            0.442          0.0            727       YES            
112    188    300    -2124.94027             0.468          0.0            63        YES            
112    192    304    -2143.105335            0.443          0.0            732       YES            
112    216    328    -2222.23712             0.446          0.0            735       YES            
112    264    376    -2288.87287             0.471          0.0            739       YES            
112    266    378    -2289.212605            0.448          0.0            743       YES            
112    268    380    -2289.475319            0.437          0.0            747       YES            
114    266    380    -2316.383571            -0.386         0.0            750       YES            
114    268    382    -2318.537269            0.454          0.0            755       YES            
114    280    394    -2319.124223            0.414          0.0            759       YES            
114    282    396    -2318.565269            0.412          0.0            763       YES            
114    288    402    -2314.59897             -0.362         0.0            766       YES            
116    190    306    -2152.163915            -0.39          0.0            770       YES            
116    266    382    -2344.360462            -0.391         0.0            774       YES            
116    268    384    -2345.197363            -0.388         0.0            778       YES            
116    270    386    -2345.902006            -0.385         0.0            782       YES            
116    272    388    -2346.48915             -0.382         0.0            786       YES            
116    282    398    -2348.778014            0.423          0.0            791       YES            
116    284    400    -2348.38259             0.425          0.0            795       YES            
118    190    308    -2160.352343            -0.395         0.0            798       YES            
118    266    384    -2370.948727            -0.399         0.0            802       YES            
118    268    386    -2372.081684            -0.398         0.0            806       YES            
118    270    388    -2373.074648            -0.395         0.0            810       YES            
118    272    390    -2373.951133            -0.393         0.0            814       YES            
120    190    310    -2166.731934            -0.404         0.0            818       YES            
120    216    336    -2286.610706            -0.463         0.0            822       YES            
120    240    360    -2359.855804            -0.149         0.0            70        YES            
120    264    384    -2394.508786            -0.413         0.0            826       YES            
120    266    386    -2396.298454            -0.414         0.0            830       YES            
120    268    388    -2397.845072            -0.415         0.0            834       YES            
120    270    390    -2399.194418            -0.415         0.0            838       YES            
120    272    392    -2400.389638            -0.415         0.0            842       YES            
