Z      N      A      Binding_Energy_(MeV)    beta2          beta3          fileID    Convergence    
86     140    226    -1727.235974            0.187          0.0            333       YES            
86     192    278    -1868.497724            -0.042         0.0            336       YES            
86     194    280    -1868.30523             -0.065         0.0            340       YES            
86     196    282    -1868.192703            -0.089         0.0            344       YES            
86     198    284    -1868.144948            -0.11          0.0            348       YES            
86     200    286    -1863.089134            0.451          0.0            353       YES            
86     202    288    -1870.078937            0.181          0.0            357       YES            
88     130    218    -1683.281891            -0.018         0.0            360       YES            
88     132    220    -1694.24254             -0.053         0.0            364       YES            
88     134    222    -1705.016229            -0.093         0.0            367       YES            
88     140    228    -1735.760328            -0.254         0.0            379       YES            
88     190    278    -1897.005141            -0.028         0.0            384       YES            
88     192    280    -1897.329103            -0.049         0.0            388       YES            
88     194    282    -1897.67795             -0.078         0.0            392       YES            
88     196    284    -1895.28318             -0.261         0.0            396       YES            
88     198    286    -1896.742768            -0.266         0.0            400       YES            
88     200    288    -1897.977293            -0.265         0.0            404       YES            
88     202    290    -1903.63714             0.209          0.0            409       YES            
88     204    292    -1904.060882            0.221          0.0            413       YES            
90     134    224    -1712.999787            -0.114         0.0            424       YES            
90     136    226    -1722.483447            0.463          0.0            429       YES            
90     138    228    -1734.884932            0.493          0.0            434       YES            
90     192    282    -1920.478237            -0.267         0.0            440       YES            
90     194    284    -1922.948227            -0.277         0.0            444       YES            
90     196    286    -1925.210085            -0.284         0.0            448       YES            
90     198    288    -1927.224374            -0.289         0.0            452       YES            
90     200    290    -1928.976793            -0.292         0.0            456       YES            
92     128    220    -1674.367698            -0.284         0.0            459       YES            
92     130    222    -1689.286755            -0.295         0.0            463       YES            
92     132    224    -1703.759235            -0.306         0.0            467       YES            
92     134    226    -1717.779641            -0.314         0.0            471       YES            
92     188    280    -1947.837989            -0.018         0.0            475       YES            
92     190    282    -1945.421146            0.492          0.0            481       YES            
92     192    284    -1948.476391            0.498          0.0            485       YES            
92     194    286    -1952.331282            -0.102         0.0            487       YES            
92     196    288    -1953.752563            -0.294         0.0            492       YES            
92     198    290    -1956.348514            -0.298         0.0            496       YES            
94     130    224    -1696.240616            -0.07          0.0            503       YES            
94     132    226    -1709.199008            -0.316         0.0            507       YES            
94     134    228    -1724.24261             0.461          0.0            513       YES            
94     188    282    -1971.718801            -0.018         0.0            515       YES            
94     190    284    -1971.110228            0.474          0.0            521       YES            
94     192    286    -1974.699025            0.477          0.0            525       YES            
94     194    288    -1977.940756            0.479          0.0            530       YES            
94     196    290    -1980.944477            0.48           0.0            534       YES            
94     242    336    -1998.885177            0.268          0.0            537       YES            
96     128    224    -1679.293994            0.464          0.0            541       YES            
96     130    226    -1696.507651            0.465          0.0            545       YES            
96     188    284    -1989.426342            -0.279         0.0            548       YES            
96     190    286    -1993.988188            -0.292         0.0            552       YES            
96     192    288    -2003.08576             0.159          0.0            557       YES            
96     194    290    -2002.517041            -0.301         0.0            560       YES            
98     128    226    -1675.496604            -0.497         0.0            563       YES            
98     186    284    -2012.563725            -0.007         0.0            568       YES            
98     188    286    -2016.37084             0.004          0.0            573       YES            
98     190    288    -2020.657808            0.119          0.0            577       YES            
98     192    290    -2025.517589            0.162          0.0            581       YES            
98     262    360    -2063.914007            0.049          0.0            585       YES            
100    128    228    -1680.657466            0.33           0.0            590       YES            
100    186    286    -2031.88951             -0.007         0.0            592       YES            
100    188    288    -2035.750089            -0.02          0.0            596       YES            
100    190    290    -2040.529103            0.352          0.0            601       YES            
100    262    362    -2095.068986            0.341          0.0            605       YES            
100    264    364    -2098.056643            0.08           0.0            609       YES            
102    128    230    -1677.84255             0.349          0.0            614       YES            
102    186    288    -2049.926756            -0.007         0.0            616       YES            
102    188    290    -2054.376274            -0.022         0.0            620       YES            
102    190    292    -2060.152506            0.372          0.0            625       YES            
102    262    364    -2131.338008            0.361          0.0            629       YES            
104    186    290    -2066.693438            -0.007         0.0            632       YES            
104    188    292    -2071.409186            -0.023         0.0            635       YES            
104    190    294    -2077.855331            0.379          0.0            641       YES            
104    262    366    -2166.224122            0.365          0.0            645       YES            
106    188    294    -2087.818675            -0.022         0.0            648       YES            
106    190    296    -2094.093784            0.391          0.0            653       YES            
108    190    298    -2108.98417             0.401          0.0            657       YES            
108    192    300    -2116.972113            0.391          0.0            661       YES            
110    166    276    -1993.035443            -0.197         0.0            664       YES            
110    190    300    -2122.784408            -0.052         0.0            667       YES            
110    192    302    -2130.904196            0.408          0.0            673       YES            
110    194    304    -2139.084471            0.4            0.0            20        YES            
110    196    306    -2146.821883            0.392          0.0            41        YES            
110    230    340    -2242.188604            0.235          0.0            677       YES            
112    192    304    -2143.279801            0.431          0.0            682       YES            
112    194    306    -2152.00479             0.423          0.0            686       YES            
114    160    274    -1953.061029            -0.203         0.0            688       YES            
114    164    278    -1981.89836             -0.357         0.0            691       YES            
114    166    280    -2003.84547             0.213          0.0            697       YES            
114    192    306    -2154.340846            0.482          0.0            702       YES            
114    194    308    -2163.650016            0.452          0.0            705       YES            
116    168    284    -2014.691586            -0.373         0.0            707       YES            
116    192    308    -2162.57117             -0.391         0.0            712       YES            
116    194    310    -2172.424845            -0.393         0.0            716       YES            
116    196    312    -2181.755971            -0.392         0.0            720       YES            
116    220    336    -2271.938867            -0.361         0.0            724       YES            
116    222    338    -2277.754446            -0.366         0.0            728       YES            
116    224    340    -2283.329346            -0.369         0.0            732       YES            
118    194    312    -2182.013487            -0.4           0.0            736       YES            
118    196    314    -2191.978624            -0.403         0.0            740       YES            
118    198    316    -2201.420228            -0.405         0.0            744       YES            
118    200    318    -2210.438133            -0.404         0.0            748       YES            
118    202    320    -2219.283637            -0.381         0.0            752       YES            
118    220    338    -2288.350384            -0.371         0.0            756       YES            
118    222    340    -2294.793633            -0.375         0.0            760       YES            
118    270    388    -2378.485075            -0.383         0.0            764       YES            
118    272    390    -2379.467737            -0.38          0.0            768       YES            
118    274    392    -2380.305881            -0.378         0.0            772       YES            
120    198    318    -2210.356796            -0.416         0.0            776       YES            
120    202    322    -2229.398865            -0.424         0.0            780       YES            
120    218    338    -2295.439638            -0.386         0.0            784       YES            
120    220    340    -2302.757133            -0.387         0.0            788       YES            
120    222    342    -2309.805748            -0.388         0.0            792       YES            
120    270    390    -2404.242275            -0.395         0.0            796       YES            
120    272    392    -2405.545778            -0.393         0.0            800       YES            
120    274    394    -2406.720037            -0.391         0.0            804       YES            
120    276    396    -2407.756445            -0.39          0.0            808       YES            
