Z      N      A      Energy_new(MeV)     Energy_old(MeV)     Energy_diff(MeV)    beta2_new    beta2_old    beta3_new    fileID    
76     112    188    -1491.451431        -1491.39128         -0.060151           0.206846     0.206635     -0.0         9986      
76     114    190    -1504.831529        -1504.783792        -0.047737           0.187017     0.186659     -5.5e-05     10075     
76     116    192    -1517.667021        -1517.64            -0.027021           0.162977     0.162464     7.3e-05      10165     
76     118    194    -1529.926801        -1529.908621        -0.01818            0.138259     0.138242     6.8e-05      10224     
76     120    196    -1541.822642        -1541.802054        -0.020588           -0.1211      -0.121061    5e-06        10282     
76     122    198    -1554.298144        -1554.298622        0.000478            -0.096601    -0.096601    6e-06        10373     
76     124    200    -1566.125548        -1566.110124        -0.015424           -0.065217    -0.065091    2.8e-05      10447     
76     126    202    -1577.590436        -1577.585591        -0.004845           0.000243     0.000000     -0.0         10539     
76     128    204    -1582.850149        -1582.850639        0.00049             -3e-06       0.000000     2e-06        10643     
76     130    206    -1587.488864        -1587.472496        -0.016368           0.026588     0.023642     -4e-06       10689     
76     132    208    -1592.369258        -1592.357634        -0.011624           0.077605     0.077264     8e-06        10749     
76     134    210    -1597.318741        -1597.300873        -0.017868           0.119322     0.119352     1e-05        10809     
76     136    212    -1602.213499        -1602.19694         -0.016559           0.142788     0.142816     -5.9e-05     10899     
76     138    214    -1606.994277        -1606.987912        -0.006365           0.163626     0.163615     -2.1e-05     10959     
76     140    216    -1611.91463         -1611.893852        -0.020778           0.203884     0.200638     5.7e-05      11096     
76     142    218    -1617.514215        -1617.496604        -0.017611           0.242643     0.242213     4.3e-05      11171     
76     144    220    -1622.732378        -1622.71172         -0.020658           0.25755      0.257199     4.4e-05      11216     
76     146    222    -1627.424602        -1627.400838        -0.023764           0.266001     0.265698     2.4e-05      11261     
76     148    224    -1631.424404        -1631.400416        -0.023988           0.269643     0.269360     6.1e-05      11336     
76     150    226    -1634.794964        -1634.771766        -0.023198           0.269458     0.269192     7.7e-05      11411     
76     152    228    -1637.767614        -1637.7478          -0.019814           0.266603     0.266313     5e-05        11501     
76     154    230    -1640.584329        -1640.567644        -0.016685           0.261359     0.261058     9.3e-05      11576     
76     156    232    -1643.372165        -1643.353156        -0.019009           0.253357     0.253025     0.000138     11651     
76     158    234    -1645.813397        -1645.794061        -0.019336           0.241895     0.241624     3.4e-05      11726     
76     160    236    -1647.695246        -1647.677553        -0.017693           0.228503     0.228247     8.6e-05      11816     
76     162    238    -1649.218303        -1649.203223        -0.01508            0.215332     0.215026     -1e-06       11861     
76     164    240    -1650.441445        -1650.433629        -0.007816           0.202471     0.202488     -3.8e-05     11949     
76     166    242    -1651.450904        -1651.43851         -0.012394           0.189376     0.189403     -5e-06       12024     
76     168    244    -1652.343719        -1652.334808        -0.008911           0.175559     0.175568     2.5e-05      12099     
76     170    246    -1653.071556        -1653.066759        -0.004797           0.161326     0.161307     -1.4e-05     12174     
76     172    248    -1653.222601        -1653.217678        -0.004923           0.144912     0.144893     4.2e-05      12249     
76     174    250    -1652.952485        -1652.947219        -0.005266           0.124492     0.124470     0.000111     12324     
76     176    252    -1653.414123        -1653.395714        -0.018409           -0.1138      -0.113748    3.4e-05      12397     
76     178    254    -1653.752766        -1653.739134        -0.013632           -0.097723    -0.097665    -5e-06       12487     
76     180    256    -1654.019755        -1654.015391        -0.004364           -0.073284    -0.073140    7e-06        12547     
76     182    258    -1654.277483        -1654.278934        0.001451            0.0          0.000002     -2e-06       12623     
76     184    260    -1654.820684        -1654.82216         0.001476            -1e-06       0.000000     1e-06        12728     
76     186    262    -1650.698535        -1650.700068        0.001533            1e-06        0.000000     1e-06        12773     
76     188    264    -1646.243245        -1645.939824        -0.303421           0.052307     0.000000     7e-06        12885     
76     190    266    -1642.031975        -1641.452932        -0.579043           0.072525     0.044481     3e-06        12915     
78     84     162    -1238.918834        -1238.914699        -0.004135           -0.001322    0.000000     -0.0         12982     
78     86     164    -1260.317062        -1260.302102        -0.01496            0.078825     0.078567     -2e-06       13089     
78     88     166    -1281.969673        -1281.94058         -0.029093           0.1178       0.117228     -2.5e-05     13180     
78     90     168    -1303.197907        -1303.162923        -0.034984           0.138156     0.137582     -8.2e-05     13270     
78     92     170    -1323.781935        -1323.740105        -0.04183            0.151092     0.150578     -3.9e-05     13332     
78     94     172    -1343.705577        -1343.660578        -0.044999           0.161951     0.161384     0.000334     13407     
78     96     174    -1363.549909        -1363.506796        -0.043113           0.269639     0.269286     0.002375     13468     
78     98     176    -1383.435922        -1383.347874        -0.088048           0.284863     0.284800     -0.000187    13571     
78     100    178    -1402.527474        -1402.43817         -0.089304           0.29472      0.294803     -5.2e-05     13601     
78     102    180    -1420.73153         -1420.641799        -0.089731           0.294449     0.294530     -4.7e-05     13661     
78     104    182    -1438.105066        -1438.018659        -0.086407           0.281909     0.281803     4.2e-05      13736     
78     106    184    -1454.743269        -1454.661079        -0.08219            0.261266     0.260777     -9.7e-05     13841     
78     108    186    -1470.609646        -1470.530677        -0.078969           0.237226     0.236154     -1e-06       13901     
78     110    188    -1486.129556        -1486.082025        -0.047531           -0.16851     -0.167988    4.3e-05      14001     
78     112    190    -1501.862315        -1501.82762         -0.034695           -0.158073    -0.157675    1.1e-05      14031     
78     114    192    -1517.142003        -1517.11633         -0.025673           -0.150219    -0.149869    -4.9e-05     14136     
78     116    194    -1531.798637        -1531.776464        -0.022173           -0.142443    -0.142049    -7.3e-05     14241     
78     118    196    -1545.740285        -1545.72434         -0.015945           -0.130902    -0.130317    4.3e-05      14286     
78     120    198    -1559.26853         -1559.261572        -0.006958           -0.110797    -0.110648    -4e-06       14347     
78     122    200    -1572.956885        -1572.945527        -0.011358           -0.08911     -0.089040    -1e-06       14422     
78     124    202    -1585.694379        -1585.669341        -0.025038           -0.050282    -0.049437    -1e-06       14482     
78     126    204    -1598.496967        -1598.497486        0.000519            -1e-06       0.000000     -1e-06       14588     
78     128    206    -1604.591135        -1604.591681        0.000546            0.0          0.000000     -0.0         14633     
78     130    208    -1609.95423         -1609.95483         0.0006              -4e-06       -0.000002    1e-06        14753     
78     132    210    -1615.226601        -1615.200874        -0.025727           0.027793     0.022762     1.5e-05      14844     
78     134    212    -1620.417039        -1620.399552        -0.017487           0.082789     0.082632     1e-06        14859     
78     136    214    -1625.717258        -1625.708008        -0.00925            0.116916     0.116854     5.6e-05      14949     
78     138    216    -1630.911885        -1630.912149        0.000264            0.138019     0.137913     -2.4e-05     15009     
78     140    218    -1636.401292        -1636.393046        -0.008246           0.213399     0.211394     -2e-06       15087     
78     142    220    -1642.600424        -1642.584055        -0.016369           0.236556     0.236235     -4.8e-05     15221     
78     144    222    -1648.414933        -1648.398484        -0.016449           0.24968      0.249359     -9.3e-05     15281     
78     146    224    -1653.797613        -1653.778868        -0.018745           0.259056     0.258747     1.3e-05      15311     
78     148    226    -1658.613872        -1658.592214        -0.021658           0.264375     0.264096     0.000104     15401     
78     150    228    -1662.842024        -1662.817426        -0.024598           0.265792     0.265549     2.2e-05      15461     
78     152    230    -1666.603879        -1666.581696        -0.022183           0.264631     0.264397     -5.3e-05     15566     
78     154    232    -1670.147638        -1670.121827        -0.025811           0.261429     0.261219     -1.5e-05     15611     
78     156    234    -1673.611309        -1673.587303        -0.024006           0.255847     0.255623     1.7e-05      15686     
78     158    236    -1676.696091        -1676.673019        -0.023072           0.246288     0.246047     4.1e-05      15791     
78     160    238    -1679.172243        -1679.153208        -0.019035           0.232738     0.232462     -3.3e-05     15836     
78     162    240    -1681.198124        -1681.18541         -0.012714           0.217215     0.216889     2.5e-05      15911     
78     164    242    -1682.896808        -1682.892795        -0.004013           0.199129     0.199214     1.7e-05      15999     
78     166    244    -1684.574656        -1684.568281        -0.006375           0.178361     0.178433     1e-06        16059     
78     168    246    -1686.379205        -1686.372281        -0.006924           0.160178     0.160173     -3.1e-05     16149     
78     170    248    -1688.053124        -1688.045493        -0.007631           0.144853     0.144860     -3.5e-05     16224     
78     172    250    -1689.369518        -1689.363363        -0.006155           0.127933     0.127919     8.6e-05      16299     
78     174    252    -1691.035173        -1691.012853        -0.02232            -0.11848     -0.118448    -4.4e-05     16417     
78     176    254    -1692.692718        -1692.677643        -0.015075           -0.10788     -0.107815    9.4e-05      16462     
78     178    256    -1693.85415         -1693.843525        -0.010625           -0.092196    -0.092086    2e-05        16552     
78     180    258    -1694.828571        -1694.824047        -0.004524           -0.067243    -0.067077    -1.8e-05     16627     
78     182    260    -1695.88792         -1695.889553        0.001633            1e-06        0.000000     0.0          16688     
78     184    262    -1696.958976        -1696.960649        0.001673            -0.0         0.000000     0.0          16763     
78     186    264    -1693.332037        -1693.333759        0.001722            -0.0         0.000000     0.0          16808     
78     188    266    -1689.068091        -1689.069875        0.001784            -0.0         0.000000     0.0          16883     
78     190    268    -1685.096613        -1684.801099        -0.295514           0.062482     -0.000003    0.003223     17025     
80     86     166    -1258.679501        -1258.65913         -0.020371           0.001609     0.000000     -0.0         17034     
80     88     168    -1280.567203        -1280.565866        -0.001337           0.065468     0.064745     0.0          17109     
80     90     170    -1302.390298        -1302.374406        -0.015892           0.096888     0.095754     -8.1e-05     17200     
80     92     172    -1323.739139        -1323.714426        -0.024713           0.110286     0.110294     -3.1e-05     17274     
80     94     174    -1344.482933        -1344.456175        -0.026758           0.119106     0.118335     0.000364     17352     
80     96     176    -1364.637874        -1364.608006        -0.029868           0.12562      0.124684     -1.6e-05     17411     
80     98     178    -1384.856517        -1384.821909        -0.034608           0.274519     0.273995     0.000602     17518     
80     100    180    -1405.068751        -1404.989334        -0.079417           0.294695     0.294116     -1.9e-05     17562     
80     102    182    -1424.384853        -1424.30011         -0.084743           0.29767      0.297569     0.000166     17681     
80     104    184    -1442.96867         -1442.901557        -0.067113           -0.184406    -0.184085    7e-06        17706     
80     106    186    -1461.084792        -1461.020953        -0.063839           -0.18186     -0.181388    0.0          17781     
80     108    188    -1478.583674        -1478.528816        -0.054858           -0.172567    -0.171999    -1.1e-05     17856     
80     110    190    -1495.730452        -1495.693644        -0.036808           -0.161528    -0.160988    6.5e-05      17961     
80     112    192    -1512.520999        -1512.495269        -0.02573            -0.152358    -0.151839    1.1e-05      18006     
80     114    194    -1528.847232        -1528.824454        -0.022778           -0.144221    -0.143663    2.3e-05      18111     
80     116    196    -1544.598318        -1544.581225        -0.017093           -0.134074    -0.133155    1.6e-05      18216     
80     118    198    -1559.701858        -1559.686773        -0.015085           -0.113878    -0.113708    -3.7e-05     18262     
80     120    200    -1574.541358        -1574.52683         -0.014528           -0.091602    -0.091467    1e-06        18367     
80     122    202    -1589.483819        -1589.469948        -0.013871           -0.069748    -0.069564    0.0          18382     
80     124    204    -1603.913738        -1603.912525        -0.001213           -0.000456    -0.000001    0.0          18457     
80     126    206    -1617.996879        -1617.997468        0.000589            0.0          0.000000     -0.0         18533     
80     128    208    -1624.913517        -1624.914138        0.000621            0.0          0.000000     0.0          18608     
80     130    210    -1631.095506        -1631.093085        -0.002421           -0.000491    0.000000     0.0          18682     
80     132    212    -1637.106592        -1637.103685        -0.002907           0.000703     0.000000     -5e-06       18804     
80     134    214    -1642.873195        -1642.873987        0.000792            -1e-06       0.000000     3e-06        18863     
80     136    216    -1648.29201         -1648.292844        0.000834            1.9e-05      0.000000     1.6e-05      18953     
80     138    218    -1653.569554        -1653.577796        0.008242            0.094585     0.094036     2e-06        18984     
80     140    220    -1659.157387        -1659.16243         0.005043            0.200897     0.199543     -5.1e-05     19062     
80     142    222    -1665.776739        -1665.767358        -0.009381           0.221261     0.220905     -1.7e-05     19166     
80     144    224    -1672.103563        -1672.091654        -0.011909           0.236831     0.236404     6.5e-05      19226     
80     146    226    -1678.163826        -1678.143898        -0.019928           0.250615     0.250242     6e-05        19316     
80     148    228    -1683.816317        -1683.791186        -0.025131           0.259315     0.259024     -0.000124    19406     
80     150    230    -1688.915162        -1688.886563        -0.028599           0.262706     0.262493     -1e-06       19436     
80     152    232    -1693.47812         -1693.449707        -0.028413           0.26289      0.262693     0.000132     19526     
80     154    234    -1697.742605        -1697.719088        -0.023517           0.260975     0.260773     -4.5e-05     19586     
80     156    236    -1701.900197        -1701.876046        -0.024151           0.256855     0.256685     6.4e-05      19661     
80     158    238    -1705.644228        -1705.625783        -0.018445           0.249003     0.248789     -0.000124    19766     
80     160    240    -1708.751226        -1708.734154        -0.017072           0.236559     0.236308     0.000235     19826     
80     162    242    -1711.326569        -1711.313709        -0.01286            0.220519     0.220179     9.5e-05      19901     
80     164    244    -1713.6402          -1713.594362        -0.045838           -0.16411     -0.163888    0.000126     19971     
80     166    246    -1716.788969        -1716.750739        -0.03823            -0.158494    -0.158150    0.000158     20061     
80     168    248    -1719.635584        -1719.588995        -0.046589           -0.150599    -0.150257    4.8e-05      20121     
80     170    250    -1722.243866        -1722.209601        -0.034265           -0.139678    -0.139228    -1e-06       20181     
80     172    252    -1724.806957        -1724.781484        -0.025473           -0.126583    -0.126088    0.00066      20286     
80     174    254    -1727.38767         -1727.375398        -0.012272           -0.111745    -0.111670    0.0          20332     
80     176    256    -1729.864876        -1729.855126        -0.00975            -0.096119    -0.095954    -2.2e-05     20452     
80     178    258    -1731.871915        -1731.862419        -0.009496           -0.076158    -0.075980    0.0          20482     
80     180    260    -1733.71493         -1733.705819        -0.009111           -0.04248     -0.041856    -0.0         20557     
80     182    262    -1736.129229        -1736.123529        -0.0057             9.3e-05      0.000000     -0.0         20694     
80     184    264    -1737.727591        -1737.729434        0.001843            -0.0         0.000000     0.0          20708     
80     186    266    -1734.607992        -1734.604872        -0.00312            -0.000219    0.000000     2e-06        20827     
80     188    268    -1730.863383        -1730.865373        0.00199             -0.0         0.000000     -0.0         20858     
80     190    270    -1727.095551        -1727.097623        0.002072            0.0          0.000000     0.0          20933     
82     90     172    -1300.677223        -1300.666563        -0.01066            0.001065     0.000000     1e-06        21009     
82     92     174    -1322.705067        -1322.687001        -0.018066           0.001838     0.000000     0.0          21084     
82     94     176    -1344.380199        -1344.37795         -0.002249           0.00281      0.000000     -5e-06       21219     
82     96     178    -1365.682278        -1365.676278        -0.006              0.002511     0.000000     1e-06        21279     
82     98     180    -1386.572926        -1386.547771        -0.025155           -0.001797    0.000000     2e-06        21307     
82     100    182    -1406.928618        -1406.92793         -0.000688           -0.001652    0.000000     2e-06        21427     
82     102    184    -1426.636855        -1426.629489        -0.007366           -0.002226    0.000000     4e-06        21472     
82     104    186    -1446.189796        -1446.136463        -0.053333           -0.197734    -0.197166    -7.5e-05     21545     
82     106    188    -1465.398163        -1465.331353        -0.06681            -0.196091    -0.195819    -2.9e-05     21606     
82     108    190    -1483.725987        -1483.666153        -0.059834           -0.190033    -0.189679    8.9e-05      21726     
82     110    192    -1501.503474        -1501.452998        -0.050476           -0.18        -0.179627    1.4e-05      21786     
82     112    194    -1518.913973        -1518.790147        -0.123826           -0.169377    0.075812     0.000218     21845     
82     114    196    -1536.307275        -1536.301153        -0.006122           0.071784     0.071347     -6e-06       21924     
82     116    198    -1553.496458        -1553.49841         0.001952            0.05962      0.058719     -1e-06       21999     
82     118    200    -1570.438206        -1570.445141        0.006935            -0.044239    0.029555     2e-06        22103     
82     120    202    -1587.289185        -1587.286376        -0.002809           -0.001759    0.000000     1e-06        22192     
82     122    204    -1603.918586        -1603.919114        0.000528            0.0          0.000000     1e-06        22238     
82     124    206    -1620.281858        -1620.28245         0.000592            0.0          0.000000     0.0          22298     
82     126    208    -1635.23968         -1635.240362        0.000682            0.0          0.000000     -0.0         22373     
82     128    210    -1643.007468        -1643.008194        0.000726            0.0          0.000000     -0.0         22433     
82     130    212    -1650.00479         -1650.005564        0.000774            0.0          0.000000     -0.0         22553     
82     132    214    -1656.809414        -1656.81023         0.000816            -1e-06       0.000000     5e-06        22643     
82     134    216    -1663.354627        -1663.355494        0.000867            0.0          0.000000     -0.0         22658     
82     136    218    -1669.59274         -1669.593649        0.000909            -0.0         0.000000     1.1e-05      22778     
82     138    220    -1675.537724        -1675.538675        0.000951            -1e-06       0.000000     -0.0001      22868     
82     140    222    -1681.266115        -1681.258994        -0.007121           0.000281     0.000000     0.017639     22928     
82     142    224    -1687.426201        -1687.412902        -0.013299           0.203618     0.203575     -0.000177    22974     
82     144    226    -1694.223377        -1694.20659         -0.016787           0.223574     0.223546     7e-06        23034     
82     146    228    -1700.926482        -1700.903915        -0.022567           0.242287     0.241975     0.000177     23156     
82     148    230    -1707.312316        -1707.288903        -0.023413           0.253335     0.253077     5.8e-05      23231     
82     150    232    -1713.149846        -1713.124368        -0.025478           0.257725     0.257535     0.000174     23291     
82     152    234    -1718.388034        -1718.366503        -0.021531           0.258453     0.258267     2.3e-05      23336     
82     154    236    -1723.299368        -1723.276583        -0.022785           0.256902     0.256762     9.3e-05      23441     
82     156    238    -1728.085038        -1728.068424        -0.016614           0.253171     0.253022     -8e-06       23486     
82     158    240    -1732.509335        -1732.498641        -0.010694           0.245229     0.245055     -1.8e-05     23561     
82     160    242    -1736.397169        -1736.38722         -0.009949           0.232581     0.232347     4e-05        23636     
82     162    244    -1739.744312        -1739.738391        -0.005921           0.216575     0.216235     -3.4e-05     23771     
82     164    246    -1743.646392        -1743.600949        -0.045443           -0.171066    -0.170896    6e-06        23781     
82     166    248    -1747.453176        -1747.398001        -0.055175           -0.166224    -0.166040    -6.7e-05     23871     
82     168    250    -1750.9193          -1750.867559        -0.051741           -0.159873    -0.159604    9.4e-05      23946     
82     170    252    -1754.012243        -1753.964749        -0.047494           -0.149641    -0.149179    2e-06        24006     
82     172    254    -1756.852139        -1756.820159        -0.03198            -0.129368    0.081086     0.000533     24096     
82     174    256    -1760.320264        -1760.320872        0.000608            -0.079734    -0.079268    -5.2e-05     24217     
82     176    258    -1763.951968        -1763.952938        0.00097             -0.056412    -0.055894    -0.0         24232     
82     178    260    -1767.410637        -1767.412556        0.001919            0.0          0.000000     -0.0         24308     
82     180    262    -1770.810457        -1770.809514        -0.000943           -0.00014     0.000000     1.2e-05      24442     
82     182    264    -1774.071977        -1774.073942        0.001965            0.0          0.000000     0.0          24488     
82     184    266    -1776.226289        -1776.227816        0.001527            -7.6e-05     0.000000     -2e-06       24562     
82     186    268    -1773.648572        -1773.645523        -0.003049           0.000184     0.000000     1e-06        24609     
82     188    270    -1770.420865        -1770.415924        -0.004941           0.000343     0.000000     -0.0         24684     
82     190    272    -1767.18465         -1767.170523        -0.014127           0.000545     0.000000     -1e-06       24774     
82     192    274    -1763.867146        -1763.851352        -0.015794           0.00083      0.000000     3e-06        24879     
84     96     180    -1361.244698        -1361.22596         -0.018738           0.20038      0.197874     2.3e-05      24971     
84     98     182    -1383.333           -1383.277253        -0.055747           0.26082      0.258245     4.7e-05      25016     
84     100    184    -1405.488236        -1405.411621        -0.076615           0.297754     0.297081     -0.000176    25106     
84     102    186    -1426.667868        -1426.591556        -0.076312           0.301053     0.300633     1.3e-05      25151     
84     104    188    -1447.013539        -1446.94889         -0.064649           -0.216419    -0.216349    -8.5e-05     25251     
84     106    190    -1467.283646        -1467.219347        -0.064299           -0.215632    -0.215511    -3.1e-05     25296     
84     108    192    -1486.47236         -1486.411667        -0.060693           -0.211716    -0.211514    -7.3e-05     25371     
84     110    194    -1504.848314        -1504.792172        -0.056142           -0.201916    -0.201657    -2.2e-05     25476     
84     112    196    -1522.831551        -1522.821055        -0.010496           -0.186945    -0.185743    9.7e-05      25519     
84     114    198    -1541.088217        -1541.082077        -0.00614            -0.108689    -0.108491    -0.0         25597     
84     116    200    -1559.008106        -1558.990801        -0.017305           -0.09915     -0.099024    3e-05        25717     
84     118    202    -1576.534359        -1576.520393        -0.013966           -0.085288    -0.085071    3e-06        25792     
84     120    204    -1593.804137        -1593.798227        -0.00591            -0.066636    -0.066281    2.1e-05      25852     
84     122    206    -1610.887342        -1610.879495        -0.007847           -0.041394    -0.040612    -2e-05       25912     
84     124    208    -1627.882486        -1627.883129        0.000643            0.0          0.000000     0.0          25958     
84     126    210    -1643.694547        -1643.695292        0.000745            -0.0         0.000000     -0.0         26048     
84     128    212    -1652.348364        -1652.349157        0.000793            1e-06        0.000000     3e-06        26123     
84     130    214    -1660.194968        -1660.195807        0.000839            0.0          0.000000     -1e-06       26228     
84     132    216    -1668.108279        -1668.133678        0.025399            0.066163     0.067370     5e-06        26304     
84     134    218    -1676.441607        -1676.438922        -0.002685           0.100871     0.099932     0.026712     26394     
84     136    220    -1684.342215        -1684.333818        -0.008397           0.119782     0.119825     1.3e-05      26409     
84     138    222    -1692.142823        -1692.130281        -0.012542           0.145897     0.145929     -2.6e-05     26484     
84     140    224    -1699.879004        -1699.866065        -0.012939           0.174284     0.174221     0.000186     26574     
84     142    226    -1707.399601        -1707.382869        -0.016732           0.194641     0.194581     0.000211     26679     
84     144    228    -1714.811437        -1714.792227        -0.01921            0.215593     0.215564     -0.000518    26739     
84     146    230    -1722.159719        -1722.142315        -0.017404           0.234363     0.234354     8.1e-05      26799     
84     148    232    -1729.198585        -1729.180265        -0.01832            0.245403     0.245159     -0.000173    26876     
84     150    234    -1735.669883        -1735.650431        -0.019452           0.249207     0.249067     -0.000121    26966     
84     152    236    -1741.525058        -1741.508712        -0.016346           0.249369     0.249252     -0.000133    27026     
84     154    238    -1747.030532        -1747.016986        -0.013546           0.247601     0.247500     5.1e-05      27086     
84     156    240    -1752.427361        -1752.4142          -0.013161           0.256677     0.243848     0.07499      27219     
84     158    242    -1757.541105        -1757.543213        0.002108            0.23585      0.235667     -3.3e-05     27236     
84     160    244    -1762.292436        -1762.27086         -0.021576           0.238823     0.222707     0.076141     27369     
84     162    246    -1766.533887        -1766.507094        -0.026793           0.223559     0.206332     0.07222      27444     
84     164    248    -1770.359649        -1770.309928        -0.049721           -0.179677    -0.179559    0.000199     27471     
84     166    250    -1774.825782        -1774.773486        -0.052296           -0.17313     -0.172919    5.8e-05      27546     
84     168    252    -1778.981011        -1778.927081        -0.05393            -0.162678    -0.162172    0.000168     27666     
84     170    254    -1782.835883        -1782.799193        -0.03669            -0.139449    -0.138112    0.000201     27726     
84     172    256    -1786.838605        -1786.826024        -0.012581           -0.104756    -0.103905    6e-05        27771     
84     174    258    -1790.974291        -1790.969514        -0.004777           -0.085401    -0.085267    -2e-06       27862     
84     176    260    -1794.932091        -1794.924184        -0.007907           -0.072301    -0.072211    6.1e-05      27937     
84     178    262    -1798.5754          -1798.566789        -0.008611           -0.054258    -0.054272    7e-06        27997     
84     180    264    -1801.901112        -1801.903254        0.002142            -0.0         -0.000003    -0.0         28088     
84     182    266    -1805.623601        -1805.619597        -0.004004           8.4e-05      0.000000     0.0          28149     
84     184    268    -1808.28385         -1808.286063        0.002213            -0.0         0.000000     -1e-06       28238     
84     186    270    -1806.25184         -1806.238872        -0.012968           0.000128     0.000000     -0.0         28284     
84     188    272    -1803.551086        -1803.54071         -0.010376           0.000262     0.000000     -1e-06       28404     
84     190    274    -1800.839326        -1800.81375         -0.025576           -0.000371    0.000000     -2e-05       28462     
84     192    276    -1798.042653        -1798.021188        -0.021465           -0.000482    0.000000     -2.1e-05     28522     
84     194    278    -1795.0712          -1795.073832        0.002632            2e-06        0.000000     4e-06        28598     
84     196    280    -1792.416943        -1792.354474        -0.062469           0.106843     0.104884     0.056921     28721     
84     198    282    -1789.992943        -1789.989393        -0.00355            0.137752     0.138700     -4.5e-05     28781     
84     200    284    -1787.818307        -1787.814107        -0.0042             0.161781     0.161280     -1e-06       28811     
84     202    286    -1785.548568        -1785.548085        -0.000483           0.177755     0.177419     0.000142     28929     
84     204    288    -1783.166493        -1783.167106        0.000613            0.191681     0.191399     4.5e-05      29019     
84     206    290    -1780.672733        -1780.674114        0.001381            0.203556     0.203286     1.2e-05      29034     
84     208    292    -1778.041469        -1778.039762        -0.001707           0.212971     0.212677     0.000385     29154     
86     100    186    -1403.488273        -1403.416679        -0.071594           0.299109     0.298253     0.000155     29201     
86     102    188    -1425.431673        -1425.365413        -0.06626            0.297676     0.296974     -9.3e-05     29291     
86     104    190    -1446.561656        -1446.520408        -0.041248           0.276228     0.392294     -7.7e-05     29381     
86     106    192    -1467.037681        -1466.968629        -0.069052           -0.233124    -0.232847    0.00015      29435     
86     108    194    -1487.199947        -1487.125454        -0.074493           -0.230987    -0.230657    -3.8e-05     29525     
86     110    196    -1506.233122        -1506.165442        -0.06768            -0.223037    -0.222968    1e-06        29556     
86     112    198    -1525.171524        -1525.161435        -0.010089           0.151228     0.150598     -2.4e-05     29695     
86     114    200    -1544.07884         -1544.069438        -0.009402           0.136932     0.136260     -6e-06       29710     
86     116    202    -1562.711229        -1562.693779        -0.01745            -0.12395     -0.123086    -5.1e-05     29796     
86     118    204    -1580.994218        -1580.981254        -0.012964           -0.111335    -0.110254    -6.3e-05     29871     
86     120    206    -1598.813833        -1598.80389         -0.009943           -0.090549    -0.090309    0.0          29932     
86     122    208    -1616.522513        -1616.519792        -0.002721           -0.06569     -0.065283    -1e-06       30007     
86     124    210    -1633.786806        -1633.787497        0.000691            -3e-06       0.000006     0.0          30098     
86     126    212    -1650.455537        -1650.456366        0.000829            -1e-06       0.000000     -1e-06       30218     
86     128    214    -1659.998792        -1659.99966         0.000868            -1e-06       0.000000     -2e-06       30293     
86     130    216    -1669.349401        -1669.330846        -0.018555           0.077408     0.075780     0.019396     30338     
86     132    218    -1679.961588        -1679.423018        -0.53857            0.119574     0.108273     0.102753     30444     
86     134    220    -1689.725931        -1689.041877        -0.684054           0.140783     0.130019     0.128804     30504     
86     136    222    -1698.942884        -1698.355167        -0.587717           0.159387     0.150368     0.144732     30579     
86     138    224    -1707.889471        -1707.599935        -0.289536           0.177657     0.169607     0.1279       30669     
86     140    226    -1716.693578        -1716.65014         -0.043438           0.188167     0.186179     0.049943     30714     
86     142    228    -1725.359226        -1725.346524        -0.012702           0.202163     0.202082     7.7e-05      30789     
86     144    230    -1733.73835         -1733.72485         -0.0135             0.218435     0.218397     0.000405     30864     
86     146    232    -1741.833761        -1741.820814        -0.012947           0.232213     0.232120     0.000471     30969     
86     148    234    -1749.51687         -1749.505189        -0.011681           0.240082     0.240001     -0.000102    31044     
86     150    236    -1756.610918        -1756.600364        -0.010554           0.242435     0.242257     0.005192     31074     
86     152    238    -1763.076156        -1763.066336        -0.00982            0.247467     0.241278     0.050695     31194     
86     154    240    -1769.195832        -1769.183021        -0.012811           0.249042     0.238688     0.065463     31254     
86     156    242    -1775.213184        -1775.203187        -0.009997           0.247535     0.234643     0.071811     31344     
86     158    244    -1781.048246        -1781.03656         -0.011686           0.241167     0.226425     0.074129     31419     
86     160    246    -1786.59447         -1786.59493         0.00046             0.213579     0.213511     -1.4e-05     31466     
86     162    248    -1791.719369        -1791.72284         0.003471            0.197307     0.197121     -7.4e-05     31526     
86     164    250    -1796.433178        -1796.442694        0.009516            0.176308     0.176219     -1e-06       31584     
86     166    252    -1801.054535        -1801.06067         0.006135            0.15305      0.152954     3e-06        31659     
86     168    254    -1805.693436        -1805.696643        0.003207            0.132739     0.132736     0.0          31734     
86     170    256    -1810.292328        -1810.301698        0.00937             0.117355     0.117321     1e-06        31809     
86     172    258    -1814.745928        -1814.746709        0.000781            0.103208     0.103206     -0.0         31884     
86     174    260    -1819.325876        -1819.308928        -0.016948           -0.096317    -0.096097    4.7e-05      31986     
86     176    262    -1823.884759        -1823.871052        -0.013707           -0.083857    -0.083704    2e-06        32031     
86     178    264    -1827.975417        -1827.96717         -0.008247           -0.067192    -0.067247    3.7e-05      32122     
86     180    266    -1831.707423        -1831.702558        -0.004865           -0.041459    -0.041582    -5e-05       32212     
86     182    268    -1835.498054        -1835.488523        -0.009531           4e-06        0.000000     -0.0         32257     
86     184    270    -1838.649889        -1838.652328        0.002439            -0.0         0.000000     0.0          32363     
86     186    272    -1837.184466        -1837.186987        0.002521            1e-06        0.000000     -0.0         32423     
