Z      N      A      Energy_new(MeV)     Energy_old(MeV)     Energy_diff(MeV)    beta2_new    beta2_old    beta3_new    fileID    
56     72     128    -1071.735103        -1071.736931        0.001828            0.234806     0.234888     -0.000192    7177      
56     74     130    -1089.348981        -1089.344315        -0.004666           0.197963     0.197871     -4.2e-05     7239      
56     76     132    -1106.820174        -1106.814726        -0.005448           0.161961     0.161896     -3.4e-05     7344      
56     78     134    -1124.021155        -1124.014009        -0.007146           0.128182     0.128210     4.6e-05      7374      
56     80     136    -1140.561806        -1140.55611         -0.005696           0.079363     0.079289     0.000196     7466      
56     82     138    -1156.662834        -1156.651664        -0.01117            0.000987     0.000000     -1e-06       7541      
56     84     140    -1166.555817        -1166.539422        -0.016395           0.098044     0.097393     4e-06        7587      
56     86     142    -1176.809304        -1176.637194        -0.17211            0.161519     0.148977     0.100529     7721      
56     88     144    -1186.76425         -1186.234068        -0.530182           0.194021     0.180886     0.149614     7797      
56     90     146    -1195.25137         -1194.733895        -0.517475           0.207134     0.205444     0.125048     7841      
56     92     148    -1202.986268        -1202.633436        -0.352832           0.232476     0.238326     0.104241     7931      
56     94     150    -1210.598873        -1210.553781        -0.045092           0.268941     0.268959     0.000108     7961      
56     96     152    -1218.045817        -1217.992697        -0.05312            0.28067      0.280651     0.000241     8081      
56     98     154    -1225.125646        -1225.069877        -0.055769           0.28872      0.288763     -2.8e-05     8111      
56     100    156    -1231.772946        -1231.710446        -0.0625             0.295361     0.295341     -7.6e-05     8247      
56     102    158    -1237.633104        -1237.572426        -0.060678           0.296729     0.296560     0.000281     8307      
56     104    160    -1242.490334        -1242.430323        -0.060011           0.290729     0.290443     0.000268     8382      
56     106    162    -1246.516552        -1246.457141        -0.059411           0.276811     0.276430     8.7e-05      8457      
56     108    164    -1250.288745        -1250.231639        -0.057106           0.258932     0.258523     -0.000351    8487      
56     110    166    -1254.000954        -1253.945976        -0.054978           0.241492     0.241132     -7.7e-05     8606      
56     112    168    -1257.523935        -1257.475798        -0.048137           0.223999     0.223549     0.00011      8637      
56     114    170    -1260.353782        -1260.309185        -0.044597           0.204306     0.203892     0.000218     8726      
56     116    172    -1262.328399        -1262.288323        -0.040076           0.177752     0.177398     0.000126     8831      
56     118    174    -1264.438428        -1264.401743        -0.036685           0.14481      0.144518     7.9e-05      8890      
56     120    176    -1267.085031        -1267.045728        -0.039303           0.111864     0.111643     -7e-06       8936      
56     122    178    -1270.033526        -1269.99864         -0.034886           0.075598     0.075670     0.000285     9040      
56     124    180    -1273.714435        -1273.646565        -0.06787            -0.000934    0.000000     -1e-06       9111      
56     126    182    -1276.811459        -1276.810706        -0.000753           -0.000149    0.000000     -0.0         9202      
56     128    184    -1274.079684        -1274.064748        -0.014936           -0.005109    0.000000     3e-06        9261      
56     130    186    -1271.381601        -1271.264452        -0.117149           0.07842      0.070455     5.4e-05      9327      
56     132    188    -1268.814374        -1268.67589         -0.138484           0.112865     0.108689     7.8e-05      9432      
56     134    190    -1266.132626        -1265.991774        -0.140852           0.141357     0.138092     -6e-06       9522      
56     136    192    -1263.448775        -1263.106915        -0.34186            0.166098     0.157140     0.079642     9552      
56     138    194    -1260.44142         -1260.003273        -0.438147           0.18302      0.172014     0.093377     9627      
58     54     112    -861.284316         -861.267737         -0.016579           0.22717      0.227036     0.0001       9687      
58     56     114    -890.737254         -890.696225         -0.041029           0.257002     0.256253     0.018853     9777      
58     58     116    -919.157114         -919.13683          -0.020284           0.325483     0.324995     0.002063     9854      
58     60     118    -946.725076         -946.686202         -0.038874           0.371077     0.370465     -0.001418    9914      
58     62     120    -971.98733          -971.956107         -0.031223           0.382828     0.382259     0.002373     10020     
58     64     122    -995.705449         -995.683823         -0.021626           0.375686     0.374998     -0.000237    10065     
58     66     124    -1018.441364        -1018.432229        -0.009135           0.364029     0.352966     0.103525     10198     
58     68     126    -1040.307524        -1040.294514        -0.01301            0.32812      0.327524     0.00113      10228     
58     70     128    -1060.783051        -1060.770988        -0.012063           0.297671     0.296774     0.000453     10289     
58     72     130    -1079.991476        -1079.989066        -0.00241            0.256888     0.256521     0.000575     10407     
58     74     132    -1098.6786          -1098.678577        -2.3e-05            0.211524     0.211524     -6e-06       10493     
58     76     134    -1117.366598        -1117.365331        -0.001267           0.171861     0.171762     -5.4e-05     10539     
58     78     136    -1135.882777        -1135.879751        -0.003026           0.136253     0.136196     -4e-06       10584     
58     80     138    -1153.694919        -1153.684616        -0.010303           0.089194     0.089153     0.000114     10691     
58     82     140    -1170.975199        -1170.970817        -0.004382           0.001136     0.000000     -1e-06       10736     
58     84     142    -1181.966922        -1181.953928        -0.012994           0.110491     0.095460     0.028627     10855     
58     86     144    -1193.542059        -1193.247763        -0.294296           0.164687     0.153605     0.121008     10932     
58     88     146    -1204.827816        -1204.248069        -0.579747           0.201136     0.193038     0.161313     10977     
58     90     148    -1214.774321        -1214.586177        -0.188144           0.2237       0.240482     0.12892      11096     
58     92     150    -1225.283658        -1225.236727        -0.046931           0.286466     0.286516     6.2e-05      11126     
58     94     152    -1234.915008        -1234.862386        -0.052622           0.303283     0.303191     0.000553     11232     
58     96     154    -1243.637599        -1243.577539        -0.06006            0.31028      0.310354     1.4e-05      11261     
58     98     156    -1251.90904         -1251.850963        -0.058077           0.314801     0.314748     0.000356     11367     
58     100    158    -1259.638065        -1259.578464        -0.059601           0.317233     0.317142     -2e-06       11472     
58     102    160    -1266.407999        -1266.345993        -0.062006           0.315928     0.315769     -7.2e-05     11547     
58     104    162    -1272.099661        -1272.035942        -0.063719           0.311167     0.310733     2.7e-05      11562     
58     106    164    -1276.781317        -1276.716115        -0.065202           0.294006     0.293339     0.000257     11682     
58     108    166    -1281.244884        -1281.185456        -0.059428           0.267582     0.267195     0.00059      11771     
58     110    168    -1286.001127        -1285.947543        -0.053584           0.245911     0.245528     -2.6e-05     11786     
58     112    170    -1290.679287        -1290.631393        -0.047894           0.227175     0.226798     -0.000133    11906     
58     114    172    -1294.621762        -1294.580992        -0.04077            0.207408     0.207038     7.2e-05      11951     
58     116    174    -1297.503439        -1297.465747        -0.037692           0.182265     0.181907     5.5e-05      12026     
58     118    176    -1300.336806        -1300.303051        -0.033755           0.151014     0.150672     0.000167     12101     
58     120    178    -1303.629809        -1303.595202        -0.034607           0.118988     0.118715     -2e-05       12160     
58     122    180    -1307.242897        -1307.199372        -0.043525           -0.076144    -0.076149    5e-06        12246     
58     124    182    -1311.984732        -1311.970756        -0.013976           -0.00095     0.000000     -4e-06       12321     
58     126    184    -1316.104448        -1316.10462         0.000172            -0.0         0.000000     0.0          12398     
58     128    186    -1314.066034        -1314.066186        0.000152            2e-06        0.000000     0.0          12473     
58     130    188    -1311.825544        -1311.743824        -0.08172            0.068925     0.059611     6e-06        12537     
58     132    190    -1309.842354        -1309.742002        -0.100352           0.108904     0.105059     0.012252     12657     
58     134    192    -1308.19284         -1307.702709        -0.490131           0.148798     0.138586     0.103717     12732     
58     136    194    -1306.29081         -1305.567381        -0.723429           0.171051     0.160978     0.124938     12777     
58     138    196    -1304.099635        -1303.229899        -0.869736           0.189325     0.181221     0.131883     12852     
58     140    198    -1301.47683         -1301.356583        -0.120247           0.246854     0.245409     -4.1e-05     12912     
58     142    200    -1299.828454        -1299.708321        -0.120133           0.264328     0.262265     2.9e-05      13032     
58     144    202    -1297.628064        -1297.51335         -0.114714           0.276187     0.272757     0.000202     13077     
58     146    204    -1294.8854          -1294.759765        -0.125635           0.28627      0.279357     -0.000171    13182     
58     148    206    -1291.792417        -1291.618975        -0.173442           0.295326     0.282896     -4.8e-05     13242     
58     150    208    -1288.48164         -1288.229575        -0.252065           0.302961     0.285130     8.8e-05      13332     
60     56     116    -885.071515         -885.065887         -0.005628           0.339263     0.339700     6.3e-05      13375     
60     58     118    -916.320142         -916.308515         -0.011627           0.373796     0.373534     0.00149      13470     
60     60     120    -945.857874         -945.829768         -0.028106           0.38678      0.386487     0.001086     13515     
60     62     122    -972.61793          -972.596445         -0.021485           0.389701     0.389333     0.000637     13620     
60     64     124    -997.717401         -997.695135         -0.022266           0.384402     0.384052     -0.000258    13665     
60     66     126    -1021.719668        -1021.701037        -0.018631           0.371629     0.371386     0.001078     13785     
60     68     128    -1044.734104        -1044.7096          -0.024504           0.366107     0.360349     0.078041     13843     
60     70     130    -1066.554248        -1066.523607        -0.030641           0.376956     0.375986     0.000131     13934     
60     72     132    -1087.278369        -1087.240161        -0.038208           0.38603      0.385041     -0.000101    13964     
60     74     134    -1106.243072        -1106.21007         -0.033002           0.347412     0.345739     -0.000152    14040     
60     76     136    -1125.763833        -1125.765038        0.001205            0.177837     0.177732     5.1e-05      14139     
60     78     138    -1145.596867        -1145.591474        -0.005393           0.137937     0.137803     0.000734     14201     
60     80     140    -1164.806849        -1164.78915         -0.017699           0.082319     0.082191     1.9e-05      14321     
60     82     142    -1183.676146        -1183.676098        -4.8e-05            0.000552     0.000000     -8e-06       14393     
60     84     144    -1195.526292        -1195.515276        -0.011016           0.081872     0.080660     -2.6e-05     14457     
60     86     146    -1208.009687        -1207.740399        -0.269288           0.160009     0.154660     0.121647     14547     
60     88     148    -1220.550007        -1220.161099        -0.388908           0.208102     0.206523     0.148356     14607     
60     90     150    -1232.860841        -1232.806836        -0.054005           0.280405     0.280019     0.000691     14652     
60     92     152    -1245.443179        -1245.386756        -0.056423           0.3126       0.312387     0.000838     14742     
60     94     154    -1256.606365        -1256.546007        -0.060358           0.323981     0.323804     -3.5e-05     14787     
60     96     156    -1266.688057        -1266.623056        -0.065001           0.330838     0.330681     0.000117     14907     
60     98     158    -1276.172307        -1276.109548        -0.062759           0.334548     0.334382     0.000133     14997     
60     100    160    -1285.002577        -1284.940488        -0.062089           0.336058     0.335922     -0.000145    15057     
60     102    162    -1292.762043        -1292.697781        -0.064262           0.336019     0.335821     -0.000107    15102     
60     104    164    -1299.564798        -1299.496899        -0.067899           0.3454       0.344934     0.000231     15207     
60     106    166    -1305.696717        -1305.62238         -0.074337           0.361912     0.361708     -4.9e-05     15237     
60     108    168    -1310.594356        -1309.950975        -0.643381           0.354732     0.314568     0.000462     15374     
60     110    170    -1315.786095        -1315.731663        -0.054432           0.253304     0.252936     0.000476     15386     
60     112    172    -1321.458839        -1321.408975        -0.049864           0.232688     0.232333     0.000301     15476     
60     114    174    -1326.374763        -1326.330527        -0.044236           0.211249     0.210851     1.2e-05      15536     
60     116    176    -1330.185472        -1330.149584        -0.035888           0.186387     0.186016     -2.4e-05     15611     
60     118    178    -1333.77376         -1333.740798        -0.032962           0.155892     0.155569     -1.6e-05     15685     
60     120    180    -1337.744678        -1337.725034        -0.019644           0.121068     0.120645     1e-05        15805     
60     122    182    -1342.606126        -1342.580615        -0.025511           -0.07992     -0.079534    -3e-06       15831     
60     124    184    -1348.155332        -1348.137571        -0.017761           -0.000905    0.000000     -3e-06       15951     
60     126    186    -1353.231002        -1353.228199        -0.002803           -0.000156    0.000000     -1e-06       16012     
60     128    188    -1351.952638        -1351.952784        0.000146            0.0          0.000000     0.0          16118     
60     130    190    -1350.300117        -1350.099414        -0.200703           0.053086     -0.000002    -2e-06       16137     
60     132    192    -1349.209941        -1348.828079        -0.381862           0.108016     0.091524     0.091184     16226     
60     134    194    -1348.054542        -1347.264826        -0.789716           0.141968     0.131981     0.128099     16302     
60     136    196    -1346.824631        -1345.708277        -1.116354           0.167205     0.162071     0.144664     16392     
60     138    198    -1345.395593        -1344.814642        -0.580951           0.190655     0.239017     0.149208     16452     
60     140    200    -1344.528306        -1344.443236        -0.08507            0.263131     0.261876     7.2e-05      16527     
60     142    202    -1343.799606        -1343.716037        -0.083569           0.277371     0.275942     -2.7e-05     16632     
60     144    204    -1342.598133        -1342.515232        -0.082901           0.288498     0.286270     8e-06        16662     
60     146    206    -1340.739509        -1340.632821        -0.106688           0.298398     0.293617     -1.8e-05     16737     
60     148    208    -1338.392245        -1338.20212         -0.190125           0.30902      0.299969     0.000151     16857     
60     150    210    -1335.793992        -1335.496919        -0.297073           0.318312     0.306988     -0.000237    16947     
60     152    212    -1332.933062        -1332.599637        -0.333425           0.32168      0.311615     0.00021      16977     
62     60     122    -941.37261          -941.32632          -0.04629            0.392491     0.392419     0.00082      17084     
62     62     124    -969.755593         -969.715014         -0.040579           0.391928     0.391841     0.000177     17114     
62     64     126    -996.462018         -996.423878         -0.03814            0.384642     0.384451     9.6e-05      17220     
62     66     128    -1022.089555        -1022.05726         -0.032295           0.371629     0.371500     0.000254     17280     
62     68     130    -1046.714514        -1046.674536        -0.039978           0.361432     0.361594     0.000245     17338     
62     70     132    -1070.008577        -1069.964561        -0.044016           0.371164     0.370806     -9.8e-05     17444     
62     72     134    -1092.061673        -1092.018736        -0.042937           0.381475     0.380951     -4.7e-05     17549     
62     74     136    -1112.343738        -1112.309264        -0.034474           0.362506     0.361842     0.00044      17610     
62     76     138    -1132.204468        -1132.204458        -1e-05              0.189963     0.189963     -9e-06       17693     
62     78     140    -1153.082584        -1153.077531        -0.005053           0.139027     0.138374     2.3e-05      17757     
62     80     142    -1173.943415        -1173.921808        -0.021607           0.047343     0.043402     1e-06        17786     
62     82     144    -1194.678111        -1194.678112        1e-06               0.0          0.000000     -0.0         17918     
62     84     146    -1207.379174        -1207.369582        -0.009592           0.052292     0.051610     -1.7e-05     17979     
62     86     148    -1220.516067        -1220.394238        -0.121829           0.153224     0.156926     0.106502     18072     
62     88     150    -1234.464971        -1234.387747        -0.077224           0.224619     0.219885     0.076039     18147     
62     90     152    -1248.350399        -1248.29039         -0.060009           0.29244      0.292149     -3.3e-05     18162     
62     92     154    -1261.979448        -1261.919936        -0.059512           0.318219     0.318052     7.9e-05      18237     
62     94     156    -1274.435211        -1274.374354        -0.060857           0.327678     0.327516     2e-05        18312     
62     96     158    -1285.925735        -1285.861594        -0.064141           0.334663     0.334524     0.000199     18387     
62     98     160    -1296.82344         -1296.759191        -0.064249           0.338758     0.338633     -1.9e-05     18507     
62     100    162    -1307.035939        -1306.978229        -0.05771            0.340467     0.340315     -0.00013     18567     
62     102    164    -1316.112932        -1316.049992        -0.06294            0.339642     0.339476     7.2e-05      18627     
62     104    166    -1324.068287        -1324.000344        -0.067943           0.344219     0.343891     -1.3e-05     18732     
62     106    168    -1331.169185        -1331.096403        -0.072782           0.358459     0.358131     7e-06        18807     
62     108    170    -1337.218712        -1337.139234        -0.079478           0.350504     0.350135     -5.1e-05     18898     
62     110    172    -1343.758674        -1343.698755        -0.059919           0.26397      0.263681     -2.4e-05     18941     
62     112    174    -1350.218683        -1350.168071        -0.050612           0.243876     0.243574     0.000448     19046     
62     114    176    -1355.831015        -1355.780005        -0.05101            0.221558     0.221162     0.000505     19076     
62     116    178    -1360.347758        -1360.300304        -0.047454           0.195561     0.195232     -6.4e-05     19135     
62     118    180    -1364.785108        -1364.728282        -0.056826           -0.165595    -0.165442    -1.7e-05     19206     
62     120    182    -1369.884243        -1369.844445        -0.039798           -0.130179    -0.129748    -1.1e-05     19326     
62     122    184    -1375.797064        -1375.775702        -0.021362           -0.085607    -0.085049    -5e-06       19371     
62     124    186    -1382.124296        -1382.120887        -0.003409           -0.000889    0.000000     1e-06        19431     
62     126    188    -1388.141153        -1388.136227        -0.004926           0.00016      0.000000     0.0          19509     
62     128    190    -1387.679862        -1387.676525        -0.003337           0.000631     0.000000     -0.0         19584     
62     130    192    -1386.663682        -1386.636047        -0.027635           0.029573     -0.000003    -1e-05       19662     
62     132    194    -1386.54397         -1385.898359        -0.645611           0.095964     0.072038     0.111331     19796     
62     134    196    -1385.93055         -1384.830392        -1.100158           0.131929     0.129564     0.142422     19857     
62     136    198    -1385.355532        -1384.014705        -1.340827           0.162287     0.174742     0.15608      19902     
62     138    200    -1384.745711        -1384.688882        -0.056829           0.244032     0.243049     -0.000108    19962     
62     140    202    -1385.144375        -1385.085698        -0.058677           0.264714     0.263638     -0.0         20037     
62     142    204    -1385.250277        -1385.189358        -0.060919           0.278747     0.277652     -3.9e-05     20172     
62     144    206    -1384.941126        -1384.880089        -0.061037           0.289009     0.287670     -1.9e-05     20232     
62     146    208    -1383.94256         -1383.883564        -0.058996           0.296516     0.294078     2.8e-05      20322     
62     148    210    -1382.320002        -1382.242691        -0.077311           0.304399     0.298956     1.3e-05      20337     
62     150    212    -1380.359539        -1380.201514        -0.158025           0.313511     0.303542     -3.8e-05     20427     
62     152    214    -1378.176352        -1377.949016        -0.227336           0.318194     0.306335     7.2e-05      20547     
62     154    216    -1375.750724        -1375.499412        -0.251312           0.317408     0.306246     4.4e-05      20562     
62     156    218    -1373.045311        -1372.763639        -0.281672           0.314591     0.304352     0.000173     20682     
62     158    220    -1369.993274        -1369.688269        -0.305005           0.311367     0.301379     -0.000132    20712     
64     62     126    -964.459604         -964.412089         -0.047515           0.386839     0.386622     -0.000125    74        
64     64     128    -992.904437         -992.859089         -0.045348           0.376837     0.376680     -5.3e-05     119       
64     66     130    -1020.371416        -1020.32829         -0.043126           0.363432     0.363251     0.000272     179       
64     68     132    -1046.812498        -1046.765228        -0.04727            0.352573     0.352585     0.000216     283       
64     70     134    -1071.587871        -1071.543187        -0.044684           0.357096     0.357021     -0.001292    313       
64     72     136    -1094.83221         -1094.782386        -0.049824           0.373176     0.372762     0.000449     419       
64     74     138    -1116.340658        -1116.30037         -0.040288           0.360281     0.359684     0.000581     464       
64     76     140    -1137.38652         -1137.386518        -2e-06              -0.181597    -0.181599    2.6e-05      593       
64     78     142    -1159.637263        -1159.63219         -0.005073           -0.156946    -0.156850    -6e-05       652       
64     80     144    -1181.516146        -1181.50954         -0.006606           0.00034      0.000000     8.3e-05      699       
64     82     146    -1203.633507        -1203.628352        -0.005155           0.000101     0.000000     1.9e-05      819       
64     84     148    -1217.427313        -1217.422788        -0.004525           0.018545     0.000062     -4.6e-05     896       
64     86     150    -1231.377692        -1231.333177        -0.044515           0.159022     0.157870     1.4e-05      912       
64     88     152    -1246.840691        -1246.784262        -0.056429           0.227509     0.226884     -6.3e-05     987       
64     90     154    -1261.797181        -1261.735713        -0.061468           0.28057      0.280297     -0.000133    1062      
64     92     156    -1276.460905        -1276.400089        -0.060816           0.311196     0.311016     -0.0         1137      
64     94     158    -1290.191206        -1290.129688        -0.061518           0.321939     0.321793     0.000589     1227      
64     96     160    -1303.047989        -1302.98196         -0.066029           0.328674     0.328567     6.7e-05      1347      
64     98     162    -1315.337522        -1315.270708        -0.066814           0.333221     0.333148     0.000164     1392      
64     100    164    -1326.9212          -1326.858196        -0.063004           0.335347     0.335281     -0.000197    1497      
64     102    166    -1337.360134        -1337.296723        -0.063411           0.33305      0.333136     -2.2e-05     1541      
64     104    168    -1346.570959        -1346.508037        -0.062922           0.327456     0.327354     -0.000128    1632      
64     106    170    -1354.603975        -1354.536195        -0.06778            0.313442     0.313466     9e-06        1676      
64     108    172    -1362.266443        -1362.194147        -0.072296           0.292222     0.291980     9e-06        1737      
64     110    174    -1369.923227        -1369.861508        -0.061719           0.274352     0.274141     -8e-06       1811      
64     112    176    -1377.161649        -1377.102209        -0.05944            0.256926     0.256643     -6e-05       1886      
64     114    178    -1383.398392        -1383.337564        -0.060828           0.235476     0.234977     0.000208     1991      
64     116    180    -1388.587845        -1388.526511        -0.061334           0.209166     0.208683     -8e-06       2050      
64     118    182    -1394.764493        -1394.720497        -0.043996           -0.173892    -0.173677    2.3e-05      2121      
64     120    184    -1400.549588        -1400.499092        -0.050496           -0.146843    -0.146705    -4e-06       2211      
64     122    186    -1406.819473        -1406.793525        -0.025948           -0.095585    -0.094914    3.5e-05      2271      
64     124    188    -1413.827474        -1413.817051        -0.010423           0.000599     0.000000     -2e-06       2364      
64     126    190    -1420.777225        -1420.776435        -0.00079            0.000154     0.000000     -2e-06       2469      
64     128    192    -1421.135175        -1421.114555        -0.02062            0.000627     0.000000     1e-06        2484      
64     130    194    -1421.165974        -1420.925964        -0.24001            0.047713     0.000001     0.061311     2606      
64     132    196    -1421.697307        -1420.799064        -0.898243           0.081933     0.056979     0.117902     2694      
64     134    198    -1421.687327        -1420.623142        -1.064185           0.123905     0.139458     0.150917     2742      
64     136    200    -1421.8678          -1421.019207        -0.848593           0.162178     0.195027     0.158217     2817      
64     138    202    -1422.356693        -1422.316082        -0.040611           0.237504     0.236563     -2.9e-05     2862      
64     140    204    -1423.467962        -1423.426251        -0.041711           0.259531     0.258598     -0.000204    2952      
64     142    206    -1424.414663        -1424.366034        -0.048629           0.275872     0.274944     0.000152     3027      
64     144    208    -1425.021865        -1424.97189         -0.049975           0.286802     0.285876     -9.6e-05     3102      
64     146    210    -1424.971306        -1424.925893        -0.045413           0.292992     0.291816     -0.000239    3207      
64     148    212    -1424.220183        -1424.180051        -0.040132           0.296199     0.294817     -8.5e-05     3236      
64     150    214    -1422.983534        -1422.943975        -0.039559           0.297891     0.295206     4.6e-05      3311      
64     152    216    -1421.503863        -1421.466307        -0.037556           0.297299     0.293167     -0.00024     3431      
64     154    218    -1419.842699        -1419.806495        -0.036204           0.296289     0.290578     -0.000311    3521      
64     156    220    -1417.92329         -1417.851892        -0.071398           0.297067     0.289015     3.5e-05      3551      
64     158    222    -1415.683984        -1415.504362        -0.179622           0.302962     0.290402     -0.000194    3612      
64     160    224    -1413.002014        -1412.746519        -0.255495           0.304898     0.293323     -0.000144    3687      
64     162    226    -1409.832884        -1409.59348         -0.239404           0.30187      0.292359     -0.000139    3806      
66     66     132    -1016.992268        -1016.942318        -0.04995            0.35334      0.353073     4.9e-05      3870      
66     68     134    -1045.259309        -1045.206988        -0.052321           0.344696     0.344593     0.000195     3928      
66     70     136    -1071.579469        -1071.529364        -0.050105           0.345159     0.344947     -0.00012     4018      
66     72     138    -1095.836183        -1095.78455         -0.051633           0.360263     0.359828     0.000683     4109      
66     74     140    -1118.56928         -1118.523071        -0.046209           0.352519     0.352300     -2.8e-05     4138      
66     76     142    -1141.159961        -1141.156842        -0.003119           -0.189454    -0.189234    6.6e-05      4222      
66     78     144    -1164.587243        -1164.583353        -0.00389            -0.166471    -0.166351    2.7e-05      4312      
66     80     146    -1186.86378         -1186.863345        -0.000435           0.00062      0.000000     -3e-06       4359      
66     82     148    -1210.254084        -1210.245892        -0.008192           0.000141     0.000000     2e-06        4464      
66     84     150    -1225.303131        -1225.292057        -0.011074           -0.034551    -0.030586    2.1e-05      4521      
66     86     152    -1240.674073        -1240.645188        -0.028885           -0.13083     -0.130675    5.7e-05      4641      
66     88     154    -1257.22122         -1257.155801        -0.065419           0.223606     0.222896     -7.3e-05     4662      
66     90     156    -1273.288082        -1273.219002        -0.06908            0.268219     0.267903     5.2e-05      4737      
66     92     158    -1289.026272        -1288.961687        -0.064585           0.302072     0.301909     0.000126     4827      
66     94     160    -1304.018538        -1303.951139        -0.067399           0.315242     0.315136     0.000168     4947      
66     96     162    -1318.223032        -1318.152704        -0.070328           0.321956     0.322035     -6.2e-05     4961      
66     98     164    -1331.865933        -1331.792481        -0.073452           0.326869     0.326969     -3.8e-05     5051      
66     100    166    -1344.769344        -1344.700434        -0.06891            0.329465     0.329566     1e-06        5111      
66     102    168    -1356.55793         -1356.487869        -0.070061           0.327606     0.327611     3.9e-05      5247      
66     104    170    -1367.115919        -1367.043975        -0.071944           0.320655     0.320642     2.5e-05      5322      
66     106    172    -1376.49316         -1376.420791        -0.072369           0.3088       0.308728     0.00028      5397      
66     108    174    -1385.380611        -1385.305062        -0.075549           0.294303     0.294186     0.000196     5441      
66     110    176    -1394.137921        -1394.067967        -0.069954           0.280746     0.280563     0.00016      5517      
66     112    178    -1402.310201        -1402.24676         -0.063441           0.267098     0.266831     0.000214     5591      
66     114    180    -1409.243462        -1409.179914        -0.063548           0.248816     0.248193     1e-05        5636      
66     116    182    -1415.229784        -1415.183453        -0.046331           -0.187988    -0.187575    -1e-05       5705      
66     118    184    -1422.814088        -1422.764587        -0.049501           -0.179379    -0.179270    -1.9e-05     5796      
66     120    186    -1429.401139        -1429.352519        -0.04862            -0.159485    -0.159397    -2.6e-05     5916      
66     122    188    -1435.906652        -1435.86925         -0.037402           -0.10775     -0.107037    -3e-06       5931      
66     124    190    -1443.227602        -1443.226642        -0.00096            -0.001384    0.000000     0.0          6067      
66     126    192    -1451.100302        -1451.100532        0.00023             0.0          0.000000     -1e-06       6143      
66     128    194    -1452.256611        -1452.247679        -0.008932           -0.000751    0.000000     -4e-06       6157      
66     130    196    -1453.135784        -1452.832901        -0.302883           0.049463     -0.000009    0.070596     6281      
66     132    198    -1454.505193        -1453.623239        -0.881954           0.077318     0.079286     0.120973     6354      
66     134    200    -1455.294703        -1454.770809        -0.523894           0.129339     0.149096     0.149653     6429      
66     136    202    -1456.426464        -1456.122483        -0.303981           0.172374     0.192117     0.155308     6489      
66     138    204    -1457.983526        -1457.95791         -0.025616           0.226856     0.226257     1.3e-05      6596      
66     140    206    -1459.776297        -1459.743341        -0.032956           0.250175     0.249314     -0.000167    6612      
66     142    208    -1461.477149        -1461.437531        -0.039618           0.268697     0.267888     -8e-05       6717      
66     144    210    -1462.93488         -1462.891344        -0.043536           0.281868     0.281117     -3.6e-05     6807      
66     146    212    -1463.792173        -1463.750412        -0.041761           0.288895     0.288141     -0.000132    6837      
66     148    214    -1463.94183         -1463.902253        -0.039577           0.29162      0.291046     -4.8e-05     6941      
66     150    216    -1463.578902        -1463.54542         -0.033482           0.291673     0.290869     -7.1e-05     7001      
66     152    218    -1462.97995         -1462.953936        -0.026014           0.289719     0.288715     -6.7e-05     7061      
66     154    220    -1462.205179        -1462.185495        -0.019684           0.287182     0.285828     9e-06        7166      
66     156    222    -1461.145331        -1461.13611         -0.009221           0.28522      0.282891     -7.4e-05     7226      
66     158    224    -1459.589209        -1459.542428        -0.046781           0.286674     0.281410     1e-06        7301      
66     160    226    -1457.443966        -1457.285267        -0.158699           0.294819     0.282264     -4.6e-05     7362      
66     162    228    -1454.820168        -1454.586111        -0.234057           0.29795      0.283172     8e-05        7452      
66     164    230    -1451.847315        -1451.61968         -0.227635           0.289786     0.272792     -9.5e-05     7556      
66     166    232    -1448.753409        -1448.68887         -0.064539           0.273063     0.235358     3.4e-05      7586      
66     168    234    -1445.796368        -1445.79952         0.003152            0.230205     0.217309     0.066634     7719      
66     170    236    -1442.650499        -1442.647813        -0.002686           0.206949     0.198487     0.053332     7793      
66     172    238    -1439.283302        -1439.284191        0.000889            0.175385     0.175385     1.3e-05      7853      
66     174    240    -1435.983037        -1435.983204        0.000167            -0.144017    -0.143536    -1.3e-05     7897      
66     176    242    -1432.920065        -1432.916139        -0.003926           -0.124835    -0.124291    -1.9e-05     7972      
66     178    244    -1429.846261        -1429.847075        0.000814            -0.094044    -0.094043    -6e-06       8078      
66     180    246    -1427.302224        -1427.302235        1.1e-05             -0.053876    -0.053778    -9e-06       8122      
66     182    248    -1425.92034         -1425.907419        -0.012921           -0.000475    0.000000     -2e-06       8229      
66     184    250    -1423.452534        -1423.449277        -0.003257           -0.000404    0.000000     -1e-06       8272      
66     186    252    -1418.349512        -1417.702766        -0.646746           0.040506     0.000000     -1.9e-05     8355      
68     68     136    -1041.839693        -1041.781165        -0.058528           0.338864     0.338707     0.000637     8488      
68     70     138    -1069.735865        -1069.678871        -0.056994           0.337134     0.336895     0.00027      8623      
68     72     140    -1094.937759        -1094.878105        -0.059654           0.346705     0.346650     0.000506     8668      
68     74     142    -1118.815926        -1118.759922        -0.056004           0.34331      0.343160     5.4e-05      8728      
68     76     144    -1142.905382        -1142.902675        -0.002707           -0.19184     -0.191620    -1.4e-05     8782      
68     78     146    -1167.498931        -1167.49775         -0.001181           -0.169854    -0.169689    1.2e-05      8857      
68     80     148    -1190.342481        -1190.336265        -0.006216           0.037549     0.034545     3.6e-05      8981      
68     82     150    -1214.903625        -1214.900082        -0.003543           -0.000315    0.000000     1e-06        9037      
