 Nrows 
   369 
    Z     N          Q20                 Q30           beta2       beta3
     4    20              -0.0      0.0023761706        -0.0        0.01 
    10    36      0.6251791392      0.0087291266    0.097122        0.01 
    12    12      0.6636237296      0.0023761706    0.304892        0.01 
    16    28     -0.8572234966      0.0079865733   -0.143411        0.01 
    22    14     -0.0297035581      0.0053463838   -0.006943        0.01 
    32    46      2.4984648653      0.0250983016    0.160975        0.01 
    34    48      2.1529249933      0.0277384911    0.127619        0.01 
    34    62     -5.0425466633      0.0380187291   -0.229848        0.01 
    34    66     -5.2543408804      0.0412529612   -0.223749        0.01 
    36    48       1.405727082      0.0291080895    0.080047        0.01 
    36    54      2.6035451362      0.0334148986    0.132151        0.01 
    36    60      -5.426011706      0.0380187291   -0.247327        0.01 
    40    34      -2.714620976      0.0225901216   -0.190941        0.01 
    40    70     10.5115634244      0.0499160831    0.381876        0.01 
    42    64     -5.3828925389      0.0463518273   -0.208009        0.01 
    44    34      2.1135639167      0.0250983016    0.136176        0.01 
    44    68     -6.0687247507      0.0517477146   -0.213949        0.01 
    52    62      7.5143801795      0.0536123484    0.257214        0.01 
    52    92      7.4206627084      0.0855421404    0.172087        0.01 
    52    94      9.7097452401      0.0879348122    0.220054        0.01 
    54    88      6.9622451133      0.0831824711    0.165264        0.01 
    54    90      8.0192764312      0.0855421404    0.185969        0.01 
    54    92      9.1380257119      0.0879348122    0.207097        0.01 
    54    94     10.4959672712      0.0903604863    0.232539        0.01 
    56    54      5.6489647662      0.0499160831    0.205222        0.01 
    56    56       6.381168385      0.0517477146    0.224964        0.01 
    56    58      7.2169764992      0.0536123484    0.247034        0.01 
    56    86      6.2937155624      0.0831824711    0.149395        0.01 
    56    88       7.816648144      0.0855421404     0.18127        0.01 
    56    90      9.0797815367      0.0879348122    0.205777        0.01 
    56    92     10.7667855151      0.0903604863    0.238539        0.01 
    56   136     11.2024888469      0.1520749163    0.160838        0.01 
    56   138     12.5304147488       0.155259645    0.176823        0.01 
    58    56      7.4841431649      0.0536123484    0.256179        0.01 
    58    66     11.8905802517      0.0634305532    0.353788        0.01 
    58    84      4.0576866397      0.0831824711    0.096318        0.01 
    58    86      6.6435256595      0.0855421404    0.154065        0.01 
    58    88       8.536125111      0.0879348122    0.193456        0.01 
    58    90     10.8752030855      0.0903604863    0.240941        0.01 
    58   132      7.4272534967      0.1489231901    0.108513        0.01 
    58   134      9.7981205843      0.1520749163    0.140675        0.01 
    58   136     11.5154272729       0.155259645      0.1625        0.01 
    58   138     13.2461527547      0.1584773759    0.183755        0.01 
    60    68     12.7791590744      0.0675888517     0.36063        0.01 
    60    86      6.8522065837      0.0879348122    0.155293        0.01 
    60    88      9.3457119164      0.0903604863    0.207055        0.01 
    60   132      6.6200957326      0.1520749163    0.095047        0.01 
    60   134      9.4471148064       0.155259645    0.133313        0.01 
    60   136     11.7847543993      0.1584773759    0.163482        0.01 
    60   138     17.5794319037      0.1617281093    0.239776        0.01 
    62    86      7.1236933613      0.0903604863    0.157826        0.01 
    62    88     10.1745507944      0.0928191628    0.220431        0.01 
    62   132      5.1980284389       0.155259645    0.073352        0.01 
    62   134      9.4271114944      0.1584773759    0.130776        0.01 
    62   136     12.8754000975      0.1617281093    0.175615        0.01 
    64   130               0.0       0.155259645         0.0        0.01 
    64   132      4.2748406882      0.1584773759    0.059302        0.01 
    64   134     10.2981205962      0.1617281093    0.140462        0.01 
    64   136     14.6116361886       0.165011845    0.195986        0.01 
    66   130      1.2553046397      0.1584773759    0.017414        0.01 
    66   132      6.0458623594      0.1617281093    0.082463        0.01 
    66   134     11.1875721471       0.165011845    0.150059        0.01 
    66   136     14.6191713629      0.1683285831    0.192862        0.01 
    66   168     21.2314300512      0.2258847146    0.219211        0.01 
    66   170     19.7049618958       0.229762493    0.200585        0.01 
    68   130      3.0371911536      0.1617281093    0.041426        0.01 
    68   132      8.2630977401       0.165011845    0.110833        0.01 
    68   134      11.526330731      0.1683285831     0.15206        0.01 
    68   162     24.9612346704       0.218228165    0.265234        0.01 
    68   164     23.4213516126      0.2220399386    0.245306        0.01 
    68   170      20.250174873      0.2336732737    0.203256        0.01 
    70    86      7.3538336671      0.1003932065    0.149239        0.01 
    70   164     22.9623052648      0.2258847146    0.237082        0.01 
    70   166     22.1644350669       0.229762493    0.225621        0.01 
    70   168     21.1788159954      0.2336732737    0.212577        0.01 
    70   170     19.6982731669      0.2376170568    0.194978        0.01 
    72    86       7.307537356      0.1029838925    0.145184        0.01 
    72   166      21.302156593      0.2336732737    0.213815        0.01 
    72   168     20.2647381919      0.2376170568    0.200585        0.01 
    72   174     15.0244107264      0.2496464203    0.142719        0.01 
    82   140               0.0      0.2033110942         0.0        0.01 
    84   134       8.603805399       0.196050573    0.099963        0.01 
    84   156      24.644512004      0.2376170568    0.243937        0.01 
    84   160     23.1453797737      0.2456036301    0.222873        0.01 
    84   162     21.7521767611      0.2496464203    0.206627        0.01 
    84   196     13.6694631907      0.3234232162    0.104648        0.01 
    86   130      6.4222737107       0.192469816    0.075772        0.01 
