 Symbol     Z      N      A       Binding_Energy_(MeV)    Fermi_Energy_P_(MeV)    Fermi_Energy_N_(MeV)    Quad_Def_Beta2_P     Quad_Def_Beta2_N     Quad_Def_Beta2_total   Quad_Moment_Q2_P_(fm^2)    Quad_Moment_Q2_N_(fm^2)    Quad_Moment_Q2_total_(fm^2)     Pairing_gap_P_(MeV)     Pairing_gap_N_(MeV)   RMS_radius_P_(fm)    RMS_radius_N_(fm)    RMS_radius_total_(fm)    Neutron_skin_(fm)    Charge_Radius_(fm)     S_p_(MeV)      S_{2p}_(MeV)     S_n_(MeV)     S_{2n}_(MeV)     Q_{alpha}_(MeV)       
   O        8      22     30          -173.392099              -26.821701                0.806373            -0.000001            -0.000001              -0.000001              -0.000001                  -0.000004                     -0.000005                   2.315280                1.674929              2.872522             3.660915               3.468245               0.788394              2.970048         31.536377       58.805469        0.405296      -2.708894         -25.504598            
   O        8      24     32          -169.885588              -28.221082                1.195718            -0.000002            -0.000003              -0.000003              -0.000002                  -0.000014                     -0.000015                   2.293171                1.629289              2.896340             3.830648               3.619751               0.934309              2.973632         32.510458       60.819436       -0.101147      -3.506511         -26.998958            
   O        8      26     34          -166.318069              -29.551057                1.422001            -0.000001            -0.000001              -0.000001              -0.000001                  -0.000007                     -0.000007                   2.278971                1.629215              2.917984             3.975318               3.753426               1.057334              2.994718         33.680805       63.194689       -0.154508      -3.567520         -28.951916            
   O        8      28     36          -162.595757              -30.809258                1.625442            -0.000001            -0.000002              -0.000002              -0.000001                  -0.000009                     -0.000010                   2.257694                1.592837              2.938581             4.104432               3.875780               1.165851              3.014790         34.982962       65.853231       -0.250130      -3.722313         -31.172376            
   O        8      30     38          -158.726027              -32.007771                1.870121            -0.000001             0.000000               0.000000               0.000000                  -0.000003                     -0.000003                   2.233690                1.539778              2.958561             4.222377               3.989719               1.263816              3.034269         36.440535       68.832957       -0.368558      -3.869731         -33.683501            
   O        8      32     40          -154.514537              -33.064471                2.219254             0.000000             0.000000               0.000000               0.000000                  -0.000001                     -0.000001                   2.213919                1.512380              2.976669             4.337662               4.101751               1.360994              3.032847         37.779637       71.577413       -0.579666      -4.211490         -36.321467            
   O        8      34     42          -149.296539              -33.870369                2.589713             0.000000             0.000000               0.000000               0.000000                   0.000000                     -0.000001                   2.197332                1.406185              2.990751             4.481198               4.237911               1.490448              3.046669         38.682347       73.435812       -1.149717      -5.217998         -38.059416            
   O        8      36     44            -143.0138              -34.435497                2.929809             0.000000             0.000000               0.000000               0.000000                   0.000000                      0.000000                   2.183596                1.183405              3.000575             4.660502               4.405466               1.659928              3.056314         39.101944       74.316312       -1.846575      -6.282739         -38.853073            
   O        8      38     46          -136.084782              -34.688147                3.173293             0.000000             0.000000               0.000000               0.000000                  -0.000003                     -0.000003                   2.171396                1.017545              3.006325             4.866862               4.597695               1.860538              3.061959           No_Data         No_Data       -2.364035      -6.929019         -39.087294            
   O        8      40     48          -129.061276              -34.825838                3.297342             0.000000             0.000000               0.000000               0.000000                  -0.000005                     -0.000006                   2.165138                0.955358              3.012314             5.060219               4.780222               2.047906              3.048859           No_Data         No_Data       -2.525302      -7.023506            No_Data            
   Ne       10     2      12           -11.684727                4.937743              -28.175144             0.000000             0.000000               0.000000               0.000001                   0.000000                      0.000001                   1.485156                4.393781              3.882839             2.128749               3.649516              -1.754091              3.984776         -3.590703      -10.915336         No_Data        No_Data            No_Data            
   Ne       10     4      14           -59.273042                2.738922              -24.303569             0.000000             0.000001               0.000000               0.000000                   0.000000                      0.000001                   1.915064                2.616950              3.207252             2.401916               2.999303              -0.805337              3.329935         -1.193255       -7.029218       27.299523      47.588315          -8.372979            
   Ne       10     6      16          -103.295459               -0.517364              -20.489311             0.000000             0.000000               0.000000               0.000000                   0.000000                     -0.000001                   2.169620                2.667252              2.923875             2.550440               2.789701              -0.373435              3.057948          2.615680        0.324437       24.653310      44.022417          -8.693200            
   Ne       10     8      18          -137.168743               -4.003246              -15.042824            -0.000002            -0.000001              -0.000001              -0.000002                  -0.000001                     -0.000002                   2.068187                2.634536              2.866351             2.688439               2.788681              -0.177913              3.002994          6.501506        8.263751       19.587537      33.873285          -5.897722            
   Ne       10     10     20          -159.549214               -7.289900              -11.257598            -0.000005            -0.000005              -0.000005              -0.000005                  -0.000005                     -0.000010                   1.945493                2.012342              2.855363             2.824372               2.839910              -0.030992              2.973046          9.791879       15.064369       13.513675      22.380472          -2.344222            
   Ne       10     12     22          -178.334175              -10.313511               -9.496387            -0.000014            -0.000013              -0.000014              -0.000014                  -0.000017                     -0.000032                   1.782567                2.031900              2.858478             2.936778               2.901449               0.078301              2.976038         12.871489       21.485040       11.414602      18.784961          -5.549329            
   Ne       10     14     24          -194.734055              -13.131384               -7.761674            -0.000005            -0.000004              -0.000004              -0.000005                  -0.000006                     -0.000012                   1.641465                2.021770              2.869410             3.037415               2.968569               0.168006              2.986539         15.746001       27.455157       10.226776      16.399881          -9.584921            
   Ne       10     16     26          -207.188225              -15.716678               -5.424975            -0.000002            -0.000001              -0.000002              -0.000002                  -0.000002                     -0.000005                   1.565243                2.100069              2.892440             3.150169               3.053618               0.257729              3.008673         18.353096       32.767994        8.288005      12.454170         -11.609326            
   Ne       10     18     28          -214.142349              -18.073668               -3.414843            -0.000002            -0.000001              -0.000001              -0.000002                  -0.000002                     -0.000004                   1.499422                1.861052              2.929538             3.278573               3.158348               0.349036              3.044355         20.635322       37.414310        5.457623       6.954125         -11.422118            
   Ne       10     20     30          -217.995339              -20.258540               -1.958779            -0.000003            -0.000001              -0.000001              -0.000003                  -0.000002                     -0.000005                   1.458364                1.868760              2.967796             3.394421               3.258425               0.426626              3.062289         22.848761       41.894347        3.791401       3.852991         -12.967299            
   Ne       10     22     32          -218.986549              -22.202835               -0.942217             0.002759             0.001868               0.002090               0.003129                   0.006360                      0.009489                   1.387846                1.791758              2.998254             3.502785               3.353284               0.504531              3.091817         24.648788       45.594450        2.325864       0.991210         -14.585556            
   Ne       10     24     34          -220.413491              -24.426461               -0.606271             0.299362             0.229382               0.245308               0.355594                   0.924778                      1.280372                   1.376737                1.754978              3.068488             3.649037               3.488331               0.580549              3.159972         27.098906       50.527903        2.486840       1.426942         -18.721392            
   Ne       10     26     36          -219.960856              -26.073224               -0.002127             0.303738             0.227855               0.243550               0.366759                   1.055027                      1.421785                   1.332608                1.694438              3.093751             3.757172               3.585224               0.663422              3.184509         28.627184       53.642787        1.498391      -0.452635         -21.775268            
   Ne       10     28     38          -218.362171              -27.325764                0.421810             0.265840             0.175973               0.192832               0.323055                   0.926052                      1.249106                   1.292792                1.635420              3.103651             3.859766               3.675899               0.756115              3.194128         29.658450       55.766414        0.865587      -1.598686         -23.744102            
   Ne       10     30     40          -216.227583              -28.329792                0.671209             0.152876             0.078886               0.091457               0.185297                   0.467158                      0.652455                   1.243295                1.598625              3.099635             3.955635               3.759950               0.856000              3.171977         30.489271       57.501557        0.549729      -2.134588         -25.331827            
   Ne       10     32     42          -214.294765              -29.372316                1.154191            -0.000003            -0.000001              -0.000001              -0.000004                  -0.000007                     -0.000011                   1.204631                1.593748              3.108520             4.068247               3.861437               0.959728              3.180660         31.599390       59.780229        0.629778      -1.932818         -27.268739            
   Ne       10     34     44           -210.89811              -30.218614                1.826251            -0.000004            -0.000001              -0.000001              -0.000005                  -0.000007                     -0.000012                   1.172831                1.531500              3.126480             4.209864               3.989558               1.083384              3.198215         32.485867       61.601572       -0.135704      -3.396656         -28.083574            
   Ne       10     36     46           -205.36216              -30.790133                2.479017            -0.000001             0.000000               0.000000              -0.000001                   0.000000                     -0.000001                   1.147620                1.210523              3.140391             4.402113               4.160503               1.261722              3.211816         32.839788       62.348360       -1.396964      -5.535951         -27.765621            
   Ne       10     38     48          -198.763582              -31.131908                2.826706            -0.000002            -0.000001              -0.000001              -0.000002                  -0.000007                     -0.000009                   1.127810                1.061054              3.152744             4.606537               4.343973               1.453794              3.223895         32.989004       62.678801       -2.163501      -6.598578         -27.449782            
   Ne       10     40     50          -192.214343              -31.455845                2.946869            -0.000004            -0.000002              -0.000002              -0.000006                  -0.000024                     -0.000030                   1.110306                1.031236              3.166551             4.778865               4.502827               1.612314              3.219417         33.214256       63.153068       -2.228475      -6.549240         -27.829562            
   Ne       10     42     52          -185.769412              -31.778388                3.007117            -0.000006            -0.000003              -0.000003              -0.000008                  -0.000033                     -0.000041                   1.102282                1.011098              3.180816             4.934883               4.649245               1.754068              3.233449           No_Data         No_Data       -2.201299      -6.444932         -28.408136            
