Z      N      A      E_oct(MeV)          BE_gs(MeV)          BE_control(MeV)     beta3_gs       beta2_gs       beta2_control  delta_beta2    
116    168    284    -0.006141           -2021.049832        -2021.043691        0.063774       0.198074       0.178533       0.019541       
116    170    286    -0.007137           -2035.038682        -2035.031545        0.060104       0.182039       0.160297       0.021742       
116    190    306    -0.838524           -2153.103602        -2152.265078        0.119886       0.06014        -0.057458      0.117598       
116    194    310    -3.373902           -2173.56568         -2170.191778        0.234885       0.445632       -0.108819      0.554451       
116    196    312    -1.437759           -2180.672434        -2179.234675        0.172019       0.040546       0.096744       -0.056198      
116    198    314    -1.271758           -2189.407814        -2188.136056        0.180972       0.002157       0.10684        -0.104683      
116    214    330    0.032775            -2253.993462        -2254.026237        0.028437       0.249178       0.247535       0.001643       
116    236    352    -0.000292           -2310.795494        -2310.795202        0.027412       0.174431       0.170486       0.003945       
116    240    356    -0.00057            -2316.98213         -2316.98156         0.023223       0.149021       0.145042       0.003979       
116    242    358    -0.000872           -2319.999929        -2319.999057        0.021107       0.13413        0.12994        0.00419        
116    264    380    -1.108238           -2341.169207        -2340.060969        0.089979       0.042902       -0.028849      0.071751       
116    266    382    -1.609524           -2342.026221        -2340.416697        0.113456       0.050094       -0.048082      0.098176       
116    268    384    -2.165593           -2342.588506        -2340.422913        0.128379       0.051224       -0.057181      0.108405       
116    270    386    -2.152725           -2342.672822        -2340.520097        0.139723       0.046697       0.074405       -0.027708      
116    272    388    -0.162341           -2342.346181        -2342.18384         0.154613       0.025406       0.349995       -0.324589      
116    280    396    -0.01698            -2342.606931        -2342.589951        0.117536       0.305104       0.282771       0.022333       
116    282    398    -2e-05              -2342.364352        -2342.364332        0.113788       0.298416       0.276369       0.022047       
116    292    408    -0.00141            -2340.452552        -2340.451142        0.023777       0.22747        0.225873       0.001597       
116    298    414    -0.025345           -2337.276525        -2337.25118         0.085761       0.243788       0.226569       0.017219       
116    300    416    -0.024319           -2335.7849          -2335.760581        0.085312       0.24344        0.226475       0.016965       
118    162    280    -0.000364           -1972.157095        -1972.156731        0.059629       0.227843       0.216125       0.011718       
118    164    282    -0.003719           -1989.176282        -1989.172563        0.062172       0.218002       0.203677       0.014325       
118    166    284    -0.004972           -2005.022006        -2005.017034        0.062469       0.206252       0.189625       0.016627       
118    188    306    -0.336416           -2150.578741        -2150.242325        0.068969       0.038036       -0.000138      0.038174       
118    190    308    -1.038229           -2161.197726        -2160.159497        0.114714       0.059067       -0.059035      0.118102       
118    192    310    -1.4701             -2171.555587        -2170.085487        0.136663       0.06526        -0.107254      0.172514       
118    194    312    -1.818104           -2181.341614        -2179.52351         0.149477       0.064222       -0.111093      0.175315       
118    196    314    -1.798083           -2190.414961        -2188.616878        0.158919       0.051459       0.084836       -0.033377      
118    200    318    -3.36725            -2210.66362         -2207.29637         0.189271       0.424948       0.099791       0.325157       
118    204    322    -0.016053           -2227.781925        -2227.765872        0.118127       0.317319       0.294913       0.022406       
118    210    328    0.035048            -2252.652415        -2252.687463        0.01661        0.259638       0.259555       8.3e-05        
118    212    330    0.037592            -2260.474498        -2260.51209         0.0238         0.252202       0.251373       0.000829       
118    238    356    -0.00022            -2333.755596        -2333.755376        0.019921       0.163535       0.16118        0.002355       
118    264    382    -1.390931           -2367.80399         -2366.413059        0.087413       0.042936       -0.02779       0.070726       
118    266    384    -1.789073           -2369.047798        -2367.258725        0.107068       0.05042        -0.047587      0.098007       
118    268    386    -2.267122           -2369.997403        -2367.730281        0.12041        0.05234        -0.057064      0.109404       
118    270    388    -2.332592           -2370.410495        -2368.077903        0.133943       0.044651       -0.062953      0.107604       
118    272    390    -0.781916           -2370.525851        -2369.743935        0.140533       0.03809        0.33682        -0.29873       
118    274    392    -0.040252           -2370.578081        -2370.537829        0.156611       0.006882       0.325128       -0.318246      
118    280    398    -0.017603           -2371.964465        -2371.946862        0.114486       0.307549       0.288976       0.018573       
118    282    400    -0.017501           -2372.083519        -2372.066018        0.110886       0.30177        0.283625       0.018145       
118    284    402    -0.010339           -2372.04315         -2372.032811        0.106437       0.294703       0.275085       0.019618       
118    288    406    -0.003007           -2371.806055        -2371.803048        0.09523        0.249535       0.227244       0.022291       
118    290    408    -0.000127           -2371.754396        -2371.754269        0.091055       0.245438       0.224886       0.020552       
118    292    410    -0.032288           -2371.57341         -2371.541122        0.08685        0.242743       0.224205       0.018538       
118    296    414    -0.01872            -2370.513432        -2370.494712        0.08611        0.241624       0.223466       0.018158       
118    298    416    -0.015886           -2369.615791        -2369.599905        0.085605       0.241067       0.223144       0.017923       
118    300    418    -0.010559           -2368.507424        -2368.496865        0.084774       0.240255       0.222653       0.017602       
120    166    286    -0.00198            -2003.872887        -2003.870907        0.118599       -0.377432      -0.394859      0.017427       
120    188    308    -0.499197           -2156.489244        -2155.990047        0.083016       0.038066       -0.181103      0.219169       
120    190    310    -0.870213           -2167.71263         -2166.842417        0.117237       0.054688       -0.186089      0.240777       
120    192    312    -1.411209           -2178.69901         -2177.287801        0.135737       0.061166       -0.189874      0.25104        
120    194    314    -1.721634           -2189.11032         -2187.388686        0.146407       0.061186       -0.193204      0.25439        
120    196    316    -1.648213           -2198.827144        -2197.178931        0.151524       0.053811       -0.196157      0.249968       
120    200    320    -3.939279           -2219.856132        -2215.916853        0.183519       0.436421       -0.20226       0.638681       
120    208    328    0.052544            -2255.753332        -2255.805876        0.028558       0.277815       0.276668       0.001147       
120    210    330    0.051064            -2264.317535        -2264.368599        0.036624       0.26592        0.263708       0.002212       
120    262    382    -0.455487           -2391.262576        -2390.807089        0.064386       0.026578       -0.000729      0.027307       
120    264    384    -1.691161           -2392.961625        -2391.270464        0.091868       0.041974       -0.005271      0.047245       
120    266    386    -2.185146           -2394.675742        -2392.490596        0.10763        0.049217       -0.048164      0.097381       
120    268    388    -2.684624           -2396.011944        -2393.32732         0.122771       0.046378       -0.063192      0.10957        
120    270    390    -2.055904           -2396.937446        -2394.881542        0.129871       0.044655       0.342268       -0.297613      
120    272    392    -1.234646           -2397.453866        -2396.21922         0.131201       0.042675       0.327506       -0.284831      
120    274    394    -0.232939           -2397.634095        -2397.401156        0.144341       0.015019       0.318148       -0.303129      
120    282    402    -0.008487           -2400.515789        -2400.507302        0.10192        0.300363       0.284989       0.015374       
120    284    404    -0.005115           -2400.865543        -2400.860428        0.096057       0.293509       0.279192       0.014317       
120    286    406    -0.000243           -2401.029901        -2401.029658        0.090355       0.284904       0.271425       0.013479       
120    288    408    -0.00206            -2401.035436        -2401.033376        0.094081       0.256767       0.237233       0.019534       
120    290    410    -0.003529           -2401.312309        -2401.30878         0.016385       0.225011       0.224155       0.000856       
120    298    418    -0.00543            -2400.757351        -2400.751921        0.084825       0.237152       0.21862        0.018532       
14     2      16     -0.101439           21.71766            21.819099           1.9e-05        -0.371886      -0.315348      -0.056538      
56     86     142    -0.219272           -1180.151054        -1179.931782        0.087163       0.135836       0.124737       0.011099       
56     88     144    -0.552157           -1189.674428        -1189.122271        0.139712       0.176107       0.166089       0.010018       
58     86     144    -0.49824            -1197.822865        -1197.324625        0.107339       0.133607       0.119996       0.013611       
58     88     146    -0.904392           -1208.574678        -1207.670286        0.160906       0.17812        0.168237       0.009883       
60     86     146    -0.74466            -1213.320354        -1212.575694        0.116257       0.118612       0.100658       0.017954       
64     130    194    -0.382353           -1434.665608        -1434.283255        0.065724       0.048881       0.023737       0.025144       
70     90     160    -0.003211           -1295.393696        -1295.390485        0.069908       0.238281       0.223817       0.014464       
70     92     162    -0.010882           -1313.091734        -1313.080852        0.0835         0.272484       0.257353       0.015131       
72     92     164    -0.009223           -1319.83267         -1319.823447        0.068973       0.250199       0.237663       0.012536       
74     92     166    -0.003104           -1324.610328        -1324.607224        0.067903       0.229731       0.214504       0.015227       
74     94     168    -0.00707            -1343.690179        -1343.683109        0.074176       0.273802       0.262832       0.01097        
78     134    212    -0.814949           -1631.05014         -1630.235191        0.10252        0.030328       0.061645       -0.031317      
78     136    214    -0.932563           -1637.472689        -1636.540126        0.123179       0.007771       -0.082684      0.090455       
80     132    212    -0.253434           -1645.256454        -1645.00302         0.059287       0.023349       0.0            0.023349       
82     132    214    -0.196942           -1663.701735        -1663.504793        0.055648       0.015264       -0.0           0.015264       
84     132    216    -0.57646            -1676.051443        -1675.474983        0.070074       0.037281       0.002341       0.03494        
86     132    218    -0.595682           -1687.300499        -1686.704817        0.090138       0.081609       0.073404       0.008205       
86     134    220    -0.200857           -1697.30476         -1697.103903        0.116458       0.117004       0.11015        0.006854       
88     132    220    -1.417197           -1697.537887        -1696.12069         0.127291       0.116552       0.089145       0.027407       
88     134    222    -1.483146           -1709.105097        -1707.621951        0.150751       0.14946        0.134149       0.015311       
90     132    222    -2.298434           -1705.906353        -1703.607919        0.145058       0.128245       0.084032       0.044213       
90     134    224    -2.279755           -1718.668817        -1716.389062        0.166749       0.162277       0.16198        0.000297       
92     134    226    -2.081133           -1726.116201        -1724.035068        0.177776       0.167774       0.191967       -0.024193      
94     134    228    -1.426989           -1731.581909        -1730.15492         0.185023       0.165323       0.224677       -0.059354      
100    190    290    -3.856564           -2042.160828        -2038.304264        0.154751       0.074921       -0.070209      0.14513        
100    192    292    -3.881056           -2047.277648        -2043.396592        0.171162       0.086885       0.112749       -0.025864      
104    134    238    -2.513644           -1736.103523        -1733.589879        -1.3e-05       0.372937       -0.297964      0.670901       
106    194    300    -1.839205           -2106.576697        -2104.737492        0.000294       0.362787       0.216712       0.146075       
106    238    344    -0.289947           -2187.611739        -2187.321792        0.000113       0.369913       0.157736       0.212177       
106    240    346    -0.43062            -2188.711144        -2188.280524        6.8e-05        0.371569       -0.157504      0.529073       
106    242    348    -0.272342           -2189.687935        -2189.415593        -6.4e-05       0.374097       -0.147496      0.521593       
108    188    296    -2.124503           -2100.40052         -2098.276017        -0.000377      0.399384       -0.126456      0.52584        
108    190    298    -2.861511           -2108.351298        -2105.489787        0.000353       0.391795       -0.12726       0.519055       
108    192    300    -3.400095           -2116.049305        -2112.64921         -1.4e-05       0.383434       0.138661       0.244773       
108    194    302    -4.728031           -2123.496601        -2118.76857         -4.2e-05       0.375119       -0.202321      0.57744        
108    196    304    -5.268399           -2130.475352        -2125.206953        1.2e-05        0.366828       -0.298261      0.665089       
108    198    306    -5.266609           -2137.026466        -2131.759857        5e-05          0.354683       -0.295359      0.650042       
110    188    298    -2.295387           -2113.698604        -2111.403217        0.000318       0.404851       -0.0           0.404851       
110    190    300    -3.189045           -2122.251912        -2119.062867        0.000199       0.397861       -0.123683      0.521544       
110    192    302    -4.04071            -2130.540193        -2126.499483        2.3e-05        0.390485       0.114532       0.275953       
110    194    304    -3.947407           -2138.551826        -2134.604419        -3.1e-05       0.382114       0.148832       0.233282       
110    196    306    -5.534289           -2146.150327        -2140.616038        5.7e-05        0.374744       -0.339431      0.714175       
112    188    300    -1.553316           -2125.083802        -2123.530486        0.001422       0.411954       0.0            0.411954       
112    190    302    -2.826782           -2134.271754        -2131.444972        -4.2e-05       0.403658       -0.065134      0.468792       
112    192    304    -3.811259           -2143.202065        -2139.390806        2.6e-05        0.396381       -0.121875      0.518256       
112    196    308    -4.092431           -2160.016768        -2155.924337        4.5e-05        0.381162       0.138061       0.243101       
112    198    310    -5.959295           -2167.794328        -2161.835033        -6e-06         0.374023       -0.23374       0.607763       
114    190    304    -2.047296           -2144.675194        -2142.627898        3.4e-05        0.414843       -0.058479      0.473322       
114    192    306    -3.138695           -2154.182243        -2151.043548        -0.000483      0.405923       -0.113711      0.519634       
114    194    308    -3.888724           -2163.382802        -2159.494078        -0.0           0.39858        0.098311       0.300269       
114    196    310    -3.942331           -2172.146306        -2168.203975        -3.6e-05       0.391644       0.114195       0.277449       
114    198    312    -3.850902           -2180.488102        -2176.6372          4.6e-05        0.383914       0.127098       0.256816       
114    272    386    -1.745326           -2313.237506        -2311.49218         -8e-06         0.350293       0.097366       0.252927       
116    192    308    -2.477674           -2163.847669        -2161.369995        -0.000355      0.420139       -0.104604      0.524743       
118    198    316    -1.664595           -2199.755531        -2198.090936        4.6e-05        -0.370947      0.093904       -0.464851      
120    198    318    -2.408039           -2209.088913        -2206.680874        -5.5e-05       -0.377274      -0.199823      -0.177451      
