Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
12     2      14     6.932607                0.728679       2.069586       4260      YES            
14     2      16     17.630322               0.62255        3.982943       5712      YES            
16     4      20     -19.368236              0.602298       -1.849104      7242      YES            
18     6      24     -66.075694              0.83806        2.634878       8970      YES            
20     8      28     -110.492887             0.978622       4.470461       10905     YES            
38     38     76     -637.188798             0.427892       0.001271       15390     YES            
38     62     100    -834.76806              0.382896       -8.2e-05       16290     YES            
38     64     102    -842.839986             0.381655       -0.000562      16365     YES            
38     66     104    -849.987871             0.375043       0.000143       16439     YES            
38     68     106    -856.345581             0.365212       -0.000343      16513     YES            
40     62     102    -861.275042             0.375954       -0.000566      1215      YES            
56     62     118    -973.481633             0.366181       0.005769       10305     YES            
56     64     120    -995.927355             0.354902       0.002523       10365     YES            
58     60     118    -950.920847             0.376492       0.001581       13440     YES            
58     62     120    -976.449366             0.387432       0.000918       13515     YES            
58     64     122    -1000.360887            0.381442       0.00089        13590     YES            
58     66     124    -1023.049507            0.36135        0.000116       13665     YES            
60     58     118    -920.105719             0.377742       0.000358       90        YES            
60     60     120    -949.817699             0.39204        0.042451       180       YES            
60     62     122    -976.917482             0.394547       -0.001528      240       YES            
60     64     124    -1002.295277            0.389593       0.000461       315       YES            
60     66     126    -1026.3779              0.37589        -5.7e-05       390       YES            
60     68     128    -1049.339825            0.361659       1.6e-05        465       YES            
60     70     130    -1071.126338            0.355526       -2.6e-05       540       YES            
62     60     122    -945.52959              0.396463       0.001926       3690      YES            
62     62     124    -974.281348             0.396371       -0.001305      3765      YES            
62     64     126    -1001.297665            0.389128       0.0002         3840      YES            
62     66     128    -1027.027463            0.375512       -0.001406      3915      YES            
62     68     130    -1051.606327            0.363895       -0.000844      3990      YES            
62     70     132    -1074.944298            0.366339       -0.00029       4065      YES            
62     72     134    -1096.954275            0.372384       -0.000441      4140      YES            
64     62     126    -969.102385             0.393625       -0.000335      7440      YES            
64     64     128    -997.868581             0.383004       0.000221       7515      YES            
64     66     130    -1025.43948             0.368724       0.001197       7590      YES            
64     68     132    -1051.81805             0.357239       -0.000404      7665      YES            
64     70     134    -1076.708603            0.358485       0.000109       7740      YES            
64     72     136    -1099.982725            0.367431       -0.000141      7815      YES            
64     74     138    -1121.680421            0.352252       0.000175       7890      YES            
66     66     132    -1021.933661            0.3604         -0.00112       11265     YES            
66     68     134    -1050.133961            0.350563       5.4e-05        11340     YES            
66     70     136    -1076.603179            0.350387       -0.000121      11415     YES            
66     72     138    -1101.038373            0.359321       -0.000113      11490     YES            
68     72     140    -1100.047214            0.35258        0.000212       165       YES            
70     72     142    -1096.688475            0.37983        0.000326       4665      YES            
102    130    232    -1700.284368            0.371891       -9e-05         5338      YES            
102    132    234    -1719.645037            0.363343       -0.000373      5413      YES            
102    134    236    -1738.370236            0.351154       7e-05          5487      YES            
104    134    238    -1737.093708            0.379852       -0.0001        10440     YES            
104    136    240    -1755.926481            0.366408       -1.9e-05       10512     YES            
106    192    298    -2099.878687            0.375254       -0.000607      1965      YES            
106    194    300    -2106.721749            0.367092       0.000103       2040      YES            
106    196    302    -2113.116134            0.355707       -8.9e-05       2115      YES            
106    242    348    -2194.057937            0.383657       0.000772       3855      YES            
106    244    350    -2195.203009            0.386495       1.1e-05        3915      YES            
108    188    296    -2100.135976            0.402809       -0.000341      6390      YES            
108    190    298    -2108.15857             0.393085       0.001383       6465      YES            
108    192    300    -2115.923109            0.384912       -0.000244      6540      YES            
108    194    302    -2123.351571            0.378215       -0.000133      6615      YES            
108    196    304    -2130.346945            0.371583       -0.000238      6690      YES            
108    198    306    -2136.898592            0.361691       -0.000143      6765      YES            
108    242    350    -2222.727089            0.392657       -7.2e-05       8415      YES            
108    244    352    -2224.343121            0.393141       1.4e-05        8490      YES            
108    246    354    -2225.746731            0.393288       2.8e-05        8565      YES            
110    188    298    -2113.334147            0.410732       0.000317       11115     YES            
110    190    300    -2121.940211            0.400802       0.0016         11190     YES            
110    192    302    -2130.304268            0.39279        -0.000662      11265     YES            
110    194    304    -2138.353517            0.386201       0.000459       11340     YES            
110    196    306    -2146.003438            0.380219       -6e-05         11415     YES            
110    198    308    -2153.183795            0.373403       -8.2e-05       11490     YES            
110    200    310    -2159.924207            0.362532       4e-06          11565     YES            
110    244    354    -2251.587913            0.408359       -7e-06         13215     YES            
110    246    356    -2253.366361            0.405634       -3.9e-05       13290     YES            
110    270    380    -2259.173233            0.372569       3.1e-05        14190     YES            
110    272    382    -2258.825272            0.367976       -0.000133      14265     YES            
110    274    384    -2258.337149            0.363532       -0.000211      14340     YES            
112    172    284    -2040.235457            0.494939       -0.00012       765       YES            
112    188    300    -2124.878867            0.423102       0.04902        1380      YES            
112    190    302    -2134.063126            0.408923       0.000154       1440      YES            
112    192    304    -2143.054781            0.407627       0.098833       1545      YES            
112    194    306    -2151.730189            0.394024       -9.2e-05       1590      YES            
112    196    308    -2159.985733            0.388132       -0.000109      1665      YES            
112    198    310    -2167.751019            0.382009       4.7e-05        1740      YES            
112    200    312    -2175.050384            0.374247       -7.3e-05       1815      YES            
112    202    314    -2181.973038            0.361327       -4e-06         1890      YES            
112    270    382    -2289.917638            0.367854       7e-06          4439      YES            
112    272    384    -2289.956905            0.36258        -6.4e-05       4514      YES            
112    274    386    -2289.820932            0.360035       -3.7e-05       4590      YES            
112    276    388    -2289.499995            0.356685       -1.8e-05       4665      YES            
114    172    286    -2045.720523            0.495442       -0.00012       5790      YES            
114    174    288    -2058.561422            0.496994       -0.000458      5865      YES            
114    190    304    -2144.696022            0.423851       0.00066        6465      YES            
114    192    306    -2154.190128            0.412945       0.000379       6540      YES            
114    194    308    -2163.411152            0.405934       0.000254       6615      YES            
114    196    310    -2172.193828            0.400143       0.000568       6690      YES            
114    198    312    -2180.471067            0.394283       0.000157       6765      YES            
114    200    314    -2188.292307            0.387678       3.7e-05        6840      YES            
114    270    384    -2319.324542            0.376308       0.000428       9480      YES            
114    272    386    -2319.730367            0.367544       1.3e-05        9539      YES            
114    274    388    -2319.961093            0.363132       0.00062        9630      YES            
114    276    390    -2319.985975            0.359313       0.000145       9690      YES            
114    278    392    -2319.788411            0.356731       -0.000119      9765      YES            
116    192    308    -2162.256828            -0.356009      -7.7e-05       1276      YES            
116    194    310    -2171.919366            -0.359705      2e-05          1351      YES            
116    196    312    -2183.054793            0.416335       0.000173       1440      YES            
116    198    314    -2191.827567            0.411017       -0.000191      1515      YES            
116    200    316    -2198.120598            -0.369493      -1.2e-05       1576      YES            
116    266    382    -2347.702436            0.555894       6e-06          4063      YES            
116    274    390    -2348.795235            0.373545       -3e-05         4365      YES            
116    276    392    -2349.188859            0.36641        0.000622       4455      YES            
118    192    310    -2171.072248            -0.360185      -3.3e-05       6526      YES            
118    194    312    -2181.365797            -0.363935      4.5e-05        6601      YES            
118    196    314    -2191.210203            -0.36775       -8.1e-05       6676      YES            
118    198    316    -2200.589               -0.371669      -1.8e-05       6751      YES            
118    200    318    -2209.564906            -0.375594      0.000182       6826      YES            
118    202    320    -2218.212953            -0.379371      1e-06          6901      YES            
118    266    384    -2374.926328            0.553595       -0.000106      9315      YES            
118    268    386    -2376.423914            0.556855       5.1e-05        9389      YES            
120    192    312    -2178.11013             -0.366551      1.3e-05        11626     YES            
120    194    314    -2189.104671            -0.370294      2.5e-05        11701     YES            
120    196    316    -2199.680355            -0.374342      -1.4e-05       11776     YES            
120    240    360    -2360.200128            0.478448       0.320384       13500     YES            
120    266    386    -2400.964247            0.551407       -0.000143      14415     YES            
120    268    388    -2402.944187            0.552662       1.4e-05        14490     YES            
120    270    390    -2404.724409            0.555188       -0.000229      14565     YES            
