EDF,Isotope,Z,N,A,Blocking Type,Hole/Particle,S.P. Orbit,Nilson Label,Binding Energy(MeV),S.P. Energy(MeV),error flag, unmatch flag
SLy4,16O,8,8,16,Ground,Ground,Ground,"0, 0, 0, 0, 0",-128.494769,0,0,0
SLy4,'',8,7,15,neutron,hole,1p_3_2,"3, -1, 1, 0, 1",-108.743202,-19.751567,0,0
SLy4,'',8,9,17,neutron,particle,1f_7_2,"7, -1, 3, 0, 3",-120.954757,7.540012,0,0
SLy4,'',8,9,17,neutron,particle,2s_1_2,"1, 1, 2, 0, 0",-131.377008,-2.882239,0,0
SLy4,'',8,9,17,neutron,particle,1d_3_2,"3, 1, 2, 0, 2",-127.083113,1.411656,0,0
SLy4,'',8,7,15,neutron,hole,1p_1_2,"1, -1, 1, 0, 1",-114.94783,-13.546939,0,0
SLy4,'',8,9,17,neutron,particle,1d_5_2,"5, 1, 2, 0, 2",-133.809592,-5.314823,0,0
SLy4,'',7,8,15,proton,hole,1p_1_2,"1, -1, 1, 0, 1",-118.097067,-10.397702,0,0
SLy4,'',9,8,17,proton,particle,1d_3_2,"3, 1, 2, 0, 2",-124.130149,4.36462,0,0
SLy4,'',9,8,17,proton,particle,2s_1_2,"1, 1, 2, 0, 0",-128.286104,0.208665,0,0
SLy4,'',7,8,15,proton,hole,1p_3_2,"3, -1, 1, 0, 1",-111.964672,-16.530097,0,0
SLy4,'',9,8,17,proton,particle,1f_7_2,"7, -1, 3, 0, 3",-119.548204,8.946565,oblate,3
SLy4,'',9,8,17,proton,particle,1d_5_2,"5, 1, 2, 0, 2",-130.436956,-1.942187,0,0
SLy4,40Ca,20,20,40,Ground,Ground,Ground,"0, 0, 0, 0, 0",-344.255579,0,0,0
SLy4,'',20,21,41,neutron,particle,1g_9_2,"9, 1, 4, 0, 4",-341.015759,3.23982,0,0
SLy4,'',20,21,41,neutron,particle,2p_3_2,"3, -1, 3, 0, 1",-348.959535,-4.703956,0,0
SLy4,'',20,21,41,neutron,particle,2p_1_2,"1, -1, 3, 0, 1",-346.967517,-2.711938,0,0
SLy4,'',20,19,39,neutron,hole,1d_5_2,"5, 1, 2, 0, 2",-322.515991,-21.739588,0,0
SLy4,'',20,21,41,neutron,particle,1f_7_2,"7, -1, 3, 0, 3",-353.097595,-8.842016,0,0
SLy4,'',20,19,39,neutron,hole,2s_1_2,"1, 1, 2, 0, 0",-327.315827,-16.939752,0,0
SLy4,'',20,19,39,neutron,hole,1d_3_2,"3, 1, 2, 0, 2",-329.298243,-14.957336,0,0
SLy4,'',20,21,41,neutron,particle,1f_5_2,"5, -1, 3, 0, 3",-345.0209,-0.765321,0,0
SLy4,'',19,20,39,proton,hole,2s_1_2,"1, 1, 2, 0, 0",-334.22836,-10.027219,0,0
SLy4,'',21,20,41,proton,particle,1f_7_2,"7, -1, 3, 0, 3",-346.181297,-1.925718,0,0
SLy4,'',19,20,39,proton,hole,1p_3_2,"3, -1, 1, 0, 1",-317.018018,-27.237561,0,0
SLy4,'',19,20,39,proton,hole,1p_1_2,"1, -1, 1, 0, 1",-320.838509,-23.41707,0,0
SLy4,'',21,20,41,proton,particle,1f_5_2,"5, -1, 3, 0, 3",-338.583991,5.671588,0,0
SLy4,'',19,20,39,proton,hole,1d_3_2,"3, 1, 2, 0, 2",-336.089239,-8.16634,0,0
SLy4,'',21,20,41,proton,particle,2p_3_2,"3, -1, 3, 0, 1",-342.417573,1.838006,0,0
SLy4,'',21,20,41,proton,particle,1g_9_2,"9, 1, 4, 0, 4",-334.644387,9.611192,0,0
SLy4,'',19,20,39,proton,hole,1d_5_2,"5, 1, 2, 0, 2",-329.448072,-14.807507,0,0
SLy4,'',21,20,41,proton,particle,2p_1_2,"1, -1, 3, 0, 1",-340.771697,3.483882,0,0
SLy4,48Ca,20,28,48,Ground,Ground,Ground,"0, 0, 0, 0, 0",-417.898221,0,0,0
SLy4,'',20,29,49,neutron,particle,2p_1_2,"1, -1, 3, 0, 1",-421.132701,-3.23448,0,0
SLy4,'',20,27,47,neutron,hole,1d_5_2,"5, 1, 2, 0, 2",-395.663127,-22.235094,0,0
SLy4,'',20,29,49,neutron,particle,1g_9_2,"9, 1, 4, 0, 4",-415.210206,2.688015,0,0
SLy4,'',20,29,49,neutron,particle,2p_3_2,"3, -1, 3, 0, 1",-423.030451,-5.13223,0,0
SLy4,'',20,29,49,neutron,particle,1f_5_2,"5, -1, 3, 0, 3",-418.847926,-0.949705,0,0
SLy4,'',20,27,47,neutron,hole,1d_3_2,"3, 1, 2, 0, 2",-401.757874,-16.140347,0,0
SLy4,'',20,27,47,neutron,hole,2s_1_2,"1, 1, 2, 0, 0",-400.620977,-17.277244,0,0
SLy4,'',20,27,47,neutron,hole,1f_7_2,"7, -1, 3, 0, 3",-408.35203,-9.546191,0,0
SLy4,'',19,28,47,proton,hole,2s_1_2,"1, 1, 2, 0, 0",-401.094469,-16.803752,0,0
SLy4,'',19,28,47,proton,hole,1p_3_2,"3, -1, 1, 0, 1",-383.868113,-34.030108,0,0
SLy4,'',21,28,49,proton,particle,1f_7_2,"7, -1, 3, 0, 3",-427.256835,-9.358614,0,0
SLy4,'',21,28,49,proton,particle,1f_5_2,"5, -1, 3, 0, 3",-419.202311,-1.30409,0,0
SLy4,'',19,28,47,proton,hole,1p_1_2,"1, -1, 1, 0, 1",-387.003878,-30.894343,0,0
SLy4,'',19,28,47,proton,hole,1d_3_2,"3, 1, 2, 0, 2",-401.93835,-15.959871,0,0
SLy4,'',21,28,49,proton,particle,1g_9_2,"9, 1, 4, 0, 4",-415.363489,2.534732,0,0
SLy4,'',21,28,49,proton,particle,2p_3_2,"3, -1, 3, 0, 1",-422.014626,-4.116405,0,0
SLy4,'',21,28,49,proton,particle,2p_1_2,"1, -1, 3, 0, 1",-420.11947,-2.221249,0,0
SLy4,'',19,28,47,proton,hole,1d_5_2,"5, 1, 2, 0, 2",-395.784823,-22.113398,0,0
SLy4,56Ni,28,28,56,Ground,Ground,Ground,"0, 0, 0, 0, 0",-483.343583,0,0,0
SLy4,'',28,29,57,neutron,particle,1f_5_2,"5, -1, 3, 0, 3",-490.7525,-7.408917,0,0
SLy4,'',28,27,55,neutron,hole,1d_3_2,"3, 1, 2, 0, 2",-460.372818,-22.970765,0,0
SLy4,'',28,27,55,neutron,hole,2s_1_2,"1, 1, 2, 0, 0",-460.244385,-23.099198,0,0
SLy4,'',28,27,55,neutron,hole,1f_7_2,"7, -1, 3, 0, 3",-467.317742,-16.025841,0,0
SLy4,'',28,27,55,neutron,hole,1d_5_2,"5, 1, 2, 0, 2",-454.95866,-28.384923,0,0
SLy4,'',28,29,57,neutron,particle,2p_1_2,"1, -1, 3, 0, 1",-492.150642,-8.807059,0,0
SLy4,'',28,29,57,neutron,particle,2p_3_2,"3, -1, 3, 0, 1",-494.026235,-10.682652,0,0
SLy4,'',28,29,57,neutron,particle,1g_9_2,"9, 1, 4, 0, 4",-486.94352,-3.599937,0,0
SLy4,'',27,28,55,proton,hole,1d_3_2,"3, 1, 2, 0, 2",-469.676971,-13.666612,0,0
SLy4,'',29,28,57,proton,particle,1f_5_2,"5, -1, 3, 0, 3",-481.813423,1.53016,0,0
SLy4,'',27,28,55,proton,hole,1f_7_2,"7, -1, 3, 0, 3",-476.286889,-7.056694,0,0
SLy4,'',27,28,55,proton,hole,2s_1_2,"1, 1, 2, 0, 0",-469.527778,-13.815805,0,0
SLy4,'',29,28,57,proton,particle,2p_1_2,"1, -1, 3, 0, 1",-483.285935,0.057648,0,0
SLy4,'',27,28,55,proton,hole,1d_5_2,"5, 1, 2, 0, 2",-464.312706,-19.030877,0,0
SLy4,'',29,28,57,proton,particle,1g_9_2,"9, 1, 4, 0, 4",-478.155917,5.187666,0,0
SLy4,'',29,28,57,proton,particle,2p_3_2,"3, -1, 3, 0, 1",-484.959716,-1.616133,0,0
SLy4,78Ni,28,50,78,Ground,Ground,Ground,"0, 0, 0, 0, 0",-643.788581,0,0,0
