 Nrows 
   233 
    Z     N          Q20                 Q30           beta2       beta3
    12     2      -0.243258927      0.0024256741    -0.27443        0.03 
    12    14     -0.4011101156      0.0083661005   -0.161269        0.03 
    16     4     -0.0238316017      0.0049503553   -0.014837        0.03 
    24    36      0.5944097021      0.0445531981    0.059303        0.03 
    26    24      1.5937168671      0.0309397209    0.215462        0.03 
    26    34       1.328714118      0.0445531981    0.132563        0.03 
    26    36      0.9655532355      0.0475729149    0.091208        0.03 
    46    36      1.8650563211      0.0832154734    0.110555        0.03 
    52    72      4.6613462194      0.1902916597    0.138692        0.03 
    52    74      3.7839297635      0.1964796038    0.109623        0.03 
    56    56      6.4734406631      0.1552431438    0.228217        0.03 
    56    78      4.9339901971      0.2222214517    0.129003        0.03 
    56    90      8.8212126986      0.2638044366    0.199917        0.03 
    56   118      8.5046192186      0.3746923964    0.143874        0.03 
    58    88        8.14500665      0.2638044366    0.184592        0.03 
    58    90     10.3368615529       0.271081459    0.229014        0.03 
    60    60     12.4321099049      0.1782127926    0.390678        0.03 
    60    74      8.7461548051      0.2222214517    0.228675        0.03 
    60    86      6.3778254269      0.2638044366    0.144542        0.03 
    60    88      8.9100104983       0.271081459    0.197402        0.03 
    60   136      8.8049377063      0.4754321278    0.122145        0.03 
    60   138      9.7714913282      0.4851843278    0.133279        0.03 
    60   140     10.6053761382       0.495035535     0.14225        0.03 
    62   134      6.8753411406      0.4754321278    0.095377        0.03 
    62   136      8.0871281369      0.4851843278    0.110305        0.03 
    62   138    -10.0782758971       0.495035535    -0.13518        0.03 
    64   132      5.4008952292      0.4754321278    0.074923        0.03 
    64   134     -6.5933133888      0.4851843278    -0.08993        0.03 
    64   136      -9.344510611       0.495035535   -0.125338        0.03 
    66    88     10.4560338262      0.2935065687    0.216808        0.03 
    66   132      5.8657981129      0.4851843278    0.080007        0.03 
    66   134     -7.9440790793       0.495035535   -0.106554        0.03 
    66   136    -10.6042849135      0.5049857492   -0.139896        0.03 
    68    92     14.7105793521      0.3168227424    0.286202        0.03 
    68   132       6.854987096       0.495035535    0.091946        0.03 
    70   136     13.8363695092      0.5251831991    0.176666        0.03 
    72   130      4.3855543257      0.5049857492    0.057856        0.03 
    74    96     16.5564569711       0.357663174    0.291158        0.03 
    74    98     18.1440281524      0.3661282817    0.312917        0.03 
    74   136     12.7785659325      0.5457766773    0.158013        0.03 
    76    98     17.7948904247      0.3746923964    0.301039        0.03 
    80    96     15.8752508452      0.3833555183    0.263497        0.03 
    86   134     11.0945941372      0.5989929973    0.126955        0.03 
    86   136     13.1654071274      0.6099332827    0.148396        0.03 
    88   136     15.5974726943      0.6209725751    0.173201        0.03 
    88   138     17.6833675384      0.6321108746    0.193476        0.03 
    88   140     19.4240414682      0.6433481813    0.209423        0.03 
    88   196     16.9196730375      0.9981896528    0.126504        0.03 
    88   198     19.9832146622      1.0122981655    0.147672        0.03 
