Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
4      4      8      -55.504782              -0.002818      0.0            44        YES            
6      4      10     -64.922876              -0.005065      0.0            48        YES            
12     2      14     0.195759                -0.332165      0.0            52        YES            
14     16     30     -258.001999             -0.001275      0.0            56        YES            
14     24     38     -303.042932             0.159768       0.0            62        YES            
46     58     104    -892.955871             0.114543       0.0            65        YES            
50     62     112    -953.63534              0.071038       0.0            70        YES            
52     60     112    -941.093691             0.120026       0.0            74        YES            
52     62     114    -961.203487             0.121641       0.0            78        YES            
52     64     116    -980.652399             -0.130597      0.0            80        YES            
52     68     120    -1017.121648            -0.112401      0.0            84        YES            
56     64     120    -993.116446             0.318227       0.0            89        YES            
56     88     144    -1189.685022            0.166447       0.0            94        YES            
56     90     146    -1198.917699            0.190103       0.0            97        YES            
56     94     150    -1215.879644            0.247076       0.0            101       YES            
56     102    158    -1244.622188            0.280693       0.0            105       YES            
58     92     150    -1229.213739            0.272539       0.0            109       YES            
58     94     152    -1239.290066            0.294904       0.0            113       YES            
58     96     154    -1248.638022            0.30445        0.0            117       YES            
58     98     156    -1257.394048            0.309114       0.0            121       YES            
58     100    158    -1265.470008            0.311725       0.0            125       YES            
58     112    170    -1301.241736            0.257685       0.0            129       YES            
58     114    172    -1305.807114            0.232518       0.0            133       YES            
60     90     150    -1236.628703            0.264209       0.0            138       YES            
60     92     152    -1249.014205            0.302174       0.0            142       YES            
60     94     154    -1260.497112            0.317545       0.0            145       YES            
60     96     156    -1271.117547            0.324944       0.0            149       YES            
60     98     158    -1281.069899            0.328775       0.0            153       YES            
60     100    160    -1290.302219            0.331279       0.0            157       YES            
60     106    166    -1313.428609            0.34037        0.0            162       YES            
60     116    176    -1341.403348            0.248716       0.0            165       YES            
62     90     152    -1252.417278            0.284736       0.0            170       YES            
62     96     158    -1290.697437            0.333372       0.0            173       YES            
62     98     160    -1301.866861            0.336768       0.0            177       YES            
62     100    162    -1312.295493            0.338813       0.0            182       YES            
62     114    176    -1365.457008            0.301765       0.0            185       YES            
62     118    180    -1376.232278            0.23736        0.0            189       YES            
62     122    184    -1387.34683             -0.021213      0.0            192       YES            
62     134    196    -1406.486491            0.166854       0.0            197       YES            
64     90     154    -1265.874802            0.281127       0.0            202       YES            
64     92     156    -1280.641146            0.311417       0.0            206       YES            
64     94     158    -1294.578175            0.324094       0.0            210       YES            
64     98     162    -1320.075953            0.333835       0.0            214       YES            
66     86     152    -1244.20173             0.171496       0.0            218       YES            
66     90     156    -1277.263965            0.266447       0.0            222       YES            
