Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
40     30     70     -506.403764             0.0            0.0            11        YES            
40     32     72     -541.727454             5e-05          0.0            33        YES            
40     34     74     -575.148129             -4.5e-05       0.0            52        YES            
40     36     76     -607.095779             0.0            0.0            74        YES            
40     38     78     -637.601373             -2.9e-05       0.0            94        YES            
40     40     80     -666.173722             -0.0           0.0            116       YES            
40     42     82     -692.398325             -8.7e-05       0.0            140       YES            
40     44     84     -716.923154             -0.000113      0.0            162       YES            
40     46     86     -740.366998             -0.00012       0.0            183       YES            
40     48     88     -762.879411             -0.000115      0.0            204       YES            
40     50     90     -783.430068             -0.00012       0.0            225       YES            
40     52     92     -799.478283             -0.00011       0.0            246       YES            
40     54     94     -813.868401             -0.000165      0.0            262       YES            
40     56     96     -827.046706             -7e-05         0.0            283       YES            
40     58     98     -838.929201             -0.0           0.0            305       YES            
40     60     100    -850.318289             -0.179747      0.0            324       YES            
40     62     102    -861.509748             0.370062       0.0            352       YES            
40     64     104    -871.733361             0.372765       0.0            373       YES            
40     66     106    -880.983883             0.367555       0.0            393       YES            
40     68     108    -889.467792             -0.193916      0.0            408       YES            
40     72     112    -905.104722             -0.0           0.0            431       YES            
40     74     114    -912.322688             9.4e-05        0.0            451       YES            
40     76     116    -918.986928             -0.0           0.0            473       YES            
40     78     118    -925.20732              -7.7e-05       0.0            495       YES            
40     80     120    -931.044946             -0.000527      0.0            512       YES            
40     82     122    -935.470329             -0.000405      0.0            534       YES            
40     84     124    -937.529131             -0.001439      0.0            555       YES            
40     86     126    -938.62494              -0.010011      0.0            575       YES            
40     88     128    -939.594091             -0.018382      0.0            596       YES            
40     90     130    -940.392664             -0.016306      0.0            617       YES            
40     92     132    -940.995474             -0.004793      0.0            639       YES            
40     94     134    -941.220013             -0.003975      0.0            660       YES            
40     96     136    -940.771139             -0.003689      0.0            681       YES            
40     98     138    -939.639132             -0.003356      0.0            702       YES            
40     100    140    -938.013735             -0.002899      0.0            723       YES            
40     102    142    -936.102724             -0.002311      0.0            744       YES            
54     50     104    -814.045159             0.000855       0.0            771       YES            
54     52     106    -842.534032             0.131896       0.0            795       YES            
54     54     108    -869.674916             0.174868       0.0            810       YES            
54     56     110    -895.20075              0.195104       0.0            831       YES            
54     58     112    -919.211819             0.21142        0.0            852       YES            
54     60     114    -942.039809             0.231909       0.0            873       YES            
54     62     116    -964.019522             0.257307       0.0            898       YES            
54     68     122    -1024.880968            0.247768       0.0            920       YES            
54     70     124    -1043.343206            0.222969       0.0            942       YES            
54     72     126    -1060.89744             0.194173       0.0            963       YES            
54     76     130    -1094.365004            0.129325       0.0            982       YES            
54     78     132    -1110.348014            0.089248       0.0            1003      YES            
54     80     134    -1126.000988            0.000933       0.0            1022      YES            
54     82     136    -1140.568237            -0.000197      0.0            1038      YES            
54     84     138    -1149.777986            -0.002841      0.0            1058      YES            
54     86     140    -1159.171993            0.124237       0.0            1085      YES            
54     88     142    -1167.674262            0.15671        0.0            1107      YES            
54     92     146    -1182.637891            0.198259       0.0            1130      YES            
54     94     148    -1189.495473            0.219499       0.0            1153      YES            
54     96     150    -1196.088729            0.240909       0.0            1172      YES            
54     98     152    -1202.348909            0.259306       0.0            1194      YES            
54     100    154    -1208.184337            0.271436       0.0            1216      YES            
54     102    156    -1213.442877            0.276633       0.0            1237      YES            
54     104    158    -1218.099815            0.273005       0.0            1256      YES            
54     106    160    -1222.285008            0.261031       0.0            1276      YES            
54     108    162    -1226.146008            0.24298        0.0            1296      YES            
54     110    164    -1229.721362            0.22395        0.0            1317      YES            
54     112    166    -1232.967189            0.202836       0.0            1338      YES            
54     114    168    -1235.919056            0.177816       0.0            1359      YES            
54     116    170    -1238.67273             0.14934        0.0            1377      YES            
54     118    172    -1241.432834            0.118244       0.0            1398      YES            
54     120    174    -1244.229669            0.083917       0.0            1419      YES            
54     122    176    -1246.897286            0.0            0.0            1439      YES            
54     124    178    -1250.06199             0.000503       0.0            1463      YES            
54     126    180    -1251.818468            -0.00066       0.0            1479      YES            
54     128    182    -1250.722669            0.007412       0.0            1505      YES            
54     130    184    -1249.268435            0.073307       0.0            1527      YES            
54     132    186    -1247.898612            0.102426       0.0            1548      YES            
56     52     108    -836.602433             0.161351       0.0            1571      YES            
56     56     112    -893.379947             0.221114       0.0            1594      YES            
56     58     114    -919.261134             0.246627       0.0            1615      YES            
56     60     116    -944.153529             0.298795       0.0            1636      YES            
56     62     118    -968.195819             0.340965       0.0            1657      YES            
56     64     120    -990.820789             0.333314       0.0            1678      YES            
56     66     122    -1012.480929            0.309441       0.0            1699      YES            
56     68     124    -1033.252282            0.283901       0.0            1719      YES            
56     70     126    -1053.006033            0.257779       0.0            1740      YES            
56     72     128    -1071.684058            0.228176       0.0            1761      YES            
56     74     130    -1089.60397             0.194054       0.0            1783      YES            
56     76     132    -1107.124946            0.158585       0.0            1804      YES            
56     78     134    -1124.210504            0.120416       0.0            1821      YES            
56     80     136    -1140.637765            0.046356       0.0            1843      YES            
56     82     138    -1156.521058            0.0            0.0            1859      YES            
56     84     140    -1167.41424             0.07902        0.0            1884      YES            
56     86     142    -1178.062674            0.140753       0.0            1905      YES            
56     94     150    -1214.511152            0.25716        0.0            1928      YES            
56     96     152    -1222.596548            0.27472        0.0            1951      YES            
56     98     154    -1230.18648             0.284888       0.0            1972      YES            
56     100    156    -1237.218832            0.291025       0.0            1993      YES            
56     102    158    -1243.572156            0.292723       0.0            2014      YES            
56     104    160    -1249.195548            0.288145       0.0            2035      YES            
56     106    162    -1254.264032            0.275208       0.0            2054      YES            
56     108    164    -1258.989429            0.256072       0.0            2073      YES            
56     110    166    -1263.443327            0.236902       0.0            2094      YES            
56     112    168    -1267.566937            0.217785       0.0            2115      YES            
56     114    170    -1271.280008            0.19651        0.0            2136      YES            
56     116    172    -1274.653756            0.170038       0.0            2154      YES            
56     118    174    -1277.965431            0.138894       0.0            2175      YES            
56     120    176    -1281.415252            0.104803       0.0            2196      YES            
56     122    178    -1284.890599            0.057222       0.0            2219      YES            
56     124    180    -1288.86019             0.000661       0.0            2240      YES            
56     126    182    -1291.638066            -0.000561      0.0            2256      YES            
56     128    184    -1291.137411            0.003335       0.0            2281      YES            
56     130    186    -1290.256619            0.076453       0.0            2304      YES            
56     132    188    -1289.535534            0.109862       0.0            2325      YES            
56     134    190    -1288.505136            0.132069       0.0            2346      YES            
56     136    192    -1287.187269            0.147852       0.0            2367      YES            
56     138    194    -1285.582959            0.158853       0.0            2388      YES            
58     54     112    -859.760678             0.224419       0.0            2412      YES            
58     56     114    -889.222797             0.256379       0.0            2434      YES            
58     58     116    -917.731331             0.323273       0.0            2455      YES            
58     60     118    -945.254728             0.363817       0.0            2476      YES            
58     62     120    -970.880973             0.376119       0.0            2497      YES            
58     64     122    -994.880773             0.371171       0.0            2518      YES            
58     66     124    -1017.715378            0.353003       0.0            2538      YES            
58     68     126    -1039.557645            0.326272       0.0            2560      YES            
58     70     128    -1060.339494            0.294786       0.0            2581      YES            
58     72     130    -1079.996017            0.25788        0.0            2602      YES            
58     74     132    -1098.915793            0.214113       0.0            2623      YES            
58     76     134    -1117.597804            0.171664       0.0            2640      YES            
58     80     138    -1153.628514            0.065384       0.0            2661      YES            
58     82     140    -1170.702138            0.0            0.0            2678      YES            
58     84     142    -1182.800784            0.081858       0.0            2703      YES            
58     92     150    -1227.712948            0.277614       0.0            2726      YES            
58     94     152    -1237.920194            0.299097       0.0            2749      YES            
58     96     154    -1247.305494            0.308775       0.0            2770      YES            
58     98     156    -1256.056251            0.313907       0.0            2791      YES            
58     100    158    -1264.178083            0.316631       0.0            2812      YES            
58     102    160    -1271.520957            0.317881       0.0            2833      YES            
58     104    162    -1278.048612            0.317449       0.0            2854      YES            
58     106    164    -1283.868114            0.309653       0.0            2875      YES            
58     108    166    -1289.184161            0.282857       0.0            2893      YES            
58     110    168    -1294.376381            0.252271       0.0            2913      YES            
58     112    170    -1299.436828            0.228104       0.0            2934      YES            
58     114    172    -1304.079304            0.205364       0.0            2955      YES            
58     116    174    -1308.281949            0.178634       0.0            2973      YES            
58     118    176    -1312.330725            0.147417       0.0            2994      YES            
58     120    178    -1316.510225            0.112323       0.0            3015      YES            
58     122    180    -1320.795889            0.058169       0.0            3038      YES            
58     124    182    -1325.812924            0.000258       0.0            3058      YES            
58     126    184    -1329.581735            0.000669       0.0            3080      YES            
58     128    186    -1329.720626            0.002225       0.0            3100      YES            
58     130    188    -1329.276897            0.067397       0.0            3123      YES            
58     132    190    -1329.095068            0.105664       0.0            3144      YES            
58     134    192    -1328.67707             0.132221       0.0            3165      YES            
58     142    200    -1324.949104            0.249968       0.0            3186      YES            
58     144    202    -1323.995945            0.26957        0.0            3207      YES            
58     146    204    -1322.630285            0.280942       0.0            3228      YES            
58     148    206    -1321.01832             0.289805       0.0            3249      YES            
58     150    208    -1319.236006            0.296125       0.0            3270      YES            
80     86     166    -1257.021164            -0.0           0.0            3287      YES            
80     88     168    -1279.47408             -0.0           0.0            3308      YES            
80     90     170    -1301.625836            0.067493       0.0            3330      YES            
80     92     172    -1323.359574            0.091139       0.0            3351      YES            
80     94     174    -1344.554142            0.106126       0.0            3374      YES            
80     96     176    -1365.198393            -0.107243      0.0            3390      YES            
80     98     178    -1385.621456            -0.12494       0.0            3411      YES            
80     100    180    -1405.623443            -0.14905       0.0            3432      YES            
80     102    182    -1425.127818            -0.169187      0.0            3453      YES            
80     104    184    -1444.071334            -0.174067      0.0            3474      YES            
80     106    186    -1462.419567            -0.171869      0.0            3495      YES            
80     108    188    -1480.209155            -0.164819      0.0            3516      YES            
80     110    190    -1497.524443            -0.155231      0.0            3537      YES            
80     112    192    -1514.386073            -0.144539      0.0            3558      YES            
80     114    194    -1530.747925            -0.131766      0.0            3579      YES            
80     116    196    -1546.571491            -0.11457       0.0            3601      YES            
80     118    198    -1561.916821            -0.095288      0.0            3622      YES            
80     120    200    -1576.942322            -0.067253      0.0            3643      YES            
80     122    202    -1591.927812            -0.001035      0.0            3664      YES            
80     124    204    -1607.011212            -0.000313      0.0            3685      YES            
80     126    206    -1620.517255            0.0            0.0            3707      YES            
80     128    208    -1629.078968            0.0            0.0            3728      YES            
80     130    210    -1636.534536            0.0            0.0            3749      YES            
80     132    212    -1643.696716            0.0            0.0            3770      YES            
80     134    214    -1650.530535            0.0            0.0            3791      YES            
80     136    216    -1657.052485            0.002554       0.0            3813      YES            
80     138    218    -1663.346817            0.064513       0.0            3834      YES            
80     140    220    -1669.735251            0.102824       0.0            3855      YES            
80     142    222    -1676.433847            0.210273       0.0            3879      YES            
80     144    224    -1683.489069            0.231367       0.0            3899      YES            
80     146    226    -1690.186803            0.245646       0.0            3920      YES            
80     148    228    -1696.455028            0.254738       0.0            3941      YES            
80     150    230    -1702.25893             0.258801       0.0            3962      YES            
80     152    232    -1707.689652            0.259323       0.0            3983      YES            
80     154    234    -1712.832717            0.257541       0.0            4004      YES            
80     156    236    -1717.67456             0.253378       0.0            4025      YES            
80     158    238    -1722.050447            0.245354       0.0            4046      YES            
80     160    240    -1725.886748            0.2313         0.0            4067      YES            
80     162    242    -1729.817551            -0.16993       0.0            4083      YES            
80     164    244    -1733.961994            -0.164156      0.0            4104      YES            
80     166    246    -1737.835064            -0.156847      0.0            4125      YES            
80     168    248    -1741.462127            -0.147319      0.0            4146      YES            
80     170    250    -1744.906404            -0.135488      0.0            4167      YES            
80     172    252    -1748.23169             -0.12098       0.0            4188      YES            
80     174    254    -1751.422238            -0.101895      0.0            4210      YES            
80     176    256    -1754.433119            -0.08085       0.0            4231      YES            
80     178    258    -1757.205418            -0.040177      0.0            4251      YES            
80     180    260    -1760.7849              0.0            0.0            4274      YES            
80     182    262    -1764.328045            0.000279       0.0            4296      YES            
80     184    264    -1766.576399            0.0            0.0            4316      YES            
80     186    266    -1765.563943            -0.000321      0.0            4336      YES            
80     188    268    -1763.616204            0.000689       0.0            4359      YES            
80     190    270    -1761.62081             0.0            0.0            4379      YES            
86     100    186    -1403.169099            0.297113       0.0            4403      YES            
86     102    188    -1425.415288            0.298782       0.0            4424      YES            
86     104    190    -1446.73822             0.278536       0.0            4445      YES            
86     106    192    -1467.30758             0.243997       0.0            4466      YES            
86     108    194    -1487.55727             -0.227044      0.0            4481      YES            
86     110    196    -1507.122459            -0.217511      0.0            4502      YES            
86     112    198    -1526.439353            0.14787        0.0            4528      YES            
86     114    200    -1545.444167            -0.127284      0.0            4545      YES            
86     116    202    -1564.159518            -0.113338      0.0            4567      YES            
86     118    204    -1582.427934            -0.096597      0.0            4588      YES            
86     120    206    -1600.340431            -0.073892      0.0            4609      YES            
