Z      N      A       Binding_Energy_(MeV)    Quad_Def_Beta2_P     Quad_Def_Beta2_N     Quad_Def_Beta2_total   Quad_Moment_Q2_P_(fm^2)    Quad_Moment_Q2_N_(fm^2)    Quad_Moment_Q2_total_(fm^2)     Octupole_Moment_Q3_P_(fm^3)     Octupole_Moment_Q3_N_(fm^3)     Octupole_Moment_Q3_total_(fm^3)      Pairing_gap_P_(MeV)     Pairing_gap_N_(MeV)   RMS_radius_P_(fm)    RMS_radius_N_(fm)    RMS_radius_total_(fm)    Charge_Radius_(fm)     File_ID        Converged            
2      2      4            -30.074329             0.001343             0.001357                0.00135               0.000128                   0.000129                       0.000257                         0.0                             0.0                                0.0                         3.396105                3.471254              1.944755             1.939448               1.942103               2.113758           654              YES
22     44     66          -517.019254             0.099225             0.076026               0.082693               0.379034                   0.720227                       1.099261                         0.0                             0.0                                0.0                         1.063219                 0.57437              3.709903             4.131156               3.995676               3.785919           659              YES
24     24     48          -409.194261            -0.039406            -0.038897              -0.039156              -0.151647                  -0.145349                      -0.296996                         0.0                             0.0                                0.0                         0.944158               -0.921371              3.565108             3.513058               3.539179                3.66004           660              YES
24     28     52          -458.646281              0.10004             0.069515               0.083445               0.388911                   0.321938                       0.710849                         0.0                             0.0                                0.0                         0.665591                0.810242              3.583259             3.620878               3.603564               3.675091           666              YES
26     46     72          -599.322418             0.179229             0.142317               0.154349               0.870407                   1.429045                       2.299451                         0.0                             0.0                                0.0                         0.827399                0.435703              3.847828             4.159689               4.049844               3.924586           670              YES
30     44     74          -642.735412             0.178502             0.159843               0.166993               1.046378                   1.508476                       2.554854                         0.0                             0.0                                0.0                         0.885616                0.449696              3.935562             4.123256               4.048213               4.015018           674              YES
30     46     76          -657.051259             0.158775             0.135323               0.144005               0.936658                   1.358065                       2.294723                         0.0                             0.0                                0.0                         0.782496                0.455748              3.948065              4.15854               4.076757               4.026314           679              YES
32     44     76          -662.297093             0.207786             0.194128               0.199645               1.342955                   1.851464                       3.194419                         0.0                             0.0                                0.0                         0.826419                0.540306              4.001221             4.145077               4.085123               4.080702           683              YES
32     46     78          -678.743609             0.184045             0.158849               0.168695               1.195415                   1.608468                       2.803884                         0.0                             0.0                                0.0                          0.73152                0.549142              4.011141             4.177154               4.109857               4.089543           686              YES
34     44     78          -678.642188             0.215814             0.208099               0.211368               1.526358                   2.001478                       3.527836                         0.0                             0.0                                0.0                         0.786013                0.634333              4.060639             4.162541               4.118432               4.140113           691              YES
34     52     86          -741.899011             0.126386             0.106614               0.113967               0.908451                   1.294283                       2.202734                         0.0                             0.0                                0.0                         0.427889                 0.63574              4.093614             4.301796               4.220719               4.169186           694              YES
34     62     96          -782.800251            -0.244647            -0.228511              -0.233638               -1.88591                  -3.782163                      -5.668073                         0.0                             0.0                                0.0                          0.80123                 0.42475              4.239315             4.600084               4.475639               4.308373           697              YES
34     64     98          -788.874182            -0.247598            -0.228327              -0.234278              -1.927786                  -3.978183                      -5.905969                         0.0                             0.0                                0.0                          0.82801                0.410072              4.260511             4.645357               4.515557               4.328443           701              YES
36     32     68          -547.270822            -0.161165            -0.160852              -0.161024              -1.194133                  -0.974768                      -2.168901                         0.0                             0.0                                0.0                         0.631724                0.777272              4.039102             3.874421               3.962458                 4.1247           705              YES
36     44     80          -692.504788             0.300147             0.269666               0.283191               2.340343                   2.636156                       4.976499                         0.0                             0.0                                0.0                         0.679179                0.640079              4.143492             4.196539               4.172751               4.222395           710              YES
