Z      N      A      Binding_Energy_(MeV)    Q20_total (b)  beta3_total    fileID    Convergence    
12     2      14     7.355247                -0.849499      0.0            4         YES            
12     14     26     -211.291964             -0.43701       0.0            21        YES            
24     36     60     -510.852212             0.584567       0.0            50        YES            
26     24     50     -417.554805             1.688124       0.0            62        YES            
26     34     60     -523.988825             1.375677       0.0            84        YES            
26     36     62     -537.376125             0.983943       0.0            102       YES            
46     36     82     -596.794487             1.937027       0.0            114       YES            
52     72     124    -1050.135569            4.758966       0.0            135       YES            
52     74     126    -1065.756986            3.837733       0.0            152       YES            
56     56     112    -898.29922              6.830874       0.0            170       YES            
56     78     134    -1127.177337            5.01692        0.0            183       YES            
56     90     146    -1198.083371            9.284406       0.0            202       YES            
56     118    174    -1275.972993            9.294635       0.0            217       YES            
58     88     146    -1207.924401            8.495764       0.0            234       YES            
58     90     148    -1218.265136            10.882085      0.0            254       YES            
60     74     134    -1111.115106            9.154494       0.0            269       YES            
60     86     146    -1212.110094            6.559483       0.0            285       YES            
60     88     148    -1224.428343            9.298182       0.0            302       YES            
60     136    196    -1366.570475            9.651517       0.0            318       YES            
60     138    198    -1366.524161            10.805115      0.0            335       YES            
60     140    200    -1366.266281            11.818571      0.0            352       YES            
62     132    194    -1401.819578            5.9013         0.0            369       YES            
62     134    196    -1402.734656            7.398513       0.0            386       YES            
62     136    198    -1403.374943            8.810031       0.0            403       YES            
62     138    200    -1403.850422            -11.151847     0.0            415       YES            
64     132    196    -1435.499236            5.718067       0.0            437       YES            
64     134    198    -1436.962258            -7.088335      0.0            450       YES            
64     136    200    -1438.466645            -10.162563     0.0            466       YES            
66     88     154    -1262.444933            10.847976      0.0            489       YES            
66     132    198    -1467.310299            6.191244       0.0            505       YES            
66     134    200    -1469.542237            -8.484117      0.0            517       YES            
66     136    202    -1471.950156            -11.454123     0.0            534       YES            
68     92     160    -1304.985864            15.489709      0.0            561       YES            
68     132    200    -1497.500393            7.192398       0.0            573       YES            
68     134    202    -1500.489356            11.295214      0.0            590       YES            
70     92     162    -1313.531017            14.102452      0.0            608       YES            
70     136    206    -1533.819792            14.772073      0.0            624       YES            
