Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
4      20     24     -50.900283              -0.0           0.009999       1         YES            
10     36     46     -198.304029             0.066793       0.01           2         YES            
12     12     24     2193.891954             0.46332        20.231481      3         NO             
16     28     44     -354.218684             -0.128236      0.010001       4         YES            
22     14     36     2836.217772             1.229075       -17.300685     5         NO             
32     46     78     -677.187039             0.156426       0.01           6         YES            
34     48     82     -713.201052             0.125323       0.01           7         YES            
34     62     96     -772.188965             -0.209161      0.01           8         YES            
34     66     100    -780.601312             -0.203325      0.01           9         YES            
36     48     84     -732.731367             0.080383       0.01           10        YES            
36     54     90     -771.374444             0.126073       0.01           11        YES            
36     60     96     -797.515084             -0.229156      0.01           12        YES            
36     64     100    -810.506336             -0.214651      0.01           319       YES            
38     60     98     -824.648191             -0.199188      0.01           320       YES            
38     62     100    -833.321755             -0.202818      0.01           321       YES            
38     64     102    -841.451212             -0.197526      0.01           322       YES            
40     34     74     -576.488205             -0.176755      0.01           13        YES            
40     64     104    -869.984969             -0.188936      0.01           323       YES            
40     66     106    -879.208279             -0.191875      0.01           324       YES            
40     70     110    -894.508767             0.346093       0.01           14        YES            
42     64     106    -895.279134             -0.195145      0.01           15        YES            
44     34     78     -566.101091             0.128743       0.01           16        YES            
44     68     112    -941.67086              -0.202607      0.01           17        YES            
52     62     114    -958.345299             0.242441       0.01           18        YES            
52     92     144    -1151.881819            0.163585       0.01           19        YES            
52     94     146    -1156.40728             0.20614        0.01           20        YES            
54     88     142    -1165.416105            0.159695       0.01           21        YES            
54     90     144    -1172.264088            0.177576       0.01           22        YES            
54     92     146    -1178.49812             0.196013       0.01           23        YES            
54     94     148    -1184.597546            0.218713       0.01           24        YES            
56     54     110    -867.555691             0.195413       0.01           25        YES            
56     56     112    -895.069924             0.213292       0.01           26        YES            
56     58     114    -920.564771             0.232481       0.01           27        YES            
56     86     142    -1176.622829            0.145546       0.01           28        YES            
56     88     144    -1186.181462            0.175068       0.009971       29        NO             
56     90     146    -1194.717313            0.196475       0.009893       30        NO             
56     92     148    -1202.607337            0.225494       0.009976       31        NO             
56     136    192    -1263.059158            0.14768        0.01           32        NO             
56     138    194    -1259.922115            0.160995       0.01           33        YES            
58     56     114    -890.682828             0.239829       0.01           34        YES            
58     66     124    -1018.33408             0.328914       0.01           35        YES            
58     84     142    -1181.94934             0.095988       0.01           36        YES            
58     86     144    -1193.236222            0.149675       0.009995       37        NO             
58     88     146    -1204.218761            0.185807       0.009963       38        NO             
58     90     148    -1214.454283            0.229243       0.01           39        YES            
58     132    190    -1309.751325            0.10191        0.01           40        YES            
58     134    192    -1307.693724            0.130951       0.01           41        YES            
58     136    194    -1305.528822            0.149836       0.01           42        YES            
58     138    196    -1303.258318            0.167715       0.01           43        YES            
60     68     128    -1044.594361            0.336302       0.01           44        YES            
60     86     146    -1207.73919             0.150572       0.00999        45        NO             
60     88     148    -1220.150396            0.198579       0.009961       46        NO             
60     132    192    -1348.841112            0.089461       0.01           47        YES            
60     134    194    -1347.322111            0.124041       0.01           48        YES            
60     136    196    -1345.825798            0.150518       0.01           49        YES            
60     138    198    -1344.423788            0.218538       0.01           50        YES            
