Z      N      A      Binding_Energy_(MeV)    Q20_total (b)  beta3_total    fileID    Convergence    
90     198    288    -1927.468892            25.028559      0.01           57        YES            
90     200    290    -1929.065229            28.36832       0.01           58        YES            
90     202    292    -1930.476973            30.872995      0.01           59        YES            
92     130    222    -1696.148001            8.107767       0.010001       193       YES            
92     132    224    -1710.239112            13.856325      0.01           194       YES            
92     134    226    -1724.67555             18.142901      0.01           60        YES            
92     136    228    -1738.992854            21.236364      0.01           61        YES            
92     138    230    -1752.572577            23.271837      0.01           62        YES            
92     192    284    -1951.416869            6e-06          0.01           63        YES            
92     194    286    -1952.337246            1e-05          0.01           64        YES            
92     196    288    -1954.362566            23.692517      0.01           65        YES            
92     198    290    -1956.971228            28.059359      0.01           66        YES            
92     200    292    -1959.483254            31.057307      0.01           67        YES            
94     130    224    -1699.623111            8.905593       0.010001       68        YES            
94     132    226    -1714.933932            15.66839       0.01           69        YES            
94     134    228    -1730.701296            20.814508      0.01           70        YES            
94     136    230    -1746.027669            23.220842      0.01           71        YES            
94     138    232    -1760.672871            24.796693      0.01           72        YES            
94     190    284    -1974.54706             -2e-06         0.01           73        YES            
94     192    286    -1976.164785            -2e-06         0.01           74        YES            
94     194    288    -1978.377844            19.038577      0.01           75        YES            
94     196    290    -1981.546904            25.852481      0.01           76        YES            
94     198    292    -1985.025744            29.849171      0.01           77        YES            
96     128    224    -1686.869132            -0.102355      0.01           78        YES            
96     130    226    -1701.656444            9.824466       0.010001       79        YES            
96     132    228    -1718.166601            19.497443      0.01           80        YES            
96     134    230    -1734.965081            23.732664      0.01           81        YES            
96     188    284    -1994.625414            -3e-06         0.01           82        YES            
96     190    286    -1996.959452            -6e-06         0.01           83        YES            
96     192    288    -2000.002593            14.606829      0.010002       84        YES            
96     194    290    -2003.378337            20.991347      0.01           85        YES            
96     196    292    -2007.318495            26.619692      0.01           86        YES            
96     198    294    -2011.243093            30.617934      0.01           87        YES            
98     128    226    -1686.209465            -0.149507      0.01           88        YES            
98     130    228    -1702.309765            10.582658      0.010001       89        NO             
98     132    230    -1720.04966             27.567221      0.01           90        YES            
98     186    284    -2012.107957            -1e-06         0.01           91        YES            
98     188    286    -2015.125871            0.137916       0.01           92        YES            
98     190    288    -2018.694848            11.768021      0.010003       93        YES            
98     192    290    -2022.726104            16.95272       0.010002       94        YES            
98     194    292    -2026.983756            21.958839      0.010001       95        YES            
98     196    294    -2031.470754            26.683867      0.01           96        YES            
98     198    296    -2035.844275            30.639478      0.01           97        YES            
98     262    360    -2062.848878            9.216126       0.01           98        YES            
100    126    226    -1667.450851            -2e-06         0.01           99        YES            
100    128    228    -1684.166467            0.274351       0.01           100       YES            
100    130    230    -1701.972402            33.362315      0.01           101       YES            
100    132    232    -1720.362942            32.465505      0.01           102       YES            
100    184    284    -2026.3695              -2e-06         0.01           103       YES            
100    186    286    -2030.779328            -2e-06         0.01           104       YES            
100    188    288    -2034.362594            -2e-06         0.01           105       YES            
100    190    290    -2038.930528            13.626356      0.010001       106       YES            
100    192    292    -2043.931636            18.595766      0.010001       107       YES            
100    194    294    -2049.039552            22.830128      0.010001       108       YES            
100    196    296    -2054.112183            26.828731      0.01           109       YES            
100    198    298    -2059.048115            30.464317      0.01           110       YES            
100    260    360    -2101.619257            -0.321339      0.01           111       YES            
100    262    362    -2098.731843            9.828777       0.01           112       YES            
100    264    364    -2096.448118            15.502219      0.01           113       NO             
102    128    230    -1680.790848            -0.675631      0.01           114       YES            
102    130    232    -1699.770909            -29.586039     0.01           195       YES            
102    132    234    -1718.377752            -30.862406     0.01           196       YES            
102    184    286    -2043.20023             -0.040653      0.01           115       YES            
102    186    288    -2048.188567            -0.0           0.01           116       YES            
102    188    290    -2052.352329            0.434124       0.01           117       YES            
102    190    292    -2057.737005            14.552166      0.009998       118       YES            
102    192    294    -2063.485041            19.650091      0.01           119       YES            
102    194    296    -2069.34013             23.833593      0.01           120       YES            
102    196    298    -2075.132149            27.43526       0.01           121       YES            
102    260    362    -2136.176136            -0.106123      0.01           122       YES            
102    262    364    -2133.539396            9.539563       0.01           123       YES            
102    264    366    -2131.58678             16.002037      0.01           124       NO             
104    184    288    -2058.786845            -1.4e-05       0.01           125       YES            
104    186    290    -2064.37366             -1e-06         0.01           126       YES            
104    188    292    -2069.115004            0.806855       0.01           127       YES            
104    190    294    -2075.100586            14.850148      0.01           128       YES            
104    192    296    -2081.487851            20.284307      0.01           129       YES            
104    194    298    -2088.154659            55.418964      0.01           130       YES            
104    196    300    -2094.357512            28.383269      0.01           131       YES            
104    260    364    -2169.709752            0.024768       0.01           132       YES            
104    262    366    -2167.280744            8.449556       0.01           133       YES            
104    264    368    -2165.543833            15.74212       0.01           134       NO             
106    184    290    -2073.133875            -8e-06         0.01           135       YES            
106    186    292    -2079.316637            0.080154       0.01           136       YES            
106    188    294    -2084.651802            1.043875       0.01           137       YES            
106    190    296    -2091.106397            14.531433      0.01           138       YES            
106    192    298    -2097.992823            20.286784      0.01           197       YES            
106    194    300    -2105.045523            25.58364       0.01           198       YES            
106    196    302    -2112.057654            29.507582      0.01           199       YES            
106    260    366    -2202.177197            0.083227       0.01           139       YES            
106    262    368    -2199.979368            0.059656       0.01           140       YES            
106    264    370    -2198.426024            15.04776       0.01           141       NO             
108    186    294    -2093.036554            -0.054994      0.01           142       YES            
108    188    296    -2098.978893            -0.617335      0.01           200       YES            
108    190    298    -2105.790106            13.692975      0.01           201       YES            
108    192    300    -2113.143206            19.546229      0.01           202       YES            
108    194    302    -2120.697899            25.315867      0.01           203       YES            
108    262    370    -2231.721064            0.196099       0.01           143       YES            
108    264    372    -2230.308375            13.621861      0.01           144       YES            
108    266    374    -2228.993129            19.663174      0.01           145       NO             
108    268    376    -2227.966061            25.098346      0.01           146       NO             
108    270    378    -2227.047308            30.217631      0.01           147       NO             
108    272    380    -2226.357492            34.889006      0.01           148       NO             
110    188    298    -2112.07366             -0.353699      0.01           204       YES            
110    190    300    -2119.22412             12.385358      0.01           205       YES            
110    192    302    -2127.0042              18.051897      0.01           206       YES            
110    194    304    -2134.916174            23.283786      0.01           207       YES            
110    264    374    -2261.021706            10.975135      0.01           149       YES            
110    266    376    -2259.96853             18.032057      0.01           150       NO             
110    268    378    -2259.090492            23.616306      0.01           151       NO             
110    270    380    -2258.513419            28.806103      0.01           208       NO             
110    272    382    -2258.074623            33.640575      0.01           209       NO             
112    188    300    -2124.92914             68.636629      0.01           152       YES            
112    190    302    -2131.395787            10.62999       0.01           210       YES            
112    192    304    -2140.030651            -57.827007     0.01           153       YES            
112    194    306    -2147.797155            20.621222      0.01           211       YES            
112    196    308    -2156.093401            25.741204      0.01           212       YES            
112    198    310    -2163.006214            -41.539478     0.01           213       YES            
112    216    328    -2228.1138              44.892601      0.01           154       YES            
112    264    376    -2290.785752            0.473286       0.01           155       YES            
112    266    378    -2289.923848            15.617101      0.01           156       YES            
112    268    380    -2289.249951            21.462801      0.01           157       NO             
112    270    382    -2288.856816            26.736025      0.01           214       NO             
112    272    384    -2288.611171            31.836798      0.01           215       NO             
114    190    304    -2142.489752            -8.326579      0.01           216       YES            
114    192    306    -2150.825518            13.876172      0.01           217       YES            
114    194    308    -2159.434865            18.040733      0.01           218       YES            
114    196    310    -2168.034632            22.117611      0.01           219       YES            
114    198    312    -2176.06958             -40.964175     0.01           220       YES            
114    200    314    -2184.046181            -43.074689     0.01           221       YES            
114    266    380    -2318.84451             11.726175      0.01           158       YES            
114    268    382    -2318.385261            18.570386      0.01           159       YES            
114    270    384    -2318.050504            23.86542       0.01           222       YES            
114    272    386    -2318.013141            29.743046      0.01           223       NO             
114    280    394    -2319.778784            55.069029      0.01           160       YES            
114    282    396    -2320.025578            57.182651      0.01           161       YES            
114    288    402    -2319.820788            62.401164      0.01           162       YES            
116    190    306    -2152.086454            -7.241469      0.01           163       YES            
116    192    308    -2160.945338            -12.139506     0.01           224       YES            
116    194    310    -2170.02051             -35.998289     0.01           225       YES            
116    196    312    -2178.954391            -38.111479     0.01           226       YES            
116    198    314    -2187.654398            -40.337927     0.01           227       YES            
116    266    382    -2346.661269            0.791858       0.01           164       YES            
116    268    384    -2346.449664            14.501537      0.01           165       YES            
116    270    386    -2346.260883            20.546222      0.01           166       YES            
116    272    388    -2346.717483            -84.996808     0.01           167       YES            
116    282    398    -2349.881881            56.118143      0.01           168       YES            
116    284    400    -2350.280248            58.09747       0.01           169       YES            
118    190    308    -2160.171089            -6.235896      0.01           170       YES            
118    192    310    -2169.64964             -11.144358     0.01           228       YES            
118    194    312    -2179.266067            -34.843783     0.01           229       YES            
118    196    314    -2188.69714             -36.886645     0.01           230       YES            
118    202    320    -2215.745295            -46.881472     0.01           231       YES            
118    266    384    -2373.266584            0.549449       0.01           171       YES            
118    268    386    -2373.195964            7.225849       0.01           172       YES            
118    270    388    -2373.241143            15.720581      0.01           173       YES            
118    272    390    -2374.143548            -88.443458     0.01           174       YES            
120    190    310    -2166.536433            1e-06          0.01           175       YES            
120    192    312    -2176.844796            -32.21917      0.01           232       YES            
120    194    314    -2187.064001            -33.860043     0.01           233       YES            
120    216    336    -2288.70847             45.644105      0.01           176       YES            
120    240    360    -2359.929839            103.205924     0.01           177       YES            
120    264    384    -2397.976515            0.169082       0.01           178       YES            
120    266    386    -2398.345465            0.332262       0.01           179       YES            
120    268    388    -2398.648594            0.949928       0.01           180       YES            
120    270    390    -2398.890051            -9.192738      0.01           181       YES            
120    272    392    -2400.204944            -70.420837     0.01           182       YES            
