Z      N      A      Binding_Energy_(MeV)    Q20_total (b)  beta3_total    fileID    Convergence    
96     128    224    -1679.467625            0.077422       0.01           112       YES            
96     130    226    -1694.59668             11.080906      0.009998       113       YES            
96     132    228    -1711.642805            20.755839      0.01           114       YES            
96     188    284    -1990.528949            -6e-06         0.01           115       YES            
96     190    286    -1992.78148             0.0            0.01           116       YES            
96     192    288    -1995.716447            15.960821      0.009849       117       YES            
96     194    290    -1999.495388            22.840375      0.009999       118       YES            
96     196    292    -2003.683271            28.511367      0.01           119       YES            
96     230    326    -2027.885495            39.585652      0.01           120       YES            
96     232    328    -2027.142996            37.327714      0.01           121       YES            
96     240    336    -2023.342147            29.241684      0.01           122       YES            
98     128    226    -1678.671167            -0.0           0.01           123       YES            
98     130    228    -1695.081149            28.951011      0.01           124       YES            
98     186    284    -2008.199584            -1e-06         0.01           125       YES            
98     188    286    -2011.186829            -1e-06         0.01           126       YES            
98     190    288    -2014.037014            -0.185437      0.01           127       YES            
98     192    290    -2018.284048            17.107733      0.010002       128       YES            
98     194    292    -2022.75099             23.700999      0.009999       129       YES            
98     196    294    -2027.453716            29.921212      0.01           130       YES            
98     230    328    -2061.511972            41.087516      0.01           131       YES            
98     234    332    -2060.570611            37.221696      0.01           132       YES            
98     238    336    -2059.167057            33.138123      0.01           133       YES            
100    126    226    -1659.285235            0.054251       0.01           134       YES            
100    128    228    -1676.480388            -1e-06         0.01           135       YES            
100    168    268    -1954.839935            25.58697       0.01           136       YES            
100    184    284    -2022.257053            0.0            0.01           137       YES            
100    186    286    -2026.907568            -0.030753      0.01           138       YES            
100    188    288    -2030.492332            -0.076041      0.01           139       YES            
100    190    290    -2034.397374            11.438792      0.009996       140       YES            
100    192    292    -2039.347963            18.141314      0.010003       141       YES            
100    194    294    -2044.520794            24.283035      0.010006       142       YES            
100    196    296    -2049.751358            31.071352      0.01           143       YES            
100    230    330    -2093.831683            42.19212       0.01           144       YES            
100    232    332    -2093.799892            41.004602      0.01           145       YES            
100    234    334    -2093.566547            39.307806      0.01           146       YES            
100    236    336    -2093.15699             37.26802       0.01           147       YES            
100    262    362    -2084.127679            -0.171118      0.01           148       YES            
100    264    364    -2080.345713            9.417415       0.01           149       YES            
102    128    230    -1672.957604            2e-06          0.01           150       YES            
102    130    232    -1691.280741            -29.384038     0.01           281       YES            
102    184    286    -2039.047773            1e-06          0.01           151       YES            
102    186    288    -2044.330941            0.0            0.01           152       YES            
102    188    290    -2048.542032            -1e-06         0.01           153       YES            
102    190    292    -2053.177514            12.381965      0.01           154       YES            
102    192    294    -2059.362386            52.938618      0.01           155       YES            
102    194    296    -2065.1378              50.287571      0.01           156       YES            
102    232    334    -2125.140669            42.345906      0.01           157       YES            
102    234    336    -2125.24399             41.083815      0.01           158       YES            
102    236    338    -2125.127992            39.22215       0.01           159       YES            
102    260    362    -2123.283913            0.111692       0.01           160       YES            
102    262    364    -2119.83016             0.125787       0.01           161       YES            
102    264    366    -2116.383625            8.930313       0.01           162       YES            
104    134    238    -1726.207392            -32.040666     0.01           282       YES            
104    136    240    -1744.846248            -33.08621      0.01           283       YES            
104    170    274    -1989.127025            26.040644      0.01           163       YES            
104    184    288    -2054.550046            -0.0           0.01           164       YES            
104    186    290    -2060.45501             0.0            0.01           165       YES            
104    188    292    -2065.271081            4e-06          0.01           166       YES            
104    190    294    -2070.600279            12.638939      0.01           167       YES            
104    192    296    -2076.889405            19.429568      0.01           284       YES            
104    198    302    -2096.50222             49.115286      0.01           168       YES            
104    234    338    -2155.520217            41.939067      0.01           169       YES            
104    260    364    -2157.530881            0.162222       0.01           170       YES            
104    262    366    -2154.446741            0.300136       0.01           171       YES            
104    264    368    -2151.286433            0.610828       0.01           172       YES            
106    164    270    -1968.102657            31.2579        0.01           173       YES            
106    186    292    -2075.288702            6e-06          0.01           174       YES            
106    188    294    -2080.749099            3e-06          0.01           175       YES            
106    190    296    -2086.623907            12.219599      0.01           285       YES            
106    192    298    -2093.40202             19.317074      0.01           286       YES            
106    198    304    -2115.348762            54.231282      0.01           176       YES            
106    200    306    -2121.257508            51.448336      0.01           177       YES            
106    262    368    -2187.940751            0.381738       0.01           178       YES            
106    264    370    -2185.146749            0.924167       0.01           179       YES            
108    158    266    -1934.519244            32.601898      0.01           180       YES            
108    164    272    -1974.969867            31.015846      0.01           181       YES            
108    170    278    -2008.888683            27.328018      0.01           182       YES            
108    188    296    -2094.951605            2e-06          0.01           183       YES            
108    190    298    -2101.3026              11.173699      0.01           287       YES            
108    192    300    -2108.55084             18.386142      0.01           288       YES            
108    196    304    -2125.893527            59.254731      0.01           184       YES            
108    200    308    -2138.995441            56.108243      0.01           185       YES            
108    262    370    -2220.312785            0.382754       0.01           186       YES            
108    264    372    -2217.901609            0.955281       0.01           187       YES            
108    266    374    -2215.895156            16.107996      0.01           188       YES            
108    268    376    -2214.353049            22.9449        0.01           189       YES            
108    270    378    -2213.080792            28.483248      0.010013       289       NO             
108    272    380    -2211.993707            33.638613      0.009996       290       NO             
110    166    276    -1991.909353            29.536128      0.01           190       YES            
110    168    278    -2004.095935            28.376312      0.01           191       YES            
110    188    298    -2107.893583            -0.012137      0.01           192       YES            
110    190    300    -2114.766645            9.44096        0.01           291       YES            
110    192    302    -2122.37423             16.771761      0.01           193       YES            
110    196    306    -2141.148675            61.956671      0.01           194       YES            
110    198    308    -2143.995322            -38.612162     0.01           195       YES            
110    200    310    -2155.365457            59.774546      0.01           196       YES            
110    202    312    -2161.912781            57.822538      0.01           197       YES            
110    228    338    -2228.999603            41.267846      0.01           198       YES            
110    264    374    -2249.535759            0.846135       0.01           199       YES            
110    266    376    -2247.660328            11.907349      0.01           200       YES            
110    268    378    -2246.415647            21.307448      0.01           292       YES            
110    270    380    -2245.421044            26.944411      0.009998       293       NO             
110    272    382    -2244.592195            32.146741      0.009994       294       NO             
110    274    384    -2243.81938             37.176227      0.01           295       YES            
110    276    386    -2243.140548            44.300218      0.01           296       YES            
112    160    272    -1952.143565            30.521896      0.01           201       YES            
112    162    274    -1967.67777             30.132894      0.01           202       YES            
112    164    276    -1982.034616            29.49244       0.01           203       YES            
112    168    280    -2008.628035            27.183081      0.01           204       YES            
112    190    302    -2126.875136            6.611688       0.01           297       YES            
112    192    304    -2134.865696            14.710166      0.01           205       YES            
112    194    306    -2143.134524            19.694841      0.01           206       YES            
112    200    312    -2170.092267            63.029103      0.01           207       YES            
112    202    314    -2177.136569            61.616164      0.01           208       YES            
112    204    316    -2183.843774            59.447781      0.01           209       YES            
112    236    348    -2263.311743            35.908561      0.01           210       YES            
112    266    378    -2278.332195            3.307245       0.01           211       YES            
112    268    380    -2277.357401            18.924759      0.01           298       YES            
112    270    382    -2276.563556            24.777148      0.01           299       YES            
112    272    384    -2275.931681            29.997363      0.01           300       YES            
112    274    386    -2275.429263            35.382068      0.01           301       YES            
112    276    388    -2275.129659            44.310675      0.01           302       YES            
112    278    390    -2274.793704            49.712919      0.01           303       YES            
112    280    392    -2274.282221            51.998535      0.01           304       YES            
112    282    394    -2273.590221            54.016792      0.01           212       YES            
112    284    396    -2272.478461            55.88702       0.01           213       YES            
112    286    398    -2271.471695            57.547833      0.01           214       YES            
114    154    268    -1899.139581            30.960993      0.01           215       YES            
114    164    278    -1983.441834            28.214786      0.01           216       YES            
114    190    304    -2139.086823            70.154476      0.01           217       YES            
114    192    306    -2146.085797            12.298365      0.01           218       YES            
114    194    308    -2154.681136            16.956404      0.01           305       YES            
114    196    310    -2163.290984            20.758759      0.01           306       YES            
114    198    312    -2171.848724            24.389015      0.01           307       YES            
114    200    314    -2178.977933            -41.675745     0.01           219       YES            
114    202    316    -2186.760199            -43.860707     0.01           220       YES            
114    224    338    -2261.836719            40.057568      0.01           221       YES            
114    266    380    -2308.030991            1.664266       0.01           222       YES            
114    268    382    -2307.132767            15.327317      0.01           308       YES            
114    270    384    -2306.520768            21.927415      0.01           309       YES            
114    272    386    -2306.133037            27.349741      0.01           310       YES            
114    276    390    -2305.876884            43.64209       0.01           311       YES            
114    278    392    -2305.857623            48.599393      0.01           312       YES            
114    280    394    -2305.676303            51.653258      0.01           313       YES            
114    282    396    -2305.330356            54.540842      0.01           223       YES            
114    284    398    -2304.628302            56.420777      0.01           224       YES            
114    286    400    -2304.005789            58.048398      0.01           225       YES            
114    288    402    -2303.213439            59.402323      0.01           226       YES            
114    290    404    -2302.219406            60.493644      0.01           227       YES            
114    292    406    -2300.985843            61.36354       0.01           228       YES            
114    294    408    -2299.53365             62.05929       0.01           229       YES            
114    296    410    -2297.907174            62.614329      0.01           230       YES            
116    192    308    -2155.990692            -9.494281      0.01           231       YES            
116    194    310    -2164.902591            -21.653572     0.01           232       YES            
116    196    312    -2173.862144            17.801396      0.01           314       YES            
116    198    314    -2184.053252            -64.011779     0.01           233       YES            
116    200    316    -2192.488009            -65.447222     0.01           234       YES            
116    266    382    -2336.451432            1.065242       0.01           235       YES            
116    268    384    -2335.701569            8.329451       0.01           236       YES            
116    270    386    -2335.340963            18.0091        0.01           237       YES            
116    272    388    -2335.405473            -85.028817     0.01           315       YES            
116    276    392    -2335.409958            41.482218      0.01           316       YES            
116    278    394    -2335.69376             46.737199      0.01           317       YES            
116    280    396    -2335.823148            50.64048       0.01           318       YES            
116    282    398    -2335.819715            53.558754      0.01           319       YES            
116    284    400    -2335.488955            56.139374      0.01           238       YES            
116    286    402    -2335.209266            57.764373      0.01           239       YES            
116    288    404    -2334.771453            59.116893      0.01           240       YES            
