Z      N      A      Binding_Energy_(MeV)    beta2_total    Q20_total (b)  beta3_total    fileID    Convergence    
114    266    380    -2308.221875            0.395557       97.930341      0.0            1225      YES            
114    282    396    -2305.037348            0.354115       94.15184       0.0            1229      YES            
114    284    398    -2303.681514            0.355817       95.562891      0.0            1233      YES            
114    286    400    -2302.175585            0.359565       97.598043      0.0            1237      YES            
114    288    402    -2300.5434              0.364848       100.1423       0.0            1241      YES            
114    290    404    -2298.791981            0.371377       103.119        0.0            1245      YES            
114    292    406    -2300.413663            0.229192       62.045572      0.0            1249      YES            
114    294    408    -2298.966008            0.229556       62.755052      0.0            1253      YES            
114    296    410    -2297.334516            0.229562       63.366073      0.0            1257      YES            
116    192    308    -2156.130707            -0.355597      -59.884425     0.0            1260      YES            
116    194    310    -2165.881974            -0.359218      -61.282489     0.0            1264      YES            
116    198    314    -2184.05145             -0.365612      -64.011776     0.0            213       YES            
116    200    316    -2192.484885            -0.368954      -65.447218     0.0            234       YES            
116    266    382    -2334.189963            -0.338865      -84.370618     0.0            1268      YES            
116    268    384    -2334.698172            -0.337319      -84.805735     0.0            1272      YES            
116    270    386    -2335.035253            -0.335455      -85.149921     0.0            1276      YES            
116    284    400    -2334.715489            0.398218       108.646208     0.0            1281      YES            
116    286    402    -2332.471883            -0.340861      -93.88636      0.0            1284      YES            
116    288    404    -2331.565449            -0.343146      -95.524364     0.0            1288      YES            
116    290    406    -2330.533856            -0.345074      -97.073114     0.0            1292      YES            
116    292    408    -2329.355493            -0.346625      -98.522166     0.0            1296      YES            
116    294    410    -2331.718633            0.227251       62.36643       0.0            1301      YES            
118    192    310    -2164.673823            -0.360203      -61.404729     0.0            1304      YES            
118    194    312    -2175.088807            -0.363764      -62.814765     0.0            1308      YES            
118    196    314    -2185.051048            -0.367346      -64.262141     0.0            1312      YES            
118    198    316    -2194.556551            -0.371047      -65.764033     0.0            1316      YES            
118    200    318    -2203.68625             -0.374626      -67.266619     0.0            255       YES            
118    202    320    -2212.470263            -0.378488      -68.859348     0.0            276       YES            
118    266    384    -2361.25051             -0.34877       -87.738625     0.0            1320      YES            
118    268    386    -2362.102833            -0.348101      -88.430318     0.0            1324      YES            
118    270    388    -2362.788277            -0.347137      -89.044242     0.0            1328      YES            
118    272    390    -2363.322083            -0.346018      -89.616511     0.0            1332      YES            
118    284    402    -2363.790044            -0.348455      -95.843638     0.0            1336      YES            
118    286    404    -2363.439239            -0.349765      -97.187898     0.0            1340      YES            
118    288    406    -2362.964662            -0.350922      -98.497523     0.0            1344      YES            
118    290    408    -2362.33834             -0.351925      -99.770739     0.0            1348      YES            
118    292    410    -2361.54591             -0.352807      -101.017264    0.0            1352      YES            
118    294    412    -2363.184162            0.223248       61.538601      0.0            1357      YES            
118    296    414    -2362.319464            0.223442       62.177151      0.0            1361      YES            
120    166    286    -1995.268457            0.49233        74.437879      0.0            315       YES            
120    168    288    -2011.938048            0.491991       75.224579      0.0            336       YES            
