Z      N      A       Binding_Energy_(MeV)    Quad_Def_Beta2_P     Quad_Def_Beta2_N     Quad_Def_Beta2_total   Quad_Moment_Q2_P_(fm^2)    Quad_Moment_Q2_N_(fm^2)    Quad_Moment_Q2_total_(fm^2)     Octupole_Moment_Q3_P_(fm^3)     Octupole_Moment_Q3_N_(fm^3)     Octupole_Moment_Q3_total_(fm^3)      Pairing_gap_P_(MeV)     Pairing_gap_N_(MeV)   RMS_radius_P_(fm)    RMS_radius_N_(fm)    RMS_radius_total_(fm)    Charge_Radius_(fm)     File_ID        Converged            
4      6      10           -71.624639             0.001105             0.001626               0.001439               0.000298                   0.000782                        0.00108                         0.0                             0.0                                0.0                         2.591187                2.339079              2.312282             2.519915               2.438984               2.444279            14              YES
6      4      10           -67.276437             0.000974             0.000249                0.00072               0.000483                    6.7e-05                       0.000549                         0.0                             0.0                                0.0                         2.417911                2.465718              2.558012             2.304471               2.459734               2.695928            30              YES
18     12     30          -215.218461             0.001805             -4.5e-05               0.001153               0.004565                   -6.1e-05                       0.004504                         0.0                             0.0                                0.0                          1.54193                1.399097              3.337313             3.017157               3.213081               3.444163            51              YES
24     18     42          -321.709321             0.000165             0.000106               0.000141               0.000641                   0.000269                        0.00091                         0.0                             0.0                                0.0                         1.228415                1.439625              3.586216             3.343005               3.484062               3.684545            61              YES
54     72     126        -1063.490702             0.158508             0.146238               0.151393               2.401545                   3.058594                       5.460139                         0.0                             0.0                                0.0                         1.320712                0.659962              4.715931             4.798546               4.763315               4.784058            84              YES
56     66     122        -1014.267804              0.25594             0.259054               0.257628               4.085695                   4.890639                       8.976334                         0.0                             0.0                                0.0                         1.215085                0.745368              4.753511             4.761683               4.757934               4.822969           102              YES
64     90     154        -1265.413885             0.295917             0.265082               0.277623                6.15458                    8.04264                       14.19722                         0.0                             0.0                                0.0                         1.148489                0.672398              5.075388             5.169312               5.130487               5.137927           114              YES
66     90     156        -1276.608533             0.288413             0.259432               0.271494               6.260133                   7.898877                       14.15901                         0.0                             0.0                                0.0                         1.145425                0.676073              5.105728             5.178385               5.147771               5.168379           132              YES
68     154    222         -1524.42672             0.321353             0.280038               0.291357               8.562655                  19.773343                      28.335998                         0.0                             0.0                                0.0                         1.291189                 0.37841              5.573186             6.028599               5.892844               5.621341           149              YES
70     88     158        -1274.618863             0.185142              0.16809               0.175605               4.274848                    4.92509                       9.199939                         0.0                             0.0                                0.0                         1.028163                0.822634               5.11333             5.137362               5.126729               5.177083           165              YES
70     148    218        -1555.893063             0.292072             0.257483                 0.2676               7.935121                   16.92064                       24.85576                         0.0                             0.0                                0.0                         1.287302                0.424006              5.546612             5.932643               5.811484               5.596556           182              YES
72     90     162        -1298.508751             0.197451             0.185732               0.190919               4.781762                   5.664102                      10.445864                         0.0                             0.0                                0.0                         1.081026                0.732505              5.163484             5.182573               5.174098               5.226705           199              YES
74     88     162        -1282.151847             0.128173             0.121908               0.124776               3.187222                   3.589281                       6.776503                         0.0                             0.0                                0.0                         1.025674                0.789221              5.161045             5.149806               5.154943               5.224971           214              YES
