Z      N      A      Binding_Energy_(MeV)    Q20_total (b)  beta3_total    fileID    Convergence    
68     132    200    -1492.395096            33.427242      0.0            499       YES            
68     134    202    -1500.147279            -9.065211      0.0            502       YES            
68     136    204    -1503.256222            -10.705853     0.0            506       YES            
68     138    206    -1506.215595            -12.139696     0.0            510       YES            
70     94     164    -1330.214362            16.059022      0.0            524       YES            
70     96     166    -1346.770328            17.767493      0.0            527       YES            
70     130    200    -1516.140882            34.496707      0.0            531       YES            
70     132    202    -1525.401871            -6.257604      0.0            534       YES            
70     134    204    -1529.224246            -8.956012      0.0            538       YES            
70     136    206    -1532.948303            -10.544486     0.0            542       YES            
72     94     166    -1337.88279             15.339954      0.0            552       YES            
72     96     168    -1355.429316            17.416944      0.0            556       YES            
72     130    202    -1542.190916            36.127579      0.0            559       YES            
72     132    204    -1548.391201            36.796201      0.0            563       YES            
72     134    206    -1554.203963            37.424562      0.0            567       YES            
72     136    208    -1561.000125            -10.026235     0.0            570       YES            
74     96     170    -1362.334435            17.79648       0.0            584       YES            
74     98     172    -1380.240152            18.941154      0.0            588       YES            
74     130    204    -1566.007767            38.95748       0.0            591       YES            
74     132    206    -1573.177245            39.416065      0.0            595       YES            
74     134    208    -1582.574637            -7.847043      0.0            598       YES            
74     136    210    -1586.14224             40.132482      0.0            603       YES            
76     96     172    -1364.180502            -17.355227     0.0            606       YES            
76     98     174    -1386.01585             18.818999      0.0            612       YES            
76     132    208    -1595.709822            42.575332      0.0            615       YES            
76     134    210    -1603.252486            42.794924      0.0            619       YES            
76     136    212    -1610.137703            42.96181       0.0            623       YES            
76     138    214    -1616.233752            43.321053      0.0            627       YES            
78     90     168    -1306.81038             -6.342182      0.0            629       YES            
78     96     174    -1367.484008            -19.025946     0.0            634       YES            
78     100    178    -1408.883269            19.642483      0.0            639       YES            
78     132    210    -1616.359301            46.067436      0.0            643       YES            
78     138    216    -1636.950462            33.472912      0.0            655       YES            
78     140    218    -1644.150837            37.469384      0.0            659       YES            
80     92     172    -1324.125874            -18.115463     0.0            662       YES            
80     96     176    -1368.582223            -20.501855     0.0            666       YES            
80     134    214    -1642.824371            -26.354096     0.0            674       YES            
80     136    216    -1651.35013             -28.291845     0.0            678       YES            
80     138    218    -1659.339795            -29.343146     0.0            682       YES            
80     140    220    -1666.692828            -29.88275      0.0            686       YES            
80     142    222    -1673.464165            -29.628419     0.0            690       YES            
82     92     174    -1320.808735            -19.026562     0.0            693       YES            
82     94     176    -1344.958359            -20.983872     0.0            697       YES            
82     96     178    -1367.703351            -21.576288     0.0            702       YES            
82     134    216    -1660.305754            -28.008304     0.0            710       YES            
82     136    218    -1669.792087            -29.764752     0.0            714       YES            
82     138    220    -1678.725638            -30.93348      0.0            718       YES            
82     140    222    -1686.939202            -31.706821     0.0            722       YES            
82     142    224    -1694.514718            -32.149282     0.0            726       YES            
82     144    226    -1701.615267            -32.190369     0.0            730       YES            
84     134    218    -1675.499013            -27.684978     0.0            738       YES            
84     136    220    -1685.742739            -30.328785     0.0            742       YES            
84     192    276    -1818.743666            -46.333061     0.0            746       YES            
84     194    278    -1819.116727            -46.970289     0.0            750       YES            
84     196    280    -1819.022664            -46.461748     0.0            754       YES            
86     192    278    -1852.120199            64.752692      0.0            767       YES            
86     194    280    -1853.03177             65.108965      0.0            771       YES            
88     136    224    -1712.02107             -29.776199     0.0            782       YES            
88     138    226    -1723.449434            -32.980384     0.0            786       YES            
88     192    280    -1884.187225            64.473207      0.0            791       YES            
88     194    282    -1885.631341            65.167048      0.0            795       YES            
90     130    220    -1686.144777            48.812022      0.0            800       YES            
90     136    226    -1722.937117            -30.375767     0.0            809       YES            
90     138    228    -1735.137992            -33.102621     0.0            813       YES            
90     192    282    -1914.255124            63.966225      0.0            819       YES            
90     194    284    -1916.230327            64.480095      0.0            823       YES            
92     130    222    -1692.549308            49.435629      0.0            828       YES            
92     132    224    -1707.938735            50.83778       0.0            832       YES            
92     136    228    -1732.3531              -30.816231     0.0            837       YES            
92     138    230    -1745.252985            -32.670293     0.0            841       YES            
92     192    284    -1942.516904            63.028221      0.0            847       YES            
92     194    286    -1945.071342            62.892433      0.0            851       YES            
92     196    288    -1947.285206            63.202153      0.0            855       YES            
94     130    224    -1693.489729            -43.660646     0.0            857       YES            
94     132    226    -1710.921581            37.684538      0.0            863       YES            
94     136    230    -1740.086703            -31.010263     0.0            870       YES            
94     188    282    -1961.835617            66.058718      0.0            876       YES            
94     190    284    -1965.5978              63.348459      0.0            879       YES            
94     192    286    -1969.187651            -32.547182     0.0            881       YES            
94     194    288    -1972.342983            60.534436      0.0            887       YES            
94     196    290    -1975.135939            60.785687      0.0            891       YES            
94     198    292    -1977.535211            61.892672      0.0            895       YES            
96     128    224    -1679.40649             -44.155495     0.0            897       YES            
96     130    226    -1696.099682            -45.558203     0.0            901       YES            
96     132    228    -1715.238385            39.314418      0.0            907       YES            
96     134    230    -1731.165067            40.104748      0.0            911       YES            
96     186    282    -1981.724053            73.009506      0.0            916       YES            
96     188    284    -1985.902297            70.664994      0.0            920       YES            
96     190    286    -1990.114783            63.415298      0.0            923       YES            
96     192    288    -1994.656817            -33.649833     0.0            926       YES            
96     194    290    -1998.158226            -36.284787     0.0            930       YES            
96     196    292    -2001.471422            -38.188725     0.0            934       YES            
96     198    294    -2004.628963            -39.80986      0.0            938       YES            
98     126    224    -1661.29537             -43.919911     0.0            941       YES            
98     128    226    -1682.350015            39.210011      0.0            947       YES            
98     130    228    -1700.40298             40.156083      0.0            951       YES            
98     132    230    -1717.853821            40.708086      0.0            955       YES            
98     134    232    -1734.742687            41.419005      0.0            959       YES            
98     186    284    -2003.677087            72.698822      0.0            964       YES            
98     188    286    -2008.46407             69.205121      0.0            968       YES            
98     190    288    -2013.222931            62.661301      0.0            972       YES            
98     192    290    -2018.083174            -34.527089     0.0            973       YES            
98     194    292    -2022.242359            -37.044566     0.0            978       YES            
98     196    294    -2026.074502            -38.918403     0.0            982       YES            
98     198    296    -2029.750206            -40.511646     0.0            986       YES            
98     232    330    -2062.093442            37.246065      0.0            991       YES            
98     234    332    -2060.347021            61.315985      0.0            995       YES            
98     236    334    -2060.352661            76.313506      0.0            1000      YES            
98     238    336    -2059.799106            77.90418       0.0            1003      YES            
98     262    360    -2042.953104            -57.868179     0.0            1006      YES            
100    126    226    -1659.270822            -45.061764     0.0            1009      YES            
100    128    228    -1681.683323            39.927367      0.0            1015      YES            
100    130    230    -1700.561664            41.462152      0.0            1019      YES            
100    132    232    -1718.901718            42.254411      0.0            1023      YES            
100    134    234    -1736.692014            43.228354      0.0            1027      YES            
100    184    284    -2018.473597            72.394994      0.0            1032      YES            
100    186    286    -2024.022722            70.041867      0.0            1036      YES            
100    188    288    -2029.546441            65.808002      0.0            1040      YES            
100    194    294    -2044.561356            -37.214256     0.0            1050      YES            
100    196    296    -2048.932073            -39.480608     0.0            1054      YES            
100    198    298    -2053.162476            -41.160213     0.0            1058      YES            
100    234    334    -2094.53961             37.948704      0.0            1063      YES            
100    236    336    -2093.915109            75.347107      0.0            1067      YES            
100    238    338    -2093.688264            76.603281      0.0            1071      YES            
100    240    340    -2093.390259            -49.306298     0.0            1073      YES            
100    242    342    -2092.901837            79.937632      0.0            1079      YES            
100    250    350    -2089.729944            88.263924      0.0            1083      YES            
100    260    360    -2081.882144            102.419279     0.0            1088      YES            
100    262    362    -2080.413753            -59.73615      0.0            1090      YES            
100    264    364    -2078.653167            -61.510858     0.0            1094      YES            
102    128    230    -1676.002351            -47.771136     0.0            1097      YES            
102    130    232    -1695.450423            -49.534726     0.0            1101      YES            
102    132    234    -1718.48529             43.612294      0.0            1107      YES            
102    134    236    -1737.062645            45.278049      0.0            1111      YES            
102    182    284    -2030.229734            70.2592        0.0            1116      YES            
102    184    286    -2036.674568            69.124301      0.0            1120      YES            
102    186    288    -2043.046677            64.372089      0.0            1124      YES            
102    188    290    -2049.507934            53.913284      0.0            1127      YES            
102    190    292    -2055.939597            51.084745      0.0            1131      YES            
102    192    294    -2062.10048             48.594149      0.0            1135      YES            
102    194    296    -2067.937041            47.91184       0.0            1139      YES            
102    196    298    -2073.388703            43.228931      0.0            1143      YES            
102    214    316    -2112.873598            42.417816      0.0            1147      YES            
102    226    328    -2124.221228            43.159321      0.0            1151      YES            
102    228    330    -2125.060089            42.891012      0.0            1155      YES            
102    230    332    -2125.684059            42.436034      0.0            1159      YES            
102    232    334    -2126.046271            41.579677      0.0            1163      YES            
102    234    336    -2125.548392            73.690716      0.0            1167      YES            
102    240    342    -2126.320064            76.914551      0.0            1171      YES            
102    242    344    -2126.31527             78.629889      0.0            1175      YES            
102    260    362    -2118.683848            100.656032     0.0            1180      YES            
102    262    364    -2117.109605            103.107742     0.0            1184      YES            
102    264    366    -2115.403457            105.351376     0.0            1188      YES            
104    182    286    -2046.408389            66.815456      0.0            1192      YES            
104    184    288    -2053.729361            63.728448      0.0            1196      YES            
104    186    290    -2061.01408             61.026748      0.0            1200      YES            
104    188    292    -2068.107455            58.623738      0.0            1204      YES            
104    190    294    -2075.028793            56.489883      0.0            1207      YES            
104    192    296    -2081.671182            55.252331      0.0            1211      YES            
104    194    298    -2087.975433            53.222435      0.0            1215      YES            
104    196    300    -2094.003186            51.837045      0.0            1219      YES            
104    212    316    -2134.255858            41.157144      0.0            1223      YES            
104    214    318    -2137.933674            42.330927      0.0            1227      YES            
104    216    320    -2141.376055            43.28257       0.0            1231      YES            
104    236    340    -2156.749435            74.202717      0.0            1235      YES            
104    238    342    -2157.497157            75.225153      0.0            1239      YES            
104    240    344    -2158.086562            76.580302      0.0            1243      YES            
104    260    364    -2154.339346            96.67191       0.0            1248      YES            
104    262    366    -2153.01371             85.536968      0.0            1251      YES            
104    264    368    -2151.682436            83.404007      0.0            1255      YES            
106    184    290    -2069.599279            63.040992      0.0            1260      YES            
106    186    292    -2077.520738            61.961202      0.0            1264      YES            
106    188    294    -2085.176961            60.952168      0.0            1268      YES            
106    190    296    -2092.604354            59.865907      0.0            1272      YES            
106    192    298    -2099.791141            59.009121      0.0            1276      YES            
106    212    318    -2157.107756            40.634221      0.0            1279      YES            
106    214    320    -2161.258795            41.5302        0.0            1283      YES            
106    216    322    -2165.160726            42.3995        0.0            1287      YES            
106    234    340    -2184.821392            74.684405      0.0            1291      YES            
106    236    342    -2186.230062            75.698825      0.0            1295      YES            
106    260    366    -2189.171535            89.539762      0.0            1299      YES            
106    262    368    -2188.192601            88.969128      0.0            1303      YES            
106    264    370    -2187.134531            88.106009      0.0            1307      YES            
108    186    294    -2092.285996            63.491143      0.0            1312      YES            
108    212    320    -2170.841775            82.871027      0.0            1316      YES            
108    214    322    -2175.334775            84.145553      0.0            1320      YES            
108    216    324    -2187.312761            41.645568      0.0            1323      YES            
108    242    350    -2218.864319            81.613406      0.0            1327      YES            
108    244    352    -2220.359107            82.702185      0.0            40        YES            
108    246    354    -2221.570075            83.862448      0.0            61        YES            
108    248    356    -2222.591328            85.030029      0.0            82        YES            
108    262    370    -2221.883016            89.530631      0.0            1331      YES            
108    264    372    -2221.147244            89.456068      0.0            1335      YES            
108    266    374    -2220.300636            89.296015      0.0            1339      YES            
108    268    376    -2219.356152            89.098177      0.0            1343      YES            
108    270    378    -2218.30602             88.847765      0.0            1347      YES            
108    272    380    -2217.134434            88.556053      0.0            1351      YES            
110    198    308    -2153.319042            61.480861      0.0            1356      YES            
110    200    310    -2160.068855            60.041691      0.0            1360      YES            
110    214    324    -2202.809897            41.901756      0.0            1363      YES            
110    244    354    -2247.724265            84.819301      0.0            103       YES            
110    246    356    -2249.430636            85.451398      0.0            124       YES            
110    248    358    -2250.96062             86.315526      0.0            145       YES            
110    250    360    -2252.209455            87.302176      0.0            166       YES            
110    252    362    -2253.104021            88.268893      0.0            187       YES            
110    262    372    -2253.418889            90.148467      0.0            1367      YES            
110    264    374    -2253.049819            90.096075      0.0            1371      YES            
110    266    376    -2252.573395            89.850875      0.0            1375      YES            
110    268    378    -2251.990459            89.419701      0.0            1379      YES            
110    270    380    -2251.30781             88.909042      0.0            1383      YES            
110    276    386    -2248.489394            88.106491      0.0            1387      YES            
112    158    270    -1938.41235             51.333009      0.0            1391      YES            
112    194    306    -2151.878451            64.827567      0.0            1396      YES            
112    200    312    -2175.17722             62.6688        0.0            1400      YES            
112    214    326    -2215.216834            74.077677      0.0            1403      YES            
112    248    360    -2277.622369            89.181372      0.0            208       YES            
112    250    362    -2279.339357            89.662954      0.0            229       YES            
112    264    376    -2283.375832            91.352373      0.0            1407      YES            
112    266    378    -2283.296838            90.866377      0.0            1411      YES            
112    268    380    -2283.108097            90.080053      0.0            1415      YES            
112    270    382    -2282.82754             89.235122      0.0            1419      YES            
114    240    354    -2293.266457            95.39977       0.0            1424      YES            
114    242    356    -2295.945594            95.724828      0.0            1428      YES            
114    244    358    -2298.450037            95.169053      0.0            1431      YES            
114    264    378    -2312.334967            93.25518       0.0            1435      YES            
114    266    380    -2312.656625            92.54155       0.0            1439      YES            
114    268    382    -2312.854512            91.46022       0.0            1443      YES            
114    270    384    -2312.959532            90.308682      0.0            1447      YES            
114    278    392    -2312.007396            88.111904      0.0            1451      YES            
116    162    278    -1973.98215             72.42092       0.0            1456      YES            
116    164    280    -1990.161155            72.190328      0.0            1460      YES            
116    168    284    -2020.489201            72.585712      0.0            1464      YES            
116    170    286    -2035.032701            73.056425      0.0            1468      YES            
116    190    306    -2154.007457            72.783089      0.0            1472      YES            
116    194    310    -2173.651131            70.345134      0.0            1476      YES            
116    196    312    -2182.962487            69.651349      0.0            1479      YES            
116    198    314    -2191.823492            69.029351      0.0            1483      YES            
116    214    330    -2248.077313            -64.636645     0.0            1486      YES            
116    236    352    -2308.90924             95.230511      0.0            1492      YES            
116    240    356    -2315.962136            97.696882      0.0            1496      YES            
116    242    358    -2319.163631            98.183222      0.0            1500      YES            
116    264    380    -2339.8148              96.276117      0.0            1503      YES            
116    266    382    -2340.492826            94.854033      0.0            1507      YES            
116    268    384    -2341.056038            92.917719      0.0            1511      YES            
116    270    386    -2341.552949            91.033379      0.0            1515      YES            
116    272    388    -2341.973986            89.553293      0.0            1519      YES            
116    280    396    -2342.220495            75.906504      0.0            1523      YES            
116    282    398    -2341.912549            75.093277      0.0            1527      YES            
116    292    408    -2339.520953            62.605662      0.0            1531      YES            
116    298    414    -2336.265271            64.505083      0.0            1535      YES            
116    300    416    -2334.751844            65.218283      0.0            1539      YES            
118    162    280    -1970.625307            -55.357336     0.0            1541      YES            
118    164    282    -1987.930906            -56.576964     0.0            1545      YES            
118    166    284    -2005.469857            73.661441      0.0            1552      YES            
118    188    306    -2148.387557            -57.906548     0.0            1554      YES            
118    190    308    -2159.179735            -59.384584     0.0            1558      YES            
118    192    310    -2172.455502            76.234563      0.0            1563      YES            
118    194    312    -2182.58088             73.977448      0.0            1567      YES            
118    196    314    -2192.401475            72.915786      0.0            1571      YES            
118    200    318    -2210.731986            71.33078       0.0            1575      YES            
118    204    322    -2227.692506            68.858103      0.0            1579      YES            
118    210    328    -2249.239201            76.904454      0.0            1583      YES            
118    212    330    -2256.494812            -75.553486     0.0            1586      YES            
118    238    356    -2333.320679            98.217929      0.0            1592      YES            
118    264    382    -2363.602243            -88.594953     0.0            1594      YES            
118    266    384    -2364.921082            -89.757731     0.0            1598      YES            
118    268    386    -2367.85766             95.756835      0.0            1603      YES            
118    270    388    -2368.711983            90.455137      0.0            1607      YES            
118    272    390    -2369.580415            86.931933      0.0            1611      YES            
118    274    392    -2370.349745            84.67683       0.0            1615      YES            
118    280    398    -2371.703271            76.93027       0.0            1619      YES            
118    282    400    -2371.77614             76.322925      0.0            1623      YES            
118    284    402    -2371.670893            75.430259      0.0            1627      YES            
118    288    406    -2371.052441            64.425588      0.0            1631      YES            
118    290    408    -2370.949342            62.771487      0.0            1635      YES            
118    292    410    -2370.710869            62.592663      0.0            1639      YES            
118    296    414    -2369.611387            63.156123      0.0            1643      YES            
118    298    416    -2368.697479            63.592274      0.0            1647      YES            
118    300    418    -2367.568516            64.026305      0.0            1651      YES            
120    166    286    -2003.870907            -59.631392     0.0            232       YES            
120    188    308    -2153.926915            -59.874235     0.0            1654      YES            
120    190    310    -2165.449496            -61.448127     0.0            1658      YES            
120    192    312    -2176.740494            -63.204949     0.0            1662      YES            
120    194    314    -2187.80183             -65.044556     0.0            1666      YES            
120    196    316    -2198.642729            -66.704998     0.0            1670      YES            
120    200    320    -2219.91225             74.998909      0.0            1675      YES            
120    208    328    -2254.281363            -74.62289      0.0            1678      YES            
120    210    330    -2262.473353            -76.229182     0.0            1682      YES            
120    262    382    -2387.577562            -94.767568     0.0            1686      YES            
120    264    384    -2389.431907            -95.20602      0.0            1690      YES            
120    266    386    -2391.057498            -94.910458     0.0            1694      YES            
120    268    388    -2392.481756            -94.674696     0.0            1698      YES            
120    270    390    -2394.654183            101.147038     0.0            1703      YES            
120    272    392    -2396.05536             84.746542      0.0            1707      YES            
120    274    394    -2397.233086            83.017791      0.0            1711      YES            
120    282    402    -2400.299923            76.8689        0.0            1715      YES            
120    284    404    -2400.604435            76.093028      0.0            1719      YES            
120    286    406    -2400.694727            74.827995      0.0            1723      YES            
120    288    408    -2400.577284            70.360407      0.0            1727      YES            
120    290    410    -2400.65641             63.927066      0.0            1731      YES            
120    298    418    -2399.926522            62.520914      0.0            1735      YES            
