Z      N      A       Binding_Energy_(MeV)    Quad_Def_Beta2_P     Quad_Def_Beta2_N     Quad_Def_Beta2_total   Quad_Moment_Q2_P_(fm^2)    Quad_Moment_Q2_N_(fm^2)    Quad_Moment_Q2_total_(fm^2)     Octupole_Moment_Q3_P_(fm^3)     Octupole_Moment_Q3_N_(fm^3)     Octupole_Moment_Q3_total_(fm^3)      Pairing_gap_P_(MeV)     Pairing_gap_N_(MeV)   RMS_radius_P_(fm)    RMS_radius_N_(fm)    RMS_radius_total_(fm)    Charge_Radius_(fm)     File_ID        Converged            
4      6      10           -71.603599               -0.002            -0.004575              -0.003648              -0.000468                  -0.002383                      -0.002851                         0.0                             0.0                                0.0                         2.601872                2.332461              2.311798             2.517387               2.437233               2.443821           275              YES
4      6      10           -71.565841            -0.003644            -0.007178              -0.005906              -0.000827                  -0.003698                      -0.004525                         0.0                             0.0                                0.0                         2.587056                2.329766              2.311249             2.515739               2.436004               2.443302           274              YES
4      6      10           -71.545262             0.000516             0.001729               0.001293                6.3e-05                   0.000951                       0.001014                         0.0                             0.0                                0.0                        -2.547544                2.325081              2.311859             2.518834               2.438153               2.443878           276              YES
4      6      10           -49.550994             1.357091              1.30528                1.32558               2.019768                   3.014952                        5.03472                         0.0                             0.0                                0.0                         2.181666                2.114588              5.431089             5.524825               5.487523               5.488587           277              YES
6      4      10           -67.230185            -0.006143            -0.002327              -0.004801              -0.003421                  -0.000481                      -0.003902                         0.0                             0.0                                0.0                         2.419953                2.453278              2.554003              2.30378               2.456974               2.692124           279              YES
6      4      10           -67.174873            -0.009395            -0.003859              -0.007447              -0.004966                  -0.000856                      -0.005822                         0.0                             0.0                                0.0                         2.401899                2.448413              2.551689             2.303346               2.455368               2.689929           278              YES
6      4      10           -67.166469             0.002531              0.00055               0.001835               0.001486                    6.5e-05                       0.001552                         0.0                             0.0                                0.0                         2.393575                2.423173              2.555413             2.304064                2.45796               2.693462           280              YES
6      4      10           -46.661408              1.36968             1.413702               1.387008               4.151637                   2.781405                       6.933042                         0.0                             0.0                                0.0                         2.139035                2.117671              6.328905             6.245036               6.295491               6.385894           281              YES
18     12     30          -215.160405             0.003261             0.000502               0.002287               0.008234                   0.000656                        0.00889                         0.0                             0.0                                0.0                         1.528753                1.397247              3.335271             3.017111               3.211792               3.442185           284              YES
18     12     30          -215.154376             0.003611             0.000616               0.002554                0.00913                    0.00077                         0.0099                         0.0                             0.0                                0.0                         1.529321                1.398301              3.334638             3.017099               3.211392               3.441571           285              YES
18     12     30          -215.147456            -0.006542            -0.001755              -0.004852              -0.016628                   -0.00217                      -0.018797                         0.0                             0.0                                0.0                          1.54195                1.388197              3.334159             3.016988               3.211052               3.441107           283              YES
18     12     30          -215.121203            -0.007924            -0.002311              -0.005941              -0.020322                  -0.002811                      -0.023133                         0.0                             0.0                                0.0                         1.541046                1.390591              3.332667             3.016912               3.210094               3.439662           282              YES
24     18     42          -321.645945             0.002422             0.001226                0.00195               0.009412                   0.003021                       0.012434                         0.0                             0.0                                0.0                         1.212516               -1.433842              3.584746             3.342844               3.483131               3.683114           289              YES
24     18     42          -321.639819            -0.005531            -0.002899              -0.004492               -0.02144                   -0.00716                        -0.0286                         0.0                             0.0                                0.0                         1.201152                1.445264              3.584007             3.342884               3.482713               3.682395           287              YES
24     18     42           -321.63818             0.002431             0.001325               0.001995               0.009469                   0.003208                       0.012676                         0.0                             0.0                                0.0                         1.206298                1.433098              3.584988             3.342886               3.483291                3.68335           288              YES
24     18     42          -321.624691            -0.007738             -0.00424              -0.006356              -0.029831                  -0.010539                       -0.04037                         0.0                             0.0                                0.0                         1.207115                1.442892              3.583262              3.34279               3.482236               3.681669           286              YES
