Z      N      A      E_oct(MeV)          BE_gs(MeV)          BE_control(MeV)     beta3_gs       beta2_gs       beta2_control  delta_beta2    
112    194    306    -0.002171           -2152.368276        -2152.366105        0.029848       0.127505       0.119237       0.008268       
114    160    274    -0.011077           -1957.801257        -1957.79018         0.066522       0.240071       0.227456       0.012615       
114    164    278    -0.000284           -1989.307626        -1989.307342        0.050924       0.222756       0.213501       0.009255       
114    166    280    -0.001345           -2003.852816        -2003.851471        0.049727       0.213531       0.203757       0.009774       
114    192    306    -0.008599           -2155.925021        -2155.916422        0.022558       0.087491       0.077016       0.010475       
114    194    308    -0.005661           -2164.433326        -2164.427665        0.02956        0.114777       0.104729       0.010048       
116    168    284    -0.027783           -2019.514248        -2019.486465        0.057933       0.191324       0.174258       0.017066       
116    192    308    -0.015693           -2166.085164        -2166.069471        0.020003       0.075043       0.062868       0.012175       
116    194    310    -0.011437           -2175.0223          -2175.010863        0.030392       0.101671       0.089533       0.012138       
116    196    312    -0.008561           -2183.904302        -2183.895741        0.032373       0.120618       0.108888       0.01173        
116    220    336    0.011829            -2276.320657        -2276.332486        0.029985       0.210845       0.207901       0.002944       
116    222    338    -0.00114            -2282.438506        -2282.437366        0.03768        0.209347       0.204571       0.004776       
116    224    340    -0.000782           -2288.303492        -2288.30271         0.034694       0.204967       0.200572       0.004395       
118    194    312    -0.054274           -2183.929781        -2183.875507        0.052476       0.088027       -0.075299      0.163326       
118    196    314    -0.043431           -2193.234738        -2193.191307        0.049531       0.106154       0.093893       0.012261       
118    198    316    -0.014167           -2202.432077        -2202.41791         0.034535       0.123789       0.109596       0.014193       
118    200    318    -0.00992            -2211.505529        -2211.495609        0.037416       0.137269       0.123929       0.01334        
118    202    320    -0.010935           -2220.414825        -2220.40389         0.04011        0.150189       0.138121       0.012068       
118    220    338    -0.001553           -2291.306262        -2291.304709        0.036429       0.209803       0.20517        0.004633       
118    222    340    -0.000814           -2297.920956        -2297.920142        0.036031       0.205108       0.20033        0.004778       
118    270    388    -0.017896           -2381.947956        -2381.93006         0.018923       0.071681       0.071303       0.000378       
118    272    390    -0.027888           -2382.165977        -2382.138089        0.024519       0.090246       0.089571       0.000675       
118    274    392    -0.010035           -2382.379803        -2382.369768        -0.01695       0.104568       0.104182       0.000386       
120    194    314    -0.019448           -2191.167683        -2191.148235        0.071412       0.074535       -0.067002      0.141537       
120    196    316    -0.044972           -2200.939419        -2200.894447        0.078774       0.088915       -0.079403      0.168318       
120    198    318    -0.074668           -2210.518657        -2210.443989        0.076357       0.103718       -0.088968      0.192686       
120    200    320    -5.4e-05            -2219.925408        -2219.925354        0.014601       0.106796       0.10601        0.000786       
120    202    322    -0.021099           -2229.341843        -2229.320744        0.038644       0.13892        0.123207       0.015713       
120    218    338    -0.001627           -2297.597648        -2297.596021        0.030365       0.213174       0.210065       0.003109       
120    220    340    -0.001555           -2304.972157        -2304.970602        0.032394       0.209735       0.206086       0.003649       
120    222    342    -0.002012           -2312.031551        -2312.029539        0.03457        0.204392       0.20001        0.004382       
120    270    390    -0.15834            -2407.616155        -2407.457815        0.05119        0.052338       0.046522       0.005816       
120    272    392    -0.205781           -2408.03724         -2407.831459        0.059437       0.075129       0.069659       0.00547        
120    274    394    -0.236563           -2408.551275        -2408.314712        0.063702       0.096187       0.089489       0.006698       
120    276    396    -0.209665           -2409.061665        -2408.852           0.063582       0.112958       0.109169       0.003789       
