 Nrows 
   369 
    Z     N          Q20                 Q30           beta2       beta3
     4    20              -0.0      0.0071285117        -0.0        0.03 
    10    36           0.90084      0.0261873798    0.139946        0.03 
    12    12          0.740642      0.0071285117    0.340277        0.03 
    16    28         -0.962247      0.0239597199   -0.160981        0.03 
    22    14         -0.035355      0.0160391513   -0.008264        0.03 
    32    46          2.584393      0.0752949049    0.166511        0.03 
    34    48          2.199565      0.0832154734    0.130384        0.03 
    34    62         -5.571019      0.1140561873   -0.253937        0.03 
    34    66          -5.85752      0.1237588837   -0.249435        0.03 
    36    48          1.399679      0.0873242684    0.079703        0.03 
    36    54          2.740632      0.1002446958    0.139109        0.03 
    36    60         -5.860977      0.1140561873   -0.267153        0.03 
    40    34         -2.961252      0.0677703647   -0.208289        0.03 
    40    70         11.729017      0.1497482493    0.426105        0.03 
    42    64           -5.7676      0.1390554818   -0.222875        0.03 
    44    34          2.251729      0.0752949049    0.145078        0.03 
    44    68         -6.453387      0.1552431438    -0.22751        0.03 
    52    62          7.996344      0.1608370453    0.273711        0.03 
    52    92          7.839019      0.2566264213    0.181789        0.03 
    52    94         10.400832      0.2638044366    0.235716        0.03 
    54    88          7.230993      0.2495474132    0.171643        0.03 
    54    90          8.432119      0.2566264213    0.195543        0.03 
    54    92          9.685061      0.2638044366    0.219495        0.03 
    54    94         11.205744       0.271081459    0.248264        0.03 
    56    54          5.977227      0.1497482493    0.217147        0.03 
    56    56          6.780537      0.1552431438    0.239043        0.03 
    56    58          7.703833      0.1608370453    0.263699        0.03 
    56    86          6.472794      0.2495474132    0.153646        0.03 
    56    88          8.143766      0.2566264213    0.188856        0.03 
    56    90          9.569872      0.2638044366    0.216884        0.03 
    56    92         11.427739       0.271081459    0.253182        0.03 
    56   136         12.288132       0.456224749    0.176425        0.03 
    56   138         13.864986      0.4657789349    0.195656        0.03 
    58    56          8.025345      0.1608370453    0.274704        0.03 
    58    66          12.88826      0.1902916597    0.383473        0.03 
    58    84          4.068778      0.2495474132    0.096581        0.03 
    58    86          6.856226      0.2566264213    0.158998        0.03 
    58    88          8.911997      0.2638044366    0.201974        0.03 
    58    90         11.436681       0.271081459    0.253381        0.03 
    58   132          7.926176      0.4467695703    0.115802        0.03 
    58   134         10.575922       0.456224749    0.151842        0.03 
    58   136         12.578588      0.4657789349    0.177503        0.03 
    58   138         14.620469      0.4754321278     0.20282        0.03 
    60    68         13.889774      0.2027665551    0.391972        0.03 
    60    86          7.078142      0.2638044366    0.160413        0.03 
    60    88          9.761157       0.271081459    0.216259        0.03 
    60   132          7.046297       0.456224749    0.101166        0.03 
    60   134         10.175888      0.4657789349    0.143597        0.03 
    60   136          12.83583      0.4754321278    0.178063        0.03 
    60   138         19.325001      0.4851843278    0.263585        0.03 
    62    86          7.337688       0.271081459    0.162567        0.03 
    62    88         10.644817      0.2784574884    0.230619        0.03 
    62   132          5.483074      0.4657789349    0.077374        0.03 
    62   134         10.128161      0.4754321278    0.140501        0.03 
    62   136         13.946826      0.4851843278    0.190229        0.03 
    64   130               0.0      0.4657789349         0.0        0.03 
    64   132          4.486373      0.4754321278    0.062236        0.03 
    64   134         10.983035      0.4851843278    0.149804        0.03 
    64   136         15.726217       0.495035535    0.210936        0.03 
    66   130          1.256056      0.4754321278    0.017424        0.03 
    66   132          6.345611      0.4851843278    0.086551        0.03 
    66   134         11.853617       0.495035535    0.158993        0.03 
    66   136         15.656757      0.5049857492     0.20655        0.03 
    66   168         23.856684      0.6776541439    0.246316        0.03 
    66   170         22.150515      0.6892874789    0.225479        0.03 
    68   130          3.038648      0.4851843278    0.041446        0.03 
    68   132           8.59182       0.495035535    0.115242        0.03 
    68   134         12.154032      0.5049857492    0.160341        0.03 
    68   162         27.787423       0.654684495    0.295265        0.03 
    68   164         26.075171      0.6661198159    0.273101        0.03 
    68   170         22.544985      0.7010198211     0.22629        0.03 
    70    86          7.522902      0.3011796195     0.15267        0.03 
    70   164         25.265728      0.6776541439    0.260864        0.03 
    70   166         24.420133      0.6892874789    0.248583        0.03 
    70   168         23.352725      0.7010198211    0.234397        0.03 
    70   170         21.716788      0.7128511704    0.214958        0.03 
    72    86          7.425276      0.3089516774    0.147523        0.03 
    72   166         23.293679      0.7010198211    0.233804        0.03 
    72   168         22.164676      0.7128511704    0.219391        0.03 
    72   174         16.289865      0.7489392609     0.15474        0.03 
    82   140               0.0      0.6099332827         0.0        0.03 
    84   134          8.723658      0.5881517191    0.101356        0.03 
    84   156         26.182539      0.7128511704    0.259161        0.03 
    84   160         24.573036      0.7368108903     0.23662        0.03 
    84   162         23.034597      0.7489392609    0.218809        0.03 
    84   196         14.565487      0.9702696486    0.111508        0.03 
    86   130          6.426716       0.577409448    0.075824        0.03 
    86   132          9.494059      0.5881517191    0.110306        0.03 
    86   134         11.687136      0.5989929973    0.133735        0.03 
    86   136         13.788893      0.6099332827    0.155424        0.03 
    86   138         15.861008      0.6209725751    0.176127        0.03 
    86   140         17.773662      0.6321108746    0.194464        0.03 
    86   152         25.494646      0.7010198211    0.255896        0.03 
    86   154          25.58455      0.7128511704    0.253242        0.03 
    86   156         25.499546      0.7247815268    0.248933        0.03 
    86   158         24.931853      0.7368108903    0.240075        0.03 
    86   192          11.47163      0.9564581572    0.088878        0.03 
    86   194         15.481558      0.9702696486    0.118521        0.03 
    86   196         18.700277      0.9841801471    0.141474        0.03 
    86   198         21.818298      0.9981896528     0.16313        0.03 
    88   130          8.082156      0.5881517191    0.093902        0.03 
    88   132         11.213917      0.5989929973     0.12832        0.03 
    88   134         13.799551      0.6099332827    0.155544        0.03 
    88   136         16.319917      0.6209725751    0.181223        0.03 
    88   138         18.468592      0.6321108746    0.202067        0.03 
    88   140         20.198834      0.6433481813    0.217777        0.03 
    88   142         21.760568       0.654684495    0.231224        0.03 
    88   152         25.796879      0.7128511704    0.255343        0.03 
    88   154         25.715109      0.7247815268    0.251038        0.03 
    88   156         25.482699      0.7368108903     0.24538        0.03 
    88   192         13.259854      0.9702696486    0.101512        0.03 
    88   194         17.233355      0.9841801471    0.130376        0.03 
    88   196         20.882036      0.9981896528     0.15613        0.03 
    88   198         24.202926      1.0122981655    0.178855        0.03 
    88   200         26.873758      1.0265056854    0.196299        0.03 
    90   118         10.790166      0.5354304346    0.135571        0.03 
    90   130          9.018331      0.5989929973    0.103196        0.03 
    90   132         12.774547      0.6099332827     0.14399        0.03 
    90   134         16.139166      0.6209725751    0.179216        0.03 
    90   136         19.159183      0.6321108746    0.209623        0.03 
    90   138         21.212477      0.6433481813    0.228705        0.03 
    90   154          26.62459      0.7368108903    0.256375        0.03 
    90   156         26.279884      0.7489392609    0.249636        0.03 
    90   158         25.653928      0.7611666386    0.240424        0.03 
    90   160         24.735815      0.7734930234    0.228737        0.03 
