Z      N      A      Energy_new-old(MeV)      beta2_new    beta2_old    beta3_new    fileID    
44     64     108    0.094982                 0.29192      0.291603     9e-06        6909      
44     66     110    0.095212                 0.270072     0.270376     -0.000243    7043      
44     68     112    0.086739                 0.256752     0.256694     -0.000415    7119      
44     70     114    0.092776                 0.241157     0.240993     -3.7e-05     7136      
44     72     116    0.087826                 0.213149     0.213381     -0.004266    7269      
44     74     118    0.087502                 0.157527     0.158051     -0.000713    7343      
44     76     120    0.083507                 0.083111     0.083667     8.6e-05      7374      
44     78     122    0.081661                 0.043937     0.044088     8.1e-05      7493      
44     80     124    0.080874                 -0.0         0.000000     -0.0         7523      
44     82     126    0.08                     0.000515     0.000000     -1.9e-05     7614      
44     84     128    0.059038                 -0.003875    0.000000     0.0          7655      
44     86     130    0.039208                 0.046802     0.040407     1.5e-05      7738      
44     88     132    0.033939                 0.044631     0.037250     3.1e-05      7813      
44     90     134    0.004242                 -0.024221    -0.000001    2.1e-05      7894      
44     92     136    0.021643                 -0.001687    0.000000     2e-06        7956      
44     94     138    0.008698                 -0.00173     0.000000     3e-06        8046      
44     96     140    0.011939                 -0.002276    0.000000     -5e-06       8106      
44     98     142    -0.020319                0.002576     0.000000     -0.0         8185      
44     100    144    0.00449                  0.05725      0.058971     1.5e-05      8291      
44     102    146    0.004258                 0.140891     0.140206     -5e-06       8336      
44     104    148    0.004512                 0.172962     0.170478     7.7e-05      8456      
44     106    150    -0.001209                0.191669     0.187654     3.4e-05      8486      
44     108    152    -0.031499                0.205533     0.200127     4.6e-05      8621      
44     110    154    -0.06744                 0.215916     0.207588     0.000119     8652      
44     112    156    -0.079984                0.216966     0.208603     1.5e-05      8712      
44     114    158    -0.076328                0.212789     0.205173     0.000186     8802      
44     116    160    -0.055811                0.20736      0.200308     7.5e-05      8877      
46     36     82     0.078224                 0.1148       0.114508     1.8e-05      8950      
46     38     84     0.092736                 -0.00207     0.000001     8e-06        9050      
46     40     86     0.071875                 -0.000462    0.000000     3e-06        9095      
46     42     88     0.05523                  0.000287     0.000000     -4.9e-05     9201      
46     44     90     0.082761                 0.089336     0.089558     0.000119     9265      
46     46     92     0.091947                 0.101891     0.102020     -2.4e-05     9311      
46     48     94     0.009722                 0.036539     -0.000001    0.002207     9405      
46     50     96     0.042646                 0.000806     0.000000     5e-06        9524      
46     52     98     0.053229                 0.009774     0.000004     -5.9e-05     9540      
46     54     100    0.083848                 0.011947     0.000000     6e-06        9615      
46     56     102    0.121196                 0.141235     0.138481     0.004019     9720      
46     58     104    0.099049                 0.160495     0.160788     0.001011     9818      
46     60     106    0.100504                 0.170986     0.171240     0.000541     9849      
46     62     108    0.099233                 0.232727     0.233654     0.000251     9968      
46     64     110    0.111719                 0.246255     0.245886     -6.7e-05     9986      
46     66     112    0.090441                 0.239357     0.239209     0.000435     10119     
46     68     114    0.085727                 0.231297     0.231271     -0.000684    10194     
46     70     116    0.099029                 0.217569     0.217625     -1e-06       10211     
46     72     118    0.100033                 0.193958     0.194108     0.000595     10316     
46     74     120    0.092325                 0.148318     0.148412     -0.004154    10403     
46     76     122    0.089642                 0.094495     0.094595     -7.2e-05     10493     
46     78     124    0.084431                 0.055413     0.055586     8e-06        10567     
46     80     126    0.084066                 2.3e-05      0.000000     -0.0         10581     
46     82     128    0.089695                 -1e-06       0.000000     -0.0         10688     
46     84     130    0.081682                 -0.000687    0.000000     -0.0         10731     
46     86     132    0.045545                 0.046637     0.040776     1.5e-05      10813     
46     88     134    0.037461                 0.045919     0.038740     0.002455     10903     
46     90     136    0.046915                 -0.002569    0.000000     1e-05        10986     
46     92     138    0.035426                 -0.001195    0.000000     4e-06        11031     
46     94     140    0.019935                 -0.00135     0.000000     -1.2e-05     11136     
46     96     142    0.021167                 0.002716     0.000000     1e-06        11186     
46     98     144    0.003935                 0.049314     0.048321     0.000121     11321     
46     100    146    0.009004                 0.125447     0.125586     0.000164     11381     
46     102    148    0.010595                 0.161205     0.160581     0.00027      11441     
46     104    150    0.005732                 0.180857     0.179713     0.000263     11546     
46     106    152    0.010665                 0.194116     0.192044     0.000409     11621     
46     108    154    0.011999                 0.206022     0.200435     0.000194     11652     
46     110    156    -0.011869                0.212584     0.204677     0.0001       11757     
46     112    158    -0.027114                0.210617     0.201471     0.000148     11832     
46     114    160    0.000559                 0.201304     0.191604     8.7e-05      11862     
46     116    162    -0.003642                0.189289     0.180026     0.000101     11997     
46     118    164    0.014694                 0.176979     0.167619     0.000139     12057     
46     120    166    0.010114                 0.165347     0.156399     4e-06        12117     
46     122    168    0.00024                  0.15609      0.147526     -0.000111    12162     
46     124    170    -0.024772                0.146753     0.137746     6.4e-05      12267     
46     126    172    -0.063174                0.129504     0.117579     0.000205     12372     
46     128    174    -0.137862                0.098933     0.074609     0.000109     12432     
46     130    176    -0.202309                0.095742     0.074374     0.000112     12507     
48     38     86     0.092036                 -0.000642    0.000000     1e-06        5         
48     40     88     0.07375                  -4.2e-05     0.000000     -2e-06       111       
48     42     90     0.107551                 -0.000111    0.000000     -1e-06       156       
48     44     92     0.026056                 0.038359     0.019017     0.000205     300       
48     46     94     0.078367                 0.060945     0.055025     0.000161     315       
48     48     96     0.086013                 0.000433     0.000000     -1.2e-05     402       
48     50     98     0.054463                 0.000469     0.000000     3e-06        464       
48     52     100    0.116776                 2.2e-05      0.000000     -0.0         578       
48     54     102    0.099701                 0.000491     0.000000     -1.4e-05     654       
48     56     104    0.105216                 0.0          0.000000     -0.0         683       
48     58     106    0.111192                 0.130599     0.130419     0.00456      817       
48     60     108    0.105251                 0.136704     0.136506     0.005237     893       
48     62     110    0.108318                 0.142478     0.142481     0.000527     939       
48     64     112    0.101581                 0.189099     0.259899     0.007146     999       
48     66     114    0.094856                 0.238198     0.237719     -0.000232    1119      
48     68     116    0.102903                 0.223178     0.223196     0.000416     1151      
48     70     118    0.09911                  0.201284     0.201863     -0.004152    1273      
48     72     120    0.101207                 0.157613     0.158700     -0.000142    1288      
48     74     122    0.089197                 0.086543     0.084092     0.000271     1363      
48     76     124    0.093626                 0.058402     0.055373     -3.4e-05     1438      
48     78     126    0.097642                 -0.0         0.000000     -0.0         1508      
48     80     128    0.074023                 4.2e-05      0.000000     3e-06        1596      
48     82     130    0.09509                  -4e-05       0.000000     -0.0         1656      
48     84     132    0.084854                 -0.001318    0.000000     0.0          1730      
48     86     134    0.065609                 -0.003398    0.000000     8e-06        1835      
48     88     136    0.058999                 -0.000641    0.000000     0.0          1881      
48     90     138    0.052534                 0.000739     0.000000     1e-06        1960      
48     92     140    0.040396                 -0.000729    0.000000     -1e-06       2046      
48     94     142    0.023567                 0.001279     0.000000     -1e-06       2111      
48     96     144    0.019158                 0.001812     0.000000     0.0          2186      
48     98     146    -0.026159                0.006799     0.000001     2e-06        2261      
48     100    148    -0.005989                0.249067     0.241268     0.001238     2355      
48     102    150    0.011038                 0.231127     0.230685     0.000164     2412      
48     104    152    0.01401                  0.222311     0.220737     0.000374     2502      
48     106    154    0.018946                 0.219775     0.217282     5.5e-05      2577      
48     108    156    0.021432                 0.220206     0.216319     4.9e-05      2637      
48     110    158    0.007276                 0.220156     0.214272     0.0002       2757      
48     112    160    0.012924                 0.213011     0.203869     0.000306     2817      
48     114    162    0.075933                 0.180586     0.177157     -0.000112    2919      
48     116    164    0.066225                 0.134975     0.134906     -5.6e-05     2993      
48     118    166    0.096676                 0.102609     0.101700     0.004484     3054      
48     120    168    0.065042                 0.06968      0.069672     0.000208     3143      
48     122    170    0.056708                 -0.000671    0.000000     -0.0         3219      
48     124    172    0.038813                 0.000467     0.000000     -0.0         3280      
48     126    174    0.031813                 0.002854     0.000000     2e-06        3355      
48     128    176    0.029019                 0.023358     0.000000     1.6e-05      3447      
48     130    178    -0.274714                0.058055     0.000000     5e-06        3507      
50     44     94     0.120685                 0.0          0.000000     -0.0         3758      
50     46     96     0.124576                 -2e-06       0.000000     0.0          3893      
50     48     98     0.128012                 0.0          0.000000     0.0          3908      
50     50     100    0.131224                 1e-06        0.000000     0.0          4013      
50     52     102    0.124545                 0.000279     0.000000     1e-06        4074      
50     54     104    0.118176                 0.0          0.000000     0.0          4133      
50     56     106    0.112473                 0.00022      0.000000     1e-06        4239      
50     58     108    0.111296                 0.00382      0.000000     -0.00035     4342      
50     60     110    0.113059                 0.101007     0.101196     -0.000222    4417      
50     62     112    0.112747                 0.093989     0.093862     -0.000149    4493      
50     64     114    0.113499                 0.000203     0.000000     -6.4e-05     4554      
50     66     116    0.086359                 -1.2e-05     0.000000     -4e-06       4581      
50     68     118    0.06646                  -0.005402    0.000000     0.000433     4670      
50     70     120    0.066656                 -0.068955    0.000000     1.2e-05      4730      
50     72     122    0.039335                 -0.006307    -0.036790    0.00025      4820      
50     74     124    0.079287                 -0.004423    0.000000     6e-06        4940      
50     76     126    0.068422                 -0.002695    0.000000     -0.0         4954      
50     78     128    0.055019                 7.4e-05      0.000000     2e-06        5091      
50     80     130    0.082244                 -0.000232    0.000000     -0.0         5103      
50     82     132    0.086776                 -2.4e-05     0.000000     -0.0         5181      
50     84     134    0.071193                 -0.000128    0.000000     -0.0         5256      
50     86     136    0.055953                 -0.0002      0.000000     -0.0         5331      
50     88     138    0.063049                 0.000243     0.000000     0.0          5410      
50     90     140    0.056335                 0.002543     0.000000     0.0002       5531      
50     92     142    0.040615                 0.003117     0.000000     0.000281     5606      
50     94     144    0.03311                  0.001176     0.000000     8.4e-05      5651      
50     96     146    0.009991                 0.001596     0.000000     0.000116     5726      
50     98     148    -0.025096                0.002856     0.000000     0.000185     5801      
50     100    150    0.029615                 0.269229     0.267728     0.000154     5865      
50     102    152    0.032049                 0.267201     0.265600     -0.000827    5938      
50     104    154    0.028751                 0.253381     0.252471     4e-06        6012      
50     106    156    0.031058                 0.239907     0.238436     -5e-06       6087      
50     108    158    0.034753                 0.232185     0.230142     -0.000118    6162      
50     110    160    0.040754                 0.228476     0.225496     0.000562     6252      
50     112    162    0.027291                 0.223304     0.218891     -3.3e-05     6312      
50     114    164    0.042773                 0.208135     0.199251     0.020249     6447      
50     116    166    0.073796                 -0.077554    -0.077612    -0.00085     6503      
50     118    168    0.071823                 -0.020178    -0.020119    -0.000286    6593      
50     120    170    0.068655                 -0.000736    0.000000     1e-06        6669      
50     122    172    0.071475                 -0.0         0.000000     -0.0         6683      
50     124    174    0.038417                 0.000341     0.000000     -1e-06       6820      
50     126    176    0.032074                 0.002337     0.000000     7.8e-05      6896      
50     128    178    0.040767                 0.01222      0.000000     -9e-06       6971      
50     130    180    -0.126039                0.047246     0.000000     8.2e-05      7017      
50     132    182    -0.192884                0.064408     0.030381     5.3e-05      7122      
52     50     102    0.060476                 0.000653     0.000000     6e-06        7244      
52     52     104    0.090177                 -0.000692    0.000001     6e-06        7347      
52     54     106    0.122138                 0.13594      0.135798     0.004922     7389      
52     56     108    0.116671                 0.161246     0.161336     0.001854     7493      
52     58     110    0.110006                 0.172374     0.172282     0.005692     7539      
52     60     112    0.111851                 0.254448     0.254072     0.006591     7614      
52     62     114    0.109496                 0.292199     0.291724     0.000249     7689      
52     64     116    0.10031                  0.299634     0.299154     0.000103     7779      
52     66     118    0.101021                 0.285611     0.284854     -4.6e-05     7815      
52     68     120    0.100607                 0.265009     0.264692     0.00016      7944      
52     70     122    0.106432                 0.234954     0.234695     -0.000204    8019      
52     72     124    0.104284                 0.17067      0.168255     0.02314      8085      
52     74     126    0.106882                 0.131306     0.128915     0.014553     8144      
52     76     128    0.119092                 0.102194     0.099114     0.01346      8232      
52     78     130    0.118946                 0.058546     0.058462     5.2e-05      8274      
52     80     132    0.096586                 -1.9e-05     0.000000     1e-06        8361      
52     82     134    0.10157                  -2.3e-05     0.000000     0.0          8406      
52     84     136    0.089538                 -0.00014     0.000000     3e-06        8496      
52     86     138    0.087912                 0.038064     0.039215     -0.0         8561      
52     88     140    0.068367                 0.03125      0.032579     9e-06        8636      
52     90     142    0.04903                  0.00691      0.000000     0.000708     8756      
52     92     144    0.055204                 -0.001688    -0.055209    -1.1e-05     8826      
52     94     146    0.046506                 0.214191     0.214376     -8e-05       8864      
52     96     148    0.0336                   0.236902     0.236588     -3.9e-05     8939      
52     98     150    0.02997                  0.257789     0.254877     0.033898     9044      
52     100    152    0.030416                 0.270767     0.269813     0.001089     9105      
52     102    154    0.030528                 0.275868     0.274517     -0.001024    9165      
52     104    156    0.031932                 0.270371     0.266623     0.035476     9268      
52     106    158    0.044752                 0.249003     0.248268     -3e-06       9312      
52     108    160    0.047498                 0.235765     0.234144     0.015818     9417      
52     110    162    0.062637                 0.227367     0.225954     9.2e-05      9462      
52     112    164    0.064124                 0.219832     0.217412     0.00037      9552      
52     114    166    0.080527                 0.198576     0.194687     0.00051      9627      
52     116    168    0.081165                 -0.120391    -0.120377    -0.000549    9743      
52     118    170    0.080699                 -0.101072    -0.101073    -0.000287    9803      
52     120    172    0.080106                 -0.067473    -0.067530    -5e-06       9893      
52     122    174    0.069729                 0.011116     0.000001     -0.000114    9967      
52     124    176    0.04523                  0.000307     0.000000     -0.0         9986      
52     126    178    0.041986                 0.001504     0.000000     1.1e-05      10076     
52     128    180    0.023027                 0.014822     0.000000     4.4e-05      10151     
52     130    182    -0.172544                0.061829     0.046251     -6e-05       10227     
52     132    184    -0.154709                0.078541     0.066830     0.000183     10347     
54     52     106    0.106494                 0.140861     0.141985     -0.000479    10439     
54     54     108    0.071689                 0.19019      0.183041     0.088802     10575     
54     56     110    -0.035196                0.208932     0.204499     0.111126     10620     
54     58     112    0.115873                 0.236119     0.230966     0.062099     10710     
54     60     114    0.111529                 0.280667     0.271781     0.063099     10785     
54     62     116    0.105623                 0.306962     0.304735     -0.000134    10815     
54     64     118    0.0961                   0.310749     0.308873     0.000163     10890     
54     66     120    0.100668                 0.290789     0.289997     0.000168     10965     
54     68     122    0.106038                 0.271222     0.270916     0.000139     11040     
54     70     124    0.110043                 0.246665     0.247137     8.8e-05      11114     
54     72     126    0.114607                 0.226806     0.218359     0.052525     11250     
54     74     128    0.108641                 0.183122     0.180305     0.022715     11295     
54     76     130    0.115797                 0.146219     0.145666     5.1e-05      11340     
54     78     132    0.114518                 0.110605     0.110469     0.002766     11468     
54     80     134    0.112915                 0.045048     0.044778     -4e-06       11486     
54     82     136    0.116196                 -8e-05       0.000000     2e-06        11601     
54     84     138    0.095057                 0.057106     0.057603     -1e-06       11636     
54     86     140    0.085724                 0.107716     0.107805     0.000267     11756     
54     88     142    -0.056406                0.149825     0.148322     0.068306     11802     
54     90     144    0.044488                 0.182002     0.182680     0.041451     11877     
54     92     146    0.058506                 0.211409     0.211810     1e-06        11939     
54     94     148    0.050592                 0.231798     0.231939     -0.000117    12014     
54     96     150    0.042003                 0.245569     0.245347     3.6e-05      12089     
54     98     152    0.042527                 0.257903     0.257286     -8.5e-05     12165     
54     100    154    0.042088                 0.268705     0.267891     0.00037      12240     
54     102    156    0.044179                 0.273541     0.272334     -0.000538    12315     
54     104    158    0.044842                 0.267593     0.266316     6.9e-05      12389     
54     106    160    0.054113                 0.256615     0.249227     0.057236     12507     
54     108    162    0.06937                  0.235309     0.233015     0.026855     12567     
54     110    164    0.075137                 0.221331     0.220708     2.9e-05      12612     
54     112    166    0.087661                 0.208983     0.208039     5e-06        12687     
54     114    168    0.099793                 0.189695     0.188597     -5.7e-05     12762     
54     116    170    0.085875                 0.161701     0.161618     2.7e-05      12878     
54     118    172    0.107111                 0.132878     0.132495     8.1e-05      12939     
54     120    174    0.108844                 0.10105      0.100804     0.0          12984     
54     122    176    0.0873                   0.059584     0.059627     2e-06        13061     
54     124    178    0.05126                  0.000507     0.000000     1e-06        13136     
54     126    180    0.056441                 -0.000698    0.000000     3e-06        13221     
54     128    182    0.041403                 0.019701     0.000000     0.000218     13332     
54     130    184    -0.084696                0.070538     0.063340     -1.1e-05     13362     
54     132    186    -0.089898                0.089072     0.082127     0.000173     13482     
56     54     110    -0.073905                0.210519     0.206862     0.115635     120       
56     56     112    -0.246901                0.236771     0.229375     0.154465     210       
56     58     114    -0.014475                0.274273     0.272578     0.108655     270       
56     60     116    0.086961                 0.331936     0.329757     0.029618     345       
56     62     118    0.075639                 0.368523     0.359504     0.089207     450       
56     64     120    0.072627                 0.353347     0.351467     0.011895     480       
56     66     122    0.094263                 0.31413      0.313131     -0.000236    540       
56     68     124    0.102202                 0.288921     0.288584     -0.000247    615       
56     70     126    0.104531                 0.265384     0.265484     0.000275     690       
56     72     128    0.109743                 0.24201      0.238589     0.036062     825       
56     74     130    0.109314                 0.20437      0.204159     0.00024      840       
56     76     132    0.118027                 0.16498      0.164944     -9e-06       968       
56     78     134    0.117463                 0.128449     0.128390     -0.000357    1043      
56     80     136    0.11061                  0.075215     0.073822     0.007084     1091      
56     82     138    0.121034                 -0.000114    0.000000     5e-06        1176      
56     84     140    0.099831                 0.07409      0.074583     0.000271     1271      
56     86     142    -0.133913                0.130118     0.124576     0.065259     1302      
56     88     144    -0.486642                0.171643     0.166465     0.120596     1377      
56     90     146    -0.41178                 0.208447     0.204263     0.161036     1482      
56     92     148    0.071137                 0.242819     0.243085     8.4e-05      1514      
56     94     150    0.060799                 0.265262     0.264020     0.024099     1635      
56     96     152    0.055321                 0.273452     0.273150     0.000168     1665      
56     98     154    0.045961                 0.277924     0.277445     0.000167     1740      
56     100    156    0.050522                 0.280947     0.280204     -5.1e-05     1815      
56     102    158    0.05028                  0.280893     0.279873     0.000593     1890      
56     104    160    0.05801                  0.273289     0.272221     -0.000119    1964      
56     106    162    0.071933                 0.257601     0.256303     -0.000175    2039      
56     108    164    0.074796                 0.239978     0.238918     0.016748     2127      
56     110    166    0.088004                 0.224288     0.223897     -0.000159    2187      
56     112    168    0.095663                 0.20972      0.209256     3.4e-05      2262      
56     114    170    0.100983                 0.191898     0.191420     2.5e-05      2337      
56     116    172    0.105793                 0.169418     0.168967     -2e-05       2439      
56     118    174    0.104923                 0.142874     0.142547     -2.5e-05     2499      
56     120    176    0.105087                 0.111473     0.111531     6e-06        2576      
56     122    178    0.070279                 0.061386     0.062262     -1e-06       2636      
56     124    180    0.069041                 6.1e-05      0.000000     0.0          2710      
56     126    182    0.066429                 -0.000526    0.000000     -0.0         2781      
56     128    184    0.063545                 0.006695     0.000000     0.0          2861      
56     130    186    -0.040367                0.060729     0.052171     0.000126     2952      
56     132    188    -0.044373                0.084927     0.078992     1.9e-05      3012      
56     134    190    -0.057315                0.093905     0.086545     0.00014      3117      
56     136    192    -0.046216                0.090329     0.081975     -3e-06       3161      
56     138    194    -0.009502                -0.071875    -0.066420    -3e-06       3261      
58     54     112    0.032596                 0.234547     0.232412     0.100426     3360      
58     56     114    -0.131502                0.268251     0.266399     0.127533     3405      
58     58     116    0.093636                 0.333696     0.333260     -0.000744    3465      
58     60     118    0.086361                 0.365059     0.363658     0.032075     3570      
58     62     120    0.073669                 0.386678     0.380331     0.083        3660      
58     64     122    0.077484                 0.379776     0.377572     0.041769     3720      
58     66     124    0.083679                 0.352493     0.351507     0.002366     3780      
58     68     126    0.086508                 0.321819     0.321095     -4e-05       3840      
58     70     128    0.102568                 0.291878     0.291260     0.000982     3930      
58     72     130    0.120727                 0.253795     0.253834     6.2e-05      4043      
58     74     132    0.122815                 0.221061     0.214062     0.046118     4093      
58     76     134    0.112646                 0.171492     0.171664     2.4e-05      4177      
58     78     136    0.119678                 0.133721     0.133593     -0.002802    4268      
58     80     138    0.107047                 0.070834     0.072056     -0.0         4286      
58     82     140    0.121781                 0.003781     0.000000     -9.3e-05     4417      
58     84     142    0.104502                 0.062212     0.062819     -2e-06       4437      
58     86     144    -0.414336                0.130511     0.119998     0.093347     4527      
58     88     146    -0.827915                0.177193     0.168876     0.158192     4647      
58     90     148    -0.377666                0.215664     0.240890     0.175733     4707      
58     92     150    0.074543                 0.281816     0.281592     -0.000106    4740      
58     94     152    0.064035                 0.300426     0.299715     0.019536     4830      
58     96     154    0.055661                 0.311411     0.308159     0.047017     4920      
58     98     156    0.048991                 0.309836     0.309627     -7.9e-05     4964      
58     100    158    0.050507                 0.30926      0.308280     0.02106      5054      
58     102    160    0.048928                 0.30647      0.305759     0.000662     5130      
58     104    162    0.044491                 0.299015     0.297722     0.000113     5205      
58     106    164    0.061054                 0.278907     0.276727     0.01854      5279      
58     108    166    0.083722                 0.257261     0.250685     0.050566     5398      
58     110    168    0.091651                 0.230457     0.230014     8.6e-05      5412      
58     112    170    0.100695                 0.212673     0.212342     -9.3e-05     5487      
58     114    172    0.099919                 0.194538     0.194277     0.000295     5577      
58     116    174    0.09846                  0.174073     0.173790     -8e-06       5634      
58     118    176    0.099511                 0.14943      0.149207     6.8e-05      5724      
58     120    178    0.096711                 -0.109789    -0.109941    -0.002676    5844      
58     122    180    0.095083                 -0.054528    -0.055634    -2e-06       5856      
58     124    182    0.064599                 0.000734     0.000000     0.0          5936      
58     126    184    0.074938                 -0.00044     0.000000     -1e-06       6051      
58     128    186    0.067304                 -0.002456    0.000000     0.0          6081      
58     130    188    0.007083                 0.040436     0.000000     0.00254      6222      
58     132    190    -0.003701                0.06943      0.062468     -3e-06       6237      
58     134    192    -0.014224                0.080066     0.072534     0.000197     6342      
58     136    194    -0.007853                0.080278     0.068719     2.7e-05      6447      
58     138    196    0.007915                 -0.065987    -0.058680    9e-06        6486      
58     140    198    0.042045                 -0.012385    0.000002     1e-06        6577      
58     142    200    0.055267                 -0.00241     0.000000     -5e-06       6622      
58     144    202    0.075091                 0.0          0.000000     5e-06        6713      
58     146    204    0.074127                 -3e-06       0.000000     -0.0         6818      
58     148    206    0.073355                 5e-06        0.000000     -4e-06       6878      
58     150    208    0.06976                  0.211221     0.187884     -5e-06       6926      
60     58     118    0.083293                 0.361461     0.361140     -8.8e-05     7065      
60     60     120    0.092762                 0.384796     0.381203     0.06352      7170      
60     62     122    0.081267                 0.391374     0.390230     0.035494     7245      
60     64     124    0.078204                 0.386374     0.386091     -0.000681    7290      
60     66     126    0.072688                 0.370221     0.369530     0.000807     7365      
60     68     128    0.079537                 0.350276     0.349229     0.000245     7440      
60     70     130    0.089557                 0.329949     0.328096     0.000982     7530      
60     72     132    0.123838                 0.283788     0.279277     0.04191      7618      
60     74     134    0.126728                 0.224948     0.224794     -7.1e-05     7719      
60     76     136    0.121474                 0.181099     0.178799     0.021838     7798      
60     78     138    0.11251                  0.133302     0.133498     -8.1e-05     7867      
60     80     140    0.086246                 0.028519     0.032161     2e-06        7887      
60     82     142    0.124708                 -8.2e-05     0.000000     5.9e-05      8001      
60     84     144    0.100343                 0.028507     0.029544     0.00117      8052      
60     86     146    -0.657323                0.116108     0.100978     0.100353     8127      
60     88     148    -1.06278                 0.161829     0.179549     0.162573     8247      
60     90     150    0.076549                 0.272192     0.269403     0.030853     8325      
60     92     152    0.074292                 0.303735     0.302734     0.018832     8355      
60     94     154    0.069624                 0.319554     0.319277     6.9e-05      8415      
60     96     156    0.064153                 0.328175     0.327967     0.000113     8490      
60     98     158    0.056677                 0.332381     0.329617     0.045941     8595      
60     100    160    0.052957                 0.328087     0.327891     1e-06        8639      
60     102    162    0.052373                 0.326851     0.326496     -5.4e-05     8715      
60     104    164    0.045741                 0.324187     0.323481     0.001998     8805      
60     106    166    0.037815                 0.311802     0.309799     0.000208     8865      
60     108    168    0.069982                 0.273962     0.272166     0.000558     8939      
60     110    170    0.083696                 0.244501     0.244063     9.7e-05      9012      
60     112    172    0.081622                 0.222866     0.222568     0.000112     9087      
60     114    174    0.093203                 0.202965     0.202753     0.000443     9177      
60     116    176    0.092295                 0.181584     0.181433     0.000287     9252      
60     118    178    0.093634                 -0.147728    -0.148012    -5.1e-05     9369      
60     120    180    0.096489                 -0.115543    -0.115720    -0.003799    9428      
60     122    182    0.094921                 -0.067476    -0.068682    2.2e-05      9501      
60     124    184    0.066389                 -0.000555    0.000000     3e-06        9546      
60     126    186    0.093826                 -0.000437    0.000000     2e-06        9621      
60     128    188    0.084799                 -7e-06       0.000000     4.9e-05      9712      
60     130    190    -0.00029                 0.03159      0.000001     0.000114     9777      
60     132    192    0.008971                 0.06029      0.053940     0.00013      9867      
60     134    194    0.002947                 0.069344     0.062459     -1e-05       9912      
60     136    196    -0.042973                0.079293     -0.063136    0.059973     10032     
60     138    198    0.026025                 -0.080551    -0.070787    -2.8e-05     10071     
60     140    200    0.046731                 -0.119098    -0.117828    3e-06        10131     
60     142    202    0.047012                 -0.127032    -0.125393    -9e-06       10221     
60     144    204    0.058964                 -0.132761    -0.130491    4e-06        10281     
60     146    206    -0.05652                 0.268547     0.259656     0.000354     10362     
60     148    208    -0.074861                0.275525     0.260938     -2.3e-05     10437     
60     150    210    -0.087511                0.278463     0.258956     9.9e-05      10572     
60     152    212    -0.126395                0.279281     0.256988     -0.000158    10647     
62     62     124    0.076044                 0.400198     0.396127     0.073098     10770     
62     64     126    0.075434                 0.390104     0.389945     -0.000895    10815     
62     66     128    0.073475                 0.374949     0.374433     -0.001346    10890     
62     68     130    0.081216                 0.358948     0.358051     0.001335     10980     
62     70     132    0.088428                 0.351696     0.350052     0.000447     11055     
62     72     134    0.050575                 0.345154     0.334622     -0.000951    11115     
62     74     136    0.118392                 -0.247883    -0.247403    0.00013      11192     
62     76     138    0.123194                 -0.229268    -0.228996    -0.000321    11287     
62     78     140    0.126632                 -0.150701    -0.150810    4.6e-05      11378     
62     80     142    0.096382                 0.00396      0.000000     0.000237     11427     
62     82     144    0.121598                 0.001091     0.000000     2e-05        11528     
62     84     146    0.085605                 0.003562     -0.000003    -1e-06       11561     
62     86     148    -0.913249                0.097375     0.075574     0.108742     11652     
62     88     150    -1.168567                0.132033     0.207582     0.163485     11757     
62     90     152    0.083575                 0.297278     0.275600     0.10895      11847     
62     92     154    0.083988                 0.308201     0.307579     9.7e-05      11865     
62     94     156    0.077361                 0.323904     0.323535     -0.000698    11940     
62     96     158    0.069303                 0.33262      0.332473     0.001115     12029     
62     98     160    0.060502                 0.336493     0.334475     0.03876      12120     
62     100    162    0.062348                 0.336581     0.332971     0.053936     12194     
62     102    164    0.05434                  0.331388     0.331110     -6.1e-05     12239     
62     104    166    0.047962                 0.32804      0.327468     0.00062      12315     
62     106    168    0.05168                  0.320476     0.319294     0.000741     12390     
62     108    170    0.059726                 0.299438     0.297426     0.000131     12465     
62     110    172    0.06773                  0.266794     0.265986     2.7e-05      12538     
62     112    174    0.067179                 0.240985     0.240791     0.000538     12657     
62     114    176    0.092432                 -0.213437    -0.213243    6.8e-05      12742     
62     116    178    0.090356                 -0.191215    -0.191074    -5e-06       12757     
62     118    180    0.091                    -0.163363    -0.163223    0.000422     12862     
62     120    182    0.09447                  -0.129844    -0.129863    -0.000462    12937     
62     122    184    0.090274                 -0.081023    -0.082268    2.7e-05      12996     
62     124    186    0.072808                 -0.000605    0.000000     -2e-06       13056     
62     126    188    0.091494                 -0.000436    0.000000     0.0          13131     
62     128    190    0.071656                 -0.000152    0.000000     -0.0         13207     
62     130    192    0.015593                 0.028248     0.000002     0.000644     13302     
62     132    194    -0.477081                0.075038     0.051662     0.082687     13377     
62     134    196    -0.761946                0.095955     0.060286     0.128716     13496     
62     136    198    -0.84208                 0.097893     -0.071023    0.140993     13571     
62     138    200    -0.35054                 0.093209     -0.119330    0.146615     13646     
62     140    202    0.023608                 0.067911     -0.133442    0.121981     13718     
62     142    204    0.090398                 0.260615     0.257474     0.023154     13768     
62     144    206    0.073109                 0.273602     0.270068     0.016578     13843     
62     146    208    -0.036963                0.281978     0.277522     -3.1e-05     13887     
62     148    210    -0.069646                0.288799     0.281253     0.000839     13977     
62     150    212    -0.101174                0.292415     0.282114     0.000584     14052     
62     152    214    -0.130876                0.293596     0.282171     8.1e-05      14157     
62     154    216    -0.166214                0.294178     0.282695     0.000247     14232     
