Z      N      A      Binding_Energy_(MeV)    Q20_T          Q30_T          fileID                Convergence    
52     88     140    -1142.086211            5.567106       5.6e-05        blockblock3-001512    YES            
52     90     142    -1147.316847            6.676047       0.000923       blockblock3-001632    YES            
52     92     144    -1151.922259            8.364884       0.384853       blockblock3-001721    YES            
52     94     146    -1156.455435            10.438684      0.133233       blockblock3-001752    YES            
52     96     148    -1161.017854            12.115097      0.023228       blockblock3-001871    YES            
52     98     150    -1165.375579            13.380449      0.005308       blockblock3-001901    YES            
52     100    152    -1169.499903            14.420434      -0.0009        blockblock3-001961    YES            
52     102    154    -1173.037097            15.091174      -0.000578      blockblock3-002037    YES            
52     104    156    -1175.726245            15.287769      0.000492       blockblock3-002141    YES            
52     106    158    -1177.761458            15.037013      0.001399       blockblock3-002201    YES            
52     108    160    -1179.56722             14.41743       0.001679       blockblock3-002261    YES            
52     110    162    -1181.282577            13.597425      -0.000724      blockblock3-002337    YES            
52     112    164    -1182.739928            12.554185      0.002036       blockblock3-002427    YES            
52     114    166    -1183.752976            -8.340192      -0.000486      blockblock3-002526    YES            
52     116    168    -1185.008469            -7.250971      0.000316       blockblock3-002586    YES            
52     118    170    -1186.33247             -5.845214      -0.000203      blockblock3-002661    YES            
52     120    172    -1187.719451            3.77355        0.001188       blockblock3-002740    YES            
52     122    174    -1189.371078            1.10127        -1.8e-05       blockblock3-002779    YES            
52     124    176    -1191.501644            -0.022487      -4e-06         blockblock3-002871    YES            
52     126    178    -1192.413486            -0.079927      -6e-06         blockblock3-002991    YES            
52     128    180    -1188.583541            2.902989       0.027234       blockblock3-003074    YES            
52     130    182    -1184.688656            4.912225       0.009663       blockblock3-003105    YES            
52     132    184    -1180.720604            6.508906       0.00011        blockblock3-003165    YES            
54     50     104    -816.569539             -0.035674      1e-06          blockblock3-003291    YES            
54     52     106    -844.695412             3.943215       0.004363       blockblock3-003342    YES            
54     54     108    -871.511838             5.115173       0.000324       blockblock3-003387    YES            
54     56     110    -896.838548             5.852136       -0.003603      blockblock3-003492    YES            
54     58     112    -920.410279             6.514375       0.004195       blockblock3-003567    YES            
54     60     114    -942.746841             7.4007         0.002254       blockblock3-003642    YES            
54     62     116    -964.413364             8.76986        0.00133        blockblock3-003687    YES            
54     64     118    -985.415708             9.658857       -0.000677      blockblock3-003804    YES            
54     66     120    -1005.727681            9.946338       0.000963       blockblock3-003838    YES            
54     68     122    -1025.096588            9.800655       0.002343       blockblock3-003945    YES            
54     70     124    -1043.23684             8.640734       0.000797       blockblock3-004013    YES            
54     72     126    -1060.491214            7.292691       1.8e-05        blockblock3-004117    YES            
54     74     128    -1077.321764            6.128797       -0.000605      blockblock3-004193    YES            
54     76     130    -1093.924333            5.044547       -0.000151      blockblock3-004252    YES            
54     78     132    -1110.048669            3.901184       0.000744       blockblock3-004299    YES            
54     80     134    -1125.494194            1.153077       -0.001121      blockblock3-004407    YES            
54     82     136    -1140.73827             0.006452       0.0            blockblock3-004435    YES            
54     84     138    -1149.115479            3.306032       0.0001         blockblock3-004527    YES            
54     86     140    -1157.648609            5.735416       0.005242       blockblock3-004632    YES            
54     88     142    -1165.571865            7.708726       0.814807       blockblock3-004721    YES            
54     90     144    -1172.397278            8.699008       0.873023       blockblock3-004751    YES            
54     92     146    -1178.55296             9.926195       0.667327       blockblock3-004857    YES            
54     94     148    -1184.655512            11.33184       0.263068       blockblock3-004916    YES            
54     96     150    -1190.604804            12.623503      0.000867       blockblock3-004961    YES            
54     98     152    -1196.288807            13.830648      0.004233       blockblock3-005081    YES            
54     100    154    -1201.693917            14.857349      0.010674       blockblock3-005127    YES            
54     102    156    -1206.47411             15.515581      0.001985       blockblock3-005217    YES            
54     104    158    -1210.316624            15.681454      0.001889       blockblock3-005322    YES            
54     106    160    -1213.376889            15.359819      0.000564       blockblock3-005381    YES            
54     108    162    -1216.166366            14.708041      0.000148       blockblock3-005441    YES            
54     110    164    -1218.870788            13.915861      -0.001237      blockblock3-005487    YES            
54     112    166    -1221.386807            12.99834       0.001342       blockblock3-005622    YES            
54     114    168    -1223.289417            11.745517      -0.00058       blockblock3-005666    YES            
54     116    170    -1224.675515            9.976134       1.9e-05        blockblock3-005710    YES            
54     118    172    -1226.338539            8.040575       0.000452       blockblock3-005815    YES            
54     120    174    -1228.413207            6.117025       0.000229       blockblock3-005890    YES            
54     122    176    -1230.69871             3.856219       0.000189       blockblock3-005951    YES            
54     124    178    -1233.493907            -0.025416      7e-06          blockblock3-006021    YES            
54     126    180    -1235.530956            -2.6e-05       5e-06          blockblock3-006128    YES            
54     128    182    -1232.162406            -0.558654      -1e-06         blockblock3-006156    YES            
54     130    184    -1228.989918            5.311052       0.00061        blockblock3-006267    YES            
54     132    186    -1225.731259            7.421119       -2.2e-05       blockblock3-006312    YES            
56     52     108    -838.573047             4.806916       0.000156       blockblock3-006387    YES            
56     54     110    -867.654226             6.021855       0.057112       blockblock3-006522    YES            
56     56     112    -895.222825             6.864867       0.230945       blockblock3-006564    YES            
56     58     114    -920.608161             7.710326       -0.093232      blockblock3-006624    YES            
56     60     116    -945.148377             10.338859      0.004841       blockblock3-006689    YES            
56     62     118    -968.951264             11.98347       0.005243       blockblock3-006795    YES            
56     64     120    -991.310309             11.673876      0.000662       blockblock3-006840    YES            
56     66     122    -1013.04707             11.053217      -0.005176      blockblock3-006969    YES            
56     68     124    -1033.919276            10.640988      0.000214       blockblock3-006999    YES            
56     70     126    -1053.44525             9.860621       0.000114       blockblock3-007059    YES            
56     72     128    -1071.735103            8.721856       -0.001295      blockblock3-007177    YES            
56     74     130    -1089.348981            7.466584       -0.00029       blockblock3-007239    YES            
56     76     132    -1106.820174            6.211654       -0.000246      blockblock3-007344    YES            
56     78     134    -1124.021155            4.975764       0.000343       blockblock3-007374    YES            
56     80     136    -1140.561806            3.073379       0.001499       blockblock3-007466    YES            
56     82     138    -1156.662834            0.040458       -4e-06         blockblock3-007541    YES            
56     84     140    -1166.555817            4.03127        3.4e-05        blockblock3-007587    YES            
56     86     142    -1176.809304            7.0658         0.836229       blockblock3-007721    YES            
56     88     144    -1186.76425             8.781053       1.279831       blockblock3-007797    YES            
56     90     146    -1195.25137             9.653703       1.09961        blockblock3-007841    YES            
56     92     148    -1202.986268            11.157726      0.941924       blockblock3-007931    YES            
56     94     150    -1210.598873            13.274424      0.000998       blockblock3-007961    YES            
56     96     152    -1218.045817            14.25396       0.0023         blockblock3-008081    YES            
56     98     154    -1225.125646            15.051657      -0.000276      blockblock3-008111    YES            
56     100    156    -1231.772946            15.772665      -0.000766      blockblock3-008247    YES            
56     102    158    -1237.633104            16.227844      0.002896       blockblock3-008307    YES            
56     104    160    -1242.490334            16.23701       0.002828       blockblock3-008382    YES            
56     106    162    -1246.516552            15.770827      0.00094        blockblock3-008457    YES            
56     108    164    -1250.288745            15.03279       -0.003891      blockblock3-008487    YES            
56     110    166    -1254.000954            14.272994      -0.000876      blockblock3-008606    YES            
56     112    168    -1257.523935            13.474075      0.001283       blockblock3-008637    YES            
56     114    170    -1260.353782            12.462672      0.002596       blockblock3-008726    YES            
56     116    172    -1262.328399            10.99681       0.001536       blockblock3-008831    YES            
56     118    174    -1264.438428            9.110868       0.000992       blockblock3-008890    YES            
56     120    176    -1267.085031            7.161414       0.000684       blockblock3-008951    YES            
56     122    178    -1270.033526            4.89004        0.00373        blockblock3-009040    YES            
56     124    180    -1273.714435            -0.061762      -1.2e-05       blockblock3-009096    YES            
56     126    182    -1276.811459            -0.011638      -3e-06         blockblock3-009202    YES            
56     128    184    -1274.079684            -0.357137      4.4e-05        blockblock3-009261    YES            
56     130    186    -1271.381601            5.42778        0.000776       blockblock3-009327    YES            
56     132    188    -1268.814374            8.129901       0.001144       blockblock3-009432    YES            
56     134    190    -1266.132626            10.49329       0.00072        blockblock3-009492    YES            
56     136    192    -1263.448775            12.714772      1.211148       blockblock3-009552    YES            
56     138    194    -1260.44142             14.384667      1.449766       blockblock3-009627    YES            
58     54     112    -861.284316             6.910636       0.000515       blockblock3-009687    YES            
58     56     114    -890.737254             8.059116       0.101074       blockblock3-009777    YES            
58     58     116    -919.157114             10.621333      0.011454       blockblock3-009854    YES            
58     60     118    -946.725076             12.553336      -0.008146      blockblock3-009914    YES            
58     62     120    -971.98733              13.300741      0.014095       blockblock3-010020    YES            
58     64     122    -995.705449             13.364764      -0.001454      blockblock3-010065    YES            
58     66     124    -1018.441364            13.376597      0.656665       blockblock3-010198    YES            
58     68     126    -1040.307524            12.198683      0.007402       blockblock3-010228    YES            
58     70     128    -1060.783051            11.238159      0.003063       blockblock3-010289    YES            
58     72     130    -1079.991476            9.846755       0.004009       blockblock3-010407    YES            
58     74     132    -1098.6786              8.25351        -4.5e-05       blockblock3-010493    YES            
58     76     134    -1117.366598            6.820539       -0.000402      blockblock3-010539    YES            
58     78     136    -1135.882777            5.476011       -3.2e-05       blockblock3-010584    YES            
58     80     138    -1153.694919            3.568304       0.000895       blockblock3-010691    YES            
58     82     140    -1170.975199            0.048047       2.4e-05        blockblock3-010766    YES            
58     84     142    -1181.966922            4.734043       0.238124       blockblock3-010855    YES            
58     86     144    -1193.542059            7.401919       1.035126       blockblock3-010932    YES            
58     88     146    -1204.827816            9.353289       1.418499       blockblock3-010977    YES            
58     90     148    -1214.774321            10.681576      1.164927       blockblock3-011096    YES            
58     92     150    -1225.283658            14.077696      0.000575       blockblock3-011126    YES            
58     94     152    -1234.915008            15.341341      0.005267       blockblock3-011232    YES            
58     96     154    -1243.637599            16.093946      0.000137       blockblock3-011261    YES            
58     98     156    -1251.90904             16.72671       0.003572       blockblock3-011367    YES            
58     100    158    -1259.638065            17.252838      -2.4e-05       blockblock3-011472    YES            
58     102    160    -1266.407999            17.593085      -0.000758      blockblock3-011547    YES            
58     104    162    -1272.099661            17.702771      0.000297       blockblock3-011562    YES            
58     106    164    -1276.781317            17.018528      0.002851       blockblock3-011682    YES            
58     108    166    -1281.244884            15.771124      0.006707       blockblock3-011771    YES            
58     110    168    -1286.001127            14.784794      -0.000304      blockblock3-011786    YES            
58     112    170    -1290.679287            13.915009      -0.001591      blockblock3-011906    YES            
58     114    172    -1294.621762            12.909834      0.000876       blockblock3-011951    YES            
58     116    174    -1297.503439            11.499461      0.000682       blockblock3-012026    YES            
58     118    176    -1300.336806            9.670136       0.002133       blockblock3-012101    YES            
58     120    178    -1303.629809            7.72158        -0.000267      blockblock3-012160    YES            
58     122    180    -1307.242897            -4.977038      6.2e-05        blockblock3-012246    YES            
58     124    182    -1311.984732            -0.064393      -5.6e-05       blockblock3-012321    YES            
58     126    184    -1316.104448            2.1e-05        -7e-06         blockblock3-012443    YES            
58     128    186    -1314.066034            0.000145       1e-06          blockblock3-012473    YES            
58     130    188    -1311.825544            4.844014       9e-05          blockblock3-012537    YES            
58     132    190    -1309.842354            7.955421       0.182457       blockblock3-012657    YES            
58     134    192    -1308.19284             11.234864      1.580273       blockblock3-012702    YES            
58     136    194    -1306.29081             13.288553      1.939789       blockblock3-012777    YES            
58     138    196    -1304.099635            15.092821      2.090047       blockblock3-012852    YES            
58     140    198    -1301.47683             20.136373      -0.000671      blockblock3-012912    YES            
58     142    200    -1299.828454            22.093389      0.000474       blockblock3-013032    YES            
58     144    202    -1297.628064            23.618205      0.003408       blockblock3-013077    YES            
58     146    204    -1294.8854              25.043913      -0.00293       blockblock3-013182    YES            
58     148    206    -1291.792417            26.39067       -0.00084       blockblock3-013242    YES            
58     150    208    -1288.48164             27.620238      0.001574       blockblock3-013332    YES            
60     56     116    -885.071515             11.136693      0.000348       blockblock3-013375    YES            
60     58     118    -916.320142             12.718303      0.008559       blockblock3-013470    YES            
60     60     120    -945.857874             13.531939      0.006454       blockblock3-013515    YES            
60     62     122    -972.61793              13.985117      0.003909       blockblock3-013620    YES            
60     64     124    -997.717401             14.127444      0.00238        blockblock3-013710    YES            
60     66     126    -1021.719668            13.981397      0.007059       blockblock3-013785    YES            
60     68     128    -1044.734104            14.166136      0.527467       blockblock3-013843    YES            
60     70     130    -1066.554248            14.901647      0.000915       blockblock3-013934    YES            
60     72     132    -1087.278369            15.631602      -0.000726      blockblock3-013964    YES            
60     74     134    -1106.243072            14.232028      -0.001125      blockblock3-014040    YES            
60     76     136    -1125.763833            7.284335       0.000387       blockblock3-014139    YES            
60     78     138    -1145.596867            5.716824       0.00577        blockblock3-014201    YES            
60     80     140    -1164.806849            3.383541       0.000153       blockblock3-014321    YES            
60     82     142    -1183.676146            0.02396        -6.7e-05       blockblock3-014393    YES            
60     84     144    -1195.526292            3.549849       -0.000221      blockblock3-014457    YES            
60     86     146    -1208.009687            7.361685       1.069701       blockblock3-014547    YES            
60     88     148    -1220.550007            9.891713       1.340555       blockblock3-014607    YES            
60     90     150    -1232.860841            13.697031      0.006413       blockblock3-014652    YES            
60     92     152    -1245.443179            15.743572      0.007988       blockblock3-014742    YES            
60     94     154    -1256.606365            16.743511      -0.000344      blockblock3-014787    YES            
60     96     156    -1266.688057            17.497448      0.001174       blockblock3-014907    YES            
60     98     158    -1276.172307            18.11225       0.001371       blockblock3-014997    YES            
60     100    160    -1285.002577            18.617071      -0.00153       blockblock3-015057    YES            
60     102    162    -1292.762043            19.07019       -0.001158      blockblock3-015102    YES            
60     104    164    -1299.564798            20.100831      0.00256        blockblock3-015207    YES            
60     106    166    -1305.696717            21.536844      -0.000552      blockblock3-015237    YES            
60     108    168    -1310.594356            21.550963      0.005375       blockblock3-015374    YES            
60     110    170    -1315.786095            15.489678      0.00567        blockblock3-015386    YES            
60     112    172    -1321.458839            14.501347      0.003679       blockblock3-015476    YES            
60     114    174    -1326.374763            13.408373      0.000149       blockblock3-015536    YES            
60     116    176    -1330.185472            11.991501      -0.000308      blockblock3-015611    YES            
60     118    178    -1333.77376             10.163128      -0.000207      blockblock3-015685    YES            
60     120    180    -1337.744678            7.97145        0.000138       blockblock3-015805    YES            
60     122    182    -1342.606126            -5.319321      -4.3e-05       blockblock3-015831    YES            
60     124    184    -1348.155332            -0.061658      -4e-05         blockblock3-015951    YES            
60     126    186    -1353.231002            -0.011875      -1e-05         blockblock3-016012    YES            
60     128    188    -1351.952638            2.1e-05        7e-06          blockblock3-016118    YES            
60     130    190    -1350.300117            3.744321       -3.7e-05       blockblock3-016137    YES            
60     132    192    -1349.209941            8.055436       1.386683       blockblock3-016226    YES            
60     134    194    -1348.054542            10.878502      1.98886        blockblock3-016302    YES            
60     136    196    -1346.824631            13.150009      2.292604       blockblock3-016392    YES            
60     138    198    -1345.395593            15.366744      2.41312        blockblock3-016452    YES            
60     140    200    -1344.528306            21.738003      0.001184       blockblock3-016527    YES            
60     142    202    -1343.799606            23.421069      -0.000452      blockblock3-016632    YES            
60     144    204    -1342.598133            24.892147      0.000141       blockblock3-016662    YES            
60     146    206    -1340.739509            26.323823      -0.000315      blockblock3-016737    YES            
60     148    208    -1338.392245            27.810239      0.002693       blockblock3-016857    YES            
60     150    210    -1335.793992            29.198513      -0.004305      blockblock3-016947    YES            
60     152    212    -1332.933062            30.112033      0.003888       blockblock3-016977    YES            
62     60     122    -941.37261              14.145662      0.005034       blockblock3-017084    YES            
62     62     124    -969.755593             14.441806      0.001123       blockblock3-017114    YES            
62     64     126    -996.462018             14.499904      0.000629       blockblock3-017220    YES            
62     66     128    -1022.089555            14.347574      0.001715       blockblock3-017280    YES            
62     68     130    -1046.714514            14.299217      0.001708       blockblock3-017338    YES            
62     70     132    -1070.008577            15.039974      -0.000705      blockblock3-017444    YES            
62     72     134    -1092.061673            15.801992      -0.00035       blockblock3-017549    YES            
62     74     136    -1112.343738            15.333445      0.003358       blockblock3-017610    YES            
62     76     138    -1132.204468            7.968043       -7.4e-05       blockblock3-017693    YES            
62     78     140    -1153.082584            5.901885       0.000186       blockblock3-017757    YES            
62     80     142    -1173.943415            2.001085       1.2e-05        blockblock3-017786    YES            
62     82     144    -1194.678111            6e-06          -2e-06         blockblock3-017918    YES            
62     84     146    -1207.379174            2.32827        -0.000153      blockblock3-017979    YES            
62     86     148    -1220.516067            7.18938        0.962356       blockblock3-018072    YES            
62     88     150    -1234.464971            10.888398      0.705791       blockblock3-018147    YES            
62     90     152    -1248.350399            14.67494       -0.000317      blockblock3-018162    YES            
62     92     154    -1261.979448            16.417274      0.000774       blockblock3-018237    YES            
62     94     156    -1274.435211            17.31335       0.000204       blockblock3-018312    YES            
62     96     158    -1285.925735            18.067658      0.002053       blockblock3-018387    YES            
62     98     160    -1296.82344             18.701755      -0.000201      blockblock3-018507    YES            
62     100    162    -1307.035939            19.216047      -0.001403      blockblock3-018567    YES            
62     102    164    -1316.112932            19.616474      0.000794       blockblock3-018627    YES            
62     104    166    -1324.068287            20.362581      0.00057        blockblock3-018702    YES            
62     106    168    -1331.169185            21.624562      8.3e-05        blockblock3-018807    YES            
62     108    170    -1337.218712            21.584265      -0.000611      blockblock3-018898    YES            
62     110    172    -1343.758674            16.404037      -0.000259      blockblock3-018911    YES            
62     112    174    -1350.218683            15.424081      0.005596       blockblock3-019046    YES            
62     114    176    -1355.831015            14.284565      0.006449       blockblock3-019076    YES            
62     116    178    -1360.347758            12.779172      -0.000832      blockblock3-019135    YES            
62     118    180    -1364.785108            -10.930481     -0.000232      blockblock3-019206    YES            
62     120    182    -1369.884243            -8.721442      -0.00015       blockblock3-019326    YES            
62     122    184    -1375.797064            -5.8046        -6.5e-05       blockblock3-019371    YES            
62     124    186    -1382.124296            -0.061229      9e-06          blockblock3-019431    YES            
62     126    188    -1388.141153            0.012271       1e-06          blockblock3-019509    YES            
62     128    190    -1387.679862            0.044212       -6e-06         blockblock3-019584    YES            
62     130    192    -1386.663682            2.082678       -0.00015       blockblock3-019662    YES            
62     132    194    -1386.54397             7.271202       1.728522       blockblock3-019796    YES            
62     134    196    -1385.93055             10.243209      2.257068       blockblock3-019857    YES            
62     136    198    -1385.355532            12.939666      2.524257       blockblock3-019902    YES            
62     138    200    -1384.745711            19.898683      -0.001788      blockblock3-019962    YES            
62     140    202    -1385.144375            22.142175      -0.0           blockblock3-020037    YES            
62     142    204    -1385.250277            23.829188      -0.000672      blockblock3-020172    YES            
62     144    206    -1384.941126            25.226348      -0.000335      blockblock3-020232    YES            
62     146    208    -1383.94256             26.444644      0.000505       blockblock3-020322    YES            
62     148    210    -1382.320002            27.698407      0.000232       blockblock3-020337    YES            
62     150    212    -1380.359539            29.051378      -0.000703      blockblock3-020427    YES            
62     152    214    -1378.176352            30.043777      0.001366       blockblock3-020547    YES            
62     154    216    -1375.750724            30.541214      -0.002628      blockblock3-020592    YES            
62     156    218    -1373.045311            30.814306      0.0034         blockblock3-020682    YES            
62     158    220    -1369.993274            31.046794      -0.002631      blockblock3-020712    YES            
64     62     126    -964.459604             14.670519      -0.000816      blockblock4-000074    YES            
64     64     128    -992.904437             14.58048       -0.010491      blockblock4-000089    YES            
64     66     130    -1020.371416            14.379797      0.001899       blockblock4-000179    YES            
64     68     132    -1046.812498            14.290063      0.001556       blockblock4-000283    YES            
64     70     134    -1071.587871            14.826892      -0.009574      blockblock4-000313    YES            
64     72     136    -1094.83221             15.811718      0.003425       blockblock4-000419    YES            
64     74     138    -1116.340658            15.62277       0.004566       blockblock4-000464    YES            
64     76     140    -1137.38652             -7.8178        0.000214       blockblock4-000593    YES            
64     78     142    -1159.637263            -6.850646      4.1e-05        blockblock4-000607    YES            
64     80     144    -1181.516146            0.014951       0.000711       blockblock4-000699    YES            
64     82     146    -1203.633507            0.004738       0.000163       blockblock4-000819    YES            
64     84     148    -1217.427313            0.845726       -0.000412      blockblock4-000896    YES            
64     86     150    -1231.377692            7.544241       0.000131       blockblock4-000912    YES            
64     88     152    -1246.840691            11.238354      -0.000603      blockblock4-000987    YES            
64     90     154    -1261.797181            14.35691       -0.001305      blockblock4-001062    YES            
64     92     156    -1276.460905            16.361348      -4e-06         blockblock4-001137    YES            
64     94     158    -1290.191206            17.338135      0.006061       blockblock4-001227    YES            
64     96     160    -1303.047989            18.093192      0.000711       blockblock4-001347    YES            
64     98     162    -1315.337522            18.745771      0.001776       blockblock4-001392    YES            
64     100    164    -1326.9212              19.267387      -0.002191      blockblock4-001497    YES            
64     102    166    -1337.360134            19.545475      -0.000248      blockblock4-001541    YES            
64     104    168    -1346.570959            19.635299      -0.001491      blockblock4-001632    YES            
64     106    170    -1354.603975            19.151032      0.000104       blockblock4-001676    YES            
64     108    172    -1362.266443            18.163338      0.008173       blockblock4-001782    YES            
64     110    174    -1369.923227            17.341591      -0.000101      blockblock4-001811    YES            
64     112    176    -1377.161649            16.509438      -0.000768      blockblock4-001886    YES            
64     114    178    -1383.398392            15.432288      3.8e-05        blockblock4-001961    YES            
64     116    180    -1388.587845            13.8933        -0.000106      blockblock4-002050    YES            
64     118    182    -1394.764493            -11.661113     0.000311       blockblock4-002121    YES            
64     120    184    -1400.549588            -9.946225      -5e-05         blockblock4-002211    YES            
64     122    186    -1406.819473            -6.588387      0.000505       blockblock4-002271    YES            
64     124    188    -1413.827474            0.042193       -2.7e-05       blockblock4-002364    YES            
64     126    190    -1420.777225            0.011966       -2.4e-05       blockblock4-002469    YES            
64     128    192    -1421.135175            0.044711       1e-05          blockblock4-002484    YES            
64     130    194    -1421.165974            3.468409       0.951905       blockblock4-002606    YES            
64     132    196    -1421.697307            6.290485       1.868474       blockblock4-002694    YES            
64     134    198    -1421.687327            9.737397       2.440755       blockblock4-002742    YES            
64     136    200    -1421.8678              13.069825      2.610766       blockblock4-002817    YES            
64     138    202    -1422.356693            19.564888      -0.000485      blockblock4-002862    YES            
64     140    204    -1423.467962            21.903509      0.000743       blockblock4-002967    YES            
64     142    206    -1424.414663            23.781687      0.002665       blockblock4-003027    YES            
64     144    208    -1425.021865            25.226379      -0.001708      blockblock4-003102    YES            
64     146    210    -1424.971306            26.297963      -0.004344      blockblock4-003207    YES            
64     148    212    -1424.220183            27.094949      -0.004703      blockblock4-003251    YES            
64     150    214    -1422.983534            27.782341      0.000868       blockblock4-003311    YES            
64     152    216    -1421.503863            28.264548      -0.004628      blockblock4-003431    YES            
64     154    218    -1419.842699            28.681588      -0.006099      blockblock4-003521    YES            
64     156    220    -1417.92329             29.25034       0.000703       blockblock4-003551    YES            
64     158    222    -1415.683984            30.334235      -0.003943      blockblock4-003612    YES            
64     160    224    -1413.002014            31.091427      -0.002974      blockblock4-003687    YES            
64     162    226    -1409.832884            31.378926      -0.002937      blockblock4-003806    YES            
66     66     132    -1016.992268            14.349073      0.000351       blockblock4-003870    YES            
66     68     134    -1045.259309            14.319712      0.001937       blockblock4-003943    YES            
66     70     136    -1071.579469            14.683713      -0.000917      blockblock4-004018    YES            
66     72     138    -1095.836183            15.62193       0.005365       blockblock4-004109    YES            
66     74     140    -1118.56928             15.64242       0.015636       blockblock4-004168    YES            
66     76     142    -1141.159961            -8.360868      0.000552       blockblock4-004222    YES            
66     78     144    -1164.587243            -7.448947      0.000235       blockblock4-004312    YES            
66     80     146    -1186.86378             0.02765        -2.5e-05       blockblock4-004359    YES            
66     82     148    -1210.254084            0.006702       1.5e-05        blockblock4-004464    YES            
66     84     150    -1225.303131            -1.599375      0.000198       blockblock4-004521    YES            
66     86     152    -1240.674073            -6.334281      0.000547       blockblock4-004641    YES            
66     88     154    -1257.22122             11.241787      -0.000718      blockblock4-004662    YES            
66     90     156    -1273.288082            13.935031      0.000526       blockblock4-004737    YES            
66     92     158    -1289.026272            16.140846      0.001301       blockblock4-004827    YES            
66     94     160    -1304.018538            17.276736      0.001775       blockblock4-004947    YES            
66     96     162    -1318.223032            18.052141      -0.000666      blockblock4-004961    YES            
66     98     164    -1331.865933            18.724798      0.000698       blockblock4-005066    YES            
66     100    166    -1344.769344            19.262833      1.5e-05        blockblock4-005111    YES            
66     102    168    -1356.55793             19.544996      0.000454       blockblock4-005247    YES            
66     104    170    -1367.115919            19.510834      0.000296       blockblock4-005322    YES            
66     106    172    -1376.49316             19.146539      0.006802       blockblock4-005367    YES            
66     108    174    -1385.380611            18.587339      0.002448       blockblock4-005441    YES            
66     110    176    -1394.137921            18.053371      0.004127       blockblock4-005547    YES            
66     112    178    -1402.310201            17.472887      0.002793       blockblock4-005591    YES            
66     114    180    -1409.243462            16.6108        0.000137       blockblock4-005636    YES            
66     116    182    -1415.229784            -12.642193     -0.000143      blockblock4-005705    YES            
66     118    184    -1422.814088            -12.22577      -0.000269      blockblock4-005796    YES            
66     120    186    -1429.401139            -10.959809     -0.000378      blockblock4-005916    YES            
66     122    188    -1435.906652            -7.510085      -5e-05         blockblock4-005931    YES            
66     124    190    -1443.227602            -0.097858      7e-06          blockblock4-006067    YES            
66     126    192    -1451.100302            2.5e-05        -1.1e-05       blockblock4-006143    YES            
66     128    194    -1452.256611            -0.053855      -6.8e-05       blockblock4-006157    YES            
66     130    196    -1453.135784            3.639265       1.118794       blockblock4-006281    YES            
66     132    198    -1454.505193            5.974674       1.956468       blockblock4-006354    YES            
66     134    200    -1455.294703            10.274194      2.469448       blockblock4-006429    YES            
66     136    202    -1456.426464            14.05086       2.614277       blockblock4-006489    YES            
66     138    204    -1457.983526            18.881784      0.000215       blockblock4-006596    YES            
66     140    206    -1459.776297            21.289547      -0.002918      blockblock4-006612    YES            
66     142    208    -1461.477149            23.328752      -0.001425      blockblock4-006717    YES            
66     144    210    -1462.93488             24.969652      -0.000663      blockblock4-006807    YES            
66     146    212    -1463.792173            26.108458      -0.002453      blockblock4-006837    YES            
66     148    214    -1463.94183             26.843254      -0.000904      blockblock4-006941    YES            
66     150    216    -1463.578902            27.350608      -0.00137       blockblock4-007001    YES            
66     152    218    -1462.97995             27.67125       -0.001313      blockblock4-007061    YES            
66     154    220    -1462.205179            27.92774       0.000187       blockblock4-007166    YES            
66     156    222    -1461.145331            28.259623      -0.001496      blockblock4-007226    YES            
66     158    224    -1459.589209            28.904263      2.2e-05        blockblock4-007301    YES            
66     160    226    -1457.443966            30.186351      0.000446       blockblock4-007422    YES            
66     162    228    -1454.820168            31.082466      0.00172        blockblock4-007452    YES            
66     164    230    -1451.847315            30.788228      -0.002082      blockblock4-007556    YES            
66     166    232    -1448.753409            29.452895      0.000756       blockblock4-007586    YES            
66     168    234    -1445.796368            25.254049      1.505163       blockblock4-007719    YES            
66     170    236    -1442.650499            22.977171      1.22537        blockblock4-007793    YES            
66     172    238    -1439.283302            19.713363      0.000297       blockblock4-007853    YES            
66     174    240    -1435.983037            -16.177411     -0.000308      blockblock4-007897    YES            
66     176    242    -1432.920065            -14.100817     -0.00046       blockblock4-007972    YES            
66     178    244    -1429.846261            -10.721421     -0.000145      blockblock4-008078    YES            
66     180    246    -1427.302224            -6.178865      -0.000237      blockblock4-008122    YES            
66     182    248    -1425.92034             -0.054466      6.9e-05        blockblock4-008244    YES            
66     184    250    -1423.452534            -0.077645      -2.8e-05       blockblock4-008272    YES            
66     186    252    -1418.349512            4.861154       -0.000502      blockblock4-008355    YES            
66     188    254    -1412.690516            8.458806       -0.000165      blockblock4-008430    YES            
68     68     136    -1041.839693            14.451555      0.004863       blockblock4-008488    YES            
68     70     138    -1069.735865            14.706117      -0.000137      blockblock4-008608    YES            
68     72     140    -1094.937759            15.410742      0.004092       blockblock4-008668    YES            
68     74     142    -1118.815926            15.598788      0.000449       blockblock4-008728    YES            
68     76     144    -1142.905382            -8.65707       -0.000116      blockblock4-008782    YES            
68     78     146    -1167.498931            -7.768209      0.000104       blockblock4-008857    YES            
68     80     148    -1190.342481            1.681953       0.000328       blockblock4-008981    YES            
68     82     150    -1214.903625            -0.014962      6e-06          blockblock4-009037    YES            
68     84     152    -1231.354999            -2.870093      0.002006       blockblock4-009127    YES            
68     86     154    -1248.336688            7.525647       0.001491       blockblock4-009220    YES            
68     88     156    -1265.737577            10.620053      0.029463       blockblock4-009267    YES            
