Z      N      A      Binding_Energy_(MeV)    Q20_T          Q30_T          fileID                Convergence    
70     158    228    -1541.36278             27.25579       0.001362       blockblock4-016376    YES            
70     160    230    -1540.514262            26.928101      0.003098       blockblock4-016466    YES            
70     162    232    -1539.208397            26.085303      1.9e-05        blockblock4-016509    YES            
70     164    234    -1537.926822            27.097307      1.831969       blockblock4-016629    YES            
70     166    236    -1536.561595            26.24815       1.764132       blockblock4-016719    YES            
70     168    238    -1534.882047            25.159968      1.671547       blockblock4-016794    YES            
70     170    240    -1532.72961             23.440677      1.512168       blockblock4-016869    YES            
70     172    242    -1530.18367             19.403074      0.001412       blockblock4-016929    YES            
70     174    244    -1527.817201            -16.61111      0.000343       blockblock4-016987    YES            
70     176    246    -1526.102801            -14.836834     -6.9e-05       blockblock4-017062    YES            
70     178    248    -1524.113563            -12.090263     -0.000261      blockblock4-017138    YES            
70     180    250    -1522.430797            -8.390834      -0.000224      blockblock4-017198    YES            
70     182    252    -1521.416756            0.00046        -3e-06         blockblock4-017273    YES            
70     184    254    -1520.223842            -0.0           0.0            blockblock4-017333    YES            
70     186    256    -1515.390545            4.647577       -0.002005      blockblock4-017415    YES            
70     188    258    -1510.153638            8.294452       -0.000455      blockblock4-017535    YES            
70     190    260    -1504.806882            11.674304      -3.5e-05       blockblock4-017595    YES            
72     74     146    -1112.282781            20.80708       -0.004197      blockblock5-000015    YES            
72     76     148    -1139.860652            -7.629972      0.001846       blockblock5-000098    YES            
72     78     150    -1167.295214            -6.998372      0.003081       blockblock5-000173    YES            
72     80     152    -1193.072758            -4.53874       0.00274        blockblock5-000247    YES            
72     82     154    -1219.733447            0.023288       5e-06          blockblock5-000309    YES            
72     84     156    -1238.694416            -3.415826      0.00123        blockblock5-000397    YES            
72     86     158    -1258.553602            7.816498       0.303927       blockblock5-000521    YES            
72     88     160    -1278.049148            9.510848       -0.000748      blockblock5-000552    YES            
72     90     162    -1296.610407            11.167865      0.006621       blockblock5-000657    YES            
72     92     164    -1314.506783            12.719658      -0.000207      blockblock5-000686    YES            
72     94     166    -1332.162839            14.359553      -0.000942      blockblock5-000806    YES            
72     96     168    -1349.561204            16.164423      0.007494       blockblock5-000897    YES            
72     98     170    -1366.657502            18.91246       -0.000993      blockblock5-000972    YES            
72     100    172    -1383.180584            20.15978       0.000874       blockblock5-001032    YES            
72     102    174    -1398.472524            20.19839       0.000757       blockblock5-001062    YES            
72     104    176    -1412.641227            19.006117      0.002002       blockblock5-001167    YES            
72     106    178    -1426.125563            18.243078      0.003038       blockblock5-001242    YES            
72     108    180    -1438.969335            17.882643      -0.001939      blockblock5-001286    YES            
72     110    182    -1451.434207            17.603417      0.001366       blockblock5-001376    YES            
72     112    184    -1463.139957            17.076294      -0.003121      blockblock5-001451    YES            
72     114    186    -1473.412441            15.941659      0.000852       blockblock5-001541    YES            
72     116    188    -1482.849926            14.07379       6e-06          blockblock5-001615    YES            
72     118    190    -1492.938999            -12.273874     -8e-06         blockblock5-001656    YES            
72     120    192    -1502.428352            -10.835899     -0.000612      blockblock5-001791    YES            
72     122    194    -1512.040074            -7.962971      0.000673       blockblock5-001837    YES            
72     124    196    -1521.781105            -4.94658       8.4e-05        blockblock5-001897    YES            
72     126    198    -1531.507718            0.0            -0.0           blockblock5-001958    YES            
72     128    200    -1535.096753            0.0            0.0            blockblock5-002033    YES            
72     130    202    -1538.4521              4.120269       -5.2e-05       blockblock5-002109    YES            
72     132    204    -1542.333703            9.052908       -0.001221      blockblock5-002199    YES            
72     134    206    -1546.178657            11.888555      0.001315       blockblock5-002319    YES            
72     136    208    -1549.806715            14.25838       -0.00014       blockblock5-002334    YES            
72     138    210    -1553.504655            16.692606      -0.000898      blockblock5-002424    YES            
72     140    212    -1557.289636            19.092045      -0.00153       blockblock5-002501    YES            
72     142    214    -1560.987672            21.270151      0.001109       blockblock5-002576    YES            
72     144    216    -1564.527375            23.175921      0.001383       blockblock5-002681    YES            
72     146    218    -1567.702268            24.600648      -0.00133       blockblock5-002711    YES            
72     148    220    -1570.31156             25.452568      0.003242       blockblock5-002831    YES            
72     150    222    -1572.44167             25.920404      0.000333       blockblock5-002891    YES            
72     152    224    -1574.320189            26.206558      0.000166       blockblock5-002951    YES            
72     154    226    -1576.041944            26.384671      0.005921       blockblock5-003026    YES            
72     156    228    -1577.627964            26.409709      -1.1e-05       blockblock5-003101    YES            
72     158    230    -1578.617057            26.188289      -0.000947      blockblock5-003191    YES            
72     160    232    -1578.665196            25.646952      -0.000115      blockblock5-003235    YES            
72     162    234    -1578.285163            24.919588      0.000961       blockblock5-003310    YES            
72     164    236    -1577.822553            24.134329      -8.4e-05       blockblock5-003384    YES            
72     166    238    -1577.227169            25.256438      1.736941       blockblock5-003519    YES            
72     168    240    -1576.339298            24.094996      1.635282       blockblock5-003594    YES            
72     170    242    -1575.029723            20.677206      0.000255       blockblock5-003624    YES            
72     172    244    -1573.200988            18.792231      0.000691       blockblock5-003699    YES            
72     174    246    -1570.995208            17.635403      1.00153        blockblock5-003819    YES            
72     176    248    -1570.114697            -14.398105     0.00098        blockblock5-003892    YES            
72     178    250    -1568.882058            -12.098822     -0.000289      blockblock5-003922    YES            
72     180    252    -1567.790881            -8.818853      -0.000681      blockblock5-004012    YES            
72     182    254    -1567.043249            -0.0           0.0            blockblock5-004058    YES            
72     184    256    -1566.469306            -0.0           0.0            blockblock5-004133    YES            
72     186    258    -1561.801048            4.269053       -0.000978      blockblock5-004215    YES            
72     188    260    -1556.848107            7.868884       -0.000762      blockblock5-004320    YES            
72     190    262    -1551.867631            11.068414      3.5e-05        blockblock5-004425    YES            
74     76     150    -1136.212475            -6.88278       0.000639       blockblock5-004447    YES            
74     78     152    -1164.968575            -6.425282      0.000273       blockblock5-004552    YES            
74     80     154    -1192.175896            -4.345855      0.001267       blockblock5-004597    YES            
74     82     156    -1220.097451            0.000103       1.7e-05        blockblock5-004703    YES            
74     84     158    -1240.108097            -3.092045      -1.5e-05       blockblock5-004732    YES            
74     86     160    -1260.750715            6.995931       8.2e-05        blockblock5-004810    YES            
74     88     162    -1281.261405            8.946037       -0.000679      blockblock5-004915    YES            
74     90     164    -1300.920086            10.360358      -0.000425      blockblock5-005007    YES            
74     92     166    -1319.788687            11.60678       -0.000822      blockblock5-005067    YES            
74     94     168    -1338.177562            12.993443      -0.000427      blockblock5-005157    YES            
74     96     170    -1356.223554            15.180854      -0.001634      blockblock5-005201    YES            
74     98     172    -1374.128165            18.583421      0.00246        blockblock5-005262    YES            
74     100    174    -1391.404369            19.844062      0.002713       blockblock5-005397    YES            
74     102    176    -1407.556012            19.97297       0.003124       blockblock5-005442    YES            
74     104    178    -1422.780179            17.983943      0.000288       blockblock5-005501    YES            
74     106    180    -1437.604493            17.019299      -0.000464      blockblock5-005606    YES            
74     108    182    -1451.717387            16.64752       -8e-06         blockblock5-005666    YES            
74     110    184    -1465.319339            16.335746      -0.001676      blockblock5-005711    YES            
74     112    186    -1478.244216            15.724515      0.005087       blockblock5-005816    YES            
74     114    188    -1490.122241            14.567764      -0.005613      blockblock5-005906    YES            
74     116    190    -1501.341574            12.884906      0.001883       blockblock5-005966    YES            
74     118    192    -1512.085778            10.951917      -1.4e-05       blockblock5-006010    YES            
74     120    194    -1522.823045            -9.818498      -2.8e-05       blockblock5-006081    YES            
74     122    196    -1533.99106             -7.613889      3.9e-05        blockblock5-006157    YES            
74     124    198    -1544.765954            -5.033515      0.000226       blockblock5-006277    YES            
74     126    200    -1555.278159            2e-05          -2.3e-05       blockblock5-006338    YES            
74     128    202    -1559.696501            0.00031        -7.2e-05       blockblock5-006398    YES            
74     130    204    -1563.736581            3.565057       0.000212       blockblock5-006519    YES            
74     132    206    -1568.181527            8.286346       -0.000376      blockblock5-006579    YES            
74     134    208    -1572.711663            11.225816      0.000479       blockblock5-006654    YES            
74     136    210    -1577.069526            13.441699      0.004594       blockblock5-006699    YES            
74     138    212    -1581.36679             15.668249      -0.000307      blockblock5-006774    YES            
74     140    214    -1585.754689            18.329193      0.021403       blockblock5-006849    YES            
74     142    216    -1590.243898            21.473884      0.000625       blockblock5-006926    YES            
74     144    218    -1594.628509            23.598655      0.000735       blockblock5-007001    YES            
74     146    220    -1598.598417            25.005722      -0.000267      blockblock5-007076    YES            
74     148    222    -1601.925489            25.801879      -0.003178      blockblock5-007196    YES            
74     150    224    -1604.657857            26.172308      -0.000388      blockblock5-007226    YES            
74     152    226    -1607.042825            26.27528       0.002608       blockblock5-007316    YES            
74     154    228    -1609.28009             26.181369      0.000761       blockblock5-007391    YES            
74     156    230    -1611.45369             25.889566      -0.003243      blockblock5-007451    YES            
74     158    232    -1613.191976            25.327019      0.00145        blockblock5-007526    YES            
74     160    234    -1614.227758            24.543197      0.000116       blockblock5-007600    YES            
74     162    236    -1614.868741            23.729612      0.002439       blockblock5-007705    YES            
74     164    238    -1615.284486            22.931922      0.001071       blockblock5-007749    YES            
74     166    240    -1615.472376            22.070075      4.4e-05        blockblock5-007809    YES            
74     168    242    -1615.456717            20.963908      0.000591       blockblock5-007899    YES            
74     170    244    -1615.17204             19.601203      -0.000204      blockblock5-007974    YES            
74     172    246    -1614.273689            17.882642      6.2e-05        blockblock5-008034    YES            
74     174    248    -1612.911631            15.510781      -1e-05         blockblock5-008109    YES            
74     176    250    -1612.556435            -13.84087      0.000438       blockblock5-008212    YES            
74     178    252    -1612.094897            -11.846187     0.001806       blockblock5-008287    YES            
74     180    254    -1611.661945            -8.882597      -9e-06         blockblock5-008332    YES            
74     182    256    -1611.339022            -0.0           -0.0           blockblock5-008408    YES            
74     184    258    -1611.331761            -0.0           0.0            blockblock5-008483    YES            
74     186    260    -1606.842431            3.72142        -0.003359      blockblock5-008625    YES            
74     188    262    -1602.209189            7.249012       -0.000645      blockblock5-008700    YES            
74     190    264    -1597.621746            10.312551      0.002803       blockblock5-008775    YES            
76     80     156    -1189.578427            1.148282       4.7e-05        blockblock5-008829    YES            
76     82     158    -1219.159197            0.0            -0.0           blockblock5-008858    YES            
76     84     160    -1240.085825            -2.020239      7e-06          blockblock5-008932    YES            
76     86     162    -1261.18042             6.000343       0.00081        blockblock5-009025    YES            
76     88     164    -1282.356678            7.991392       -6.4e-05       blockblock5-009100    YES            
76     90     166    -1302.873138            9.325698       -0.000566      blockblock5-009162    YES            
76     92     168    -1322.641145            10.390419      0.001499       blockblock5-009282    YES            
76     94     170    -1341.803795            11.493085      0.005534       blockblock5-009372    YES            
76     96     172    -1360.995935            16.905932      -0.004009      blockblock5-009447    YES            
76     98     174    -1379.90624             18.352436      0.00045        blockblock5-009491    YES            
76     100    176    -1397.98579             19.265169      0.000814       blockblock5-009581    YES            
76     102    178    -1415.092975            19.454176      0.000979       blockblock5-009626    YES            
76     104    180    -1431.361113            18.202761      0.001812       blockblock5-009716    YES            
76     106    182    -1447.262219            16.68055       -0.00096       blockblock5-009806    YES            
76     108    184    -1462.544496            15.941071      0.001486       blockblock5-009836    YES            
76     110    186    -1477.298917            15.310583      -0.000168      blockblock5-009911    YES            
76     112    188    -1491.451431            14.467324      -7e-06         blockblock5-009986    YES            
76     114    190    -1504.831529            13.265616      -0.000819      blockblock5-010075    YES            
76     116    192    -1517.667021            11.712847      0.001115       blockblock5-010165    YES            
76     118    194    -1529.926801            10.035594      0.001055       blockblock5-010224    YES            
76     120    196    -1541.822642            -8.918327      7.6e-05        blockblock5-010282    YES            
76     122    198    -1554.298144            -7.228372      0.000105       blockblock5-010373    YES            
76     124    200    -1566.125548            -4.792843      0.000463       blockblock5-010447    YES            
76     126    202    -1577.590436            0.018917       -6e-06         blockblock5-010539    YES            
76     128    204    -1582.850149            -0.000248      3e-05          blockblock5-010643    YES            
76     130    206    -1587.488864            2.017009       -7.8e-05       blockblock5-010689    YES            
76     132    208    -1592.369258            6.2173         0.000151       blockblock5-010749    YES            
76     134    210    -1597.318741            9.871996       0.000191       blockblock5-010809    YES            
76     136    212    -1602.213499            12.130334      -0.001097      blockblock5-010899    YES            
76     138    214    -1606.994277            14.223663      -0.000395      blockblock5-010959    YES            
76     140    216    -1611.91463             18.183041      0.001088       blockblock5-011096    YES            
76     142    218    -1617.514215            22.092801      0.000838       blockblock5-011171    YES            
76     144    220    -1622.732378            23.931659      0.000875       blockblock5-011216    YES            
76     146    222    -1627.424602            25.206312      0.000488       blockblock5-011261    YES            
76     148    224    -1631.424404            26.011177      0.001264       blockblock5-011336    YES            
76     150    226    -1634.794964            26.441779      0.001619       blockblock5-011411    YES            
76     152    228    -1637.767614            26.593151      0.001079       blockblock5-011501    YES            
76     154    230    -1640.584329            26.495032      0.00204        blockblock5-011576    YES            
76     156    232    -1643.372165            26.108976      0.003065       blockblock5-011651    YES            
76     158    234    -1645.813397            25.319036      0.000764       blockblock5-011726    YES            
76     160    236    -1647.695246            24.26446       0.001977       blockblock5-011816    YES            
76     162    238    -1649.218303            23.17059       -1.4e-05       blockblock5-011861    YES            
76     164    240    -1650.441445            22.065857      -0.000902      blockblock5-011949    YES            
76     166    242    -1651.450904            20.903032      -0.000127      blockblock5-012024    YES            
76     168    244    -1652.343719            19.633096      0.000617       blockblock5-012099    YES            
76     170    246    -1653.071556            18.26059       -0.000348      blockblock5-012174    YES            
76     172    248    -1653.222601            16.549668      0.001076       blockblock5-012249    YES            
76     174    250    -1652.952485            14.34383       0.002855       blockblock5-012324    YES            
76     176    252    -1653.414123            -13.284361     0.000581       blockblock5-012412    YES            
76     178    254    -1653.752766            -11.450832     -6.2e-05       blockblock5-012502    YES            
76     180    256    -1654.019755            -8.665184      0.000187       blockblock5-012547    YES            
76     182    258    -1654.277483            7e-06          -6e-05         blockblock5-012623    YES            
76     184    260    -1654.820684            -5.9e-05       3.8e-05        blockblock5-012728    YES            
76     186    262    -1650.698535            0.000117       2.4e-05        blockblock5-012773    YES            
76     188    264    -1646.243245            6.270956       0.000207       blockblock5-012885    YES            
76     190    266    -1642.031975            9.18087        8.3e-05        blockblock5-012915    YES            
78     84     162    -1238.918834            -0.067718      -0.0           blockblock5-012982    YES            
78     86     164    -1260.317062            4.194259       -2.4e-05       blockblock5-013089    YES            
78     88     166    -1281.969673            6.487872       -0.000285      blockblock5-013180    YES            
78     90     168    -1303.197907            7.839821       -0.000949      blockblock5-013270    YES            
78     92     170    -1323.781935            8.806881       -0.000466      blockblock5-013332    YES            
78     94     172    -1343.705577            9.669217       0.004079       blockblock5-013407    YES            
78     96     174    -1363.549909            16.716533      0.029664       blockblock5-013468    YES            
78     98     176    -1383.435922            18.100145      -0.002389      blockblock5-013571    YES            
78     100    178    -1402.527474            19.135977      -0.00068       blockblock5-013601    YES            
78     102    180    -1420.73153             19.489943      0.001986       blockblock5-013706    YES            
78     104    182    -1438.105066            18.952509      0.000578       blockblock5-013736    YES            
78     106    184    -1454.743269            17.799392      -0.001352      blockblock5-013841    YES            
78     108    186    -1470.609646            16.379862      -2e-05         blockblock5-013901    YES            
78     110    188    -1486.129556            -11.745656     0.000625       blockblock5-014001    YES            
78     112    190    -1501.862315            -11.19999      0.000166       blockblock5-014031    YES            
78     114    192    -1517.142003            -10.806791     -0.000745      blockblock5-014136    YES            
78     116    194    -1531.798637            -10.384785     -0.000116      blockblock5-014181    YES            
78     118    196    -1545.740285            -9.646828      0.000684       blockblock5-014286    YES            
78     120    198    -1559.26853             -8.265719      -6e-05         blockblock5-014347    YES            
78     122    200    -1572.956885            -6.743981      -1.6e-05       blockblock5-014422    YES            
78     124    202    -1585.694379            -3.684349      -1.8e-05       blockblock5-014482    YES            
78     126    204    -1598.496967            -5e-05         -1.4e-05       blockblock5-014588    YES            
78     128    206    -1604.591135            0.0            -0.0           blockblock5-014633    YES            
78     130    208    -1609.95423             -0.000317      1.4e-05        blockblock5-014753    YES            
78     132    210    -1615.226601            2.207003       0.000275       blockblock5-014844    YES            
78     134    212    -1620.417039            6.891036       2.3e-05        blockblock5-014859    YES            
78     136    214    -1625.717258            10.00452       0.001064       blockblock5-014949    YES            
78     138    216    -1630.911885            12.097077      -0.000455      blockblock5-015009    YES            
78     140    218    -1636.401292            19.210611      -3.5e-05       blockblock5-015087    YES            
78     142    220    -1642.600424            21.792292      -0.000954      blockblock5-015221    YES            
78     144    222    -1648.414933            23.480723      -0.001891      blockblock5-015281    YES            
78     146    224    -1653.797613            24.845243      0.000259       blockblock5-015311    YES            
78     148    226    -1658.613872            25.812261      0.002183       blockblock5-015401    YES            
78     150    228    -1662.842024            26.40157       0.000465       blockblock5-015461    YES            
78     152    230    -1666.603879            26.719145      -0.001147      blockblock5-015566    YES            
78     154    232    -1670.147638            26.806393      -0.000326      blockblock5-015611    YES            
78     156    234    -1673.611309            26.621634      0.00038        blockblock5-015686    YES            
78     158    236    -1676.696091            25.972479      0.000944       blockblock5-015791    YES            
78     160    238    -1679.172243            24.865251      -0.000771      blockblock5-015836    YES            
78     162    240    -1681.198124            23.505622      0.000597       blockblock5-015911    YES            
78     164    242    -1682.896808            21.846618      0.000414       blockblock5-015999    YES            
78     166    244    -1684.574656            19.855561      -0.001641      blockblock5-016074    YES            
78     168    246    -1686.379205            18.047835      -0.000764      blockblock5-016149    YES            
78     170    248    -1688.053124            16.470485      -0.000892      blockblock5-016224    YES            
78     172    250    -1689.369518            14.666834      0.002214       blockblock5-016299    YES            
78     174    252    -1691.035173            -13.827739     -0.001153      blockblock5-016417    YES            
78     176    254    -1692.692718            -12.679158     0.002512       blockblock5-016462    YES            
78     178    256    -1693.85415             -10.870099     0.000554       blockblock5-016552    YES            
78     180    258    -1694.828571            -7.970386      0.000183       blockblock5-016642    YES            
78     182    260    -1695.88792             6.3e-05        5e-06          blockblock5-016688    YES            
78     184    262    -1696.958976            -3.6e-05       1.1e-05        blockblock5-016763    YES            
78     186    264    -1693.332037            -0.0           0.0            blockblock5-016808    YES            
78     188    266    -1689.068091            -0.0           0.0            blockblock5-016883    YES            
78     190    268    -1685.096613            7.893707       0.095493       blockblock5-017025    YES            
80     86     166    -1258.679501            0.087258       9e-06          blockblock5-017094    YES            
80     88     168    -1280.567203            3.630737       5e-06          blockblock5-017109    YES            
80     90     170    -1302.390298            5.541051       -0.000968      blockblock5-017200    YES            
80     92     172    -1323.739139            6.481228       -0.000375      blockblock5-017274    YES            
80     94     174    -1344.482933            7.182091       0.004549       blockblock5-017352    YES            
80     96     176    -1364.637874            7.754512       -0.0002        blockblock5-017411    YES            
80     98     178    -1384.856517            17.763808      0.007867       blockblock5-017518    YES            
80     100    180    -1405.068751            19.466809      -0.000252      blockblock5-017562    YES            
80     102    182    -1424.384853            20.033922      0.002268       blockblock5-017681    YES            
80     104    184    -1442.96867             -12.492486     9.9e-05        blockblock5-017706    YES            
80     106    186    -1461.084792            -12.526219     2e-06          blockblock5-017781    YES            
80     108    188    -1478.583674            -12.076334     -0.000156      blockblock5-017856    YES            
80     110    190    -1495.730452            -11.485151     0.000967       blockblock5-017961    YES            
80     112    192    -1512.520999            -10.999131     0.000161       blockblock5-018006    YES            
80     114    194    -1528.847232            -10.555777     0.000358       blockblock5-018111    YES            
80     116    196    -1544.598318            -9.914463      0.000259       blockblock5-018216    YES            
80     118    198    -1559.701858            -8.441675      -0.0006        blockblock5-018262    YES            
80     120    200    -1574.541358            -6.844611      1.7e-05        blockblock5-018367    YES            
80     122    202    -1589.483819            -5.24381       3e-06          blockblock5-018382    YES            
80     124    204    -1603.913738            -0.034385      3e-06          blockblock5-018457    YES            
80     126    206    -1617.996879            0.0            -0.0           blockblock5-018533    YES            
80     128    208    -1624.913517            0.0            0.0            blockblock5-018608    YES            
80     130    210    -1631.095506            -0.038668      9e-06          blockblock5-018682    YES            
80     132    212    -1637.106592            0.057055       -9.7e-05       blockblock5-018804    YES            
80     134    214    -1642.873195            -5.9e-05       6.6e-05        blockblock5-018863    YES            
80     136    216    -1648.29201             0.00167        0.000314       blockblock5-018953    YES            
80     138    218    -1653.569554            8.346374       3.2e-05        blockblock5-018984    YES            
80     140    220    -1659.157387            18.310959      -0.001013      blockblock5-019062    YES            
80     142    222    -1665.776739            20.640813      -0.000352      blockblock5-019166    YES            
80     144    224    -1672.103563            22.545367      0.00135        blockblock5-019226    YES            
80     146    226    -1678.163826            24.302901      0.001256       blockblock5-019316    YES            
80     148    228    -1683.816317            25.575783      -0.002664      blockblock5-019406    YES            
80     150    230    -1688.915162            26.346424      -1.6e-05       blockblock5-019436    YES            
80     152    232    -1693.47812             26.794173      0.002929       blockblock5-019526    YES            
80     154    234    -1697.742605            27.010927      -0.001022      blockblock5-019586    YES            
80     156    236    -1701.900197            26.97254       0.001472       blockblock5-019661    YES            
80     158    238    -1705.644228            26.492041      -0.002886      blockblock5-019766    YES            
80     160    240    -1708.751226            25.482683      0.005592       blockblock5-019826    YES            
80     162    242    -1711.326569            24.042102      0.002292       blockblock5-019901    YES            
80     164    244    -1713.6402              -18.195522     0.003084       blockblock5-019971    YES            
80     166    246    -1716.788969            -17.799106     0.003952       blockblock5-020061    YES            
80     168    248    -1719.635584            -17.120614     0.001224       blockblock5-020121    YES            
80     170    250    -1722.243866            -16.079472     -2.8e-05       blockblock5-020181    YES            
80     172    252    -1724.806957            -14.750799     0.01728        blockblock5-020286    YES            
80     174    254    -1727.38767             -13.137223     4e-06          blockblock5-020332    YES            
80     176    256    -1729.864876            -11.319916     -0.000594      blockblock5-020452    YES            
80     178    258    -1731.871915            -8.956093      0.0            blockblock5-020482    YES            
80     180    260    -1733.71493             -4.945642      -1e-06         blockblock5-020557    YES            
80     182    262    -1736.129229            0.011279       -1.2e-05       blockblock5-020694    YES            
80     184    264    -1737.727591            -0.0           0.0            blockblock5-020708    YES            
80     186    266    -1734.607992            -0.029853      5.5e-05        blockblock5-020827    YES            
80     188    268    -1730.863383            -0.0           -0.0           blockblock5-020858    YES            
80     190    270    -1727.095551            0.0            0.0            blockblock5-020933    YES            
82     90     172    -1300.677223            0.063019       1.8e-05        blockblock5-021009    YES            
82     92     174    -1322.705067            0.111102       4e-06          blockblock5-021084    YES            
82     94     176    -1344.380199            0.17434        -2.7e-05       blockblock5-021159    YES            
82     96     178    -1365.682278            0.159898       1.1e-05        blockblock5-021279    YES            
82     98     180    -1386.572926            -0.117875      3.2e-05        blockblock5-021307    YES            
82     100    182    -1406.928618            -0.111046      2.9e-05        blockblock5-021427    YES            
82     102    184    -1426.636855            -0.15189       6.1e-05        blockblock5-021472    YES            
82     104    186    -1446.189796            -13.613119     -0.001069      blockblock5-021545    YES            
82     106    188    -1465.398163            -13.718583     -0.000417      blockblock5-021606    YES            
82     108    190    -1483.725987            -13.498822     0.001323       blockblock5-021726    YES            
82     110    192    -1501.503474            -12.979862     0.000206       blockblock5-021786    YES            
82     112    194    -1518.913973            -12.381172     0.00339        blockblock5-021845    YES            
82     114    196    -1536.307275            5.25884        -0.000103      blockblock5-021924    YES            
82     116    198    -1553.496458            4.414463       -1.7e-05       blockblock5-021999    YES            
82     118    200    -1570.438206            -3.355815      3.7e-05        blockblock5-022103    YES            
82     120    202    -1587.289185            -0.133525      9e-06          blockblock5-022192    YES            
82     122    204    -1603.918586            3.4e-05        1.4e-05        blockblock5-022238    YES            
82     124    206    -1620.281858            2.9e-05        8e-06          blockblock5-022298    YES            
82     126    208    -1635.23968             1e-06          -8e-06         blockblock5-022373    YES            
82     128    210    -1643.007468            0.0            -0.0           blockblock5-022433    YES            
82     130    212    -1650.00479             2.6e-05        -1e-06         blockblock5-022553    YES            
82     132    214    -1656.809414            -6e-05         0.000101       blockblock5-022643    YES            
82     134    216    -1663.354627            9.9e-05        6.8e-05        blockblock5-022673    YES            
82     136    218    -1669.59274             -2.7e-05       0.000214       blockblock5-022778    YES            
82     138    220    -1675.537724            -8.1e-05       -0.001992      blockblock5-022868    YES            
82     140    222    -1681.266115            0.025562       0.358624       blockblock5-022928    YES            
82     142    224    -1687.426201            19.277809      -0.00367       blockblock5-022974    YES            
82     144    226    -1694.223377            21.567225      0.00737        blockblock5-023064    YES            
82     146    228    -1700.926482            23.763148      0.0038         blockblock5-023156    YES            
82     148    230    -1707.312316            25.259926      0.001262       blockblock5-023231    YES            
82     150    232    -1713.149846            26.126387      0.003865       blockblock5-023291    YES            
82     152    234    -1718.388034            26.623168      0.000525       blockblock5-023336    YES            
82     154    236    -1723.299368            26.872079      0.002146       blockblock5-023441    YES            
82     156    238    -1728.085038            26.872678      -0.000176      blockblock5-023486    YES            
82     158    240    -1732.509335            26.385432      0.000969       blockblock5-023591    YES            
82     160    242    -1736.397169            25.344371      0.000967       blockblock5-023636    YES            
82     162    244    -1739.744312            23.86295       -0.000837      blockblock5-023771    YES            
82     164    246    -1743.646392            -19.081997     0.000138       blockblock5-023781    YES            
82     166    248    -1747.453176            -18.771502     -0.00171       blockblock5-023871    YES            
82     168    250    -1750.9193              -18.255463     0.004463       blockblock5-023961    YES            
82     170    252    -1754.012243            -17.244681     4.8e-05        blockblock5-024006    YES            
82     172    254    -1756.852139            -15.005886     0.014197       blockblock5-024096    YES            
82     174    256    -1760.320264            -9.544972      -0.001402      blockblock5-024217    YES            
82     176    258    -1763.951968            -6.750104      -5e-06         blockblock5-024232    YES            
82     178    260    -1767.410637            0.0            -0.0           blockblock5-024308    YES            
82     180    262    -1770.810457            -0.016224      0.00035        blockblock5-024442    YES            
82     182    264    -1774.071977            2e-06          1.1e-05        blockblock5-024488    YES            
82     184    266    -1776.226289            -0.010116      -4.9e-05       blockblock5-024562    YES            
82     186    268    -1773.648572            0.024594       1.6e-05        blockblock5-024609    YES            
82     188    270    -1770.420865            0.046416       -1.3e-05       blockblock5-024684    YES            
82     190    272    -1767.18465             0.076203       -4e-06         blockblock5-024804    YES            
82     192    274    -1763.867146            0.119925       8.8e-05        blockblock5-024879    YES            
84     96     180    -1361.244698            13.156787      0.000307       blockblock5-024971    YES            
84     98     182    -1383.333               17.516775      0.000646       blockblock5-025016    YES            
84     100    184    -1405.488236            20.423336      -0.002456      blockblock5-025106    YES            
84     102    186    -1426.667868            21.01783       0.000182       blockblock5-025151    YES            
84     104    188    -1447.013539            -15.224729     -0.001234      blockblock5-025251    YES            
84     106    190    -1467.283646            -15.415206     -0.000459      blockblock5-025296    YES            
84     108    192    -1486.47236             -15.365551     0.000306       blockblock5-025386    YES            
84     110    194    -1504.848314            -14.871567     -0.000339      blockblock5-025476    YES            
84     112    196    -1522.831551            -13.946243     0.001542       blockblock5-025519    YES            
84     114    198    -1541.088217            -8.104353      -2e-06         blockblock5-025597    YES            
84     116    200    -1559.008106            -7.463505      0.000502       blockblock5-025717    YES            
84     118    202    -1576.534359            -6.478706      5e-05          blockblock5-025792    YES            
84     120    204    -1593.804137            -5.101158      0.000356       blockblock5-025852    YES            
84     122    206    -1610.887342            -3.148358      -0.000358      blockblock5-025912    YES            
84     124    208    -1627.882486            0.0            0.0            blockblock5-025958    YES            
84     126    210    -1643.694547            -3e-05         -4e-06         blockblock5-026048    YES            
84     128    212    -1652.348364            8.3e-05        4.8e-05        blockblock5-026123    YES            
84     130    214    -1660.194968            3.4e-05        -1.6e-05       blockblock5-026228    YES            
84     132    216    -1668.108279            5.584837       0.000103       blockblock5-026304    YES            
84     134    218    -1676.441607            8.808836       0.5237         blockblock5-026394    YES            
84     136    220    -1684.342215            10.71431       0.000268       blockblock5-026409    YES            
84     138    222    -1692.142823            13.399976      -0.00053       blockblock5-026484    YES            
84     140    224    -1699.879004            16.427257      0.00386        blockblock5-026574    YES            
84     142    226    -1707.399601            18.732456      0.004454       blockblock5-026679    YES            
84     144    228    -1714.811437            21.103533      -0.0111        blockblock5-026739    YES            
84     146    230    -1722.159719            23.305605      0.004098       blockblock5-026829    YES            
84     148    232    -1729.198585            24.794102      -0.003831      blockblock5-026876    YES            
84     150    234    -1735.669883            25.581317      -0.002739      blockblock5-026966    YES            
