Z      N      A      E_oct(MeV)          BE_gs(MeV)          BE_control(MeV)     beta3_gs       beta2_gs       beta2_control  Q20_control (b)
116    194    310    0.085451            -2173.56568         -2173.651131        0.234885       0.445632       70.345134      0.0            
116    196    312    2.290053            -2180.672434        -2182.962487        0.172019       0.040546       69.651349      0.0            
116    198    314    2.415678            -2189.407814        -2191.823492        0.180972       0.002157       69.029351      0.0            
116    214    330    0.032775            -2253.993462        -2254.026237        0.028437       0.249178       0.247535       45.41711       
116    236    352    -0.000292           -2310.795494        -2310.795202        0.027412       0.174431       0.170486       34.871792      
116    240    356    -0.00057            -2316.98213         -2316.98156         0.023223       0.149021       0.145042       30.152742      
116    242    358    -0.000872           -2319.999929        -2319.999057        0.021107       0.13413        0.12994        27.20824       
116    264    380    -1.108238           -2341.169207        -2340.060969        0.089979       0.042902       -0.028849      -6.67533       
116    266    382    -1.533395           -2342.026221        -2340.492826        0.113456       0.050094       94.854033      0.0            
116    268    384    -1.532468           -2342.588506        -2341.056038        0.128379       0.051224       92.917719      0.0            
116    270    386    -1.119873           -2342.672822        -2341.552949        0.139723       0.046697       91.033379      0.0            
116    272    388    -0.162341           -2342.346181        -2342.18384         0.154613       0.025406       0.349995       89.264414      
116    280    396    -0.01698            -2342.606931        -2342.589951        0.117536       0.305104       0.282771       73.586023      
116    282    398    -2e-05              -2342.364352        -2342.364332        0.113788       0.298416       0.276369       72.560847      
116    292    408    -0.00141            -2340.452552        -2340.451142        0.023777       0.22747        0.225873       61.844408      
116    298    414    -0.025345           -2337.276525        -2337.25118         0.085761       0.243788       0.226569       63.845243      
116    300    416    -0.024319           -2335.7849          -2335.760581        0.085312       0.24344        0.226475       64.421279      
118    162    280    -0.000364           -1972.157095        -1972.156731        0.059629       0.227843       0.216125       29.509821      
118    164    282    -0.003719           -1989.176282        -1989.172563        0.062172       0.218002       0.203677       28.12644       
118    166    284    0.447851            -2005.022006        -2005.469857        0.062469       0.206252       73.661441      0.0            
118    188    306    -0.336416           -2150.578741        -2150.242325        0.068969       0.038036       -0.000138      -0.021261      
118    190    308    -1.038229           -2161.197726        -2160.159497        0.114714       0.059067       -0.059035      -9.244385      
118    192    310    0.899915            -2171.555587        -2172.455502        0.136663       0.06526        76.234563      0.0            
118    194    312    1.239266            -2181.341614        -2182.58088         0.149477       0.064222       73.977448      0.0            
118    196    314    1.986514            -2190.414961        -2192.401475        0.158919       0.051459       72.915786      0.0            
118    200    318    0.068366            -2210.66362         -2210.731986        0.189271       0.424948       71.33078       0.0            
118    204    322    -0.016053           -2227.781925        -2227.765872        0.118127       0.317319       0.294913       52.157631      
118    210    328    0.035048            -2252.652415        -2252.687463        0.01661        0.259638       0.259555       47.137196      
118    212    330    0.037592            -2260.474498        -2260.51209         0.0238         0.252202       0.251373       46.098935      
118    238    356    -0.00022            -2333.755596        -2333.755376        0.019921       0.163535       0.16118        33.515023      
118    264    382    -1.390931           -2367.80399         -2366.413059        0.087413       0.042936       -0.02779       -6.448142      
118    266    384    -1.789073           -2369.047798        -2367.258725        0.107068       0.05042        -0.047587      -11.22611      
118    268    386    -2.139743           -2369.997403        -2367.85766         0.12041        0.05234        95.756835      0.0            
118    270    388    -1.698512           -2370.410495        -2368.711983        0.133943       0.044651       90.455137      0.0            
118    272    390    -0.781916           -2370.525851        -2369.743935        0.140533       0.03809        0.33682        86.10295       
118    274    392    -0.040252           -2370.578081        -2370.537829        0.156611       0.006882       0.325128       83.663004      
118    280    398    -0.017603           -2371.964465        -2371.946862        0.114486       0.307549       0.288976       75.689816      
118    282    400    -0.017501           -2372.083519        -2372.066018        0.110886       0.30177        0.283625       74.928731      
118    284    402    -0.010339           -2372.04315         -2372.032811        0.106437       0.294703       0.275085       73.267871      
118    288    406    -0.003007           -2371.806055        -2371.803048        0.09523        0.249535       0.227244       61.315389      
118    290    408    -0.000127           -2371.754396        -2371.754269        0.091055       0.245438       0.224886       61.242821      
118    292    410    -0.032288           -2371.57341         -2371.541122        0.08685        0.242743       0.224205       61.63523       
118    296    414    -0.01872            -2370.513432        -2370.494712        0.08611        0.241624       0.223466       62.606851      
118    298    416    -0.015886           -2369.615791        -2369.599905        0.085605       0.241067       0.223144       63.100983      
118    300    418    -0.010559           -2368.507424        -2368.496865        0.084774       0.240255       0.222653       63.544105      
120    166    286    -0.00198            -2003.872887        -2003.870907        0.118599       -0.377432      -59.631392     0.0            
120    188    308    -0.499197           -2156.489244        -2155.990047        0.083016       0.038066       -0.181103      -28.907433     
120    190    310    -0.870213           -2167.71263         -2166.842417        0.117237       0.054688       -0.186089      -30.083405     
120    192    312    -1.411209           -2178.69901         -2177.287801        0.135737       0.061166       -0.189874      -31.075253     
120    194    314    -1.30849            -2189.11032         -2187.80183         0.146407       0.061186       -65.044556     0.0            
120    196    316    -0.184415           -2198.827144        -2198.642729        0.151524       0.053811       -66.704998     0.0            
120    200    320    0.056118            -2219.856132        -2219.91225         0.183519       0.436421       74.998909      0.0            
120    208    328    0.052544            -2255.753332        -2255.805876        0.028558       0.277815       0.276668       50.353197      
120    210    330    0.051064            -2264.317535        -2264.368599        0.036624       0.26592        0.263708       48.379929      
120    262    382    -0.455487           -2391.262576        -2390.807089        0.064386       0.026578       -0.000729      -0.169483      
120    264    384    -1.691161           -2392.961625        -2391.270464        0.091868       0.041974       -0.005271      -1.23632       
120    266    386    -2.185146           -2394.675742        -2392.490596        0.10763        0.049217       -0.048164      -11.457989     
120    268    388    -2.684624           -2396.011944        -2393.32732         0.122771       0.046378       -0.063192      -15.238437     
120    270    390    -2.055904           -2396.937446        -2394.881542        0.129871       0.044655       0.342268       87.236257      
120    272    392    -1.234646           -2397.453866        -2396.21922         0.131201       0.042675       0.327506       84.025244      
120    274    394    -0.232939           -2397.634095        -2397.401156        0.144341       0.015019       0.318148       82.20993       
120    282    402    -0.008487           -2400.515789        -2400.507302        0.10192        0.300363       0.284989       75.787994      
120    284    404    -0.005115           -2400.865543        -2400.860428        0.096057       0.293509       0.279192       74.872927      
120    286    406    -0.000243           -2401.029901        -2401.029658        0.090355       0.284904       0.271425       73.389708      
120    288    408    -0.00206            -2401.035436        -2401.033376        0.094081       0.256767       0.237233       64.373996      
120    290    410    -0.003529           -2401.312309        -2401.30878         0.016385       0.225011       0.224155       61.303898      
120    298    418    -0.00543            -2400.757351        -2400.751921        0.084825       0.237152       0.21862        62.064892      
14     2      16     -0.101439           21.71766            21.819099           1.9e-05        -0.371886      -0.315348      -1.305225      
56     86     142    -0.219272           -1180.151054        -1179.931782        0.087163       0.135836       0.124737       5.372975       
56     88     144    -0.552157           -1189.674428        -1189.122271        0.139712       0.176107       0.166089       7.415349       
58     86     144    -0.49824            -1197.822865        -1197.324625        0.107339       0.133607       0.119996       5.279897       
58     88     146    -0.904392           -1208.574678        -1207.670286        0.160906       0.17812        0.168237       7.695547       
60     86     146    -0.74466            -1213.320354        -1212.575694        0.116257       0.118612       0.100658       4.520626       
64     130    194    -0.382353           -1434.665608        -1434.283255        0.065724       0.048881       0.023737       1.71948        
70     90     160    -0.003211           -1295.393696        -1295.390485        0.069908       0.238281       0.223817       11.928999      
70     92     162    -0.010882           -1313.091734        -1313.080852        0.0835         0.272484       0.257353       14.101143      
72     92     164    -0.009223           -1319.83267         -1319.823447        0.068973       0.250199       0.237663       13.224168      
74     92     166    -0.003104           -1324.610328        -1324.607224        0.067903       0.229731       0.214504       12.113684      
74     94     168    -0.00707            -1343.690179        -1343.683109        0.074176       0.273802       0.262832       15.335689      
78     134    212    -0.814949           -1631.05014         -1630.235191        0.10252        0.030328       0.061645       5.130055       
78     136    214    -0.932563           -1637.472689        -1636.540126        0.123179       0.007771       -0.082684      -7.040413      
80     132    212    -0.253434           -1645.256454        -1645.00302         0.059287       0.023349       0.0            0.0            
82     132    214    -0.196942           -1663.701735        -1663.504793        0.055648       0.015264       -0.0           -0.0           
84     132    216    -0.57646            -1676.051443        -1675.474983        0.070074       0.037281       0.002341       0.195172       
86     132    218    -0.595682           -1687.300499        -1686.704817        0.090138       0.081609       0.073404       6.356737       
86     134    220    -0.200857           -1697.30476         -1697.103903        0.116458       0.117004       0.11015        9.832549       
88     132    220    -1.417197           -1697.537887        -1696.12069         0.127291       0.116552       0.089145       7.912505       
88     134    222    -1.483146           -1709.105097        -1707.621951        0.150751       0.14946        0.134149       12.212041      
90     132    222    -2.298434           -1705.906353        -1703.607919        0.145058       0.128245       0.084032       7.591584       
90     134    224    -2.279755           -1718.668817        -1716.389062        0.166749       0.162277       0.16198        15.029085      
92     134    226    -2.081133           -1726.116201        -1724.035068        0.177776       0.167774       0.191967       18.186193      
94     134    228    -1.426989           -1731.581909        -1730.15492         0.185023       0.165323       0.224677       21.744543      
100    190    290    -3.856564           -2042.160828        -2038.304264        0.154751       0.074921       -0.070209      -10.076098     
100    192    292    -3.881056           -2047.277648        -2043.396592        0.171162       0.086885       0.112749       16.590623      
104    134    238    -2.513644           -1736.103523        -1733.589879        -1.3e-05       0.372937       -0.297964      -31.77283      
106    194    300    -1.839205           -2106.576697        -2104.737492        0.000294       0.362787       0.216712       33.666718      
106    238    344    -0.289947           -2187.611739        -2187.321792        0.000113       0.369913       0.157736       31.333843      
106    240    346    -0.43062            -2188.711144        -2188.280524        6.8e-05        0.371569       -0.157504      -31.645776     
106    242    348    -0.272342           -2189.687935        -2189.415593        -6.4e-05       0.374097       -0.147496      -29.946935     
108    188    296    -2.124503           -2100.40052         -2098.276017        -0.000377      0.399384       -0.126456      -18.873528     
108    190    298    -2.861511           -2108.351298        -2105.489787        0.000353       0.391795       -0.12726       -19.22191      
108    192    300    -3.400095           -2116.049305        -2112.64921         -1.4e-05       0.383434       0.138661       21.197718      
108    194    302    -4.728031           -2123.496601        -2118.76857         -4.2e-05       0.375119       -0.202321      -31.638438     
108    196    304    -5.268399           -2130.475352        -2125.206953        1.2e-05        0.366828       -0.298261      -48.641916     
108    198    306    -5.266609           -2137.026466        -2131.759857        5e-05          0.354683       -0.295359      -48.710084     
110    188    298    -2.295387           -2113.698604        -2111.403217        0.000318       0.404851       -0.0           -0.0           
110    190    300    -3.189045           -2122.251912        -2119.062867        0.000199       0.397861       -0.123683      -18.852842     
110    192    302    -4.04071            -2130.540193        -2126.499483        2.3e-05        0.390485       0.114532       17.6079        
110    194    304    -3.947407           -2138.551826        -2134.604419        -3.1e-05       0.382114       0.148832       23.266946      
110    196    306    -5.534289           -2146.150327        -2140.616038        5.7e-05        0.374744       -0.339431      -56.762502     
112    188    300    -1.553316           -2125.083802        -2123.530486        0.001422       0.411954       0.0            3e-06          
112    190    302    -2.826782           -2134.271754        -2131.444972        -4.2e-05       0.403658       -0.065134      -9.995711      
112    192    304    -3.811259           -2143.202065        -2139.390806        2.6e-05        0.396381       -0.121875      -18.963844     
112    196    308    -4.092431           -2160.016768        -2155.924337        4.5e-05        0.381162       0.138061       22.029869      
112    198    310    -5.959295           -2167.794328        -2161.835033        -6e-06         0.374023       -0.23374       -38.459343     
114    190    304    -2.047296           -2144.675194        -2142.627898        3.4e-05        0.414843       -0.058479      -9.060745      
114    192    306    -3.138695           -2154.182243        -2151.043548        -0.000483      0.405923       -0.113711      -17.851114     
114    194    308    -3.888724           -2163.382802        -2159.494078        -0.0           0.39858        0.098311       15.566774      
114    196    310    -3.942331           -2172.146306        -2168.203975        -3.6e-05       0.391644       0.114195       18.333648      
114    198    312    -3.850902           -2180.488102        -2176.6372          4.6e-05        0.383914       0.127098       20.690916      
114    272    386    -1.745326           -2313.237506        -2311.49218         -8e-06         0.350293       0.097366       23.619394      
116    192    308    -2.477674           -2163.847669        -2161.369995        -0.000355      0.420139       -0.104604      -16.557142     
118    198    316    -1.664595           -2199.755531        -2198.090936        4.6e-05        -0.370947      0.093904       15.465522      
120    198    318    -2.408039           -2209.088913        -2206.680874        -5.5e-05       -0.377274      -0.199823      -33.917528     
