Z      N      A         Binding_Energy_(MeV)    Quad_Def_Beta2_P     Quad_Def_Beta2_N       Quad_Def_Beta2_total Quad_Moment_Q2_P_(fm^2)    Quad_Moment_Q2_N_(fm^2)        Quad_Moment_Q2_total_(fm^2) Octupole_Moment_Q3_P_(fm^3)     Octupole_Moment_Q3_N_(fm^3)        Octupole_Moment_Q3_total_(fm^3)    Pairing_gap_P_(MeV)     Pairing_gap_N_(MeV)   RMS_radius_P_(fm)    RMS_radius_N_(fm)      RMS_radius_total_(fm)  Charge_Radius_(fm) File_ID              Converged 
2      2      4            -30.820949             0.000592             0.000643               0.000617                5.8e-05                    6.3e-05                       0.000121                         0.0                             0.0                                0.0                         4.151692                4.189172              1.973989             1.967094               1.970545               2.140685    block1a-000047          YES
2      4      6            -36.273566            -0.000412            -0.007391              -0.005642                 -4e-05                  -0.002157                      -0.002197                         0.0                             0.0                                0.0                          3.29039                2.952494              1.966832             2.404616               2.268096                2.10671    block1a-000122          YES
2      6      8             -36.64459             0.000685             0.005621               0.004869                  7e-05                    0.00317                        0.00324                        -0.0                            -0.0                               -0.0                         2.857674                2.442412              2.005168             2.729534               2.567673               2.115278    block1a-000161          YES
4      2      6            -33.531605            -0.008355            -0.000966              -0.006548              -0.002519                   -9.4e-05                      -0.002613                         0.0                             0.0                                0.0                         2.826325                3.330151              2.444263             1.966684               2.296134               2.591982    block1a-000259          YES
4      4      8            -55.773115            -0.000622            -0.000397               -0.00051              -0.000167                  -0.000105                      -0.000273                         0.0                             0.0                                0.0                         2.615286                2.665979              2.308503             2.293124               2.300826               2.452567    block1a-000302          YES
4      6      10           -70.095284             0.000407              0.00061               0.000536               0.000109                    0.00029                       0.000399                         0.0                             0.0                                0.0                         2.373072                2.320893              2.306149              2.50546                 2.4277               2.438478    block1a-000387          YES
4      8      12           -76.236224             0.001418             0.002115               0.001926               0.000392                   0.001579                       0.001971                        -0.0                            -0.0                               -0.0                        -2.206734               -1.949478              2.341396             2.719906               2.599866               2.460068    block1a-000461          YES
4      10     14             -74.5412                  0.0                 -0.0                   -0.0                    0.0                       -0.0                           -0.0                        -0.0                            -0.0                               -0.0                         2.103098                1.747372              2.382516             3.012102               2.846465               2.487596    block1a-000548          YES
4      12     16            -71.73906             0.007219             0.008657               0.008436               0.002129                   0.014036                       0.016165                         0.0                           1e-06                              1e-06                         2.029097                1.754622              2.417359             3.272637               3.081155               2.509447    block1a-000609          YES
4      14     18           -68.922731                6e-06                3e-06                  3e-06                  2e-06                      6e-06                          8e-06                         0.0                             0.0                                0.0                         1.913861                1.645584              2.449076             3.449229               3.253651               2.528562    block1a-000713          YES
4      16     20           -64.669488             0.000259            -0.004034              -0.003583                  8e-05                  -0.010666                      -0.010586                         0.0                             0.0                                0.0                         1.823484                1.466358              2.480455              3.61924               3.421937               2.547598    block1a-000817          YES
4      18     22           -58.197137               -1e-06                 -0.0                   -0.0                   -0.0                     -1e-06                         -2e-06                        -0.0                            -0.0                               -0.0                         1.781808                1.125505              2.509096             3.845184               3.638932               2.564199    block1a-000848          YES
4      20     24           -50.900442                1e-06                  0.0                    0.0                    0.0                      1e-06                          1e-06                         0.0                             0.0                                0.0                         1.754903                1.047292              2.537157             4.120785               3.901741               2.580439    block1a-000923          YES
6      2      8            -29.825055             0.007265              0.00063               0.006304               0.004376                    6.4e-05                        0.00444                         0.0                             0.0                                0.0                        -2.296101                 -2.8984              2.820705             2.011345               2.641716                2.95291    block1a-001045          YES
