Z      N      A         Binding_Energy_(MeV)    Quad_Def_Beta2_P     Quad_Def_Beta2_N       Quad_Def_Beta2_total Quad_Moment_Q2_P_(fm^2)    Quad_Moment_Q2_N_(fm^2)        Quad_Moment_Q2_total_(fm^2) Octupole_Moment_Q3_P_(fm^3)     Octupole_Moment_Q3_N_(fm^3)        Octupole_Moment_Q3_total_(fm^3)    Pairing_gap_P_(MeV)     Pairing_gap_N_(MeV)   RMS_radius_P_(fm)    RMS_radius_N_(fm)      RMS_radius_total_(fm)  Charge_Radius_(fm) File_ID              Converged 
2      2      4            -18.906339             0.001803             0.001724               0.001764               0.000192                   0.000184                       0.000376                        -0.0                            -0.0                               -0.0                         2.487574                2.051851              2.053395             2.058271               2.055835               2.214121    block1-000012           YES
2      4      6            -23.390371            -0.000506            -0.003548              -0.002871                 -5e-05                  -0.001229                      -0.001279                        -0.0                            -0.0                               -0.0                         2.529636                1.561363              1.982802             2.619927               2.426214               2.121627    block1-000097           YES
2      6      8            -24.622946            -0.000539            -0.010421              -0.009125               -5.5e-05                  -0.007038                      -0.007093                        -0.0                            -0.0                               -0.0                         2.326331                 1.25738              2.010266             2.986992               2.775227               2.120111    block1-000216           YES
4      2      6            -21.183752             0.013485             0.001334                0.01081                0.00479                   0.000134                       0.004924                         0.0                             0.0                                0.0                         1.813376                2.034011               2.65319             1.993425               2.453064               2.789868    block1-000235           YES
4      4      8            -43.535566            -0.000146            -0.000129              -0.000137               -3.9e-05                   -3.5e-05                       -7.4e-05                         0.0                             0.0                                0.0                        -2.194876               -1.844669              2.319216             2.313772               2.316496               2.462654    block1-000352           YES
4      6      10           -58.888186            -0.000601            -0.001921              -0.001463              -0.000157                  -0.000945                      -0.001102                        -0.0                            -0.0                               -0.0                        -2.157066                 1.48864              2.276466             2.549237               2.443785               2.410425    block1-000425           YES
4      8      12           -64.864685            -0.000376            -0.001104              -0.000924              -0.000101                  -0.000908                       -0.00101                        -0.0                            -0.0                               -0.0                         2.080478                1.154441              2.311671             2.854617               2.685858               2.431794    block1-000487           YES
4      10     14           -63.205375               -3e-06               -3e-06                 -3e-06                 -1e-06                     -4e-06                         -4e-06                        -0.0                             0.0                                0.0                         1.974936                1.012798              2.345818             3.319604                3.07303                2.45247    block1-000548           YES
4      12     16           -61.054839             0.015675              0.01683                0.01668               0.004469                   0.032181                        0.03665                        -0.0                          -1e-06                             -1e-06                         1.946843                1.111884              2.376799             3.554004               3.299318                 2.4704    block1-000654           YES
4      14     18           -59.116256                3e-06                1e-06                  1e-06                  1e-06                      3e-06                          4e-06                        -0.0                            -0.0                               -0.0                         1.886412                1.074642              2.408737             3.689314               3.446114               2.489511    block1-000728           YES
4      16     20           -55.888276                1e-06                  0.0                    0.0                    0.0                      1e-06                          1e-06                        -0.0                             0.0                                0.0                         1.803677                 0.92091              2.438044             3.847272               3.609711               2.506324    block1-000788           YES
4      18     22           -50.692318            -0.002274            -0.012134              -0.011403              -0.000695                  -0.046298                      -0.046992                         0.0                             0.0                                0.0                          1.74259                0.672191              2.460224             4.099059               3.853286               2.516396    block1-000832           YES
