 Nrows 
   44 
    Z     N           Q20               Q30               beta2                 beta3
    56    52          4.690427          0.004812             0.176             0.001 
    56    54          5.966156          0.004992             0.217             0.001 
    56    56          6.869969          0.005175             0.242             0.001 
    56    58          8.486884          0.005361             0.291             0.001 
    56    60          10.69828          0.005551             0.356             0.001 
    56    62          12.06054          0.005744              0.39             0.001 
    56    64         12.117726           0.00594             0.381             0.001 
    56    66         10.975557           0.00614             0.336             0.001 
    56    68          10.30817          0.006343             0.307             0.001 
    56    70          9.675202          0.006549              0.28             0.001 
    56    72          8.885065          0.006759             0.251             0.001 
    56    74          7.768074          0.006972             0.214             0.001 
    56    76          6.411523          0.007188             0.172             0.001 
    56    78          5.110791          0.007407             0.134             0.001 
    56    80          2.978132           0.00763             0.076             0.001 
    56    82         -0.004924          0.007856              -0.0             0.001 
    56    84          3.155045          0.008086             0.077             0.001 
    56    86          5.372975          0.008318             0.128             0.001 
    56    88          7.415349          0.008554             0.172             0.001 
    56    90          9.417603          0.008793             0.213             0.001 
    56    92         11.649853          0.009036             0.258             0.001 
    56    94         13.028453          0.009282             0.282             0.001 
    56    96         13.847811          0.009531             0.293             0.001 
    56    98         14.424377          0.009784             0.299             0.001 
    56   100         14.939537          0.010039             0.303             0.001 
    56   102         15.290468          0.010298             0.304             0.001 
    56   104         15.214298          0.010561             0.296             0.001 
    56   106         14.640303          0.010826             0.279             0.001 
    56   108         13.879911          0.011095             0.259             0.001 
    56   110          13.28423          0.011368             0.243             0.001 
    56   112         12.682492          0.011643             0.227             0.001 
    56   114          11.84459          0.011922             0.208             0.001 
    56   116         10.671798          0.012204             0.184             0.001 
    56   118          9.180655           0.01249             0.155             0.001 
    56   120          7.301247          0.012779             0.121             0.001 
    56   122          4.095852          0.013071             0.067             0.001 
    56   124          0.004062          0.013366               0.0             0.001 
    56   126         -0.036455          0.013665            -0.001             0.001 
    56   128          0.475397          0.013967             0.007             0.001 
    56   130          4.425066          0.014272             0.067             0.001 
    56   132          6.339398           0.01458             0.094             0.001 
    56   134          7.176457          0.014892             0.105             0.001 
    56   136          7.061846          0.015207             0.101             0.001 
    56   138         -5.746655          0.015526            -0.081             0.001 
