Z      N      A      Binding_Energy_(MeV)    beta2_total    Q20_total      beta3_total    fileID    Convergence    
92     224    316    -1963.402374            -0.003851      -0.666311      0.0            8493      YES            
92     226    318    -1962.847687            -0.003698      -0.648793      0.0            8514      YES            
92     228    320    -1961.720105            -0.004459      -0.793448      0.0            8535      YES            
92     230    322    -1960.10595             0.0            0.0            0.0            8558      YES            
92     232    324    -1958.709569            0.081277       14.875103      0.0            8581      YES            
92     234    326    -1957.864451            -0.112268      -20.882147     0.0            8597      YES            
92     236    328    -1956.967848            -0.110952      -20.899365     0.0            8618      YES            
92     238    330    -1955.952633            -0.107356      -20.473827     0.0            8639      YES            
94     116    210    -1570.819922            0.16458        13.76263       0.0            8666      YES            
94     118    212    -1592.459419            -0.140323      -11.897604     0.0            8682      YES            
94     120    214    -1613.644359            -0.102998      -8.838962      0.0            8703      YES            
94     122    216    -1634.24644             -0.044723      -3.885703      0.0            8725      YES            
94     124    218    -1654.692944            0.0            1e-06          0.0            8747      YES            
94     126    220    -1673.489813            0.0            0.0            0.0            8768      YES            
94     128    222    -1687.572897            0.0            0.0            0.0            8789      YES            
94     138    232    -1760.501898            0.246023       24.645893      0.0            8813      YES            
94     140    234    -1774.520429            0.253879       25.841079      0.0            8834      YES            
94     142    236    -1787.770597            0.260654       26.949061      0.0            8855      YES            
94     144    238    -1800.418735            0.26671        28.00538       0.0            8876      YES            
94     146    240    -1812.447545            0.271105       28.900264      0.0            8897      YES            
94     148    242    -1823.783448            0.272385       29.460899      0.0            8918      YES            
94     150    244    -1834.442339            0.270721       29.69423       0.0            8939      YES            
94     152    246    -1844.39941             0.266301       29.606514      0.0            8960      YES            
94     154    248    -1853.788042            0.259923       29.28069       0.0            8981      YES            
94     156    250    -1862.82961             0.252381       28.80475       0.0            9002      YES            
94     158    252    -1871.644201            0.243168       28.112155      0.0            9023      YES            
94     160    254    -1880.114802            0.228704       26.75907       0.0            9044      YES            
94     162    256    -1888.329824            0.207805       24.585975      0.0            9065      YES            
94     164    258    -1896.401119            0.189079       22.630999      0.0            9086      YES            
94     166    260    -1904.113929            0.173259       20.99151       0.0            9106      YES            
94     168    262    -1911.918802            -0.139792      -17.128947     0.0            9123      YES            
94     170    264    -1920.03843             -0.125589      -15.585046     0.0            9144      YES            
94     172    266    -1927.77068             -0.110074      -13.832572     0.0            9165      YES            
94     174    268    -1935.120969            -0.093555      -11.905679     0.0            9186      YES            
94     176    270    -1942.148511            -0.074293      -9.57422       0.0            9207      YES            
94     178    272    -1948.963314            -0.044217      -5.76925       0.0            9229      YES            
94     180    274    -1955.70282             -0.001178      -0.155764      0.0            9250      YES            
94     182    276    -1962.453534            -0.00035       -0.046881      0.0            9271      YES            
94     184    278    -1968.087609            0.0            0.0            0.0            9293      YES            
94     186    280    -1970.666492            -0.000289      -0.039739      0.0            9313      YES            
94     200    294    -1985.792884            0.193178       29.538471      0.0            9338      YES            
94     202    296    -1988.507956            0.209038       32.451815      0.0            9359      YES            
94     204    298    -1990.878454            0.219122       34.499304      0.0            9380      YES            
94     206    300    -1992.729593            0.225365       35.957672      0.0            9401      YES            
94     208    302    -1994.135948            0.229596       37.111754      0.0            9422      YES            
94     210    304    -1995.271387            0.233118       38.174217      0.0            9443      YES            
94     212    306    -1996.199467            0.235868       39.127802      0.0            9464      YES            
94     214    308    -1996.881896            0.237269       39.861811      0.0            9485      YES            
94     216    310    -1997.255955            0.236634       40.244267      0.0            9506      YES            
94     218    312    -1997.312659            0.23276        40.047408      0.0            9527      YES            
94     220    314    -1997.136971            0.223826       38.925396      0.0            9548      YES            
94     222    316    -1996.906241            0.212252       37.299519      0.0            9569      YES            
94     224    318    -1996.616564            0.203192       36.105921      0.0            9590      YES            
94     226    320    -1996.209939            0.19549        35.135643      0.0            9611      YES            
94     228    322    -1995.655418            0.187268       34.037327      0.0            9632      YES            
94     230    324    -1995.169689            -0.134385      -24.555246     0.0            9646      YES            
94     232    326    -1994.909456            -0.134156      -24.821346     0.0            9667      YES            
94     234    328    -1994.492144            -0.131718      -24.667204     0.0            9689      YES            
94     236    330    -1993.903909            -0.128262      -24.312272     0.0            9710      YES            
94     238    332    -1993.173363            -0.123306      -23.653297     0.0            9731      YES            
94     240    334    -1992.337334            -0.116933      -22.697241     0.0            9752      YES            
94     242    336    -1991.405612            -0.109106      -21.426661     0.0            9773      YES            
94     244    338    -1990.378272            -0.099807      -19.828199     0.0            9794      YES            
94     246    340    -1989.285619            -0.088839      -17.852355     0.0            9815      YES            
94     248    342    -1988.16962             -0.07564       -15.373275     0.0            9836      YES            
94     250    344    -1987.065418            -0.057289      -11.774332     0.0            9858      YES            
94     252    346    -1985.996233            -0.031172      -6.479368      0.0            9878      YES            
94     254    348    -1985.58812             -0.001027      -0.216072      0.0            9900      YES            
94     256    350    -1985.166853            -0.000788      -0.167562      0.0            9921      YES            
94     258    352    -1983.66053             -0.001079      -0.232211      0.0            9942      YES            
94     260    354    -1980.154748            -0.003646      -0.794457      0.0            9963      YES            
94     262    356    -1975.94322             0.028695       6.355835       0.0            9990      YES            
96     122    218    -1632.537982            -0.083254      -7.355132      0.0            10005     YES            
96     124    220    -1653.121834            0.001869       0.16712        0.0            10029     YES            
96     126    222    -1672.804148            0.0            0.0            0.0            10049     YES            
96     136    232    -1750.891846            0.255221       25.579793      0.0            10074     YES            
96     138    234    -1766.601971            0.258186       26.268795      0.0            10094     YES            
96     140    236    -1781.625411            0.26292        27.160727      0.0            10115     YES            
96     142    238    -1795.936192            0.26824        28.136663      0.0            10136     YES            
96     144    240    -1809.62518             0.273942       29.177241      0.0            10157     YES            
96     146    242    -1822.636563            0.278226       30.078342      0.0            10178     YES            
96     148    244    -1834.910306            0.279593       30.661538      0.0            10199     YES            
96     150    246    -1846.44744             0.278332       30.950315      0.0            10220     YES            
96     152    248    -1857.182838            0.274681       30.959176      0.0            10241     YES            
96     154    250    -1867.274607            0.269167       30.740211      0.0            10262     YES            
96     156    252    -1876.985823            0.262179       30.332539      0.0            10283     YES            
96     158    254    -1886.46531             0.253565       29.711706      0.0            10304     YES            
96     160    256    -1895.55301             0.240193       28.483438      0.0            10325     YES            
96     162    258    -1904.247952            0.220719       26.465472      0.0            10346     YES            
96     164    260    -1912.712005            0.202468       24.552947      0.0            10367     YES            
96     166    262    -1920.841117            0.186205       22.847117      0.0            10387     YES            
96     168    264    -1929.811797            -0.15243       -18.905406     0.0            10404     YES            
96     170    266    -1938.489291            -0.142556      -17.907789     0.0            10425     YES            
96     172    268    -1946.629123            -0.130287      -16.571311     0.0            10446     YES            
96     174    270    -1954.223005            -0.115203      -14.832625     0.0            10467     YES            
96     176    272    -1961.484918            -0.097792      -12.744826     0.0            10488     YES            
96     178    274    -1968.449715            -0.073193      -9.652023      0.0            10510     YES            
96     180    276    -1975.225145            -0.035986      -4.801683      0.0            10531     YES            
96     182    278    -1982.315753            -0.0           -2e-06         0.0            10553     YES            
96     184    280    -1988.465195            0.0            0.0            0.0            10574     YES            
96     200    296    -2013.063058            0.196021       30.248021      0.0            10596     YES            
96     202    298    -2016.339112            0.212108       33.220688      0.0            10617     YES            
96     204    300    -2019.30762             0.222537       35.343345      0.0            10638     YES            
96     206    302    -2021.79247             0.229302       36.904215      0.0            10659     YES            
96     208    304    -2023.825511            0.234025       38.154388      0.0            10680     YES            
96     210    306    -2025.510935            0.238084       39.306678      0.0            10703     YES            
96     212    308    -2026.991071            0.240623       40.233295      0.0            10724     YES            
96     214    310    -2028.198549            0.241945       40.961913      0.0            10745     YES            
96     216    312    -2029.099419            0.241572       41.397854      0.0            10766     YES            
96     218    314    -2029.668832            0.238511       41.351107      0.0            10787     YES            
96     220    316    -2029.987573            0.231964       40.660954      0.0            10808     YES            
96     222    318    -2030.176892            0.223673       39.633071      0.0            10829     YES            
96     224    320    -2030.236865            0.216186       38.734858      0.0            10850     YES            
96     226    322    -2030.133628            0.209225       37.914905      0.0            10871     YES            
96     228    324    -2029.846648            0.201589       36.940677      0.0            10892     YES            
96     230    326    -2029.79228             -0.152303      -28.04724      0.0            10906     YES            
96     232    328    -2029.897327            -0.150811      -28.107873     0.0            10928     YES            
96     234    330    -2029.826941            -0.148482      -28.010384     0.0            10948     YES            
96     236    332    -2029.58752             -0.144977      -27.674889     0.0            10969     YES            
96     238    334    -2029.176681            -0.140169      -27.071284     0.0            10990     YES            
96     240    336    -2028.612281            -0.133291      -26.039289     0.0            11012     YES            
96     242    338    -2027.899717            -0.125105      -24.720286     0.0            11033     YES            
96     244    340    -2027.060829            -0.115355      -23.051539     0.0            11054     YES            
96     246    342    -2026.13588             -0.10396       -21.007085     0.0            11075     YES            
96     248    344    -2025.165402            -0.090374      -18.463713     0.0            11096     YES            
96     250    346    -2024.176123            -0.074023      -15.288807     0.0            11117     YES            
96     252    348    -2023.238093            -0.050776      -10.60067      0.0            11139     YES            
96     254    350    -2022.687716            -0.00014       -0.029465      0.0            11160     YES            
96     256    352    -2022.618369            -0.000256      -0.054722      0.0            11181     YES            
96     258    354    -2021.44196             -0.000465      -0.100434      0.0            11202     YES            
96     260    356    -2018.173382            -0.002375      -0.519029      0.0            11223     YES            
96     262    358    -2014.077033            0.02673        5.932648       0.0            11250     YES            
98     124    222    -1650.31691             -0.033912      -3.077985      0.0            11265     YES            
98     136    234    -1754.322342            0.267836       27.267413      0.0            11291     YES            
98     138    236    -1770.847573            0.268172       27.697753      0.0            11313     YES            
98     140    238    -1786.756397            0.270392       28.337138      0.0            11334     YES            
98     142    240    -1802.039765            0.273843       29.124615      0.0            11354     YES            
98     144    242    -1816.721768            0.278912       30.111801      0.0            11375     YES            
98     146    244    -1830.71244             0.282877       30.991132      0.0            11396     YES            
98     148    246    -1843.970996            0.284625       31.630134      0.0            11418     YES            
98     150    248    -1856.482106            0.283132       31.899584      0.0            11438     YES            
98     152    250    -1868.120974            0.279685       31.93849       0.0            11459     YES            
98     154    252    -1879.037575            0.274463       31.757188      0.0            11480     YES            
98     156    254    -1889.526246            0.267693       31.374315      0.0            11501     YES            
98     158    256    -1899.783575            0.259581       30.810482      0.0            11522     YES            
98     160    258    -1909.606766            0.248058       29.800722      0.0            11543     YES            
98     162    260    -1918.896972            0.231679       28.150273      0.0            11564     YES            
98     164    262    -1927.785495            0.214741       26.386821      0.0            11585     YES            
98     166    264    -1936.324612            0.198279       24.642166      0.0            11605     YES            
98     168    266    -1945.720876            -0.161664      -20.290797     0.0            11622     YES            
98     170    268    -1955.056142            -0.153261      -19.480662     0.0            11643     YES            
98     172    270    -1963.740978            -0.142537      -18.341167     0.0            11664     YES            
98     174    272    -1971.721753            -0.127784      -16.639236     0.0            11685     YES            
98     176    274    -1979.389662            -0.110523      -14.562293     0.0            11706     YES            
98     178    276    -1986.695952            -0.089412      -11.918096     0.0            11727     YES            
98     180    278    -1993.713469            -0.056814      -7.658242      0.0            11749     YES            
98     182    280    -2000.915927            0.0            2e-06          0.0            11771     YES            
98     184    282    -2007.562061            -0.0           -1e-06         0.0            11792     YES            
98     200    298    -2038.687087            0.193078       30.030496      0.0            11814     YES            
98     202    300    -2042.479382            0.210963       33.300771      0.0            11835     YES            
98     204    302    -2046.043985            0.222596       35.628105      0.0            11856     YES            
98     206    304    -2049.175495            0.229858       37.278638      0.0            11877     YES            
98     208    306    -2051.873804            0.234747       38.561722      0.0            11898     YES            
98     210    308    -2054.171354            0.238542       39.670496      0.0            11921     YES            
98     212    310    -2056.23275             0.240857       40.55803       0.0            11942     YES            
98     214    312    -2058.03073             0.242211       41.292735      0.0            11963     YES            
98     216    314    -2059.522678            0.242218       41.797123      0.0            11984     YES            
98     218    316    -2060.670323            0.240174       41.932662      0.0            12005     YES            
98     220    318    -2061.543178            0.235917       41.657286      0.0            12026     YES            
98     222    320    -2062.204742            0.230639       41.182976      0.0            12047     YES            
98     224    322    -2062.668478            0.225415       40.70891       0.0            12068     YES            
98     226    324    -2062.905154            0.219971       40.182472      0.0            12089     YES            
98     228    326    -2062.934611            0.213575       39.455113      0.0            12110     YES            
98     230    328    -2062.788792            0.205466       38.369086      0.0            12131     YES            
98     240    338    -2063.450838            -0.143619      -28.235535     0.0            12146     YES            
98     242    340    -2063.025158            -0.135493      -26.937496     0.0            12167     YES            
98     244    342    -2062.452185            -0.125557      -25.238598     0.0            12188     YES            
98     246    344    -2061.784463            -0.113836      -23.132678     0.0            12209     YES            
98     248    346    -2061.027948            -0.100134      -20.568392     0.0            12230     YES            
98     250    348    -2060.218824            -0.083802      -17.397571     0.0            12251     YES            
98     252    350    -2059.424858            -0.063725      -13.369701     0.0            12272     YES            
98     254    352    -2058.739076            0.001739       0.368547       0.0            12294     YES            
98     256    354    -2058.999742            0.000237       0.050726       0.0            12315     YES            
98     258    356    -2058.157102            5.1e-05        0.011087       0.0            12336     YES            
98     260    358    -2055.159519            -0.001141      -0.250262      0.0            12357     YES            
100    136    236    -1755.94906             0.277261       28.662457      0.0            12383     YES            
100    138    238    -1773.263894            0.273642       28.672387      0.0            12404     YES            
100    140    240    -1790.025771            0.274187       29.138172      0.0            12425     YES            
100    142    242    -1806.235456            0.277587       29.934074      0.0            12447     YES            
100    144    244    -1821.854531            0.281487       30.801305      0.0            12468     YES            
100    146    246    -1836.794083            0.284292       31.555212      0.0            12488     YES            
100    148    248    -1851.054582            0.285641       32.152732      0.0            12509     YES            
100    150    250    -1864.599974            0.28457        32.475657      0.0            12530     YES            
100    152    252    -1877.248307            0.281201       32.524315      0.0            12551     YES            
100    154    254    -1889.081799            0.276139       32.359225      0.0            12572     YES            
100    156    256    -1900.439407            0.269666       32.005641      0.0            12593     YES            
100    158    258    -1911.5501              0.262448       31.543839      0.0            12614     YES            
100    160    260    -1922.181708            0.253109       30.796427      0.0            12635     YES            
100    162    262    -1932.139738            0.240071       29.553037      0.0            12656     YES            
100    164    264    -1941.528163            0.225092       28.024555      0.0            12677     YES            
100    166    266    -1950.508319            0.209513       26.377876      0.0            12698     YES            
100    168    268    -1959.836775            -0.168771      -21.429928     0.0            12714     YES            
100    170    270    -1969.841512            -0.160839      -20.678078     0.0            12735     YES            
100    172    272    -1979.1139              -0.150943      -19.64203      0.0            12756     YES            
100    174    274    -1987.572174            -0.135763      -17.872068     0.0            12777     YES            
100    176    276    -1995.752864            -0.118003      -15.713446     0.0            12798     YES            
100    178    278    -2003.558358            -0.097611      -13.146605     0.0            12819     YES            
100    180    280    -2010.923015            -0.06692       -9.111881      0.0            12841     YES            
100    182    282    -2018.286904            -0.0           -9e-06         0.0            12863     YES            
100    200    300    -2062.866563            0.191887       30.089815      0.0            12885     YES            
100    202    302    -2067.180319            0.206989       32.922512      0.0            12906     YES            
100    204    304    -2071.260606            0.219388       35.376265      0.0            12927     YES            
100    206    306    -2074.986538            0.22828        37.29779       0.0            12948     YES            
100    208    308    -2078.328901            0.234375       38.785773      0.0            12969     YES            
100    210    310    -2081.320679            0.238322       39.93527       0.0            12990     YES            
100    212    312    -2083.956696            0.241286       40.923542      0.0            13013     YES            
100    214    314    -2086.376469            0.243077       41.739654      0.0            13034     YES            
100    216    316    -2088.490203            0.243794       42.376587      0.0            13055     YES            
100    218    318    -2090.261395            0.242685       42.68525       0.0            13076     YES            
100    220    320    -2091.694922            0.239616       42.628815      0.0            13097     YES            
100    222    322    -2092.864237            0.235061       42.298066      0.0            13116     YES            
100    224    324    -2093.750398            0.230931       42.029365      0.0            13137     YES            
100    226    326    -2094.37831             0.227316       41.845936      0.0            13160     YES            
100    228    328    -2094.790065            0.222287       41.388392      0.0            13181     YES            
100    230    330    -2095.004288            0.215738       40.611792      0.0            13202     YES            
100    232    332    -2095.028774            0.206758       39.327384      0.0            13223     YES            
100    244    344    -2096.458617            -0.131965      -26.679302     0.0            13238     YES            
100    246    346    -2096.103027            -0.119864      -24.492709     0.0            13259     YES            
100    248    348    -2095.642788            -0.105841      -21.856882     0.0            13280     YES            
100    252    352    -2094.517412            -0.070041      -14.768165     0.0            13301     YES            
100    254    354    -2094.026582            -0.038212      -8.139439      0.0            13323     YES            
100    256    356    -2094.3382              0.00067        0.144332       0.0            13344     YES            
100    258    358    -2093.817477            0.000464       0.101063       0.0            13365     YES            
