Z      N      A      Binding_Energy_(MeV)    beta2_total    Q20_total      beta3_total    fileID    Convergence    
94     170    264    -1900.997124            0.147694       18.296187      0.0            8412      YES            
94     172    266    -1907.92709             0.13042        16.349824      0.0            8433      YES            
94     174    268    -1914.334114            -0.112575      -14.281638     0.0            8449      YES            
94     176    270    -1921.192742            -0.091967      -11.804337     0.0            8470      YES            
94     178    272    -1927.636381            -0.068336      -8.8755        0.0            8491      YES            
94     180    274    -1933.626787            -0.029021      -3.814325      0.0            8512      YES            
94     182    276    -1939.608001            -0.0           -1e-06         0.0            8537      YES            
94     184    278    -1944.776018            7e-05          0.009456       0.0            8556      YES            
94     186    280    -1945.74138             -0.0           -0.0           0.0            8579      YES            
94     188    282    -1945.90313             -0.0           -0.0           0.0            8600      YES            
94     200    294    -1956.407862            0.213271       32.536008      0.0            8622      YES            
94     202    296    -1958.349921            0.223406       34.557385      0.0            8643      YES            
94     204    298    -1959.802132            0.230584       36.14094       0.0            8664      YES            
94     206    300    -1960.682658            0.235499       37.382139      0.0            8685      YES            
94     208    302    -1960.988366            0.238745       38.372771      0.0            8706      YES            
94     210    304    -1960.844835            0.241073       39.234902      0.0            8727      YES            
94     212    306    -1960.489641            0.242975       40.042598      0.0            8748      YES            
94     214    308    -1960.060343            0.244166       40.737022      0.0            8769      YES            
94     216    310    -1959.330513            0.243636       41.13374       0.0            8790      YES            
94     218    312    -1958.072421            0.240662       41.095109      0.0            8811      YES            
94     220    314    -1956.422277            0.235833       40.722235      0.0            8832      YES            
94     222    316    -1954.57073             0.230239       40.208601      0.0            8853      YES            
94     224    318    -1952.610554            0.223976       39.563229      0.0            8874      YES            
94     226    320    -1950.58464             0.216722       38.716442      0.0            8895      YES            
94     228    322    -1948.485099            0.207352       37.446169      0.0            8916      YES            
94     230    324    -1946.405986            0.196141       35.794997      0.0            8941      YES            
94     232    326    -1944.27283             0.185315       34.184086      0.0            8962      YES            
94     234    328    -1941.766479            0.174982       32.633752      0.0            8983      YES            
94     236    330    -1938.952133            0.163761       30.874507      0.0            9003      YES            
94     238    332    -1936.128373            0.152259       29.016899      0.0            9023      YES            
94     240    334    -1933.350898            0.140877       27.137639      0.0            9045      YES            
94     242    336    -1930.967085            -0.112811      -21.92144      0.0            9058      YES            
94     244    338    -1929.029371            -0.103879      -20.41007      0.0            9079      YES            
94     246    340    -1926.862696            -0.093569      -18.590433     0.0            9100      YES            
94     248    342    -1924.534848            -0.081222      -16.319335     0.0            9121      YES            
94     250    344    -1922.156029            -0.066865      -13.586026     0.0            9142      YES            
94     252    346    -1919.717604            -0.046549      -9.564968      0.0            9164      YES            
94     254    348    -1917.302516            -0.001544      -0.320851      0.0            9186      YES            
94     256    350    -1915.339336            -0.000483      -0.101555      0.0            9207      YES            
94     258    352    -1912.37699             -0.000987      -0.210049      0.0            9228      YES            
94     260    354    -1907.135388            0.025203       5.470301       0.0            9255      YES            
94     262    356    -1901.196818            0.039304       8.679834       0.0            9276      YES            
96     122    218    -1622.583892            -0.103124      -9.132217      0.0            9291      YES            
96     124    220    -1643.568617            -0.041058      -3.675882      0.0            9313      YES            
96     126    222    -1664.302067            0.0            0.0            0.0            9335      YES            
96     138    234    -1757.468899            0.249333       25.333657      0.0            9364      YES            
96     140    236    -1772.385411            0.259859       26.829846      0.0            9385      YES            
96     142    238    -1786.720067            0.2694         28.259056      0.0            9406      YES            
96     144    240    -1800.221842            0.276986       29.504557      0.0            9427      YES            
96     146    242    -1812.895816            0.281107       30.384803      0.0            9448      YES            
96     148    244    -1824.871568            0.280956       30.790831      0.0            9462      YES            
96     150    246    -1836.072934            0.278767       30.964808      0.0            9483      YES            
96     152    248    -1846.302399            0.276066       31.083273      0.0            9504      YES            
96     154    250    -1855.841899            0.272264       31.06561       0.0            9525      YES            
96     156    252    -1865.114257            0.266463       30.797046      0.0            9546      YES            
96     158    254    -1874.131433            0.258048       30.196856      0.0            9567      YES            
96     160    256    -1882.831936            0.246898       29.24313       0.0            9588      YES            
96     166    262    -1905.048713            0.195978       24.024558      0.0            9609      YES            
96     168    264    -1912.16767             0.176933       21.934863      0.0            9630      YES            
96     170    266    -1919.421838            0.157281       19.716535      0.0            9651      YES            
96     172    268    -1927.146016            -0.14104       -17.89683      0.0            9666      YES            
96     176    272    -1941.522088            -0.103226      -13.396705     0.0            9688      YES            
96     178    274    -1948.303434            -0.081996      -10.763155     0.0            9709      YES            
96     180    276    -1954.525125            -0.05111       -6.785415      0.0            9730      YES            
96     182    278    -1960.720346            0.000574       0.077083       0.0            9753      YES            
96     184    280    -1966.506058            0.00015        0.020478       0.0            9774      YES            
96     200    296    -1984.305807            0.219685       33.823944      0.0            9798      YES            
96     202    298    -1986.982095            0.228734       35.700364      0.0            9819      YES            
96     204    300    -1989.235075            0.235278       37.203562      0.0            9840      YES            
96     206    302    -1990.95613             0.240089       38.445678      0.0            9861      YES            
96     208    304    -1992.058184            0.243527       39.481601      0.0            9882      YES            
96     210    306    -1992.625279            0.246233       40.4191        0.0            9903      YES            
96     212    308    -1992.939632            0.248544       41.308753      0.0            9924      YES            
96     214    310    -1993.15684             0.250015       42.063619      0.0            9945      YES            
96     216    312    -1993.042934            0.249642       42.497099      0.0            9966      YES            
96     218    314    -1992.367673            0.246752       42.477827      0.0            9987      YES            
96     220    316    -1991.247043            0.241948       42.111812      0.0            10008     YES            
96     222    318    -1989.853937            0.236106       41.555483      0.0            10029     YES            
96     224    320    -1988.29018             0.229283       40.807771      0.0            10050     YES            
96     226    322    -1986.66831             0.221375       39.836869      0.0            10071     YES            
96     228    324    -1985.015157            0.211728       38.508497      0.0            10092     YES            
96     230    326    -1983.388601            0.201155       36.967152      0.0            10113     YES            
96     232    328    -1981.621846            0.191625       35.592988      0.0            10138     YES            
96     234    330    -1979.369169            0.181694       34.114544      0.0            10159     YES            
96     236    332    -1976.762278            0.170485       32.351074      0.0            10180     YES            
96     238    334    -1974.170701            0.158599       30.410802      0.0            10201     YES            
96     240    336    -1971.794402            -0.131468      -25.422372     0.0            10213     YES            
96     242    338    -1970.205463            -0.122942      -24.030893     0.0            10234     YES            
96     244    340    -1968.519639            -0.114679      -22.66034      0.0            10255     YES            
96     246    342    -1966.52943             -0.104785      -20.931683     0.0            10276     YES            
96     248    344    -1964.289187            -0.092134      -18.606576     0.0            10297     YES            
96     250    346    -1962.036761            -0.076451      -15.608144     0.0            10319     YES            
96     252    348    -1959.724793            -0.058211      -12.015092     0.0            10340     YES            
96     254    350    -1957.364814            -0.029548      -6.166476      0.0            10361     YES            
96     256    352    -1955.562055            0.00011        0.023175       0.0            10383     YES            
96     258    354    -1952.955101            -0.000385      -0.082338      0.0            10404     YES            
96     260    356    -1947.844978            0.023337       5.081086       0.0            10431     YES            
96     262    358    -1942.001844            0.036856       8.154666       0.0            10452     YES            
98     124    222    -1641.400363            -0.050732      -4.612455      0.0            10468     YES            
98     134    232    -1728.013604            0.226737       22.610036      0.0            10491     YES            
98     136    234    -1745.134897            0.244542       24.812456      0.0            10519     YES            
98     138    236    -1761.663744            0.254657       26.24997       0.0            10540     YES            
98     140    238    -1777.667906            0.264405       27.684653      0.0            10561     YES            
98     142    240    -1793.061608            0.273425       29.076404      0.0            10582     YES            
98     144    242    -1807.599117            0.280705       30.304856      0.0            10596     YES            
98     146    244    -1821.308297            0.285024       31.221227      0.0            10617     YES            
98     148    246    -1834.303014            0.28542        31.698456      0.0            10638     YES            
98     150    248    -1846.53254             0.283779       31.943483      0.0            10659     YES            
98     152    250    -1857.762577            0.281895       32.167205      0.0            10680     YES            
98     154    252    -1868.196447            0.279068       32.273987      0.0            10701     YES            
98     156    254    -1878.251275            0.273947       32.091533      0.0            10722     YES            
98     158    256    -1887.956336            0.265669       31.506592      0.0            10743     YES            
98     160    258    -1897.321222            0.254066       30.490382      0.0            10764     YES            
98     164    262    -1913.833717            0.223176       27.404862      0.0            10785     YES            
98     166    264    -1921.215943            0.204391       25.375113      0.0            10806     YES            
98     168    266    -1928.750255            0.18595        23.340144      0.0            10827     YES            
98     170    268    -1936.598907            -0.159782      -20.276088     0.0            10842     YES            
98     172    270    -1945.094814            -0.14853       -19.066207     0.0            10863     YES            
98     174    272    -1952.709581            -0.130957      -16.995134     0.0            10885     YES            
98     176    274    -1960.319961            -0.112328      -14.739045     0.0            10906     YES            
98     178    276    -1967.516182            -0.091871      -12.188599     0.0            10927     YES            
98     180    278    -1974.007103            -0.061719      -8.277552      0.0            10948     YES            
98     182    280    -1980.478776            0.00097        0.131559       0.0            10971     YES            
98     200    298    -2010.565264            0.225667       35.060191      0.0            10995     YES            
98     202    300    -2013.87376             0.231994       36.51876       0.0            11016     YES            
98     204    302    -2016.809105            0.237099       37.799652      0.0            11037     YES            
98     206    304    -2019.272566            0.241271       38.944273      0.0            11058     YES            
98     208    306    -2021.137812            0.24456        39.96079       0.0            11079     YES            
98     210    308    -2022.437256            0.247535       40.948349      0.0            11100     YES            
98     212    310    -2023.448934            0.25036        41.932295      0.0            11121     YES            
98     214    312    -2024.365449            0.252293       42.774886      0.0            11142     YES            
98     216    314    -2024.955347            0.252097       43.245417      0.0            11163     YES            
98     218    316    -2025.000831            0.249355       43.254904      0.0            11184     YES            
98     220    318    -2024.557863            0.244899       42.952136      0.0            11205     YES            
98     222    320    -2023.705088            0.239342       42.446202      0.0            11226     YES            
98     224    322    -2022.605698            0.232627       41.714132      0.0            11247     YES            
98     226    324    -2021.438467            0.225021       40.793056      0.0            11268     YES            
98     228    326    -2020.242878            0.216306       39.633113      0.0            11289     YES            
98     230    328    -2019.047606            0.207073       38.339508      0.0            11310     YES            
98     232    330    -2017.603744            0.19831        37.105922      0.0            11335     YES            
98     234    332    -2015.597699            0.188387       35.625102      0.0            11356     YES            
98     236    334    -2013.217934            0.176652       33.752526      0.0            11377     YES            
98     238    336    -2010.871005            0.163969       31.647091      0.0            11398     YES            
98     240    338    -2009.169078            -0.138904      -27.027928     0.0            11410     YES            
98     242    340    -2007.890984            -0.130452      -25.653477     0.0            11431     YES            
98     244    342    -2006.541163            -0.122338      -24.316208     0.0            11452     YES            
98     246    344    -2004.814074            -0.112465      -22.593409     0.0            11473     YES            
98     248    346    -2002.729204            -0.099434      -20.18984      0.0            11494     YES            
98     250    348    -2000.654197            -0.083768      -17.190714     0.0            11515     YES            
98     252    350    -1998.521447            -0.065195      -13.522368     0.0            11537     YES            
98     254    352    -1996.334358            -0.040004      -8.387191      0.0            11558     YES            
98     256    354    -1994.607185            0.000507       0.107475       0.0            11580     YES            
98     258    356    -1992.33921             6.8e-05        0.014672       0.0            11601     YES            
98     260    358    -1987.369431            0.02012        4.393231       0.0            11628     YES            
100    134    234    -1728.57629             0.233008       23.591681      0.0            11646     YES            
100    136    236    -1746.406768            0.24799        25.528587      0.0            11667     YES            
100    138    238    -1763.783184            0.257529       26.92493       0.0            11695     YES            
100    140    240    -1780.714915            0.266758       28.322464      0.0            11716     YES            
100    142    242    -1797.051145            0.275238       29.671351      0.0            11737     YES            
100    144    244    -1812.585597            0.282542       30.917173      0.0            11758     YES            
100    146    246    -1827.35582             0.287137       31.87749       0.0            11772     YES            
100    148    248    -1841.442069            0.287885       32.402583      0.0            11793     YES            
100    150    250    -1854.801007            0.286639       32.699067      0.0            11814     YES            
100    152    252    -1867.117182            0.285343       32.998449      0.0            11835     YES            
100    154    254    -1878.525342            0.28324        33.196463      0.0            11856     YES            
100    156    256    -1889.448606            0.278436       33.051524      0.0            11877     YES            
100    158    258    -1899.961431            0.26976        32.409579      0.0            11898     YES            
100    160    260    -1910.186607            0.257596       31.310406      0.0            11919     YES            
100    164    264    -1928.167149            0.230307       28.646932      0.0            11940     YES            
100    166    266    -1936.007515            0.212877       26.767943      0.0            11961     YES            
100    170    270    -1952.25651             -0.165425      -21.233898     0.0            11976     YES            
100    172    272    -1961.377945            -0.155422      -20.178858     0.0            11997     YES            
100    174    274    -1969.480321            -0.137752      -18.076015     0.0            12019     YES            
100    176    276    -1977.590976            -0.118757      -15.752013     0.0            12040     YES            
100    178    278    -1985.294773            -0.098665      -13.229298     0.0            12061     YES            
100    180    280    -1992.132761            -0.068342      -9.259707      0.0            12082     YES            
100    200    300    -2035.300174            0.229826       36.023073      0.0            12108     YES            
100    202    302    -2039.154098            0.233245       37.021692      0.0            12129     YES            
100    204    304    -2042.700502            0.237154       38.112493      0.0            12150     YES            
100    206    306    -2045.858955            0.240554       39.133417      0.0            12171     YES            
100    208    308    -2048.478012            0.243366       40.072379      0.0            12192     YES            
100    210    310    -2050.512983            0.246185       41.034236      0.0            12213     YES            
100    212    312    -2052.213538            0.249232       42.057408      0.0            12234     YES            
100    214    314    -2053.805188            0.251576       42.973861      0.0            12255     YES            
100    216    316    -2055.128861            0.251744       43.509636      0.0            12276     YES            
100    218    318    -2056.003801            0.24944        43.59639       0.0            12297     YES            
100    220    320    -2056.335176            0.245652       43.411326      0.0            12318     YES            
100    222    322    -2056.08683             0.240746       43.019083      0.0            12339     YES            
100    224    324    -2055.501933            0.234759       42.414215      0.0            12360     YES            
100    226    326    -2054.837321            0.228234       41.688398      0.0            12381     YES            
100    228    328    -2054.129426            0.220981       40.799513      0.0            12402     YES            
100    230    330    -2053.363513            0.212991       39.739147      0.0            12423     YES            
100    232    332    -2052.27386             0.204648       38.584093      0.0            12444     YES            
100    234    334    -2050.523113            0.194895       37.128418      0.0            12469     YES            
100    236    336    -2048.37761             0.182447       35.106484      0.0            12490     YES            
100    238    338    -2046.309622            0.168778       32.794796      0.0            12511     YES            
100    240    340    -2044.913691            -0.143991      -28.191898     0.0            12523     YES            
100    242    342    -2044.006172            -0.135259      -26.759275     0.0            12544     YES            
100    244    344    -2043.047594            -0.127132      -25.41794      0.0            12565     YES            
100    246    346    -2041.656974            -0.117266      -23.69258      0.0            12586     YES            
100    248    348    -2039.809844            -0.103912      -21.215364     0.0            12607     YES            
100    250    350    -2037.996789            -0.08788       -18.130711     0.0            12628     YES            
100    252    352    -2036.094812            -0.069562      -14.501882     0.0            12650     YES            
100    254    354    -2034.096933            -0.045289      -9.541502      0.0            12671     YES            
100    256    356    -2032.476244            0.000767       0.163259       0.0            12693     YES            
