Z      N      A      Binding_Energy_(MeV)    Q20_total (b)  beta3_total    fileID    Convergence    
102    132    234    -1709.172731            16.189751      0.0            3580      YES            
102    182    284    -2016.089355            0.263104       0.0            3594      YES            
102    184    286    -2023.569524            0.036675       0.0            3611      YES            
102    186    288    -2027.082761            0.054314       0.0            3628      YES            
102    188    290    -2029.763062            0.195741       0.0            3645      YES            
102    190    292    -2034.121437            49.188358      0.0            3672      YES            
102    192    294    -2039.740232            49.182695      0.0            3689      YES            
102    194    296    -2044.959845            49.821754      0.0            3706      YES            
102    256    358    -2069.19402             0.17493        0.0            3713      YES            
102    258    360    -2067.586284            0.100229       0.0            3730      YES            
102    260    362    -2062.93878             2.224258       0.0            3753      YES            
102    262    364    -2057.678132            5.201799       0.0            3770      YES            
102    264    366    -2052.651074            11.590872      0.0            3787      YES            
104    166    270    -1961.363091            29.067072      0.0            3801      YES            
104    170    274    -1979.433173            24.836987      0.0            3818      YES            
104    182    286    -2032.032334            -3.145993      0.0            3828      YES            
104    184    288    -2040.009053            0.037999       0.0            3849      YES            
104    186    290    -2044.157673            0.054535       0.0            3866      YES            
104    188    292    -2047.4721              0.241856       0.0            3883      YES            
104    190    294    -2052.449622            13.733084      0.0            3905      YES            
104    258    362    -2103.470742            0.122072       0.0            3917      YES            
104    260    364    -2099.137565            0.117936       0.0            3934      YES            
104    262    366    -2094.082731            3.572562       0.0            3957      YES            
104    264    368    -2089.542708            12.058845      0.0            3974      YES            
106    184    290    -2055.192447            0.038836       0.0            3985      YES            
106    186    292    -2059.981474            0.05203        0.0            4002      YES            
106    188    294    -2064.039594            -28.715051     0.0            4015      YES            
106    190    296    -2069.816738            -30.427965     0.0            4032      YES            
106    192    298    -2075.392354            -32.26587      0.0            4049      YES            
106    194    300    -2080.72658             -34.369214     0.0            4066      YES            
106    258    364    -2138.211579            0.123242       0.0            4087      YES            
106    260    366    -2134.287831            0.344994       0.0            4103      YES            
106    262    368    -2129.548475            0.935404       0.0            4120      YES            
106    264    370    -2125.299528            11.821078      0.0            4144      YES            
108    186    294    -2074.580228            0.045552       0.0            4155      YES            
108    188    296    -2079.398395            -28.937256     0.0            4169      YES            
108    190    298    -2085.832491            -30.629845     0.0            4186      YES            
108    192    300    -2092.047718            -32.393208     0.0            4203      YES            
108    194    302    -2098.010844            -34.248569     0.0            4219      YES            
108    196    304    -2103.643887            -36.196831     0.0            4236      YES            
108    260    368    -2168.30865             0.356466       0.0            4256      YES            
108    262    370    -2163.986312            1.02242        0.0            4273      YES            
108    264    372    -2159.929231            10.556728      0.0            4297      YES            
108    266    374    -2156.568823            18.27683       0.0            4314      YES            
108    268    376    -2153.595163            23.782983      0.0            4331      YES            
108    270    378    -2151.010345            -73.031425     0.0            4337      YES            
108    272    380    -2148.662952            34.494628      0.0            4365      YES            
110    188    298    -2093.177647            -0.098005      0.0            4382      YES            
110    190    300    -2100.113166            -30.551169     0.0            4390      YES            
110    194    304    -2113.489661            -34.309476     0.0            4407      YES            
110    196    306    -2119.743936            -36.289909     0.0            4423      YES            
110    198    308    -2125.676817            -38.314608     0.0            4440      YES            
110    262    372    -2197.287674            0.926458       0.0            4460      YES            
110    264    374    -2193.417521            -2.712889      0.0            4483      YES            
110    266    376    -2190.422903            17.052773      0.0            4501      YES            
110    268    378    -2187.743242            22.522227      0.0            4517      YES            
110    270    380    -2185.655445            -74.079592     0.0            4524      YES            
110    272    382    -2183.457329            -75.167095     0.0            4541      YES            
112    162    274    -1964.516265            30.0776        0.0            4573      YES            
112    190    302    -2112.838366            -30.150627     0.0            4577      YES            
112    196    308    -2134.733494            23.265104      0.0            4602      YES            
112    198    310    -2140.87085             -38.774149     0.0            4610      YES            
112    200    312    -2147.280595            -40.843738     0.0            4627      YES            
112    202    314    -2153.555135            -42.928003     0.0            4644      YES            
112    264    376    -2225.984259            -1.959716      0.0            4670      YES            
112    266    378    -2223.116835            15.166669      0.0            4687      YES            
112    268    380    -2221.018098            -58.698374     0.0            4695      YES            
112    270    382    -2219.105562            -61.25023      0.0            4712      YES            
112    272    384    -2217.071624            -63.679686     0.0            4729      YES            
112    284    396    -2206.545141            55.518694      0.0            4753      YES            
112    286    398    -2204.185927            56.964458      0.0            4770      YES            
114    160    274    -1949.029928            29.064973      0.0            4794      YES            
114    162    276    -1965.523929            28.902914      0.0            4810      YES            
114    190    304    -2124.284243            8.997856       0.0            4823      YES            
114    194    308    -2139.946396            -34.570297     0.0            4831      YES            
114    196    310    -2147.577147            20.73785       0.0            4857      YES            
114    264    378    -2257.35653             -1.313666      0.0            4874      YES            
114    266    380    -2254.660739            12.514291      0.0            4891      YES            
114    268    382    -2252.935825            -58.388997     0.0            4899      YES            
114    270    384    -2251.342556            -61.037913     0.0            4916      YES            
114    284    398    -2240.848063            57.863494      0.0            4940      YES            
114    286    400    -2238.91724             58.560575      0.0            4957      YES            
114    288    402    -2236.881334            59.468728      0.0            4974      YES            
114    290    404    -2234.685146            60.171579      0.0            4991      YES            
114    292    406    -2232.249336            60.638793      0.0            5008      YES            
114    296    410    -2226.338259            61.217184      0.0            5025      YES            
116    160    276    -1947.712619            28.180613      0.0            5049      YES            
116    190    306    -2134.76194             6.834032       0.0            5061      YES            
116    192    308    -2142.918568            -20.217036     0.0            5072      YES            
116    194    310    -2151.255155            -34.396117     0.0            5086      YES            
116    196    312    -2159.36377             -36.561792     0.0            5103      YES            
116    198    314    -2167.218798            21.853645      0.0            5129      YES            
116    264    380    -2287.432461            -0.902346      0.0            5146      YES            
116    266    382    -2285.026421            7.556058       0.0            5158      YES            
116    268    384    -2283.373242            -57.902063     0.0            5171      YES            
116    270    386    -2282.133729            -61.211398     0.0            5188      YES            
116    272    388    -2280.877743            -64.008066     0.0            5205      YES            
116    284    400    -2274.341246            89.756179      0.0            5236      YES            
116    286    402    -2272.29358             65.141847      0.0            5249      YES            
116    288    404    -2270.549558            61.01682       0.0            5266      YES            
116    290    406    -2268.747289            60.669203      0.0            5280      YES            
116    292    408    -2266.739204            60.841436      0.0            5297      YES            
116    294    410    -2264.396745            60.98321       0.0            5314      YES            
116    296    412    -2261.677328            61.157039      0.0            5331      YES            
116    298    414    -2258.698316            61.337731      0.0            5348      YES            
116    300    416    -2255.628223            61.519156      0.0            5368      YES            
118    190    308    -2143.770929            -6.458108      0.0            5380      YES            
118    192    310    -2152.581855            -19.534038     0.0            5395      YES            
118    194    312    -2161.269862            -21.446411     0.0            5412      YES            
118    196    314    -2169.895574            -35.729605     0.0            5427      YES            
118    198    316    -2178.166401            -37.532211     0.0            5443      YES            
118    208    326    -2220.713041            43.078409      0.0            5473      YES            
118    210    328    -2228.196397            41.735622      0.0            5484      YES            
118    264    382    -2316.097223            0.600885       0.0            5498      YES            
118    266    384    -2314.081645            -2.721574      0.0            5520      YES            
118    268    386    -2312.724949            -40.560895     0.0            5531      YES            
118    270    388    -2311.656023            -42.294549     0.0            5548      YES            
118    272    390    -2310.749102            -64.918469     0.0            5562      YES            
118    286    404    -2304.818667            71.748636      0.0            5590      YES            
118    288    406    -2303.100102            66.982959      0.0            5606      YES            
118    290    408    -2301.478711            61.77808       0.0            5623      YES            
118    292    410    -2299.867172            60.638296      0.0            5640      YES            
118    294    412    -2297.946604            60.515702      0.0            5657      YES            
118    296    414    -2295.671562            60.608731      0.0            5674      YES            
118    298    416    -2293.159327            60.813572      0.0            5691      YES            
118    300    418    -2290.569195            61.049208      0.0            5708      YES            
120    190    310    -2151.107946            -3.181704      0.0            5718      YES            
120    192    312    -2160.439773            -31.6499       0.0            5733      YES            
120    198    318    -2187.826185            -36.378957     0.0            5749      YES            
120    200    320    -2196.234527            -38.273632     0.0            5766      YES            
120    208    328    -2232.346073            41.09621       0.0            5796      YES            
120    210    330    -2240.445616            40.56061       0.0            5813      YES            
120    212    332    -2248.099689            40.652891      0.0            5831      YES            
120    264    384    -2343.157933            0.430876       0.0            5838      YES            
120    266    386    -2341.69829             -39.224007     0.0            5852      YES            
120    268    388    -2341.291856            -40.504467     0.0            5868      YES            
120    270    390    -2340.655226            -41.543745     0.0            5888      YES            
120    272    392    -2339.837018            -42.877132     0.0            5907      YES            
120    288    408    -2334.67691             69.982605      0.0            5929      YES            
120    290    410    -2333.160845            65.49311       0.0            5946      YES            
120    292    412    -2331.769443            60.554913      0.0            5963      YES            
120    294    414    -2330.273462            59.857699      0.0            5980      YES            
120    296    416    -2328.440001            59.850692      0.0            5997      YES            
120    298    418    -2326.393465            60.113839      0.0            6014      YES            
