Z      N      A      Binding_Energy_(MeV)    beta2          beta3          fileID    Convergence    
62     134    196    -1406.676763            0.182          0.0            675       YES            
64     90     154    -1265.926199            0.298          0.0            693       YES            
64     92     156    -1280.684594            0.332          0.0            710       YES            
64     94     158    -1294.626343            0.347          0.0            727       YES            
64     98     162    -1315.087094            -0.254         0.0            738       YES            
66     86     152    -1244.25004             0.178          0.0            761       YES            
66     90     156    -1277.317718            0.281          0.0            778       YES            
66     92     158    -1293.092634            0.316          0.0            795       YES            
66     94     160    -1308.172918            0.334          0.0            812       YES            
68     86     154    -1251.638977            0.169          0.0            829       YES            
68     90     158    -1286.756392            0.261          0.0            846       YES            
68     96     164    -1335.166822            0.331          0.0            863       YES            
70     86     156    -1257.277807            0.156          0.0            879       YES            
70     94     164    -1329.071309            0.295          0.0            897       YES            
72     86     158    -1261.192589            0.14           0.0            913       YES            
72     88     160    -1280.94949             0.187          0.0            931       YES            
72     132    204    -1556.55952             0.117          0.0            947       YES            
74     86     160    -1263.39664             0.118          0.0            964       YES            
74     88     162    -1283.989595            0.164          0.0            981       YES            
74     94     168    -1342.001795            0.234          0.0            999       YES            
76     88     164    -1285.306199            0.137          0.0            1015      YES            
76     92     168    -1326.250072            0.183          0.0            1032      YES            
76     94     170    -1345.828757            0.201          0.0            1049      YES            
76     134    210    -1611.427977            0.117          0.0            1066      YES            
78     90     168    -1306.643456            0.129          0.0            1083      YES            
78     92     170    -1327.608737            0.148          0.0            1100      YES            
78     94     172    -1347.981254            0.163          0.0            1117      YES            
78     96     174    -1367.818047            0.178          0.0            1134      YES            
84     136    220    -1694.882731            0.094          0.0            1150      YES            
84     138    222    -1703.49412             0.117          0.0            1166      YES            
86     132    218    -1687.125699            0.099          0.0            1184      YES            
86     134    220    -1697.580765            0.126          0.0            1200      YES            
86     136    222    -1707.709723            0.148          0.0            1217      YES            
86     138    224    -1717.608333            0.169          0.0            1235      YES            
86     140    226    -1727.283481            0.187          0.0            1253      YES            
86     192    278    -1870.398394            0.096          0.0            1269      YES            
86     194    280    -1870.656898            0.118          0.0            1286      YES            
86     196    282    -1870.781426            0.134          0.0            1303      YES            
86     198    284    -1870.781465            0.149          0.0            1320      YES            
86     200    286    -1870.693562            0.165          0.0            1338      YES            
86     202    288    -1870.514268            0.178          0.0            1355      YES            
88     130    218    -1683.89905             0.087          0.0            1371      YES            
88     132    220    -1696.009168            0.128          0.0            1387      YES            
88     134    222    -1707.759838            0.155          0.0            1404      YES            
88     136    224    -1719.237607            0.18           0.0            1423      YES            
88     138    226    -1730.470881            0.201          0.0            1440      YES            
88     140    228    -1741.340155            0.218          0.0            1457      YES            
88     190    278    -1898.633919            0.085          0.0            1473      YES            
88     192    280    -1899.766595            0.115          0.0            1489      YES            
88     194    282    -1900.785308            0.138          0.0            1507      YES            
88     196    284    -1901.712036            0.157          0.0            1524      YES            
88     198    286    -1902.593209            0.176          0.0            1542      YES            
88     200    288    -1903.394584            0.193          0.0            1559      YES            
88     202    290    -1904.036993            0.207          0.0            1576      YES            
88     204    292    -1904.472821            0.219          0.0            1593      YES            
90     130    220    -1690.062932            0.111          0.0            1608      YES            
90     132    222    -1703.468646            0.15           0.0            1625      YES            
90     134    224    -1716.65583             0.181          0.0            1644      YES            
90     136    226    -1729.616172            0.208          0.0            1661      YES            
90     138    228    -1742.139944            0.228          0.0            1678      YES            
90     190    280    -1925.812039            0.097          0.0            1693      YES            
90     192    282    -1927.69807             0.13           0.0            1710      YES            
90     194    284    -1929.543532            0.155          0.0            1727      YES            
90     196    286    -1931.430656            0.178          0.0            1744      YES            
90     198    288    -1933.336216            0.199          0.0            1761      YES            
90     200    290    -1935.083138            0.216          0.0            1778      YES            
92     128    220    -1680.437712            -0.0           0.0            1794      YES            
92     130    222    -1694.792919            0.127          0.0            1812      YES            
92     132    224    -1709.49279             0.168          0.0            1829      YES            
92     134    226    -1724.078321            0.202          0.0            1848      YES            
92     188    280    -1949.314915            -0.0           0.0            1862      YES            
92     190    282    -1951.599213            0.107          0.0            1880      YES            
92     192    284    -1954.294389            0.142          0.0            1897      YES            
92     194    286    -1957.041514            0.17           0.0            1914      YES            
92     196    288    -1959.877651            0.195          0.0            1931      YES            
92     198    290    -1962.677409            0.215          0.0            1948      YES            
94     128    222    -1682.572623            -0.0           0.0            1964      YES            
94     130    224    -1698.11944             0.14           0.0            1982      YES            
94     132    226    -1714.011256            0.184          0.0            2001      YES            
94     134    228    -1729.746429            0.218          0.0            2018      YES            
94     188    282    -1973.087421            0.001          0.0            2033      YES            
94     190    284    -1976.058428            0.114          0.0            2050      YES            
94     192    286    -1979.554199            0.152          0.0            2067      YES            
94     194    288    -1983.13355             0.181          0.0            2084      YES            
94     196    290    -1986.730861            0.205          0.0            2101      YES            
94     242    336    -1999.708657            0.159          0.0            2119      YES            
96     128    224    -1683.410179            -0.0           0.0            2134      YES            
96     130    226    -1700.023793            0.15           0.0            2152      YES            
96     188    284    -1995.547144            0.001          0.0            2169      YES            
96     190    286    -1999.182478            0.118          0.0            2186      YES            
96     192    288    -2003.415175            0.158          0.0            2203      YES            
96     194    290    -2007.73062             0.189          0.0            2220      YES            
98     128    226    -1682.932197            -0.0           0.0            2236      YES            
98     186    284    -2013.418982            -0.0           0.0            2253      YES            
98     188    286    -2016.698442            0.001          0.0            2271      YES            
98     190    288    -2020.961413            0.118          0.0            2288      YES            
98     192    290    -2025.822141            0.16           0.0            2305      YES            
98     262    360    -2064.867304            0.044          0.0            2325      YES            
100    128    228    -1681.188552            0.0            0.0            2338      YES            
100    186    286    -2032.697096            -0.0           0.0            2355      YES            
100    188    288    -2036.549337            0.001          0.0            2373      YES            
100    190    290    -2041.390448            0.115          0.0            2390      YES            
100    262    362    -2101.601906            0.044          0.0            2410      YES            
100    264    364    -2099.158923            0.08           0.0            2427      YES            
102    128    230    -1678.13609             -0.0           0.0            2440      YES            
102    186    288    -2050.694092            -0.0           0.0            2457      YES            
102    188    290    -2055.120305            -0.0           0.0            2474      YES            
102    190    292    -2060.483966            0.11           0.0            2492      YES            
102    262    364    -2137.261623            -0.002         0.0            2506      YES            
104    186    290    -2067.423798            -0.0           0.0            2525      YES            
104    188    292    -2072.43372             -0.0           0.0            2542      YES            
104    190    294    -2078.251247            0.102          0.0            2560      YES            
104    262    366    -2171.995914            -0.0           0.0            2574      YES            
106    188    294    -2088.495636            -0.001         0.0            2592      YES            
106    190    296    -2094.701628            0.093          0.0            2611      YES            
108    190    298    -2109.858144            0.081          0.0            2628      YES            
108    192    300    -2116.996627            0.121          0.0            2645      YES            
110    166    276    -1998.012658            0.232          0.0            2664      YES            
110    190    300    -2123.747418            0.064          0.0            2679      YES            
110    192    302    -2131.263049            0.109          0.0            2696      YES            
110    230    340    -2242.304161            0.235          0.0            2713      YES            
112    192    304    -2144.245506            0.095          0.0            2730      YES            
112    194    306    -2152.366105            0.124          0.0            2747      YES            
114    160    274    -1957.79018             0.238          0.0            2764      YES            
114    164    278    -1989.307342            0.223          0.0            2781      YES            
114    166    280    -2003.851471            0.213          0.0            2798      YES            
114    192    306    -2155.916422            0.08           0.0            2815      YES            
114    194    308    -2164.427665            0.109          0.0            2832      YES            
116    168    284    -2019.486465            0.181          0.0            2849      YES            
116    192    308    -2166.069471            0.065          0.0            2866      YES            
116    194    310    -2175.010863            0.093          0.0            2883      YES            
116    196    312    -2183.895741            0.113          0.0            2900      YES            
116    220    336    -2276.332486            0.221          0.0            2924      YES            
116    222    338    -2282.437366            0.218          0.0            2934      YES            
116    224    340    -2288.30271             0.214          0.0            2957      YES            
118    194    312    -2183.875507            -0.078         0.0            2964      YES            
118    196    314    -2193.191307            0.097          0.0            2985      YES            
118    198    316    -2202.41791             0.114          0.0            3002      YES            
118    200    318    -2211.495609            0.129          0.0            3019      YES            
118    202    320    -2220.40389             0.144          0.0            3036      YES            
118    220    338    -2291.304709            0.218          0.0            3059      YES            
118    222    340    -2297.920142            0.212          0.0            3076      YES            
118    270    388    -2381.93006             0.077          0.0            3090      YES            
118    272    390    -2382.138089            0.097          0.0            3107      YES            
118    274    392    -2382.369768            0.113          0.0            3124      YES            
120    194    314    -2191.148235            -0.069         0.0            3134      YES            
120    196    316    -2200.894447            -0.082         0.0            3151      YES            
120    198    318    -2210.443989            -0.092         0.0            3168      YES            
120    200    320    -2219.925354            0.11           0.0            3193      YES            
120    202    322    -2229.320744            0.128          0.0            3210      YES            
120    218    338    -2297.596021            0.222          0.0            3229      YES            
120    220    340    -2304.970602            0.218          0.0            3246      YES            
120    222    342    -2312.029539            0.212          0.0            3263      YES            
120    270    390    -2407.457815            0.05           0.0            3277      YES            
120    272    392    -2407.831459            0.075          0.0            3294      YES            
120    274    394    -2408.314712            0.097          0.0            3311      YES            
120    276    396    -2408.852               0.118          0.0            3328      YES            
