Z      N      A      Binding_Energy_(MeV)    beta2          beta3          fileID    Convergence    
58     136    194    -1305.671756            0.179          0.0            743       YES            
58     138    196    -1303.343522            0.203          0.0            761       YES            
60     86     146    -1207.772758            0.162          0.0            778       YES            
60     88     148    -1220.196539            0.217          0.0            795       YES            
60     132    192    -1348.88546             0.102          0.0            811       YES            
60     134    194    -1347.337585            0.145          0.0            828       YES            
60     136    196    -1345.792358            0.179          0.0            846       YES            
60     138    198    -1344.893221            0.265          0.0            863       YES            
62     86     148    -1220.437239            0.164          0.0            880       YES            
62     88     150    -1234.43825             0.231          0.0            897       YES            
62     132    194    -1385.924854            0.078          0.0            911       YES            
62     134    196    -1384.884027            0.141          0.0            930       YES            
62     136    198    -1384.078896            0.191          0.0            948       YES            
64     130    194    -1420.925727            0.0            0.0            961       YES            
64     132    196    -1420.824427            0.063          0.0            979       YES            
64     134    198    -1420.663777            0.151          0.0            998       YES            
64     136    200    -1421.055642            0.212          0.0            1016      YES            
66     130    196    -1452.863944            0.018          0.0            1030      YES            
66     132    198    -1453.644407            0.087          0.0            1047      YES            
66     134    200    -1454.787437            0.16           0.0            1066      YES            
66     136    202    -1456.138602            0.207          0.0            1083      YES            
66     168    234    -1445.788996            0.247          0.0            1098      YES            
66     170    236    -1442.625564            0.226          0.0            1115      YES            
68     130    198    -1483.027496            0.043          0.0            1132      YES            
68     132    200    -1485.002129            0.117          0.0            1149      YES            
68     134    202    -1487.116386            0.161          0.0            1166      YES            
68     162    230    -1497.793081            0.295          0.0            1184      YES            
68     164    232    -1495.68446             0.273          0.0            1200      YES            
68     170    238    -1488.516482            0.227          0.0            1217      YES            
70     86     156    -1254.353735            0.155          0.0            1236      YES            
70     164    234    -1537.91017             0.262          0.0            1251      YES            
70     166    236    -1536.54387             0.249          0.0            1268      YES            
70     168    238    -1534.866732            0.235          0.0            1285      YES            
70     170    240    -1532.712794            0.216          0.0            1302      YES            
72     86     158    -1258.551973            0.15           0.0            1321      YES            
72     166    238    -1577.204593            0.234          0.0            1336      YES            
72     168    240    -1576.320218            0.22           0.0            1353      YES            
72     174    246    -1570.984936            0.156          0.0            1370      YES            
82     140    222    -1681.258004            0.0            0.0            1386      YES            
84     134    218    -1676.440463            0.103          0.0            1404      YES            
84     156    240    -1752.421003            0.259          0.0            1423      YES            
84     160    244    -1762.273228            0.237          0.0            1440      YES            
84     162    246    -1766.507192            0.219          0.0            1457      YES            
84     196    280    -1792.381058            0.113          0.0            1474      YES            
86     130    216    -1669.305557            0.078          0.0            1490      YES            
86     132    218    -1679.428112            0.111          0.0            1506      YES            
86     134    220    -1689.048337            0.134          0.0            1523      YES            
86     136    222    -1698.368416            0.156          0.0            1540      YES            
86     138    224    -1707.614348            0.176          0.0            1557      YES            
86     140    226    -1716.667662            0.194          0.0            1574      YES            
86     152    238    -1763.074655            0.255          0.0            1593      YES            
86     154    240    -1769.190621            0.252          0.0            1608      YES            
86     156    242    -1775.203666            0.248          0.0            1627      YES            
86     158    244    -1781.037209            0.24           0.0            1642      YES            
86     192    278    -1831.044176            0.09           0.0            1660      YES            
86     194    280    -1829.464786            0.119          0.0            1678      YES            
86     196    282    -1828.006488            0.142          0.0            1693      YES            
86     198    284    -1826.712427            0.163          0.0            1710      YES            
88     130    218    -1677.092453            0.096          0.0            1727      YES            
88     132    220    -1688.618632            0.129          0.0            1744      YES            
88     134    222    -1699.690682            0.156          0.0            1761      YES            
88     136    224    -1710.522745            0.182          0.0            1778      YES            
88     138    226    -1721.220749            0.202          0.0            1795      YES            
88     140    228    -1731.548131            0.218          0.0            1812      YES            
88     142    230    -1741.432077            0.231          0.0            1829      YES            
88     152    240    -1782.969353            0.254          0.0            1846      YES            
88     154    242    -1789.742837            0.25           0.0            1863      YES            
88     156    244    -1796.445486            0.245          0.0            1880      YES            
88     192    280    -1862.454332            0.103          0.0            1898      YES            
88     194    282    -1861.791368            0.131          0.0            1914      YES            
88     196    284    -1861.304464            0.157          0.0            1931      YES            
88     198    286    -1861.077744            0.179          0.0            1948      YES            
88     200    288    -1860.803787            0.197          0.0            1965      YES            
90     118    208    -1585.338467            0.137          0.0            1982      YES            
90     130    220    -1683.173089            0.105          0.0            1999      YES            
90     132    222    -1695.996735            0.145          0.0            2016      YES            
90     134    224    -1708.693054            0.18           0.0            2033      YES            
90     136    226    -1721.389644            0.211          0.0            2050      YES            
90     138    228    -1733.49666             0.23           0.0            2067      YES            
90     154    244    -1808.636815            0.256          0.0            2084      YES            
90     156    246    -1816.024213            0.249          0.0            2101      YES            
90     158    248    -1823.290276            0.24           0.0            2118      YES            
90     160    250    -1830.307626            0.229          0.0            2135      YES            
90     190    280    -1892.940725            -0.0           0.0            2151      YES            
90     192    282    -1892.122708            0.106          0.0            2170      YES            
90     194    284    -1892.311219            0.141          0.0            2186      YES            
90     196    286    -1892.957686            0.172          0.0            2203      YES            
90     198    288    -1893.785383            0.195          0.0            2220      YES            
90     224    314    -1877.042817            0.233          0.0            2237      YES            
92     130    222    -1687.73434             0.11           0.0            2254      YES            
92     132    224    -1701.83825             0.159          0.0            2271      YES            
92     134    226    -1716.161392            0.201          0.0            2288      YES            
92     136    228    -1730.434249            0.231          0.0            2305      YES            
92     138    230    -1743.809684            0.249          0.0            2329      YES            
92     156    248    -1833.924451            0.259          0.0            2339      YES            
92     158    250    -1841.762538            0.249          0.0            2356      YES            
92     160    252    -1849.348624            0.238          0.0            2373      YES            
92     162    254    -1856.361737            0.225          0.0            2390      YES            
92     190    282    -1920.586814            -0.0           0.0            2406      YES            
92     192    284    -1920.27158             0.107          0.0            2425      YES            
92     194    286    -1921.366443            0.152          0.0            2441      YES            
92     196    288    -1923.17759             0.186          0.0            2458      YES            
92     198    290    -1924.907126            0.207          0.0            2475      YES            
94     130    224    -1690.915964            0.115          0.0            2492      YES            
94     132    226    -1706.264811            0.171          0.0            2509      YES            
94     134    228    -1721.812432            0.213          0.0            2526      YES            
94     136    230    -1737.0847              0.24           0.0            2550      YES            
94     138    232    -1751.514266            0.256          0.0            2567      YES            
94     140    234    -1765.268115            0.268          0.0            2584      YES            
94     158    252    -1858.661076            0.261          0.0            2594      YES            
94     160    254    -1866.795954            0.249          0.0            2611      YES            
94     162    256    -1874.35194             0.236          0.0            2628      YES            
94     190    284    -1946.015333            -0.0           0.0            2645      YES            
94     192    286    -1946.965322            0.11           0.0            2664      YES            
94     194    288    -1948.952967            0.159          0.0            2679      YES            
94     196    290    -1951.639071            0.195          0.0            2696      YES            
94     198    292    -1954.146583            0.215          0.0            2713      YES            
96     128    224    -1678.353848            -0.0           0.0            2728      YES            
96     130    226    -1692.790499            0.118          0.0            2747      YES            
96     132    228    -1709.205018            0.179          0.0            2764      YES            
96     134    230    -1725.735453            0.225          0.0            2781      YES            
96     136    232    -1741.952827            0.248          0.0            2805      YES            
96     162    258    -1890.94755             0.245          0.0            2815      YES            
96     164    260    -1898.113983            0.226          0.0            2832      YES            
96     174    270    -1934.323272            -0.128         0.0            2844      YES            
96     186    282    -1968.105836            0.0            0.0            2863      YES            
96     188    284    -1968.9044              0.001          0.0            2880      YES            
96     190    286    -1970.141584            0.075          0.0            2902      YES            
96     192    288    -1972.284234            0.116          0.0            2914      YES            
96     194    290    -1974.984386            0.161          0.0            2934      YES            
96     196    292    -1978.219825            0.201          0.0            2951      YES            
96     198    294    -1981.348644            0.222          0.0            2968      YES            
98     126    224    -1662.844521            0.0            0.0            2984      YES            
98     128    226    -1677.785619            -0.0           0.0            3000      YES            
98     130    228    -1693.361958            0.12           0.0            3019      YES            
98     132    230    -1710.64307             0.182          0.0            3036      YES            
98     162    260    -1906.124312            0.253          0.0            3053      YES            
98     184    282    -1986.851096            0.0            0.0            3067      YES            
98     186    284    -1989.089646            0.0            0.0            3084      YES            
98     188    286    -1990.518835            0.001          0.0            3101      YES            
98     190    288    -1992.965948            0.088          0.0            3121      YES            
98     192    290    -1996.114507            0.123          0.0            3138      YES            
98     194    292    -1999.522993            0.16           0.0            3155      YES            
98     196    294    -2003.208216            0.204          0.0            3172      YES            
98     198    296    -2006.967508            0.231          0.0            3189      YES            
98     262    360    -1981.658781            0.038          0.0            3209      YES            
100    126    226    -1660.031574            0.0            0.0            3222      YES            
100    128    228    -1675.85972             0.0            0.0            3239      YES            
100    130    230    -1692.5904              0.121          0.0            3257      YES            
100    132    232    -1710.611119            0.176          0.0            3274      YES            
100    162    262    -1919.845547            0.258          0.0            3291      YES            
100    168    268    -1943.958149            0.204          0.0            3308      YES            
100    182    282    -1998.923491            0.001          0.0            3322      YES            
100    184    284    -2005.85994             0.0            0.0            3339      YES            
100    186    286    -2008.736474            0.0            0.0            3356      YES            
100    188    288    -2010.789309            0.001          0.0            3373      YES            
100    190    290    -2014.296246            0.096          0.0            3393      YES            
100    192    292    -2018.36068             0.129          0.0            3410      YES            
100    194    294    -2022.599664            0.335          0.0            3434      YES            
100    196    296    -2026.807312            0.207          0.0            3444      YES            
100    198    298    -2031.178595            0.247          0.0            3461      YES            
100    258    358    -2030.547473            0.0            0.0            3475      YES            
100    260    360    -2025.713844            0.018          0.0            3498      YES            
100    262    362    -2020.219293            0.033          0.0            3515      YES            
100    264    364    -2014.666917            0.054          0.0            3532      YES            
102    128    230    -1672.603746            0.0            0.0            3545      YES            
102    130    232    -1690.42917             0.12           0.0            3563      YES            
102    132    234    -1709.172731            0.167          0.0            3580      YES            
102    182    284    -2016.089355            0.002          0.0            3594      YES            
102    184    286    -2023.569524            0.0            0.0            3611      YES            
102    186    288    -2027.082761            0.0            0.0            3628      YES            
102    188    290    -2029.763062            0.001          0.0            3645      YES            
102    190    292    -2034.121437            0.35           0.0            3672      YES            
102    192    294    -2039.740232            0.347          0.0            3689      YES            
102    194    296    -2044.959845            0.348          0.0            3706      YES            
102    256    358    -2069.19402             0.001          0.0            3713      YES            
102    258    360    -2067.586284            0.001          0.0            3730      YES            
102    260    362    -2062.93878             0.012          0.0            3753      YES            
102    262    364    -2057.678132            0.028          0.0            3770      YES            
102    264    366    -2052.651074            0.059          0.0            3787      YES            
104    166    270    -1961.363091            0.237          0.0            3801      YES            
104    170    274    -1979.433173            0.198          0.0            3818      YES            
104    182    286    -2032.032334            -0.025         0.0            3828      YES            
104    184    288    -2040.009053            0.0            0.0            3849      YES            
104    186    290    -2044.157673            0.0            0.0            3866      YES            
104    188    292    -2047.4721              0.002          0.0            3883      YES            
104    190    294    -2052.449622            0.098          0.0            3905      YES            
104    258    362    -2103.470742            0.001          0.0            3917      YES            
104    260    364    -2099.137565            0.001          0.0            3934      YES            
104    262    366    -2094.082731            0.019          0.0            3957      YES            
104    264    368    -2089.542708            0.06           0.0            3974      YES            
106    184    290    -2055.192447            0.0            0.0            3985      YES            
106    186    292    -2059.981474            0.0            0.0            4002      YES            
106    188    294    -2064.039594            -0.203         0.0            4015      YES            
106    190    296    -2069.816738            -0.213         0.0            4032      YES            
106    192    298    -2075.392354            -0.223         0.0            4049      YES            
106    194    300    -2080.72658             -0.235         0.0            4066      YES            
106    258    364    -2138.211579            0.001          0.0            4087      YES            
106    260    366    -2134.287831            0.002          0.0            4103      YES            
106    262    368    -2129.548475            0.005          0.0            4120      YES            
106    264    370    -2125.299528            0.058          0.0            4144      YES            
108    186    294    -2074.580228            0.0            0.0            4155      YES            
108    188    296    -2079.398395            -0.202         0.0            4169      YES            
108    190    298    -2085.832491            -0.212         0.0            4186      YES            
108    192    300    -2092.047718            -0.221         0.0            4203      YES            
108    194    302    -2098.010844            -0.231         0.0            4219      YES            
108    196    304    -2103.643887            -0.242         0.0            4236      YES            
108    260    368    -2168.30865             0.002          0.0            4256      YES            
108    262    370    -2163.986312            0.005          0.0            4273      YES            
108    264    372    -2159.929231            0.051          0.0            4297      YES            
108    266    374    -2156.568823            0.087          0.0            4314      YES            
108    268    376    -2153.595163            0.112          0.0            4331      YES            
108    270    378    -2151.010345            -0.339         0.0            4337      YES            
108    272    380    -2148.662952            0.159          0.0            4365      YES            
110    188    298    -2093.177647            -0.001         0.0            4382      YES            
110    190    300    -2100.113166            -0.209         0.0            4390      YES            
110    194    304    -2113.489661            -0.229         0.0            4407      YES            
110    196    306    -2119.743936            -0.24          0.0            4423      YES            
110    198    308    -2125.676817            -0.25          0.0            4440      YES            
110    262    372    -2197.287674            0.005          0.0            4460      YES            
110    264    374    -2193.417521            -0.013         0.0            4483      YES            
110    266    376    -2190.422903            0.08           0.0            4501      YES            
110    268    378    -2187.743242            0.105          0.0            4517      YES            
110    270    380    -2185.655445            -0.341         0.0            4524      YES            
110    272    382    -2183.457329            -0.343         0.0            4541      YES            
112    162    274    -1964.516265            0.239          0.0            4573      YES            
112    190    302    -2112.838366            -0.204         0.0            4577      YES            
112    196    308    -2134.733494            0.152          0.0            4602      YES            
112    198    310    -2140.87085             -0.251         0.0            4610      YES            
112    200    312    -2147.280595            -0.261         0.0            4627      YES            
112    202    314    -2153.555135            -0.272         0.0            4644      YES            
112    264    376    -2225.984259            -0.009         0.0            4670      YES            
112    266    378    -2223.116835            0.071          0.0            4687      YES            
112    268    380    -2221.018098            -0.27          0.0            4695      YES            
112    270    382    -2219.105562            -0.28          0.0            4712      YES            
112    272    384    -2217.071624            -0.288         0.0            4729      YES            
112    284    396    -2206.545141            0.238          0.0            4753      YES            
112    286    398    -2204.185927            0.242          0.0            4770      YES            
114    160    274    -1949.029928            0.231          0.0            4794      YES            
114    162    276    -1965.523929            0.227          0.0            4810      YES            
114    190    304    -2124.284243            0.061          0.0            4823      YES            
114    194    308    -2139.946396            -0.226         0.0            4831      YES            
114    196    310    -2147.577147            0.134          0.0            4857      YES            
114    264    378    -2257.35653             -0.006         0.0            4874      YES            
114    266    380    -2254.660739            0.058          0.0            4891      YES            
114    268    382    -2252.935825            -0.266         0.0            4899      YES            
114    270    384    -2251.342556            -0.276         0.0            4916      YES            
114    284    398    -2240.848063            0.246          0.0            4940      YES            
114    286    400    -2238.91724             0.247          0.0            4957      YES            
114    288    402    -2236.881334            0.249          0.0            4974      YES            
114    290    404    -2234.685146            0.25           0.0            4991      YES            
114    292    406    -2232.249336            0.25           0.0            5008      YES            
114    296    410    -2226.338259            0.248          0.0            5025      YES            
116    160    276    -1947.712619            0.221          0.0            5049      YES            
116    190    306    -2134.76194             0.046          0.0            5061      YES            
116    192    308    -2142.918568            -0.132         0.0            5072      YES            
116    194    310    -2151.255155            -0.223         0.0            5086      YES            
116    196    312    -2159.36377             -0.234         0.0            5103      YES            
116    198    314    -2167.218798            0.138          0.0            5129      YES            
116    264    380    -2287.432461            -0.004         0.0            5146      YES            
116    266    382    -2285.026421            0.035          0.0            5158      YES            
116    268    384    -2283.373242            -0.262         0.0            5171      YES            
116    270    386    -2282.133729            -0.274         0.0            5188      YES            
116    272    388    -2280.877743            -0.285         0.0            5205      YES            
116    284    400    -2274.263343            0.308          0.0            5233      YES            
116    286    402    -2272.29358             0.273          0.0            5249      YES            
116    288    404    -2270.549558            0.254          0.0            5266      YES            
116    290    406    -2268.747289            0.25           0.0            5280      YES            
116    292    408    -2266.739204            0.249          0.0            5297      YES            
116    294    410    -2264.396745            0.247          0.0            5314      YES            
116    296    412    -2261.677328            0.246          0.0            5331      YES            
116    298    414    -2258.698316            0.245          0.0            5348      YES            
116    300    416    -2255.628223            0.244          0.0            5368      YES            
118    190    308    -2143.770929            -0.043         0.0            5380      YES            
118    192    310    -2152.581855            -0.126         0.0            5395      YES            
118    194    312    -2161.269862            -0.137         0.0            5412      YES            
118    196    314    -2169.895574            -0.226         0.0            5427      YES            
118    198    316    -2178.166401            -0.235         0.0            5443      YES            
118    208    326    -2220.713041            0.256          0.0            5473      YES            
118    210    328    -2228.196397            0.245          0.0            5484      YES            
118    264    382    -2316.097223            0.003          0.0            5498      YES            
118    266    384    -2314.081645            -0.012         0.0            5520      YES            
118    268    386    -2312.724949            -0.182         0.0            5531      YES            
118    270    388    -2311.656023            -0.188         0.0            5548      YES            
118    272    390    -2310.749102            -0.287         0.0            5562      YES            
118    286    404    -2304.818667            0.298          0.0            5590      YES            
118    288    406    -2303.100102            0.276          0.0            5606      YES            
118    290    408    -2301.478711            0.252          0.0            5623      YES            
118    292    410    -2299.867172            0.246          0.0            5640      YES            
118    294    412    -2297.946604            0.243          0.0            5657      YES            
118    296    414    -2295.671562            0.241          0.0            5674      YES            
118    298    416    -2293.159327            0.24           0.0            5691      YES            
118    300    418    -2290.569195            0.24           0.0            5708      YES            
120    190    310    -2151.107946            -0.021         0.0            5718      YES            
120    192    312    -2160.439773            -0.203         0.0            5733      YES            
120    198    318    -2187.826185            -0.225         0.0            5749      YES            
120    200    320    -2196.234527            -0.234         0.0            5766      YES            
120    208    328    -2232.346073            0.241          0.0            5796      YES            
120    210    330    -2240.445616            0.236          0.0            5813      YES            
120    212    332    -2248.099689            0.234          0.0            5831      YES            
120    264    384    -2343.157933            0.002          0.0            5838      YES            
120    266    386    -2341.69829             -0.175         0.0            5852      YES            
120    268    388    -2341.291856            -0.18          0.0            5868      YES            
120    270    390    -2340.655226            -0.183         0.0            5888      YES            
120    272    392    -2339.837018            -0.187         0.0            5907      YES            
120    288    408    -2334.67691             0.286          0.0            5929      YES            
120    290    410    -2333.160845            0.266          0.0            5946      YES            
120    292    412    -2331.769443            0.243          0.0            5963      YES            
120    294    414    -2330.273462            0.238          0.0            5980      YES            
120    296    416    -2328.440001            0.237          0.0            5997      YES            
120    298    418    -2326.393465            0.236          0.0            6014      YES            
