Z      N      A      E_oct(MeV)          BE_gs(MeV)          BE_control(MeV)     beta3_gs       beta2_gs       Q20_control (b)
94     190    284    -0.784028           -1975.32921         -1974.545182        0.100479       0.067245       -3e-06         
94     192    286    -1.721342           -1977.878844        -1976.157502        0.137509       0.103219       -3e-06         
94     194    288    -2.083624           -1980.506964        -1978.42334         0.162847       0.132144       19.038576      
94     196    290    -1.420028           -1983.09744         -1981.677412        0.18115        0.155132       25.852482      
94     198    292    -0.424406           -1985.506087        -1985.081681        0.190752       0.177361       29.849173      
96     128    224    -0.367374           -1687.251088        -1686.883714        0.082911       0.042165       -0.102355      
96     130    226    -1.737458           -1703.417974        -1701.680516        0.14173        0.098444       9.824481       
96     132    228    -1.227331           -1719.414544        -1718.187213        0.170989       0.141513       19.497443      
96     134    230    -0.362613           -1735.377923        -1735.01531         0.176781       0.188253       23.732664      
96     188    284    -1.042588           -1995.657596        -1994.615008        0.092721       0.046888       -3e-06         
96     190    286    -2.409559           -1999.351145        -1996.941586        0.125568       0.074016       -6e-06         
96     192    288    -2.468143           -2002.508838        -2000.040695        0.150707       0.099872       14.606988      
96     194    290    -2.137193           -2005.577493        -2003.4403          0.173642       0.128279       20.991348      
96     196    292    -1.308114           -2008.658074        -2007.34996         0.19108        0.152352       26.619719      
96     198    294    -0.319429           -2011.602586        -2011.283157        0.200541       0.17726        30.617934      
98     128    226    -0.858313           -1687.077111        -1686.218798        0.100752       0.043884       -0.149507      
98     130    228    -1.672019           -1704.000817        -1702.328798        0.151292       0.093691       10.582659      
98     132    230    -0.719869           -1720.827143        -1720.107274        0.179879       0.137947       27.567219      
98     186    284    -0.467457           -2012.564533        -2012.097076        0.074145       0.021764       -1e-06         
98     188    286    -1.837601           -2016.943965        -2015.106364        0.113369       0.051738       0.137916       
98     190    288    -2.721517           -2021.339646        -2018.618129        0.141523       0.075874       11.768062      
98     192    290    -2.478785           -2025.212594        -2022.733809        0.165244       0.101517       16.952854      
98     194    292    -1.959997           -2028.99255         -2027.032553        0.186966       0.13097        21.958902      
98     196    294    -1.31865            -2032.788072        -2031.469422        0.202485       0.155          26.683827      
98     198    296    -0.497156           -2036.389154        -2035.891998        0.208938       0.178053       30.639477      
98     262    360    -0.297244           -2063.379929        -2063.082685        0.055622       0.045285       9.216126       
100    126    226    -0.16863            -1667.611675        -1667.443045        0.054095       0.006367       -2e-06         
100    128    228    -1.049813           -1685.206896        -1684.157083        0.107852       0.039241       0.274349       
100    130    230    -0.980577           -1702.970736        -1701.990159        0.160813       0.092351       33.362315      
100    132    232    -0.275228           -1720.695999        -1720.420771        0.18577        0.136329       32.465503      
100    184    284    -0.091233           -2026.454504        -2026.363271        0.043976       0.003877       -2e-06         
100    186    286    -0.764286           -2031.528235        -2030.763949        0.088735       0.022581       -0.0           
100    188    288    -2.095586           -2036.43294         -2034.337354        0.123119       0.049666       -1e-06         
100    190    290    -2.632013           -2041.534116        -2038.902103        0.153689       0.077198       13.626325      
100    192    292    -2.221961           -2046.165026        -2043.943065        0.178061       0.104426       18.595865      
100    194    294    -1.621055           -2050.680737        -2049.059682        0.198031       0.135867       22.830139      
100    196    296    -1.1118             -2055.237503        -2054.125703        0.208371       0.16022        26.828731      
100    198    298    -0.425834           -2059.519098        -2059.093264        0.206675       0.181986       30.464317      
100    260    360    -0.027237           -2101.803786        -2101.776549        0.020128       2.3e-05        -0.321339      
100    262    362    -0.398315           -2099.292452        -2098.894137        0.070047       0.042978       9.828776       
100    264    364    -0.67326            -2097.356619        -2096.683359        0.09465        0.067522       15.502265      
102    128    230    -0.874339           -1681.651674        -1680.777335        0.110744       0.03466        -0.675631      
102    184    286    -0.14745            -2043.338077        -2043.190627        0.053957       0.003302       -0.040651      
102    186    288    -0.766623           -2048.938466        -2048.171843        0.091075       0.017287       -2e-06         
102    188    290    -1.993791           -2054.317445        -2052.323654        0.127698       0.046688       0.434125       
102    190    292    -2.4102             -2060.137355        -2057.727155        0.161375       0.077381       14.552317      
102    192    294    -1.920096           -2065.431051        -2063.510955        0.18675        0.103908       19.65009       
102    194    296    -1.09717            -2070.467005        -2069.369835        0.198976       0.138095       23.833592      
102    196    298    -0.525203           -2075.666052        -2075.140849        0.199157       0.167603       27.43526       
102    260    362    -0.117658           -2136.458212        -2136.340554        0.042044       0.003138       -0.106122      
102    262    364    -0.35468            -2134.036519        -2133.681839        0.073865       0.020298       9.539564       
102    264    366    -0.611895           -2132.372685        -2131.76079         0.101312       0.065427       16.002062      
104    184    288    -0.094054           -2058.874974        -2058.78092         0.04842        0.000411       -1.3e-05       
104    186    290    -0.5806             -2064.938807        -2064.358207        0.086068       0.010444       -1e-06         
104    188    292    -1.677329           -2070.771233        -2069.093904        0.127214       0.042883       0.806855       
104    190    294    -2.024706           -2077.186235        -2075.161529        0.164726       0.075058       14.850147      
104    192    296    -1.529095           -2083.010971        -2081.481876        0.185166       0.097752       20.284306      
104    194    298    -0.417661           -2088.583856        -2088.166195        0.183955       0.145137       55.418968      
104    196    300    -0.232214           -2094.618783        -2094.386569        0.160106       0.179731       28.383268      
104    260    364    -0.102042           -2169.95073         -2169.848688        0.041881       0.001855       0.024767       
104    262    366    -0.361502           -2167.745371        -2167.383869        0.071797       0.013299       8.449556       
104    264    368    -0.519338           -2166.247534        -2165.728196        0.104877       0.061918       15.742172      
106    184    290    -0.011148           -2073.142724        -2073.131576        0.025141       -0.000649      -9e-06         
106    186    292    -0.336239           -2079.649274        -2079.313035        0.075295       0.004703       0.080156       
106    188    294    -1.269243           -2085.914232        -2084.644989        0.12298        0.038642       1.043899       
106    190    296    -1.683101           -2092.830395        -2091.147294        0.159686       0.068485       14.531433      
106    260    366    -0.033331           -2202.355298        -2202.321967        0.02887        0.000781       0.083226       
106    262    368    -0.275189           -2200.385335        -2200.110146        0.065634       0.00692        0.059655       
106    264    370    -0.440587           -2199.034239        -2198.593652        0.104498       0.056039       15.047769      
108    186    294    -0.098448           -2093.135397        -2093.036949        0.055264       0.001178       -0.054994      
108    262    370    -0.1129             -2231.976114        -2231.863214        0.053403       0.003552       0.196099       
108    264    372    -0.398506           -2230.784743        -2230.386237        0.101708       0.048366       13.621856      
108    266    374    -0.804909           -2229.933838        -2229.128929        0.123487       0.070193       19.663209      
108    268    376    -0.90537            -2228.918194        -2228.012824        0.136926       0.087806       25.098377      
108    270    378    -0.46962            -2227.576852        -2227.107232        0.166288       0.108011       30.217673      
108    272    380    -0.22947            -2226.595437        -2226.365967        0.139073       0.137254       34.889067      
110    264    374    -0.411954           -2261.542121        -2261.130167        0.094399       0.037108       10.975136      
110    266    376    -0.769596           -2260.880201        -2260.110605        0.120371       0.062296       18.032058      
110    268    378    -0.846027           -2260.080166        -2259.234139        0.134203       0.080389       23.616311      
112    188    300    0.061403            -2124.878867        -2124.94027         0.04902        0.423102       68.636626      
112    192    304    -3.018927           -2143.054781        -2140.035854        0.098833       0.407627       -57.827008     
112    216    328    0.008863            -2228.124513        -2228.133376        0.024055       0.246449       44.892604      
112    264    376    -0.181377           -2291.131508        -2290.950131        0.088156       0.03594        0.473286       
112    266    378    -0.77101            -2290.827548        -2290.056538        0.116113       0.05417        15.617101      
112    268    380    -0.855422           -2290.233987        -2289.378565        0.135184       0.071778       21.462806      
114    266    380    -0.746427           -2319.714763        -2318.968336        0.108918       0.043249       11.726178      
114    268    382    -0.902852           -2319.392753        -2318.489901        0.130862       0.06231        18.570384      
114    280    394    -0.00304            -2320.087804        -2320.084764        0.067259       0.225044       55.069031      
114    282    396    -0.001264           -2320.350329        -2320.349065        0.070084       0.230843       57.182649      
114    288    402    -0.001277           -2320.168872        -2320.167595        0.074975       0.242973       62.401165      
116    190    306    -0.32876            -2152.425467        -2152.096707        0.095565       0.057711       -7.241467      
116    266    382    -0.695918           -2347.546103        -2346.850185        0.099141       0.045813       0.791858       
116    268    384    -1.079577           -2347.606317        -2346.52674         0.1196         0.050251       14.501538      
116    270    386    -0.877167           -2347.252107        -2346.37494         0.130027       0.074795       20.546221      
116    272    388    -0.310205           -2347.05993         -2346.749725        0.111704       0.107475       -84.996807     
116    282    398    -0.006157           -2350.152432        -2350.146275        0.07094        0.227126       56.118141      
116    284    400    -0.002223           -2350.563798        -2350.561575        0.073141       0.232215       58.097471      
118    190    308    -0.38132            -2160.555968        -2160.174648        0.089686       0.052889       -6.235897      
118    266    384    -0.729516           -2374.190155        -2373.460639        0.093776       0.039595       0.54945        
118    268    386    -1.189157           -2374.538501        -2373.349344        0.112431       0.045801       7.22585        
118    270    388    -1.270974           -2374.644249        -2373.373275        0.123457       0.052738       15.720582      
118    272    390    -0.363922           -2374.525603        -2374.161681        0.120417       0.092407       -88.443458     
120    190    310    -0.630179           -2167.163846        -2166.533667        0.095443       0.047319       1e-06          
120    216    336    -0.000676           -2288.752532        -2288.751856        0.024397       0.242536       45.644104      
120    240    360    -0.143289           -2360.200128        -2360.056839        0.320384       0.478448       103.205922     
120    264    384    -0.306714           -2398.473385        -2398.166671        0.07032        0.024116       0.169082       
120    266    386    -0.934628           -2399.470501        -2398.535873        0.096289       0.036923       0.332262       
120    268    388    -1.445828           -2400.257441        -2398.811613        0.110451       0.04721        0.949927       
120    270    390    -1.529309           -2400.568431        -2399.039122        0.119558       0.04518        -9.192735      
120    272    392    -0.65174            -2400.828582        -2400.176842        0.125322       0.0504         -70.420837     
62     132    194    -0.02952            -1401.849098        -1401.819578        0.041202       0.08254        5.9013         
68     134    202    -0.177297           -1500.666653        -1500.489356        0.128899       0.124322       11.295214      
70     92     162    -0.005525           -1313.536542        -1313.531017        0.073924       0.269272       14.102452      
72     92     164    -0.000374           -1320.502102        -1320.501728        0.018872       0.232997       12.922981      
86     132    218    -0.240208           -1687.117062        -1686.876854        0.075572       0.108567       8.903216       
88     130    218    -0.470217           -1685.069937        -1684.59972         0.073841       0.095024       6.096155       
88     132    220    -1.072705           -1697.477356        -1696.404651        0.117269       0.132143       10.714971      
88     134    222    -1.271678           -1709.213269        -1707.941591        0.139938       0.155322       13.511638      
90     130    220    -0.99011            -1692.183348        -1691.193238        0.104448       0.108041       7.449152       
90     132    222    -1.663701           -1705.763712        -1704.100011        0.138761       0.143628       12.204066      
92     130    222    -1.357127           -1697.517403        -1696.160276        0.120685       0.109702       8.107784       
92     132    224    -1.805188           -1712.059405        -1710.254217        0.152446       0.147597       13.856324      
102    130    232    -0.480658           -1700.284368        -1699.80371         -9e-05         0.371891       -29.586039     
102    132    234    -1.237007           -1719.645037        -1718.40803         -0.000373      0.363343       -30.862406     
106    192    298    -1.831137           -2099.878687        -2098.04755         -0.000607      0.375254       20.286784      
106    194    300    -1.672912           -2106.721749        -2105.048837        0.000103       0.367092       25.58364       
106    196    302    -1.045155           -2113.116134        -2112.070979        -8.9e-05       0.355707       29.507581      
108    188    296    -1.154616           -2100.135976        -2098.98136         -0.000341      0.402809       -0.617335      
108    190    298    -2.329716           -2108.15857         -2105.828854        0.001383       0.393085       13.692975      
108    192    300    -2.734097           -2115.923109        -2113.189012        -0.000244      0.384912       19.54623       
108    194    302    -2.588905           -2123.351571        -2120.762666        -0.000133      0.378215       25.315867      
110    188    298    -1.240529           -2113.334147        -2112.093618        0.000317       0.410732       -0.353697      
110    190    300    -2.694238           -2121.940211        -2119.245973        0.0016         0.400802       12.385358      
110    192    302    -3.291343           -2130.304268        -2127.012925        -0.000662      0.39279        18.051896      
110    194    304    -3.373888           -2138.353517        -2134.979629        0.000459       0.386201       23.283795      
110    270    380    -0.602143           -2259.173233        -2258.57109         3.1e-05        0.372569       28.806104      
110    272    382    -0.746258           -2258.825272        -2258.079014        -0.000133      0.367976       33.64061       
112    190    302    -2.63144            -2134.063126        -2131.431686        0.000154       0.408923       10.62999       
112    194    306    -3.886268           -2151.730189        -2147.843921        -9.2e-05       0.394024       20.621223      
112    196    308    -3.822834           -2159.985733        -2156.162899        -0.000109      0.388132       25.741204      
112    198    310    -4.747195           -2167.751019        -2163.003824        4.7e-05        0.382009       -41.539475     
112    270    382    -1.010292           -2289.917638        -2288.907346        7e-06          0.367854       26.735983      
112    272    384    -1.331137           -2289.956905        -2288.625768        -6.4e-05       0.36258        31.836926      
114    190    304    -2.251752           -2144.696022        -2142.44427         0.00066        0.423851       -8.326578      
114    192    306    -3.361818           -2154.190128        -2150.82831         0.000379       0.412945       13.876173      
114    194    308    -3.974139           -2163.411152        -2159.437013        0.000254       0.405934       18.040737      
114    196    310    -4.125247           -2172.193828        -2168.068581        0.000568       0.400143       22.117611      
114    198    312    -4.408744           -2180.471067        -2176.062323        0.000157       0.394283       -40.964175     
114    200    314    -4.255926           -2188.292307        -2184.036381        3.7e-05        0.387678       -43.074686     
114    270    384    -1.145875           -2319.324542        -2318.178667        0.000428       0.376308       23.865421      
114    272    386    -1.654406           -2319.730367        -2318.075961        1.3e-05        0.367544       29.743047      
116    192    308    -1.294905           -2162.256828        -2160.961923        -7.7e-05       -0.356009      -12.139493     
116    194    310    -1.908794           -2171.919366        -2170.010572        2e-05          -0.359705      -35.998288     
116    196    312    -4.098677           -2183.054793        -2178.956116        0.000173       0.416335       -38.111478     
116    198    314    -4.176502           -2191.827567        -2187.651065        -0.000191      0.411017       -40.337929     
118    192    310    -1.406692           -2171.072248        -2169.665556        -3.3e-05       -0.360185      -11.144378     
118    194    312    -2.112127           -2181.365797        -2179.25367         4.5e-05        -0.363935      -34.843785     
118    196    314    -2.525516           -2191.210203        -2188.684687        -8.1e-05       -0.36775       -36.886645     
118    202    320    -2.461117           -2218.212953        -2215.751836        1e-06          -0.379371      -46.881471     
120    192    312    -1.234258           -2178.11013         -2176.875872        1.3e-05        -0.366551      -32.21917      
120    194    314    -2.014313           -2189.104671        -2187.090358        2.5e-05        -0.370294      -33.860043     
