Z      N      A      Binding_Energy_(MeV)    beta2          beta3          fileID                Convergence    
2      2      4      -29.02395               -0.0           0.0            block1a-000049        YES            
2      4      6      -34.188049              0.01           -0.0           block1a-000118        YES            
2      6      8      -34.804723              0.01           0.0            block1a-000175        YES            
4      2      6      -32.217249              -0.01          0.0            block1a-000259        YES            
4      4      8      -55.534939              0.217          0.074          block1a-000326        YES            
4      6      10     -69.745007              0.001          -0.0           block1a-000400        YES            
4      8      12     -75.005042              -0.001         0.0            block1a-000457        YES            
4      10     14     -74.080831              0.0            0.0            block1a-000563        YES            
4      12     16     -72.357579              -0.01          -0.0           block1a-000607        YES            
4      14     18     -70.533227              0.0            -0.0           block1a-000713        YES            
4      16     20     -67.704679              0.006          -0.0           block1a-000774        YES            
4      18     22     -63.619051              0.0            0.0            block1a-000833        YES            
4      20     24     -59.002226              0.016          0.0            block1a-000954        YES            
6      2      8      -28.777667              -0.037         -0.0           block1a-001039        YES            
6      4      10     -64.954158              0.216          0.074          block1a-001092        YES            
6      6      12     -92.508858              0.0            0.0            block1a-001133        YES            
6      8      14     -107.674336             -0.0           0.0            block1a-001208        YES            
6      10     16     -114.631876             0.0            0.0            block1a-001298        YES            
6      12     18     -119.336332             -0.001         0.0            block1a-001372        YES            
6      14     20     -123.160008             -0.009         0.0            block1a-001474        YES            
6      16     22     -125.058184             -0.0           0.0            block1a-001553        YES            
6      18     24     -123.370416             -0.002         -0.0           block1a-001642        YES            
6      20     26     -120.467557             -0.0           0.0            block1a-001703        YES            
6      22     28     -116.827574             -0.054         0.0            block1a-001746        YES            
8      2      10     -21.855939              -0.059         0.0            block1a-001806        YES            
8      4      12     -64.800121              -0.0           0.0            block1a-001913        YES            
8      6      14     -101.951119             0.0            -0.0           block1a-001988        YES            
8      8      16     -126.773519             -0.0           0.0            block1a-002034        YES            
8      10     18     -142.084918             0.0            -0.0           block1a-002167        YES            
8      12     20     -154.224636             -0.002         0.0            block1a-002178        YES            
8      14     22     -164.325559             -0.002         0.0            block1a-002269        YES            
8      16     24     -171.229298             -0.002         0.0            block1a-002376        YES            
8      18     26     -173.458896             -0.0           0.0            block1a-002468        YES            
8      20     28     -173.742049             0.0            0.0            block1a-002528        YES            
8      22     30     -171.503554             0.04           -0.0           block1a-002606        YES            
8      24     32     -168.636328             0.114          -0.0           block1a-002667        YES            
8      26     34     -165.729789             0.101          0.0            block1a-002756        YES            
10     2      12     -12.038681              -0.0           0.0            block1a-002783        YES            
10     4      14     -58.33212               0.01           0.0            block1a-002859        YES            
10     6      16     -102.537017             -0.001         0.0            block1a-002962        YES            
10     8      18     -135.71278              0.0            -0.0           block1a-003008        YES            
10     10     20     -158.489844             -0.002         0.0            block1a-003079        YES            
10     12     22     -177.677816             -0.001         0.0            block1a-003169        YES            
10     14     24     -193.977853             -0.001         0.0            block1a-003257        YES            
10     16     26     -205.768809             0.001          -0.0           block1a-003313        YES            
10     18     28     -212.084791             0.001          -0.0           block1a-003387        YES            
10     20     30     -216.129389             -0.0           -0.0           block1a-003458        YES            
10     22     32     -217.053517             0.162          -0.0           block1a-003538        YES            
10     24     34     -218.265953             0.343          0.0            block1a-003612        YES            
10     26     36     -216.858654             -0.236         -0.0           block1a-003695        YES            
10     28     38     -216.859007             0.307          -0.0           block1a-003761        YES            
10     30     40     -215.404582             0.169          -0.0           block1a-003864        YES            
10     32     42     -214.477032             0.0            0.0            block1a-003938        YES            
10     34     44     -212.691382             -0.011         0.0            block1a-003996        YES            
10     36     46     -208.072395             -0.033         -0.0           block1a-004101        YES            
10     38     48     -203.241322             0.209          0.0            block1a-004197        YES            
12     2      14     -0.093034               -0.064         -0.004         block1a-004222        YES            
12     4      16     -49.847906              -0.0           -0.0           block1a-004313        YES            
12     6      18     -99.517694              0.002          -0.0           block1a-004404        YES            
12     8      20     -139.599847             0.0            0.0            block1a-004494        YES            
