Z      N      A      Binding_Energy_(MeV)    beta2          beta3          fileID                Convergence    
18     42     60     -408.205165             -0.015         -0.0           block1-010310         YES            
18     44     62     -407.471609             0.176          -0.0           block1-010406         YES            
18     46     64     -406.696596             0.224          0.0            block1-010437         YES            
18     48     66     -405.673516             -0.217         0.0            block1-010518         YES            
18     50     68     -404.719658             -0.221         0.0            block1-010581         YES            
18     52     70     -403.32103              -0.208         -0.0           block1-010657         YES            
18     54     72     -401.379553             -0.184         -0.0           block1-010761         YES            
18     56     74     -399.1572               0.004          -0.0           block1-010824         YES            
20     8      28     -108.830587             0.0            -0.0           block1-010913         YES            
20     10     30     -155.62044              0.0            -0.0           block1-010988         YES            
20     12     32     -201.439834             0.0            -0.0           block1-011033         YES            
20     14     34     -245.041924             0.001          -0.0           block1-011111         YES            
20     16     36     -281.414886             0.0            -0.0           block1-011187         YES            
20     18     38     -312.681221             0.0            0.0            block1-011262         YES            
20     20     40     -341.153648             0.0            -0.0           block1-011378         YES            
20     22     42     -362.010941             0.0            0.0            block1-011407         YES            
20     24     44     -381.110405             -0.0           0.0            block1-011497         YES            
20     26     46     -399.26155              0.0            -0.0           block1-011603         YES            
20     28     48     -415.502182             0.0            -0.0           block1-011678         YES            
20     30     50     -428.446974             0.0            0.0            block1-011738         YES            
20     32     52     -438.621207             0.0            0.0            block1-011829         YES            
20     34     54     -444.396735             0.0            0.0            block1-011858         YES            
20     36     56     -448.818019             0.001          -0.0           block1-011935         YES            
20     38     58     -453.040139             -0.0           -0.0           block1-012006         YES            
20     40     60     -456.617215             -0.001         0.0            block1-012111         YES            
20     42     62     -458.061452             -0.002         -0.0           block1-012200         YES            
20     44     64     -458.658076             -0.006         -0.0           block1-012260         YES            
20     46     66     -459.240096             0.1            0.0            block1-012372         YES            
20     48     68     -459.696085             0.12           -0.0           block1-012431         YES            
20     50     70     -459.962923             0.086          0.0            block1-012506         YES            
20     52     72     -460.203588             0.008          -0.0           block1-012579         YES            
20     54     74     -460.459833             0.0            -0.0           block1-012623         YES            
20     56     76     -460.680187             0.0            0.0            block1-012698         YES            
20     58     78     -460.020452             0.002          0.0            block1-012804         YES            
20     60     80     -458.023878             0.002          -0.0           block1-012849         YES            
20     62     82     -454.822825             0.0            0.0            block1-012908         YES            
22     12     34     -193.65954              0.405          0.001          block1-012989         YES            
22     14     36     -239.200957             0.095          -0.001         block1-013063         YES            
22     16     38     -279.377247             0.012          0.0            block1-013140         YES            
22     18     40     -315.13869              0.0            0.0            block1-013227         YES            
22     20     42     -348.086397             0.0            -0.0           block1-013343         YES            
22     22     44     -372.812435             0.0            -0.0           block1-013359         YES            
22     24     46     -396.55531              0.141          -0.0           block1-013434         YES            
22     26     48     -417.775527             0.082          -0.0           block1-013569         YES            
22     28     50     -437.235698             -0.0           0.0            block1-013597         YES            
22     30     52     -452.759712             0.0            -0.0           block1-013673         YES            
22     32     54     -465.34269              -0.0           -0.0           block1-013734         YES            
22     34     56     -473.52379              0.001          -0.0           block1-013867         YES            
22     36     58     -480.807455             -0.008         0.0            block1-013879         YES            
22     38     60     -487.998732             -0.001         0.0            block1-013955         YES            
22     40     62     -494.402914             -0.001         0.0            block1-014074         YES            
22     42     64     -498.329574             -0.001         0.0            block1-014165         YES            
22     44     66     -502.31475              0.144          0.002          block1-014201         YES            
22     46     68     -505.618491             0.177          -0.0           block1-014277         YES            
22     48     70     -507.830931             0.177          0.001          block1-014352         YES            
22     50     72     -509.325525             0.149          0.0            block1-014427         YES            
22     52     74     -510.596873             -0.103         0.0            block1-014478         YES            
22     54     76     -511.514231             -0.077         -0.0           block1-014553         YES            
22     56     78     -512.486428             0.001          -0.0           block1-014634         YES            
22     58     80     -512.677965             -0.001         -0.0           block1-014722         YES            
22     60     82     -511.195368             -0.0           -0.0           block1-014843         YES            
22     62     84     -508.530192             0.0            -0.0           block1-014888         YES            
22     64     86     -503.955853             0.134          0.0            block1-015000         YES            
24     12     36     -184.259197             0.462          0.0            block1-015058         YES            
24     14     38     -232.11638              0.288          -0.001         block1-015087         YES            
24     16     40     -276.267278             0.226          0.001          block1-015164         YES            
24     18     42     -315.054467             0.114          0.006          block1-015252         YES            
24     20     44     -351.75515              0.0            0.0            block1-015338         YES            
24     22     46     -381.033266             0.138          0.0            block1-015384         YES            
24     24     48     -409.467966             0.236          0.005          block1-015474         YES            
24     26     50     -434.010137             0.206          0.01           block1-015549         YES            
24     28     52     -455.741445             0.109          0.0            block1-015609         YES            
24     30     54     -473.526364             -0.0           0.0            block1-015683         YES            
24     32     56     -488.574501             -0.0           -0.0           block1-015774         YES            
24     34     58     -500.593872             0.147          -0.0           block1-015838         YES            
24     36     60     -510.693034             0.144          -0.0           block1-015914         YES            
24     38     62     -520.254757             0.278          -0.001         block1-015990         YES            
24     40     64     -529.037795             -0.0           -0.0           block1-016054         YES            
24     42     66     -536.455025             0.259          -0.0           block1-016138         YES            
24     44     68     -543.129939             0.223          0.007          block1-016242         YES            
24     46     70     -548.649732             0.212          -0.002         block1-016317         YES            
24     48     72     -552.831023             0.206          0.002          block1-016377         YES            
24     50     74     -555.870052             0.175          0.0            block1-016437         YES            
24     52     76     -558.270569             0.12           -0.0           block1-016557         YES            
24     54     78     -560.041021             -0.087         0.0            block1-016623         YES            
24     56     80     -561.748407             -0.001         -0.0           block1-016717         YES            
24     58     82     -562.768307             -0.001         0.0            block1-016732         YES            
24     60     84     -561.931828             0.0            -0.0           block1-016853         YES            
24     62     86     -559.879882             -0.0           0.0            block1-016883         YES            
24     64     88     -555.908588             -0.0           -0.0           block1-016958         YES            
24     66     90     -552.254085             0.19           0.0            block1-017079         YES            
26     14     40     -222.969072             -0.291         -0.0           block2-000003         YES            
26     16     42     -270.174727             0.26           0.002          block2-000090         YES            
26     18     44     -312.614615             -0.126         0.001          block2-000154         YES            
26     20     46     -353.213915             0.0            0.0            block2-000237         YES            
26     22     48     -385.794884             0.115          -0.0           block2-000309         YES            
26     24     50     -417.45353              0.22           -0.01          block2-000427         YES            
26     26     52     -445.585551             0.186          0.0            block2-000462         YES            
26     28     54     -470.966035             -0.0           0.0            block2-000578         YES            
26     30     56     -491.641482             0.044          -0.007         block2-000669         YES            
26     32     58     -509.173685             -0.0           0.0            block2-000744         YES            
26     34     60     -524.153779             0.151          0.0            block2-000763         YES            
26     36     62     -537.138358             0.141          0.016          block2-000870         YES            
26     38     64     -549.20921              -0.013         0.0            block2-000902         YES            
26     40     66     -561.121976             -0.0           0.0            block2-001039         YES            
26     42     68     -570.12038              -0.002         0.0            block2-001052         YES            
26     44     70     -579.203664             0.153          -0.001         block2-001137         YES            
26     46     72     -587.302602             0.171          0.0            block2-001212         YES            
26     48     74     -593.669494             0.14           0.0            block2-001287         YES            
26     50     76     -599.138161             0.007          -0.0           block2-001364         YES            
26     52     78     -602.941782             0.039          0.0            block2-001440         YES            
26     54     80     -605.905697             -0.048         0.0            block2-001518         YES            
26     56     82     -608.854691             0.001          -0.0           block2-001584         YES            
26     58     84     -610.689145             -0.001         0.0            block2-001687         YES            
26     60     86     -610.533486             0.0            -0.0           block2-001763         YES            
26     62     88     -609.2481               0.0            0.0            block2-001808         YES            
26     64     90     -606.619238             0.001          -0.0           block2-001929         YES            
26     66     92     -603.821202             0.246          -0.0           block2-001976         YES            
26     68     94     -602.239497             0.296          -0.0           block2-002079         YES            
28     14     42     -212.50552              -0.324         -0.001         block2-002104         YES            
28     16     44     -261.517113             -0.233         0.001          block2-002194         YES            
28     18     46     -307.805747             -0.138         -0.0           block2-002267         YES            
28     20     48     -351.738223             0.003          -0.0           block2-002382         YES            
28     22     50     -387.219726             0.053          -0.0           block2-002424         YES            
28     24     52     -421.411636             0.161          0.002          block2-002544         YES            
28     26     54     -453.041789             0.103          0.001          block2-002607         YES            
28     28     56     -482.68811              0.0            0.0            block2-002630         YES            
28     30     58     -506.069333             0.0            -0.0           block2-002734         YES            
28     32     60     -526.172185             -0.002         -0.0           block2-002808         YES            
28     34     62     -543.55961              0.116          -0.0           block2-002864         YES            
28     36     64     -559.851162             -0.121         0.0            block2-002987         YES            
28     38     66     -575.038029             -0.003         0.0            block2-003003         YES            
28     40     68     -589.557236             -0.001         -0.0           block2-003078         YES            
28     42     70     -601.049782             0.0            -0.0           block2-003161         YES            
28     44     72     -611.6835               0.076          0.0            block2-003237         YES            
28     46     74     -621.956605             0.107          0.0            block2-003312         YES            
28     48     76     -631.254656             0.001          0.0            block2-003389         YES            
28     50     78     -639.517722             0.001          -0.0           block2-003462         YES            
28     52     80     -644.454297             0.008          0.0            block2-003537         YES            
28     54     82     -648.637608             0.002          0.0            block2-003639         YES            
28     56     84     -652.721136             0.0            -0.0           block2-003698         YES            
28     58     86     -655.386986             0.0            -0.0           block2-003773         YES            
28     60     88     -655.950813             -0.001         -0.0           block2-003832         YES            
28     62     90     -655.627129             0.001          -0.0           block2-003954         YES            
28     64     92     -654.553322             0.0            0.0            block2-003984         YES            
28     66     94     -652.932887             0.0            -0.0           block2-004088         YES            
28     68     96     -652.617964             0.316          0.0            block2-004194         YES            
28     70     98     -651.957494             0.344          0.0            block2-004255         YES            
28     72     100    -650.894665             0.343          -0.0           block2-004329         YES            
28     74     102    -649.393042             0.34           0.0            block2-004404         YES            
28     76     104    -647.462342             0.336          -0.0           block2-004464         YES            
28     78     106    -645.164467             0.335          0.0            block2-004539         YES            
30     18     48     -299.954666             -0.004         -0.0           block2-004596         YES            
30     20     50     -347.059439             0.001          -0.0           block2-004705         YES            
30     22     52     -384.758916             -0.0           0.0            block2-004779         YES            
30     24     54     -421.055717             0.125          0.001          block2-004824         YES            
30     26     56     -455.188454             -0.002         -0.0           block2-004879         YES            
30     28     58     -487.562763             -0.0           0.0            block2-004972         YES            
30     30     60     -514.02816              -0.0           0.0            block2-005063         YES            
30     32     62     -537.095144             0.0            -0.0           block2-005109         YES            
30     34     64     -557.298399             0.133          -0.0           block2-005186         YES            
30     36     66     -576.283482             -0.137         0.0            block2-005251         YES            
30     38     68     -593.904501             -0.004         0.0            block2-005327         YES            
30     40     70     -610.833246             -0.0           -0.0           block2-005448         YES            
30     42     72     -624.538524             0.001          0.0            block2-005535         YES            
30     44     74     -638.138827             0.136          0.0            block2-005565         YES            
30     46     76     -651.047943             0.157          -0.0           block2-005640         YES            
30     48     78     -661.891752             0.117          0.0            block2-005712         YES            
30     50     80     -671.69245              0.004          0.0            block2-005789         YES            
30     52     82     -678.633943             0.078          0.0            block2-005865         YES            
30     54     84     -684.331323             -0.067         0.0            block2-005963         YES            
30     56     86     -689.680319             -0.0           0.0            block2-006008         YES            
30     58     88     -693.555207             -0.0           0.0            block2-006097         YES            
30     60     90     -695.080477             -0.0           0.0            block2-006203         YES            
30     62     92     -696.094975             0.099          -0.0           block2-006278         YES            
30     64     94     -697.606505             0.219          0.001          block2-006339         YES            
30     66     96     -698.973218             0.269          0.001          block2-006414         YES            
30     68     98     -699.764799             0.289          0.001          block2-006519         YES            
30     70     100    -700.050305             0.298          0.001          block2-006579         YES            
30     72     102    -699.943864             0.299          0.0            block2-006654         YES            
30     74     104    -699.539718             0.296          0.0            block2-006729         YES            
30     76     106    -698.818408             0.295          -0.0           block2-006774         YES            
30     78     108    -697.612018             0.296          0.0            block2-006879         YES            
30     80     110    -695.837761             0.303          0.0            block2-006940         YES            
30     82     112    -693.564712             0.304          -0.0           block2-007031         YES            
30     84     114    -690.91672              0.291          0.0            block2-007061         YES            
32     22     54     -378.619756             -0.001         0.0            block2-007131         YES            
32     24     56     -417.051873             0.148          0.0            block2-007257         YES            
32     26     58     -453.783622             0.149          0.0            block2-007287         YES            
32     28     60     -488.088872             -0.002         -0.0           block2-007357         YES            
32     30     62     -517.445255             0.0            0.0            block2-007433         YES            
32     32     64     -543.350968             0.0            0.0            block2-007508         YES            
32     34     66     -566.963808             0.187          -0.0           block2-007586         YES            
32     36     68     -588.423549             -0.194         0.0            block2-007681         YES            
32     38     70     -608.354457             -0.168         0.0            block2-007742         YES            
32     40     72     -627.55101              -0.0           -0.0           block2-007865         YES            
32     42     74     -643.649572             0.003          0.0            block2-007919         YES            
32     44     76     -660.520078             0.176          0.0            block2-007965         YES            
32     46     78     -675.898067             0.177          0.0            block2-008040         YES            
32     48     80     -689.102015             0.153          -0.0           block2-008112         YES            
32     50     82     -700.54133              0.102          0.0            block2-008189         YES            
32     52     84     -709.626639             0.119          -0.0           block2-008265         YES            
32     54     86     -716.88599              0.121          -0.001         block2-008397         YES            
32     56     88     -723.006107             0.001          0.0            block2-008409         YES            
32     58     90     -728.121245             0.0            -0.0           block2-008528         YES            
32     60     92     -731.655977             0.14           0.001          block2-008603         YES            
32     62     94     -734.984635             0.19           0.001          block2-008679         YES            
32     64     96     -738.243498             0.242          0.0            block2-008770         YES            
32     66     98     -741.159276             0.266          0.0            block2-008844         YES            
32     68     100    -743.438888             0.278          0.0            block2-008860         YES            
32     70     102    -745.10855              0.277          0.021          block2-008994         YES            
32     72     104    -746.339516             0.265          0.0            block2-009052         YES            
32     74     106    -747.282297             0.257          0.001          block2-009143         YES            
32     76     108    -747.908937             0.253          0.0            block2-009203         YES            
32     78     110    -747.974321             0.255          0.0            block2-009279         YES            
32     80     112    -747.389697             0.257          -0.0           block2-009340         YES            
32     82     114    -746.272024             0.248          -0.0           block2-009415         YES            
32     84     116    -744.832342             0.234          -0.0           block2-009461         YES            
32     86     118    -743.097999             -0.201         -0.0           block2-009544         YES            
32     88     120    -741.604605             -0.19          0.0            block2-009619         YES            
34     24     58     -409.932926             0.171          0.001          block2-009686         YES            
34     26     60     -449.236077             0.174          0.0            block2-009774         YES            
34     28     62     -485.825496             -0.13          0.0            block2-009879         YES            
34     30     64     -517.778165             -0.131         0.0            block2-009939         YES            
34     32     66     -546.703989             0.19           -0.0           block2-009986         YES            
34     34     68     -573.964924             -0.244         0.0            block2-010115         YES            
34     36     70     -597.996604             -0.243         -0.0           block2-010127         YES            
34     38     72     -620.36957              -0.205         0.0            block2-010232         YES            
34     40     74     -641.501414             -0.203         0.0            block2-010307         YES            
34     42     76     -660.621812             -0.188         0.001          block2-010368         YES            
34     44     78     -679.298642             0.151          0.001          block2-010470         YES            
34     46     80     -697.101814             0.161          -0.0           block2-010515         YES            
34     48     82     -712.76155              0.133          0.0            block2-010587         YES            
34     50     84     -726.649705             0.071          -0.0           block2-010664         YES            
34     52     86     -737.393108             0.108          0.0            block2-010740         YES            
34     54     88     -746.411452             0.115          0.0            block2-010811         YES            
34     56     90     -754.019142             -0.059         -0.0           block2-010878         YES            
34     58     92     -760.419913             0.0            -0.0           block2-011003         YES            
34     60     94     -766.107573             -0.21          0.0            block2-011029         YES            
34     62     96     -771.60229              -0.234         0.0            block2-011135         YES            
34     64     98     -776.396472             -0.241         0.0            block2-011196         YES            
34     66     100    -780.468925             -0.242         0.0            block2-011256         YES            
34     68     102    -784.076887             0.296          0.0            block2-011395         YES            
34     70     104    -787.201429             0.288          -0.001         block2-011469         YES            
34     72     106    -789.796974             0.269          0.007          block2-011543         YES            
34     74     108    -792.06022              0.244          0.001          block2-011604         YES            
34     76     110    -793.98662              0.223          -0.001         block2-011663         YES            
34     78     112    -795.287003             0.217          0.025          block2-011769         YES            
34     80     114    -795.924604             0.205          -0.0           block2-011815         YES            
34     82     116    -796.102699             0.19           0.0            block2-011875         YES            
34     84     118    -795.696109             0.177          0.0            block2-011936         YES            
34     86     120    -795.383216             -0.155         0.0            block2-012064         YES            
34     88     122    -794.627257             -0.16          -0.0           block2-012124         YES            
34     90     124    -793.307181             -0.149         -0.0           block2-012169         YES            
34     92     126    -791.56844              -0.111         0.0            block2-012290         YES            
36     26     62     -441.944218             0.156          0.0            block2-012324         YES            
36     28     64     -481.547282             -0.129         0.0            block2-012413         YES            
36     30     66     -516.087942             -0.138         0.0            block2-012503         YES            
36     32     68     -547.326616             -0.205         0.032          block2-012558         YES            
36     34     70     -577.224296             -0.253         0.0            block2-012605         YES            
36     36     72     -604.078489             -0.283         0.0            block2-012676         YES            
