Z      N      A      Binding_Energy_(MeV)    beta2          beta3          fileID                Convergence    
12     30     42     -267.801596             -0.227         0.0            block1a-005303        YES            
12     32     44     -268.249872             -0.001         0.0            block1a-005362        YES            
12     34     46     -267.822468             -0.005         -0.0           block1a-005451        YES            
12     36     48     -263.959108             -0.017         -0.0           block1a-005496        YES            
12     38     50     -259.433518             0.126          -0.0           block1a-005577        YES            
12     40     52     -255.188309             0.246          -0.0           block1a-005637        YES            
14     2      16     11.714872               0.0            0.0            block1a-005723        YES            
14     4      18     -39.26597               0.0            0.0            block1a-005798        YES            
14     6      20     -92.199759              -0.005         -0.0           block1a-005917        YES            
14     8      22     -138.747681             -0.001         -0.0           block1a-005962        YES            
14     10     24     -173.414343             -0.005         0.001          block1a-006019        YES            
14     12     26     -204.904158             -0.16          0.004          block1a-006107        YES            
14     14     28     -232.458785             -0.0           -0.0           block1a-006155        YES            
14     16     30     -254.631225             -0.001         -0.0           block1a-006257        YES            
14     18     32     -271.257985             0.0            -0.0           block1a-006314        YES            
14     20     34     -284.634861             0.0            0.0            block1a-006435        YES            
14     22     36     -293.515806             0.0            0.0            block1a-006518        YES            
14     24     38     -301.437021             0.229          0.0            block1a-006537        YES            
14     26     40     -307.894191             0.264          -0.0           block1a-006609        YES            
14     28     42     -313.403848             -0.238         0.001          block1a-006742        YES            
14     30     44     -317.170101             -0.187         0.001          block1a-006818        YES            
14     32     46     -320.105678             0.001          0.0            block1a-006879        YES            
14     34     48     -321.343795             -0.002         -0.0           block1a-006936        YES            
14     36     50     -319.545282             -0.001         -0.0           block1a-007042        YES            
14     38     52     -316.818481             -0.007         0.0            block1a-007116        YES            
14     40     54     -313.676239             -0.021         0.0            block1a-007176        YES            
16     4      20     -27.629872              -0.0           0.0            block1a-007238        YES            
16     6      22     -84.653444              0.005          0.0            block1a-007299        YES            
16     8      24     -135.79024              -0.0           -0.0           block1a-007403        YES            
16     10     26     -174.983962             -0.002         0.0            block1a-007430        YES            
16     12     28     -210.866649             0.001          -0.0           block1a-007515        YES            
16     14     30     -243.539331             -0.001         0.0            block1a-007607        YES            
16     16     32     -270.351728             0.0            -0.0           block1a-007665        YES            
16     18     34     -291.593894             0.0            0.0            block1a-007755        YES            
16     20     36     -309.358938             0.0            0.0            block1a-007812        YES            
16     22     38     -322.359813             -0.0           -0.0           block1a-007886        YES            
16     24     40     -333.683042             0.123          0.0            block1a-007962        YES            
16     26     42     -343.946384             0.179          -0.002         block1a-008079        YES            
16     28     44     -352.485176             -0.158         -0.0           block1a-008107        YES            
16     30     46     -359.326533             0.0            -0.0           block1a-008243        YES            
16     32     48     -365.036099             0.0            0.0            block1a-008304        YES            
16     34     50     -368.138847             -0.0           0.0            block1a-008378        YES            
16     36     52     -368.809024             -0.0           -0.0           block1a-008407        YES            
16     38     54     -368.624131             -0.001         0.0            block1a-008511        YES            
16     40     56     -367.486826             -0.005         0.0            block1a-008571        YES            
16     42     58     -365.046274             0.058          0.0            block1a-008681        YES            
16     44     60     -363.115013             0.249          -0.0           block1a-008742        YES            
16     46     62     -360.915305             0.298          0.0            block1a-008847        YES            
16     48     64     -358.166508             0.304          0.0            block1a-008891        YES            
18     6      24     -73.033118              -0.012         0.0            block1a-008947        YES            
18     8      26     -127.672628             0.002          0.0            block1a-009024        YES            
18     10     28     -170.836237             0.002          -0.0           block1a-009085        YES            
18     12     30     -210.991897             0.001          -0.0           block1a-009162        YES            
18     14     32     -248.130022             0.002          -0.0           block1a-009270        YES            
18     16     34     -279.447711             0.0            0.0            block1a-009358        YES            
18     18     36     -305.513951             0.0            -0.0           block1a-009386        YES            
18     20     38     -327.96254              0.001          0.0            block1a-009477        YES            
18     22     40     -345.208289             0.0            -0.0           block1a-009594        YES            
18     24     42     -360.285034             -0.0           0.0            block1a-009607        YES            
18     26     44     -374.014511             -0.0           0.0            block1a-009729        YES            
18     28     46     -386.124343             0.0            -0.0           block1a-009788        YES            
18     30     48     -396.386686             -0.0           0.0            block1a-009877        YES            
18     32     50     -404.382474             0.0            -0.0           block1a-009954        YES            
18     34     52     -409.621733             0.0            0.0            block1a-009984        YES            
18     36     54     -412.998552             0.0            0.0            block1a-010073        YES            
18     38     56     -415.596061             -0.001         0.0            block1a-010176        YES            
18     40     58     -417.072871             0.001          0.0            block1a-010270        YES            
18     42     60     -416.772726             -0.005         0.0            block1a-010295        YES            
18     44     62     -415.83448              0.121          0.0            block1a-010422        YES            
18     46     64     -415.162107             0.203          0.0            block1a-010484        YES            
18     48     66     -413.999055             0.231          0.0            block1a-010544        YES            
18     50     68     -412.665206             -0.216         -0.0           block1a-010623        YES            
18     52     70     -411.165066             -0.225         -0.0           block1a-010653        YES            
18     54     72     -409.117198             -0.215         0.0            block1a-010743        YES            
18     56     74     -406.574389             -0.13          0.0            block1a-010867        YES            
20     8      28     -116.584921             -0.0           0.0            block1a-010898        YES            
20     10     30     -163.12228              0.0            0.0            block1a-010973        YES            
20     12     32     -207.283826             0.001          0.0            block1a-011050        YES            
20     14     34     -248.578521             0.001          -0.0           block1a-011112        YES            
20     16     36     -284.155199             0.001          0.0            block1a-011247        YES            
20     18     38     -314.842838             -0.0           -0.0           block1a-011317        YES            
20     20     40     -341.853263             0.0            0.0            block1a-011393        YES            
20     22     42     -363.237754             0.0            -0.0           block1a-011469        YES            
20     24     44     -382.293539             -0.0           -0.0           block1a-011512        YES            
20     26     46     -399.863754             -0.0           0.0            block1a-011589        YES            
20     28     48     -415.432306             0.0            0.0            block1a-011678        YES            
20     30     50     -428.513064             0.0            -0.0           block1a-011738        YES            
20     32     52     -438.87776              0.0            0.0            block1a-011799        YES            
20     34     54     -446.545452             0.0            0.0            block1a-011918        YES            
20     36     56     -452.71335              -0.0           0.0            block1a-011991        YES            
20     38     58     -458.136683             -0.001         0.0            block1a-012019        YES            
20     40     60     -462.299729             -0.001         0.0            block1a-012110        YES            
20     42     62     -464.594048             -0.001         -0.0           block1a-012215        YES            
20     44     64     -465.737187             -0.003         0.0            block1a-012245        YES            
20     46     66     -466.412579             -0.008         -0.0           block1a-012335        YES            
20     48     68     -466.725887             -0.0           0.0            block1a-012428        YES            
20     50     70     -466.782272             0.083          -0.0           block1a-012506        YES            
20     52     72     -466.628648             -0.09          0.0            block1a-012543        YES            
20     54     74     -466.34199              -0.005         -0.0           block1a-012667        YES            
20     56     76     -465.862407             -0.0           0.0            block1a-012713        YES            
20     58     78     -464.912596             -0.0           -0.0           block1a-012758        YES            
20     60     80     -463.398837             -0.002         0.0            block1a-012877        YES            
20     62     82     -460.496222             -0.0           0.0            block1a-012938        YES            
22     12     34     -199.28539              0.292          0.001          block1a-012990        YES            
22     14     36     -243.362042             0.095          -0.0           block1a-013063        YES            
22     16     38     -282.787271             0.001          -0.0           block1a-013139        YES            
22     18     40     -317.651947             0.0            0.0            block1a-013212        YES            
22     20     42     -348.838746             0.0            -0.0           block1a-013343        YES            
22     22     44     -374.071642             0.0            -0.0           block1a-013357        YES            
22     24     46     -396.891714             0.0            0.0            block1a-013493        YES            
22     26     48     -418.081228             0.0            0.0            block1a-013554        YES            
22     28     50     -436.98508              -0.0           0.0            block1a-013643        YES            
22     30     52     -452.780219             0.0            -0.0           block1a-013688        YES            
22     32     54     -465.574707             0.002          -0.0           block1a-013777        YES            
22     34     56     -475.737659             -0.001         0.0            block1a-013834        YES            
22     36     58     -484.584972             -0.001         0.0            block1a-013924        YES            
22     38     60     -492.645511             -0.001         0.0            block1a-013984        YES            
22     40     62     -499.392134             -0.0           -0.0           block1a-014090        YES            
22     42     64     -504.228334             -0.002         0.0            block1a-014102        YES            
22     44     66     -507.858488             -0.001         0.0            block1a-014225        YES            
22     46     68     -511.482914             0.144          0.02           block1a-014292        YES            
22     48     70     -514.054778             0.163          -0.0           block1a-014339        YES            
22     50     72     -515.671288             0.151          -0.0           block1a-014412        YES            
22     52     74     -516.643148             0.113          0.0            block1a-014502        YES            
22     54     76     -517.248772             -0.081         0.0            block1a-014583        YES            
22     56     78     -517.677567             -0.002         0.0            block1a-014677        YES            
22     58     80     -517.625313             -0.0           -0.0           block1a-014753        YES            
22     60     82     -516.821571             0.0            0.0            block1a-014798        YES            
22     62     84     -514.633918             0.001          0.0            block1a-014889        YES            
22     64     86     -510.5534               -0.003         0.0            block1a-014932        YES            
24     12     36     -188.293651             -0.251         -0.0           block1a-015034        YES            
24     14     38     -236.921532             0.305          -0.0           block1a-015087        YES            
24     16     40     -279.382726             0.205          -0.008         block1a-015217        YES            
24     18     42     -317.358968             -0.0           0.0            block1a-015278        YES            
24     20     44     -352.471872             0.0            -0.0           block1a-015338        YES            
24     22     46     -381.405886             -0.0           0.0            block1a-015428        YES            
24     24     48     -409.351342             0.225          0.0            block1a-015474        YES            
24     26     50     -433.683996             0.209          0.002          block1a-015549        YES            
24     28     52     -454.981332             0.207          0.096          block1a-015638        YES            
24     30     54     -473.240079             0.0            0.0            block1a-015698        YES            
24     32     56     -488.557509             -0.0           0.0            block1a-015819        YES            
24     34     58     -501.384801             -0.004         -0.0           block1a-015844        YES            
24     36     60     -512.905328             -0.001         0.0            block1a-015935        YES            
24     38     62     -523.586195             -0.002         0.0            block1a-016022        YES            
24     40     64     -532.9503               -0.001         -0.0           block1a-016113        YES            
24     42     66     -540.378521             -0.001         0.0            block1a-016173        YES            
24     44     68     -547.279976             0.155          0.002          block1a-016225        YES            
24     46     70     -553.467269             0.2            0.014          block1a-016302        YES            
24     48     72     -558.021271             0.206          -0.001         block1a-016363        YES            
24     50     74     -561.324125             0.191          -0.0           block1a-016437        YES            
24     52     76     -563.650187             0.152          0.001          block1a-016527        YES            
24     54     78     -565.182004             -0.092         -0.0           block1a-016578        YES            
24     56     80     -566.523538             -0.0           -0.0           block1a-016688        YES            
24     58     82     -567.376503             0.001          -0.0           block1a-016734        YES            
24     60     84     -567.354239             0.001          -0.0           block1a-016854        YES            
24     62     86     -566.023595             0.001          -0.0           block1a-016929        YES            
24     64     88     -563.32808              0.0            0.0            block1a-016973        YES            
24     66     90     -559.967763             -0.0           -0.0           block1a-017033        YES            
26     14     40     -228.079561             0.35           0.0            block1b-000052        YES            
26     16     42     -273.710732             0.26           -0.001         block1b-000089        YES            
26     18     44     -314.884961             0.083          -0.0           block1b-000165        YES            
26     20     46     -353.64896              0.108          0.026          block1b-000279        YES            
26     22     48     -386.134967             0.0            -0.0           block1b-000308        YES            
26     24     50     -417.24922              0.218          -0.0           block1b-000384        YES            
26     26     52     -445.004143             0.201          0.0            block1b-000459        YES            
26     28     54     -469.698407             0.097          -0.0           block1b-000531        YES            
26     30     56     -490.771032             0.0            0.0            block1b-000619        YES            
26     32     58     -508.645254             -0.0           -0.0           block1b-000725        YES            
26     34     60     -524.407934             0.097          0.001          block1b-000779        YES            
26     36     62     -538.404833             -0.024         0.0            block1b-000887        YES            
26     38     64     -551.704478             -0.002         0.0            block1b-000932        YES            
26     40     66     -563.648917             -0.001         0.0            block1b-000993        YES            
26     42     68     -573.654259             -0.001         0.0            block1b-001067        YES            
26     44     70     -582.264444             0.001          0.0            block1b-001182        YES            
26     46     72     -590.924104             0.146          0.002          block1b-001274        YES            
26     48     74     -597.701958             0.138          -0.0           block1b-001289        YES            
26     50     76     -603.142123             0.073          0.001          block1b-001365        YES            
26     52     78     -607.239341             0.057          -0.0           block1b-001455        YES            
26     54     80     -610.230008             -0.063         0.0            block1b-001548        YES            
26     56     82     -612.796982             0.002          0.0            block1b-001614        YES            
26     58     84     -614.643595             0.0            -0.0           block1b-001673        YES            
26     60     86     -615.462976             0.0            0.0            block1b-001778        YES            
26     62     88     -615.145663             -0.0           -0.0           block1b-001808        YES            
26     64     90     -613.884595             -0.0           -0.0           block1b-001928        YES            
26     66     92     -612.062386             -0.0           -0.0           block1b-002018        YES            
26     68     94     -609.924221             0.0            0.0            block1b-002079        YES            
28     14     42     -218.035228             -0.337         0.0            block1b-002164        YES            
28     16     44     -265.749671             -0.247         -0.001         block1b-002224        YES            
28     18     46     -310.08819              -0.11          0.0            block1b-002284        YES            
28     20     48     -351.964455             0.001          -0.0           block1b-002395        YES            
28     22     50     -387.625506             -0.001         -0.0           block1b-002450        YES            
28     24     52     -421.036603             0.146          0.0            block1b-002484        YES            
28     26     54     -452.149743             0.107          0.002          block1b-002578        YES            
28     28     56     -480.68755              0.001          -0.0           block1b-002660        YES            
28     30     58     -504.585775             0.0            -0.0           block1b-002705        YES            
28     32     60     -525.086175             -0.01          0.0            block1b-002808        YES            
28     34     62     -543.43947              -0.086         -0.0           block1b-002851        YES            
28     36     64     -560.283103             -0.062         -0.0           block1b-002927        YES            
28     38     66     -576.110107             -0.002         -0.0           block1b-003032        YES            
28     40     68     -590.600607             0.003          0.0            block1b-003102        YES            
28     42     70     -603.124181             0.0            -0.0           block1b-003221        YES            
28     44     72     -614.217648             0.0            -0.0           block1b-003268        YES            
28     46     74     -624.494528             0.001          0.0            block1b-003374        YES            
28     48     76     -634.056716             0.001          0.0            block1b-003390        YES            
28     50     78     -641.95028              0.001          -0.0           block1b-003462        YES            
28     52     80     -647.469047             0.006          0.0            block1b-003582        YES            
28     54     82     -651.775121             -0.003         0.0            block1b-003622        YES            
28     56     84     -655.619831             0.001          -0.0           block1b-003744        YES            
28     58     86     -658.50336              -0.001         0.0            block1b-003817        YES            
28     60     88     -660.276947             0.0            0.0            block1b-003848        YES            
28     62     90     -661.109222             0.0            -0.0           block1b-003923        YES            
28     64     92     -661.309306             0.0            -0.0           block1b-004029        YES            
28     66     94     -661.072449             0.0            -0.0           block1b-004059        YES            
28     68     96     -660.493471             -0.0           0.0            block1b-004133        YES            
28     70     98     -659.406457             0.0            0.0            block1b-004239        YES            
28     72     100    -657.655319             0.001          0.0            block1b-004284        YES            
28     74     102    -656.445998             0.284          0.0            block1b-004359        YES            
28     76     104    -654.901912             0.301          0.0            block1b-004494        YES            
28     78     106    -652.762176             0.315          0.0            block1b-004540        YES            
30     18     48     -302.737194             -0.011         -0.0           block1b-004625        YES            
30     20     50     -347.324313             0.002          0.0            block1b-004721        YES            
30     22     52     -385.367322             -0.003         0.0            block1b-004744        YES            
30     24     54     -420.888847             -0.009         -0.0           block1b-004847        YES            
30     26     56     -454.709497             -0.001         0.0            block1b-004880        YES            
30     28     58     -485.905181             0.0            -0.0           block1b-004989        YES            
30     30     60     -512.675139             0.0            -0.0           block1b-005078        YES            
30     32     62     -535.932157             -0.003         0.0            block1b-005163        YES            
30     34     64     -556.900926             -0.106         0.0            block1b-005193        YES            
30     36     66     -576.287451             -0.097         0.0            block1b-005267        YES            
30     38     68     -594.338333             -0.002         0.0            block1b-005357        YES            
30     40     70     -611.126688             0.0            0.0            block1b-005429        YES            
30     42     72     -625.883736             0.0            0.0            block1b-005504        YES            
30     44     74     -639.143676             0.001          0.0            block1b-005565        YES            
30     46     76     -652.039134             0.114          0.001          block1b-005655        YES            
30     48     78     -663.320143             0.069          0.001          block1b-005730        YES            
30     50     80     -673.201401             0.011          -0.0           block1b-005790        YES            
30     52     82     -680.678696             0.071          0.001          block1b-005924        YES            
30     54     84     -686.745098             -0.086         0.001          block1b-005978        YES            
30     56     86     -691.947984             -0.0           0.0            block1b-006008        YES            
30     58     88     -696.176798             -0.0           -0.0           block1b-006083        YES            
30     60     90     -699.102443             0.001          -0.0           block1b-006159        YES            
30     62     92     -701.312324             -0.075         0.0            block1b-006247        YES            
30     64     94     -703.16913              -0.096         0.0            block1b-006322        YES            
30     66     96     -704.355713             0.0            -0.0           block1b-006383        YES            
30     68     98     -705.39923              0.0            -0.0           block1b-006473        YES            
30     70     100    -705.982407             0.169          0.0            block1b-006594        YES            
30     72     102    -706.569654             0.222          0.0            block1b-006669        YES            
30     74     104    -706.606679             0.239          0.0            block1b-006684        YES            
30     76     106    -706.149632             0.252          -0.0           block1b-006759        YES            
30     78     108    -705.112576             0.263          0.0            block1b-006895        YES            
30     80     110    -703.506659             0.261          0.0            block1b-006955        YES            
30     82     112    -701.46515              0.258          0.0            block1b-007031        YES            
30     84     114    -699.046071             0.251          0.0            block1b-007106        YES            
32     22     54     -379.757276             -0.003         0.0            block1b-007175        YES            
32     24     56     -417.422154             -0.003         0.0            block1b-007235        YES            
32     26     58     -453.625001             0.109          0.002          block1b-007346        YES            
32     28     60     -487.090718             0.067          -0.0           block1b-007418        YES            
32     30     62     -516.525244             0.0            -0.0           block1b-007478        YES            
32     32     64     -542.433736             0.123          0.003          block1b-007530        YES            
32     34     66     -566.372343             -0.19          0.0            block1b-007637        YES            
32     36     68     -588.185083             -0.171         -0.0           block1b-007652        YES            
32     38     70     -608.222049             0.004          0.0            block1b-007739        YES            
32     40     72     -627.384738             0.001          0.0            block1b-007830        YES            
32     42     74     -644.4478               0.001          0.0            block1b-007950        YES            
32     44     76     -660.545937             0.121          -0.0           block1b-007965        YES            
32     46     78     -675.87627              0.155          0.0            block1b-008040        YES            
32     48     80     -689.275726             0.145          0.022          block1b-008159        YES            
32     50     82     -700.827366             0.112          -0.001         block1b-008190        YES            
32     52     84     -710.374148             0.122          -0.0           block1b-008265        YES            
32     54     86     -718.325919             0.152          -0.001         block1b-008394        YES            
32     56     88     -724.917131             0.167          0.0            block1b-008439        YES            
32     58     90     -730.436079             -0.183         0.002          block1b-008512        YES            
32     60     92     -735.362356             -0.2           0.0            block1b-008587        YES            
32     62     94     -739.540665             -0.206         0.002          block1b-008647        YES            
32     64     96     -742.994474             -0.208         0.0            block1b-008737        YES            
32     66     98     -745.788007             -0.202         0.0            block1b-008827        YES            
32     68     100    -747.959394             -0.188         0.0            block1b-008887        YES            
32     70     102    -750.096528             0.219          0.0            block1b-008950        YES            
32     72     104    -752.029065             0.212          0.0            block1b-009068        YES            
32     74     106    -753.441807             0.211          0.0            block1b-009143        YES            
32     76     108    -754.272068             0.213          0.0            block1b-009218        YES            
32     78     110    -754.521184             0.217          0.0            block1b-009234        YES            
32     80     112    -754.210586             0.223          0.0            block1b-009310        YES            
32     82     114    -753.364674             0.227          0.0            block1b-009416        YES            
32     84     116    -751.990415             0.229          0.0            block1b-009491        YES            
32     86     118    -750.095256             0.225          0.0            block1b-009596        YES            
32     88     120    -748.160685             -0.2           0.0            block1b-009619        YES            
34     24     58     -410.849999             0.058          0.0            block1b-009703        YES            
34     26     60     -449.554692             0.122          -0.0           block1b-009762        YES            
34     28     62     -485.534768             -0.127         0.0            block1b-009878        YES            
34     30     64     -517.450311             -0.147         0.0            block1b-009968        YES            
34     32     66     -546.279616             -0.201         0.0            block1b-010036        YES            
34     34     68     -572.992138             -0.219         -0.0           block1b-010115        YES            
34     36     70     -597.190889             -0.198         0.0            block1b-010142        YES            
34     38     72     -619.628123             -0.166         0.0            block1b-010217        YES            
34     40     74     -640.746314             0.002          0.0            block1b-010320        YES            
34     42     76     -660.199291             0.002          0.0            block1b-010425        YES            
34     44     78     -678.587682             0.104          -0.0           block1b-010440        YES            
34     46     80     -696.088831             0.137          0.0            block1b-010545        YES            
34     48     82     -711.775401             0.121          0.018          block1b-010604        YES            
34     50     84     -725.552057             0.085          0.001          block1b-010665        YES            
34     52     86     -736.856394             0.106          -0.0           block1b-010739        YES            
34     54     88     -746.504198             0.144          0.01           block1b-010839        YES            
34     56     90     -754.811661             0.17           -0.022         block1b-010928        YES            
34     58     92     -762.286976             -0.201         0.008          block1b-011017        YES            
34     60     94     -769.007046             -0.22          0.0            block1b-011061        YES            
34     62     96     -774.872487             -0.226         0.01           block1b-011167        YES            
34     64     98     -780.021843             -0.229         0.006          block1b-011227        YES            
34     66     100    -784.467728             -0.228         0.005          block1b-011303        YES            
34     68     102    -788.145854             -0.219         0.001          block1b-011362        YES            
34     70     104    -791.179251             -0.196         0.001          block1b-011467        YES            
34     72     106    -794.170154             0.195          0.001          block1b-011543        YES            
34     74     108    -796.916588             0.167          0.001          block1b-011618        YES            
34     76     110    -799.203313             0.156          0.0            block1b-011678        YES            
34     78     112    -800.860822             0.157          0.0            block1b-011754        YES            
34     80     114    -801.808502             0.166          0.0            block1b-011844        YES            
34     82     116    -802.085228             0.181          0.0            block1b-011920        YES            
34     84     118    -801.726479             0.189          0.0            block1b-011981        YES            
34     86     120    -800.806668             -0.164         0.0            block1b-012004        YES            
34     88     122    -799.888507             -0.177         0.0            block1b-012109        YES            
34     90     124    -798.386316             -0.178         0.0            block1b-012199        YES            
34     92     126    -796.34211              -0.165         0.0            block1b-012275        YES            
36     26     62     -443.005804             -0.07          0.0            block1b-012356        YES            
36     28     64     -481.575688             -0.107         0.001          block1b-012428        YES            
36     30     66     -515.893116             -0.132         0.0            block1b-012518        YES            
36     32     68     -547.025933             -0.183         0.013          block1b-012574        YES            
36     34     70     -576.145119             -0.203         0.0            block1b-012604        YES            
36     36     72     -603.041688             -0.174         0.0            block1b-012723        YES            
