Z      N      A      Binding_Energy_(MeV)    beta2_total    Q20_total (b)  beta3_total    fileID    Convergence    
82     140    222    -1692.799792            -0.026076      -2.388545      0.0            2014      YES            
82     142    224    -1699.728514            -0.040973      -3.819089      0.0            2031      YES            
82     144    226    -1706.757951            0.227816       21.977056      0.0            2053      YES            
84     132    216    -1675.474983            0.002341       0.195172       0.0            2067      YES            
84     134    218    -1684.313282            -0.046484      -3.971013      0.0            2082      YES            
84     136    220    -1693.142322            0.085553       7.593977       0.0            2101      YES            
84     192    276    -1828.949808            -0.0           -0.0           0.0            2117      YES            
84     194    278    -1827.997346            0.04247        5.804808       0.0            2136      YES            
84     196    280    -1827.322968            -0.061392      -8.574418      0.0            2149      YES            
86     132    218    -1686.704817            0.073404       6.356737       0.0            2169      YES            
86     134    220    -1697.103903            0.11015        9.832549       0.0            2186      YES            
86     192    278    -1861.695372            0.0543         7.329937       0.0            2203      YES            
86     194    280    -1861.666589            0.081558       11.316749      0.0            2221      YES            
88     132    220    -1696.12069             0.089145       7.912505       0.0            2237      YES            
88     134    222    -1707.621951            0.134149       12.212041      0.0            2255      YES            
88     136    224    -1719.290973            0.167423       15.573799      0.0            2273      YES            
88     138    226    -1730.67562             0.188287       17.882724      0.0            2290      YES            
88     192    280    -1893.005537            0.05757        7.837929       0.0            2305      YES            
88     194    282    -1893.634763            0.081438       11.383351      0.0            2322      YES            
90     130    220    -1692.084356            -0.001148      -0.101411      0.0            2337      YES            
90     132    222    -1703.607919            0.084032       7.591584       0.0            2356      YES            
90     134    224    -1716.389062            0.16198        15.029085      0.0            2375      YES            
90     136    226    -1729.674279            0.19549        18.51608       0.0            2392      YES            
90     138    228    -1742.332994            0.214336       20.698637      0.0            2409      YES            
90     192    282    -1922.72048             0.029618       4.046158       0.0            2424      YES            
90     194    284    -1923.734522            0.063592       8.956773       0.0            2441      YES            
92     130    222    -1697.707734            -0.000665      -0.061343      0.0            2456      YES            
92     132    224    -1709.83974             -0.004215      -0.389775      0.0            2473      YES            
92     134    226    -1724.035068            0.191967       18.186193      0.0            2494      YES            
92     136    228    -1738.639066            0.21876        21.144496      0.0            2511      YES            
92     138    230    -1752.437229            0.23298        22.908493      0.0            2528      YES            
92     192    284    -1951.173256            -0.001789      -0.253076      0.0            2541      YES            
92     194    286    -1952.407499            -0.035758      -5.116091      0.0            2558      YES            
92     196    288    -1953.825619            0.079225       11.623366      0.0            2577      YES            
94     130    224    -1700.700481            0.001194       0.109643       0.0            2594      YES            
94     132    226    -1714.053038            -0.058767      -5.446648      0.0            2608      YES            
94     134    228    -1730.15492             0.224677       21.744543      0.0            2630      YES            
94     136    230    -1745.709541            0.237577       23.428677      0.0            2647      YES            
94     188    282    -1972.34707             -0.00054       -0.074351      0.0            2660      YES            
94     190    284    -1974.084146            -0.0           -1e-06         0.0            2678      YES            
94     192    286    -1976.198197            -0.04499       -6.332799      0.0            2694      YES            
94     194    288    -1978.573327            0.075949       10.965473      0.0            2713      YES            
94     196    290    -1980.926078            0.093198       13.725063      0.0            2730      YES            
94     198    292    -1983.045943            0.112078       16.796434      0.0            2747      YES            
96     128    224    -1687.727154            -0.00068       -0.062198      0.0            2762      YES            
96     130    226    -1701.733704            -0.022735      -2.090572      0.0            2778      YES            
96     132    228    -1717.55313             0.254149       24.648774      0.0            2802      YES            
96     134    230    -1734.545341            0.253473       24.988543      0.0            2817      YES            
96     186    282    -1991.655291            -0.0           -0.0           0.0            2831      YES            
96     188    284    -1993.932136            -0.0           -1e-06         0.0            2848      YES            
96     190    286    -1996.786553            -0.050453      -7.036175      0.0            2864      YES            
96     192    288    -1999.831062            0.080071       11.479196      0.0            2883      YES            
96     194    290    -2003.232944            0.099836       14.590291      0.0            2900      YES            
96     196    292    -2006.416563            0.118512       17.648724      0.0            2917      YES            
96     198    294    -2009.676894            0.170429       25.8536        0.0            2934      YES            
98     126    224    -1670.751783            -0.0           -0.0           0.0            2950      YES            
98     128    226    -1686.537701            0.0            1e-06          0.0            2967      YES            
98     130    228    -1702.044844            -0.072395      -6.767022      0.0            2982      YES            
98     132    230    -1719.626546            0.286222       28.332228      0.0            3006      YES            
98     134    232    -1737.240027            0.27338        27.418389      0.0            3021      YES            
98     186    284    -2011.360594            -0.0           -1e-06         0.0            3035      YES            
98     188    286    -2014.238666            -0.0           -4e-06         0.0            3052      YES            
98     190    288    -2018.284997            -0.063625      -9.001665      0.0            3068      YES            
98     192    290    -2022.307828            0.098666       14.326189      0.0            3087      YES            
98     194    292    -2026.643925            0.119987       17.754135      0.0            3104      YES            
98     196    294    -2030.808315            0.14629        22.058038      0.0            3121      YES            
98     198    296    -2034.849008            0.171966       26.417402      0.0            3138      YES            
98     232    330    -2063.122571            -0.160665      -30.091182     0.0            3150      YES            
98     234    332    -2063.477635            -0.158233      -29.978777     0.0            3167      YES            
98     236    334    -2063.668953            -0.154826      -29.660847     0.0            3184      YES            
98     238    336    -2063.672539            -0.149965      -29.038017     0.0            3202      YES            
98     262    360    -2051.206438            0.023831       5.106752       0.0            3226      YES            
100    126    226    -1667.414657            -0.0           -0.0           0.0            3239      YES            
100    128    228    -1684.053529            0.0            0.0            0.0            3256      YES            
100    130    230    -1701.256734            -0.283545      -28.38208      0.0            3265      YES            
100    132    232    -1719.809412            0.30972        31.276294      0.0            3295      YES            
100    134    234    -1738.128531            0.287412       29.332798      0.0            3310      YES            
100    184    284    -2025.426988            -0.0           -0.0           0.0            3324      YES            
100    186    286    -2029.845324            -0.0           -1e-06         0.0            3341      YES            
100    188    288    -2033.62946             -0.043307      -6.063097      0.0            3357      YES            
100    190    290    -2038.304264            -0.070209      -10.076098     0.0            3374      YES            
100    192    292    -2043.396592            0.112749       16.590623      0.0            3393      YES            
100    194    294    -2048.576111            0.136991       20.538006      0.0            3410      YES            
100    196    296    -2053.61762             0.160486       24.48813       0.0            3427      YES            
100    198    298    -2058.387679            0.176806       27.428457      0.0            3444      YES            
100    234    334    -2095.582844            -0.165145      -31.509579     0.0            3456      YES            
100    236    336    -2096.223622            -0.161708      -31.196085     0.0            3473      YES            
100    238    338    -2096.63297             -0.156953      -30.607105     0.0            3490      YES            
100    240    340    -2096.78214             -0.150541      -29.676456     0.0            3507      YES            
100    242    342    -2096.697743            -0.142317      -28.355001     0.0            3524      YES            
100    250    350    -2095.08777             -0.08959       -18.480285     0.0            3542      YES            
100    260    360    -2091.121219            -5.5e-05       -0.038802      0.0            3560      YES            
100    262    362    -2087.458996            -0.001678      -0.401086      0.0            3577      YES            
100    264    364    -2084.558332            0.060952       13.490335      0.0            3600      YES            
102    128    230    -1680.351194            -0.003024      -0.288046      0.0            3612      YES            
102    130    232    -1699.293771            -0.283088      -28.752601     0.0            3622      YES            
102    132    234    -1717.609887            -0.291171      -30.079519     0.0            3639      YES            
102    134    236    -1737.581408            0.319665       33.329837      0.0            3668      YES            
102    182    284    -2034.468549            -0.0           -4.2e-05       0.0            3681      YES            
102    184    286    -2042.087094            -0.0           -1e-06         0.0            3698      YES            
102    186    288    -2047.118857            -0.0           -2e-06         0.0            3715      YES            
102    188    290    -2051.687196            -0.048785      -6.923159      0.0            3731      YES            
102    190    292    -2056.971705            -0.074904      -10.892002     0.0            3748      YES            
102    192    294    -2062.919767            0.124613       18.565439      0.0            3767      YES            
102    194    296    -2068.840261            0.153732       23.314831      0.0            3784      YES            
102    196    298    -2074.651634            0.17382        26.79556       0.0            3801      YES            
102    214    316    -2113.093435            0.244799       42.289108      0.0            3820      YES            
102    226    328    -2124.462245            0.231432       42.897384      0.0            3835      YES            
102    228    330    -2125.30925             0.227126       42.571708      0.0            3852      YES            
102    230    332    -2125.941364            0.22174        42.012739      0.0            3869      YES            
102    232    334    -2126.320155            0.214986       41.159595      0.0            3888      YES            
102    234    336    -2126.484077            0.203587       39.356477      0.0            3905      YES            
102    240    342    -2128.658734            -0.154861      -30.735446     0.0            3915      YES            
102    242    344    -2128.956446            -0.146228      -29.332671     0.0            3932      YES            
102    260    362    -2126.06324             0.000764       0.148908       0.0            3951      YES            
102    262    364    -2122.726627            0.001508       0.306951       0.0            3968      YES            
102    264    366    -2120.219929            0.064028       14.297955      0.0            3990      YES            
104    134    238    -1733.589879            -0.297964      -31.77283      0.0            3996      YES            
104    182    286    -2049.479366            -0.0           -4.9e-05       0.0            4021      YES            
104    184    288    -2057.586103            -0.0           -1e-06         0.0            4038      YES            
104    186    290    -2063.254712            -0.0           -2e-06         0.0            4055      YES            
104    188    292    -2068.438799            -0.049337      -7.08592       0.0            4071      YES            
104    190    294    -2074.344716            -0.079571      -11.719384     0.0            4088      YES            
104    192    296    -2080.897202            0.13605        20.485959      0.0            4107      YES            
104    194    298    -2087.943665            0.337295       53.109661      0.0            4131      YES            
104    196    300    -2093.976405            0.325485       51.698753      0.0            4148      YES            
104    212    316    -2134.449174            0.238245       40.984686      0.0            4160      YES            
104    214    318    -2138.121319            0.242536       42.190115      0.0            4177      YES            
104    216    320    -2141.559739            0.245345       43.16566       0.0            4194      YES            
104    236    340    -2157.098145            0.177272       34.737884      0.0            4211      YES            
104    238    342    -2158.207363            -0.164266      -32.460491     0.0            4221      YES            
104    240    344    -2159.137246            -0.157226      -31.401492     0.0            4238      YES            
104    260    364    -2160.000468            0.001228       0.257855       0.0            4257      YES            
104    262    366    -2157.016421            0.004313       0.935065       0.0            4274      YES            
104    264    368    -2154.78444             0.063724       14.321757      0.0            4296      YES            
106    184    290    -2071.918944            -0.0           -1e-06         0.0            4310      YES            
106    186    292    -2078.211392            -0.0           -1e-06         0.0            4327      YES            
106    188    294    -2083.972809            -0.122733      -18.123821     0.0            4341      YES            
106    190    296    -2090.534107            -0.125039      -18.688549     0.0            4358      YES            
106    192    298    -2097.447939            0.145064       22.028728      0.0            4379      YES            
106    194    300    -2104.737492            0.216712       33.666718      0.0            4396      YES            
106    212    318    -2157.28228             0.233066       40.472097      0.0            4415      YES            
106    214    320    -2161.423257            0.235642       41.388155      0.0            4432      YES            
106    216    322    -2165.314744            0.238071       42.276464      0.0            4449      YES            
106    234    340    -2185.520614            0.199415       39.008934      0.0            4464      YES            
106    236    342    -2186.426043            0.177018       34.915384      0.0            4481      YES            
106    238    344    -2187.321792            0.157736       31.333843      0.0            4498      YES            
106    240    346    -2188.280524            -0.157504      -31.645776     0.0            4510      YES            
106    242    348    -2189.415593            -0.147496      -29.946935     0.0            4527      YES            
106    260    366    -2192.910867            0.001301       0.27994        0.0            4546      YES            
106    262    368    -2190.310843            0.005147       1.131348       0.0            4563      YES            
106    264    370    -2188.25468             0.059368       13.408261      0.0            4585      YES            
108    186    294    -2092.033537            0.0            0.0            0.0            4599      YES            
108    188    296    -2098.276017            -0.126456      -18.873528     0.0            4613      YES            
108    190    298    -2105.489787            -0.12726       -19.22191      0.0            4631      YES            
108    192    300    -2112.64921             0.138661       21.197718      0.0            4651      YES            
108    194    302    -2118.76857             -0.202321      -31.638438     0.0            4662      YES            
108    196    304    -2125.206953            -0.298261      -48.641916     0.0            4677      YES            
108    198    306    -2131.759857            -0.295359      -48.710084     0.0            4695      YES            
108    212    320    -2178.220444            0.231876       40.613845      0.0            4721      YES            
108    214    322    -2182.96381             0.231706       41.043852      0.0            4738      YES            
108    216    324    -2187.441979            0.232072       41.554022      0.0            4760      YES            
108    242    350    -2218.116855            0.134317       27.404784      0.0            4774      YES            
108    262    370    -2222.599114            0.004027       0.894609       0.0            4784      YES            
108    264    372    -2220.834345            -0.044485      -10.093083     0.0            4801      YES            
108    266    374    -2219.558813            0.07883        18.180437      0.0            4823      YES            
108    268    376    -2218.710685            0.099168       23.194685      0.0            4840      YES            
108    270    378    -2217.956714            0.115972       27.470923      0.0            4857      YES            
108    272    380    -2217.541136            0.347231       86.5241        0.0            4876      YES            
110    188    298    -2111.403217            -0.0           -0.0           0.0            4888      YES            
110    190    300    -2119.062867            -0.123683      -18.852842     0.0            4902      YES            
110    192    302    -2126.499483            0.114532       17.6079        0.0            4923      YES            
110    194    304    -2134.604419            0.148832       23.266946      0.0            4940      YES            
110    196    306    -2140.616038            -0.339431      -56.762502     0.0            4948      YES            
110    198    308    -2147.555232            -0.308139      -51.517586     0.0            4966      YES            
110    200    310    -2154.395987            -0.301088      -50.81823      0.0            4984      YES            
110    214    324    -2202.931646            0.233867       41.788572      0.0            5015      YES            
110    262    372    -2253.880898            0.002574       0.580423       0.0            5022      YES            
110    264    374    -2252.407036            -0.039877      -9.100187      0.0            5039      YES            
110    266    376    -2251.346166            -0.057391      -13.300521     0.0            5056      YES            
110    268    378    -2250.66503             0.091267       21.409932      0.0            5078      YES            
110    270    380    -2250.203498            0.107864       25.632072      0.0            5095      YES            
110    276    386    -2248.870442            0.338519       86.392946      0.0            5114      YES            
112    158    270    -1943.220668            0.233857       30.132061      0.0            5129      YES            
112    188    300    -2123.530486            0.0            3e-06          0.0            5143      YES            
112    190    302    -2131.444972            -0.065134      -9.995711      0.0            5159      YES            
112    192    304    -2139.390806            -0.121875      -18.963844     0.0            5174      YES            
112    194    306    -2147.637303            0.11973        18.812698      0.0            5195      YES            
112    196    308    -2155.924337            0.138061       22.029869      0.0            5212      YES            
112    198    310    -2161.835033            -0.23374       -38.459343     0.0            5223      YES            
112    200    312    -2169.087445            -0.245299      -40.989169     0.0            5240      YES            
112    214    326    -2221.482767            0.241622       43.533538      0.0            5270      YES            
112    264    376    -2282.906338            -0.032952      -7.569582      0.0            5277      YES            
112    266    378    -2282.241967            -0.053206      -12.403006     0.0            5294      YES            
112    268    380    -2281.569612            0.080892       19.048194      0.0            5316      YES            
112    270    382    -2281.369111            0.097111       23.157525      0.0            5333      YES            
114    190    304    -2142.627898            -0.058479      -9.060745      0.0            5346      YES            
114    192    306    -2151.043548            -0.113711      -17.851114     0.0            5361      YES            
114    194    308    -2159.494078            0.098311       15.566774      0.0            5382      YES            
114    196    310    -2168.203975            0.114195       18.333648      0.0            5399      YES            
114    198    312    -2176.6372              0.127098       20.690916      0.0            5416      YES            
114    240    354    -2294.5628              0.147716       30.542863      0.0            5436      YES            
114    242    356    -2297.077716            0.134453       28.028068      0.0            5453      YES            
114    244    358    -2299.407151            0.124045       26.071948      0.0            5470      YES            
114    264    378    -2312.135802            -0.031333      -7.243062      0.0            5482      YES            
114    266    380    -2312.012972            -0.049692      -11.6444       0.0            5498      YES            
114    268    382    -2311.564967            -0.059273      -14.055307     0.0            5515      YES            
114    270    384    -2311.507838            0.08497        20.3645        0.0            5537      YES            
114    272    386    -2311.49218             0.097366       23.619394      0.0            5554      YES            
114    278    392    -2312.321584            0.280965       72.068264      0.0            5569      YES            
116    162    278    -1974.973699            0.209109       28.221162      0.0            5589      YES            
116    164    280    -1991.412621            0.200117       27.307755      0.0            5605      YES            
116    168    284    -2021.043691            0.178533       24.814674      0.0            5623      YES            
116    170    286    -2035.031545            0.160297       22.433237      0.0            5640      YES            
116    190    306    -2152.265078            -0.057458      -8.958765      0.0            5652      YES            
116    192    308    -2161.369995            -0.104604      -16.557142     0.0            5667      YES            
116    194    310    -2170.191778            -0.108819      -17.433884     0.0            5684      YES            
116    196    312    -2179.234675            0.096744       15.663572      0.0            5705      YES            
116    198    314    -2188.136056            0.10684        17.523957      0.0            5722      YES            
116    214    330    -2254.026237            0.247535       45.41711       0.0            5746      YES            
116    236    352    -2310.795202            0.170486       34.871792      0.0            5759      YES            
116    240    356    -2316.98156             0.145042       30.152742      0.0            5776      YES            
116    242    358    -2319.999057            0.12994        27.20824       0.0            5793      YES            
116    264    380    -2340.060969            -0.028849      -6.67533       0.0            5805      YES            
116    266    382    -2340.416697            -0.048082      -11.301244     0.0            5821      YES            
116    268    384    -2340.422913            -0.057181      -13.610218     0.0            5838      YES            
116    270    386    -2340.520097            0.074405       17.912022      0.0            5860      YES            
116    272    388    -2342.18384             0.349995       89.264414      0.0            5878      YES            
116    280    396    -2342.589951            0.282771       73.586023      0.0            5892      YES            
116    282    398    -2342.364332            0.276369       72.560847      0.0            5909      YES            
116    292    408    -2340.451142            0.225873       61.844408      0.0            5929      YES            
116    298    414    -2337.25118             0.226569       63.845243      0.0            5946      YES            
116    300    416    -2335.760581            0.226475       64.421279      0.0            5963      YES            
118    162    280    -1972.156731            0.216125       29.509821      0.0            5979      YES            
118    164    282    -1989.172563            0.203677       28.12644       0.0            5996      YES            
118    166    284    -2005.017034            0.189625       26.458804      0.0            6014      YES            
118    188    306    -2150.242325            -0.000138      -0.021261      0.0            6026      YES            
118    190    308    -2160.159497            -0.059035      -9.244385      0.0            6043      YES            
118    192    310    -2170.085487            -0.107254      -17.120456     0.0            6059      YES            
118    194    312    -2179.52351             -0.111093      -17.954833     0.0            6076      YES            
118    196    314    -2188.616878            0.084836       13.781267      0.0            6096      YES            
118    198    316    -2198.090936            0.093904       15.465522      0.0            6113      YES            
118    200    318    -2207.29637             0.099791       16.651795      0.0            6130      YES            
118    204    322    -2227.765872            0.294913       52.157631      0.0            6153      YES            
118    210    328    -2252.687463            0.259555       47.137196      0.0            6171      YES            
118    212    330    -2260.51209             0.251373       46.098935      0.0            6188      YES            
118    238    356    -2333.755376            0.16118        33.515023      0.0            6201      YES            
118    264    382    -2366.413059            -0.02779       -6.448142      0.0            6213      YES            
118    266    384    -2367.258725            -0.047587      -11.22611      0.0            6229      YES            
118    268    386    -2367.730281            -0.057064      -13.641869     0.0            6246      YES            
118    270    388    -2368.077903            -0.062953      -15.222212     0.0            6263      YES            
118    272    390    -2369.743935            0.33682        86.10295       0.0            6290      YES            
118    274    392    -2370.537829            0.325128       83.663004      0.0            6307      YES            
118    280    398    -2371.946862            0.288976       75.689816      0.0            6320      YES            
118    282    400    -2372.066018            0.283625       74.928731      0.0            6337      YES            
118    284    402    -2372.032811            0.275085       73.267871      0.0            6351      YES            
118    288    406    -2371.803048            0.227244       61.315389      0.0            6371      YES            
118    290    408    -2371.754269            0.224886       61.242821      0.0            6388      YES            
118    292    410    -2371.541122            0.224205       61.63523       0.0            6405      YES            
118    296    414    -2370.494712            0.223466       62.606851      0.0            6422      YES            
118    298    416    -2369.599905            0.223144       63.100983      0.0            6439      YES            
118    300    418    -2368.496865            0.222653       63.544105      0.0            6456      YES            
120    188    308    -2155.990047            -0.181103      -28.907433     0.0            6464      YES            
120    190    310    -2166.842417            -0.186089      -30.083405     0.0            6481      YES            
120    192    312    -2177.287801            -0.189874      -31.075253     0.0            6498      YES            
120    194    314    -2187.388686            -0.193204      -32.006005     0.0            6515      YES            
120    196    316    -2197.178931            -0.196157      -32.888945     0.0            6532      YES            
120    198    318    -2206.680874            -0.199823      -33.917528     0.0            6548      YES            
120    200    320    -2215.916853            -0.20226       -34.741377     0.0            6565      YES            
120    208    328    -2255.805876            0.276668       50.353197      0.0            6596      YES            
120    210    330    -2264.368599            0.263708       48.379929      0.0            6613      YES            
120    262    382    -2390.807089            -0.000729      -0.169483      0.0            6625      YES            
120    264    384    -2391.270464            -0.005271      -1.23632       0.0            6641      YES            
120    266    386    -2392.490596            -0.048164      -11.457989     0.0            6654      YES            
120    268    388    -2393.32732             -0.063192      -15.238437     0.0            6669      YES            
120    270    390    -2394.881542            0.342268       87.236257      0.0            6698      YES            
120    272    392    -2396.21922             0.327506       84.025244      0.0            6715      YES            
120    274    394    -2397.401156            0.318148       82.20993       0.0            6732      YES            
120    282    402    -2400.507302            0.284989       75.787994      0.0            6745      YES            
120    284    404    -2400.860428            0.279192       74.872927      0.0            6762      YES            
120    286    406    -2401.029658            0.271425       73.389708      0.0            6779      YES            
120    288    408    -2401.033376            0.237233       64.373996      0.0            6796      YES            
120    290    410    -2401.30878             0.224155       61.303898      0.0            6813      YES            
120    298    418    -2400.751921            0.21862        62.064892      0.0            6830      YES            
