 Nrows 
   44 
    Z     N           Q20               Q30               beta2                 beta3
    56    52          4.857312          0.052484          0.171705              0.01 
    56    54          5.977227           0.05433          0.205222              0.01 
    56    56          6.780537          0.056681          0.224964              0.01 
    56    58          7.703833          0.059128          0.247034              0.01 
    56    60         10.381254          0.062252          0.319798              0.01 
    56    62         12.036109          0.065164          0.357603              0.01 
    56    64         11.707472          0.066849          0.340057              0.01 
    56    66         11.091186          0.068446          0.315384              0.01 
    56    68          10.61908          0.070186          0.295343              0.01 
    56    70          9.865799          0.071769          0.268904              0.01 
    56    72          8.790587          0.073294          0.235026              0.01 
    56    74          7.552977          0.074929          0.197963              0.01 
    56    76          6.306873          0.076673           0.16196              0.01 
    56    78           5.09553          0.078489          0.128182              0.01 
    56    80          3.217806          0.080256          0.079361              0.01 
    56    82          0.040852          0.082297          0.000986              0.01 
    56    84          4.178983           0.08526          0.098042              0.01 
    56    86          6.472794          0.086758          0.149395              0.01 
    56    88          8.143766          0.090968           0.18127              0.01 
    56    90          9.569872           0.09515          0.205777              0.01 
    56    92         11.427739          0.098808          0.238539              0.01 
    56    94         13.275972          0.102657          0.268941              0.01 
    56    96         14.216741          0.105999           0.28067              0.01 
    56    98          14.99408          0.109325          0.288722              0.01 
    56   100         15.719324          0.112688          0.295361              0.01 
    56   102         16.163383          0.115945          0.296728              0.01 
    56   104         16.185287          0.119045          0.290728              0.01 
    56   106         15.729659          0.122002           0.27681              0.01 
    56   108         15.009676          0.124933          0.258932              0.01 
    56   110         14.278514          0.127919          0.241492              0.01 
    56   112         13.500021          0.130857          0.223999              0.01 
    56   114         12.545893          0.133792          0.204305              0.01 
    56   116         11.116834          0.136712          0.177752              0.01 
    56   118          9.220727          0.139635           0.14481              0.01 
    56   120          7.254288          0.142701          0.111863              0.01 
    56   122          4.991587          0.145793          0.075594              0.01 
    56   124         -0.062501          0.148864          -0.00093              0.01 
    56   126         -0.010233          0.152936         -0.000149              0.01 
    56   128         -0.357935          0.156624         -0.005111              0.01 
    56   130          5.643948          0.162295          0.078419              0.01 
    56   132          8.329805          0.167635          0.112863              0.01 
    56   134         10.689211          0.172938          0.141356              0.01 
    56   136         12.288132          0.174709          0.160838              0.01 
    56   138         13.864986          0.180713          0.176823              0.01 
