 Nrows 
   44 
    Z     N           Q20               Q30               beta2                 beta3
    56    52          4.788732          0.051907          0.170534              0.01 
    56    54          6.000342          0.054032          0.206772              0.01 
    56    56          6.830874          0.056092          0.228217              0.01 
    56    58          8.179145          0.058523           0.26408              0.01 
    56    60         11.087535          0.062044          0.342319              0.01 
    56    62         12.265879          0.064642          0.366388              0.01 
    56    64         12.183721          0.066497          0.355137              0.01 
    56    66         11.528751          0.068072          0.329026              0.01 
    56    68         10.751412           0.06964          0.300585              0.01 
    56    70          9.821743          0.071169          0.269206              0.01 
    56    72          8.758797           0.07277          0.235299              0.01 
    56    74          7.598672          0.074519          0.199891              0.01 
    56    76          6.376751            0.0764          0.164144              0.01 
    56    78           5.01692          0.075949          0.129003              0.01 
    56    80          3.047969          0.080295          0.075148              0.01 
    56    82         -0.035656          0.082526         -0.000859              0.01 
    56    84          3.797885          0.085409          0.088997              0.01 
    56    86           6.35691           0.08884          0.144419              0.01 
    56    88          7.979967          0.092235          0.175993              0.01 
    56    90          9.284406          0.094951          0.199917              0.01 
    56    92         10.993247          0.099306          0.228701              0.01 
    56    94         12.836686          0.103192          0.259143              0.01 
    56    96         14.060368          0.106877          0.276061              0.01 
    56    98         14.974442          0.110481          0.286328              0.01 
    56   100          15.69763          0.114055          0.292592              0.01 
    56   102         16.193347          0.117579          0.294517              0.01 
    56   104         16.306296          0.120977          0.289774              0.01 
    56   106         15.697161          0.124089          0.273132              0.01 
    56   108         14.805557          0.127104          0.252493              0.01 
    56   110         13.929478          0.130241          0.232781              0.01 
    56   112         13.061132          0.133508          0.213838              0.01 
    56   114         12.089053          0.136887          0.193886              0.01 
    56   116         10.884908          0.140331          0.171038              0.01 
    56   118          9.294635          0.142699          0.143874              0.01 
    56   120           7.46272          0.147167          0.112737              0.01 
    56   122          4.964024           0.15045          0.073617              0.01 
    56   124           1.3e-05           0.13366               0.0              0.01 
    56   126          0.066234          0.157673          0.000945              0.01 
    56   128          0.074625          0.162204          0.001041              0.01 
    56   130          6.168254          0.168056          0.083734              0.01 
    56   132          8.297271          0.173539          0.109858              0.01 
    56   134          9.604827          0.179062          0.124103              0.01 
    56   136         10.182626          0.184556          0.128495              0.01 
    56   138         10.350569          0.190153          0.127597              0.01 
