 Nrows 
   325 
    Z     N          Q20                 Q30           beta2       beta3
    22    46          1.657778      0.0190753693    0.134252        0.01 
    24    28          0.927425      0.0111548007    0.117449        0.01 
    24    46          2.500098       0.020213951    0.192917        0.01 
    26    20          0.002155      0.0087291266    0.000335        0.01 
    32    48           2.20475      0.0264018952    0.136182        0.01 
    34    48          1.904675      0.0277384911    0.112903        0.01 
    34    56          3.200598      0.0334148986    0.162456        0.01 
    36    32         -2.254646      0.0190753693   -0.182588        0.01 
    36    38         -1.985864      0.0225901216   -0.139682        0.01 
    36    62          -5.06397       0.039619344   -0.223027        0.01 
    36    64         -5.345226      0.0412529612   -0.227619        0.01 
    38    62          9.837943      0.0412529612    0.418935        0.01 
    40    70         -5.196511      0.0499160831   -0.188785        0.01 
    46    58          3.973888      0.0446192029    0.158515        0.01 
    52    66         -4.876107      0.0574406232   -0.157584        0.01 
    54    64          8.972699      0.0574406232    0.289976        0.01 
    54    66          8.970587      0.0594042642      0.2819        0.01 
    54    74          5.868716      0.0675888517    0.165616        0.01 
    54    90          8.031788      0.0855421404    0.186259        0.01 
    56    54          5.739341      0.0499160831    0.208505        0.01 
    56    88          7.763254      0.0855421404    0.180032        0.01 
    56    90          9.214771      0.0879348122    0.208836        0.01 
    56    92         10.854682      0.0903604863    0.240486        0.01 
    58    78          5.242927      0.0763014771    0.133737        0.01 
    58    86           6.43917      0.0855421404    0.149326        0.01 
    58    88          8.540413      0.0879348122    0.193553        0.01 
    58    90         10.831072      0.0903604863    0.239963        0.01 
    58   136         11.770716       0.155259645    0.166103        0.01 
    58   138         13.267693      0.1584773759    0.184054        0.01 
    58   140         14.706078      0.1617281093    0.200585        0.01 
    60    78          5.570218      0.0785621394     0.13867        0.01 
    60    86           6.64415      0.0879348122    0.150578        0.01 
    60    88          9.459826      0.0903604863    0.209583        0.01 
    60    92         15.467502      0.0953108417    0.327786        0.01 
    60   118         10.100319      0.1307058824    0.164517        0.01 
    60   120           7.41466      0.1336595944    0.118544        0.01 
    60   134          9.506178       0.155259645    0.134146        0.01 
    60   136         11.905035      0.1584773759    0.165151        0.01 
