 Nrows 
   414 
    Z     N          Q20                 Q30           beta2       beta3
    26    36           1.41423      0.0158576383    0.133591        0.01 
    32    70          6.776009      0.0429195809    0.279179        0.01 
    34    78          6.149378      0.0517477146    0.216792        0.01 
    36    32         -2.580138      0.0190753693   -0.208948        0.01 
    40    56          0.001328      0.0380187291     6.1e-05        0.01 
    40    58         -0.000216       0.039619344      -1e-05        0.01 
    40    60         -0.008886      0.0412529612   -0.000378        0.01 
    42    58           0.00072      0.0412529612     3.1e-05        0.01 
    42    74         -5.482779      0.0555099847   -0.182311        0.01 
    42   104          -0.07911      0.0879348122   -0.001793        0.01 
    52    58           4.92515      0.0499160831    0.178926        0.01 
    52    72          5.789978      0.0634305532    0.172273        0.01 
    54    54          5.059204       0.048117454    0.189504        0.01 
    54    56          5.883628      0.0499160831    0.213747        0.01 
    54    58          6.905855      0.0517477146    0.243461        0.01 
    54    72           7.85164      0.0654932013    0.227467        0.01 
    54    74          6.601092      0.0675888517    0.186284        0.01 
    54    88          6.467251      0.0831824711    0.153514        0.01 
    54    90          8.214568      0.0855421404    0.190498        0.01 
    56    54          5.966156      0.0499160831    0.216745        0.01 
    56    56          6.869969      0.0517477146    0.242196        0.01 
    56    58          8.486884      0.0536123484    0.290502        0.01 
    56    90          9.417603      0.0879348122    0.213433        0.01 
    58    54          6.971845      0.0517477146    0.245788        0.01 
    58    56          8.292889      0.0536123484    0.283862        0.01 
    58    90         11.427066      0.0903604863    0.253168        0.01 
    60    62         13.878023      0.0614009075    0.424265        0.01 
    60    88          8.363047      0.0903604863    0.185284        0.01 
    60   136         -5.193321      0.1584773759   -0.072043        0.01 
    62    86          3.423415      0.0903604863    0.075846        0.01 
    62    88          9.937684      0.0928191628    0.215299        0.01 
    62    90         13.780121      0.0953108417    0.292027        0.01 
    62   132          4.207904       0.155259645     0.05938        0.01 
    62   134           4.94747      0.1584773759    0.068633        0.01 
    62   136         -5.860553      0.1617281093   -0.079935        0.01 
    62   138         -9.706224       0.165011845    -0.13019        0.01 
