Z      N      A      Binding_Energy_(MeV)    beta2          beta3          fileID    Convergence    
12     14     26     -211.291964             -0.19          0.0            21        YES            
24     36     60     -510.852212             0.065          0.0            50        YES            
26     24     50     -417.554805             0.239          0.0            62        YES            
26     34     60     -523.988825             0.143          0.0            84        YES            
26     36     62     -537.376125             0.099          0.0            102       YES            
46     36     82     -596.794487             0.12           0.0            114       YES            
52     72     124    -1050.135569            0.144          0.0            135       YES            
52     74     126    -1065.756986            0.114          0.0            152       YES            
56     56     112    -898.29922              0.241          0.0            170       YES            
56     78     134    -1127.177337            0.134          0.0            183       YES            
56     90     146    -1198.083371            0.211          0.0            202       YES            
56     118    174    -1275.972993            0.158          0.0            217       YES            
58     88     146    -1207.924401            0.194          0.0            234       YES            
58     90     148    -1218.265136            0.242          0.0            254       YES            
60     74     134    -1111.115106            0.24           0.0            269       YES            
60     86     146    -1212.110094            0.15           0.0            285       YES            
60     88     148    -1224.428343            0.207          0.0            302       YES            
60     136    196    -1366.570475            0.136          0.0            318       YES            
60     138    198    -1366.524161            0.149          0.0            335       YES            
60     140    200    -1366.266281            0.16           0.0            352       YES            
62     132    194    -1401.819578            0.085          0.0            369       YES            
62     134    196    -1402.734656            0.104          0.0            386       YES            
62     136    198    -1403.374943            0.121          0.0            403       YES            
62     138    200    -1403.850422            -0.15          0.0            415       YES            
64     132    196    -1435.499236            0.081          0.0            437       YES            
64     134    198    -1436.962258            -0.098         0.0            450       YES            
64     136    200    -1438.466645            -0.137         0.0            466       YES            
66     88     154    -1262.444933            0.226          0.0            489       YES            
66     132    198    -1467.310299            0.086          0.0            505       YES            
66     134    200    -1469.542237            -0.115         0.0            517       YES            
66     136    202    -1471.950156            -0.152         0.0            534       YES            
68     92     160    -1304.985864            0.303          0.0            561       YES            
68     132    200    -1497.500393            0.098          0.0            573       YES            
68     134    202    -1500.489356            0.151          0.0            590       YES            
70     92     162    -1313.531017            0.27           0.0            608       YES            
70     136    206    -1533.819792            0.19           0.0            624       YES            
72     92     164    -1320.501728            0.242          0.0            642       YES            
72     130    202    -1548.369584            0.061          0.0            658       YES            
74     96     170    -1362.730057            0.307          0.0            676       YES            
74     98     172    -1380.693775            0.332          0.0            693       YES            
74     136    210    -1588.654843            0.167          0.0            709       YES            
76     98     174    -1386.556717            0.319          0.0            727       YES            
80     96     176    -1371.247702            0.276          0.0            745       YES            
86     132    218    -1686.876854            0.105          0.0            759       YES            
