Z      N      A      Binding_Energy_(MeV)    Q20_total (b)  beta3_total    fileID    Convergence    
112    236    348    -2260.769679            91.810631      0.0            1181      YES            
112    266    378    -2279.02252             93.301555      0.0            1185      YES            
112    282    394    -2272.797717            93.406017      0.0            1189      YES            
112    284    396    -2271.114291            94.430156      0.0            1193      YES            
112    286    398    -2269.296345            94.643338      0.0            1197      YES            
114    154    268    -1899.208175            31.061597      0.0            1201      YES            
114    164    278    -1981.712789            71.164364      0.0            1206      YES            
114    190    304    -2139.079897            70.154473      0.0            209       YES            
114    192    306    -2148.694599            69.066836      0.0            1210      YES            
114    200    314    -2182.999003            66.874826      0.0            1213      YES            
114    202    316    -2190.533579            65.605279      0.0            1217      YES            
114    224    338    -2258.054336            95.101172      0.0            1222      YES            
114    266    380    -2308.221875            97.930341      0.0            1225      YES            
114    282    396    -2305.037348            94.15184       0.0            1229      YES            
114    284    398    -2303.681514            95.562891      0.0            1233      YES            
114    286    400    -2302.175585            97.598043      0.0            1237      YES            
114    288    402    -2300.5434              100.1423       0.0            1241      YES            
114    290    404    -2298.791981            103.119        0.0            1245      YES            
114    292    406    -2300.413663            62.045572      0.0            1249      YES            
114    294    408    -2298.966008            62.755052      0.0            1253      YES            
114    296    410    -2297.334516            63.366073      0.0            1257      YES            
116    192    308    -2156.130707            -59.884425     0.0            1260      YES            
116    194    310    -2165.881974            -61.282489     0.0            1264      YES            
116    198    314    -2184.05145             -64.011776     0.0            213       YES            
116    200    316    -2192.484885            -65.447218     0.0            234       YES            
116    266    382    -2334.189963            -84.370618     0.0            1268      YES            
116    268    384    -2334.698172            -84.805735     0.0            1272      YES            
116    270    386    -2335.035253            -85.149921     0.0            1276      YES            
116    284    400    -2334.715489            108.646208     0.0            1281      YES            
116    286    402    -2332.471883            -93.88636      0.0            1284      YES            
116    288    404    -2331.565449            -95.524364     0.0            1288      YES            
116    290    406    -2330.533856            -97.073114     0.0            1292      YES            
116    292    408    -2329.355493            -98.522166     0.0            1296      YES            
116    294    410    -2331.718633            62.36643       0.0            1301      YES            
118    192    310    -2164.673823            -61.404729     0.0            1304      YES            
118    194    312    -2175.088807            -62.814765     0.0            1308      YES            
118    196    314    -2185.051048            -64.262141     0.0            1312      YES            
118    198    316    -2194.556551            -65.764033     0.0            1316      YES            
118    200    318    -2203.68625             -67.266619     0.0            255       YES            
118    202    320    -2212.470263            -68.859348     0.0            276       YES            
118    266    384    -2361.25051             -87.738625     0.0            1320      YES            
118    268    386    -2362.102833            -88.430318     0.0            1324      YES            
118    270    388    -2362.788277            -89.044242     0.0            1328      YES            
118    272    390    -2363.322083            -89.616511     0.0            1332      YES            
118    284    402    -2363.790044            -95.843638     0.0            1336      YES            
118    286    404    -2363.439239            -97.187898     0.0            1340      YES            
118    288    406    -2362.964662            -98.497523     0.0            1344      YES            
118    290    408    -2362.33834             -99.770739     0.0            1348      YES            
118    292    410    -2361.54591             -101.017264    0.0            1352      YES            
118    294    412    -2363.184162            61.538601      0.0            1357      YES            
118    296    414    -2362.319464            62.177151      0.0            1361      YES            
120    166    286    -1995.268457            74.437879      0.0            315       YES            
120    168    288    -2011.938048            75.224579      0.0            336       YES            
120    192    312    -2171.286259            -63.273176     0.0            1364      YES            
120    194    314    -2182.398438            -64.696403     0.0            1368      YES            
120    196    316    -2193.084993            -66.196465     0.0            1372      YES            
120    198    318    -2203.360023            -67.714638     0.0            339       YES            
120    200    320    -2213.218802            -69.318441     0.0            360       YES            
120    204    324    -2231.944615            -72.53871      0.0            1376      YES            
120    266    386    -2386.896719            -96.361522     0.0            1380      YES            
120    268    388    -2388.158908            -95.82578      0.0            1384      YES            
120    270    390    -2389.274628            -95.937704     0.0            1388      YES            
120    272    392    -2390.220451            -96.506995     0.0            1392      YES            
120    284    404    -2393.101223            -100.532318    0.0            1396      YES            
120    286    406    -2393.160168            -101.284061    0.0            1400      YES            
120    288    408    -2393.072405            -102.10699     0.0            1404      YES            
120    290    410    -2392.834954            -103.012894    0.0            1408      YES            
120    292    412    -2392.437221            -104.018163    0.0            1412      YES            
120    294    414    -2391.86678             -105.136404    0.0            1416      YES            
120    296    416    -2391.117516            -106.390538    0.0            1420      YES            
