Z      N      A      E_oct(MeV)          BE_gs(MeV)          BE_control(MeV)     beta3_gs       beta2_gs       Q20_control (b)
90     222    312    -0.004104           -1959.538888        -1959.534784        0.045717       0.214288       35.756674      
90     224    314    -0.005069           -1959.133658        -1959.128589        0.059195       0.213813       35.325243      
92     128    220    -1.538573           -1668.340053        -1666.80148         0.115436       0.083898       0.182077       
92     130    222    -3.089287           -1684.672948        -1681.583661        0.165139       0.124337       11.873324      
92     132    224    -2.702633           -1700.015833        -1697.3132          0.200189       0.15618        16.46708       
92     134    226    -1.484704           -1714.992058        -1713.507354        0.226231       0.190225       20.143753      
92     136    228    -0.11893            -1729.267039        -1729.148109        0.238032       0.215859       22.204159      
92     158    250    -0.004072           -1854.1598          -1854.155728        0.067643       0.247986       26.897257      
92     162    254    -0.017771           -1871.413253        -1871.395482        0.07114        0.229574       24.921808      
92     164    256    -0.021648           -1879.400097        -1879.378449        0.06848        0.216025       23.514384      
92     190    282    -1.80552            -1962.315015        -1960.509495        0.144895       0.092086       0.00648        
92     192    284    -3.008107           -1965.529235        -1962.521128        0.17319        0.114075       0.012688       
92     194    286    -2.483788           -1968.606915        -1966.123127        0.195223       0.142081       23.908723      
92     196    288    -1.495538           -1971.722004        -1970.226466        0.205769       0.16424        27.29478       
92     198    290    -0.586706           -1974.657553        -1974.070847        0.204124       0.185359       29.729299      
92     226    318    -0.002174           -1993.074192        -1993.072018        0.049719       0.217528       37.068884      
92     230    322    -0.008715           -1992.492019        -1992.483304        0.061654       0.206461       34.291073      
94     128    222    -1.726343           -1669.151372        -1667.425029        0.121708       0.077995       0.0            
94     130    224    -2.723076           -1686.057952        -1683.334876        0.16898        0.119383       13.611044      
94     132    226    -1.948693           -1702.141755        -1700.193062        0.207637       0.160062       20.522778      
94     134    228    -1.01538            -1718.31131         -1717.29593         0.230455       0.210448       22.993443      
94     136    230    -0.488766           -1734.270111        -1733.781345        0.219638       0.240921       24.123858      
94     138    232    -0.464141           -1749.925605        -1749.461464        0.110272       0.251681       25.287177      
94     140    234    -0.288844           -1764.683414        -1764.39457         0.092248       0.261096       26.545572      
94     142    236    -0.058974           -1778.567703        -1778.508729        0.0594         0.268716       27.682712      
94     160    254    -0.005377           -1878.226475        -1878.221098        0.067467       0.2518         28.042579      
94     188    282    -1.304147           -1981.002337        -1979.69819         0.114479       0.061099       0.026428       
94     190    284    -3.218483           -1985.60095         -1982.382467        0.150472       0.085357       -0.021694      
94     192    286    -4.147308           -1989.370018        -1985.22271         0.174374       0.101812       17.436657      
94     194    288    -2.097599           -1992.618536        -1990.520937        0.197838       0.131052       28.783285      
94     196    290    -0.736968           -1996.065834        -1995.328866        0.212002       0.162308       30.434493      
94     198    292    -0.098843           -2000.004066        -1999.905223        0.0611         0.209585       32.01118       
94     230    324    -0.013259           -2026.424201        -2026.410942        0.066274       0.213062       35.840559      
94     232    326    -0.012937           -2026.412618        -2026.399681        0.062656       0.200981       33.499878      
94     234    328    -0.003836           -2026.289519        -2026.285683        0.060239       0.190567       31.652053      
96     126    222    -0.174922           -1652.03108         -1651.856158        0.071246       0.021652       0.0            
96     128    224    -1.917434           -1668.783885        -1666.866451        0.127746       0.068584       -0.0           
96     130    226    -2.081693           -1686.135786        -1684.054093        0.172586       0.109397       27.114061      
96     132    228    -0.700497           -1702.900448        -1702.199951        0.212398       0.156468       25.993088      
96     138    234    -0.023486           -1753.79017         -1753.766684        0.03169        0.26072        26.546162      
96     160    256    -0.000922           -1892.214112        -1892.21319         0.048328       0.25853        29.955323      
96     162    258    -0.00544            -1901.441968        -1901.436528        0.065696       0.252499       28.971668      
96     182    278    -0.047794           -1984.857116        -1984.809322        0.024541       0.007292       0.07251        
96     184    280    -0.084665           -1992.143636        -1992.058971        0.044463       0.008327       0.002536       
96     186    282    -0.92011            -1997.036151        -1996.116041        0.089365       0.034798       0.031714       
96     188    284    -2.817594           -2002.26501         -1999.447416        0.127966       0.06116        0.079005       
96     190    286    -4.814362           -2007.529784        -2002.715422        0.15543        0.078857       0.031132       
96     192    288    -4.121355           -2011.960843        -2007.839488        0.144054       0.087518       36.477316      
96     194    290    -2.066224           -2015.399253        -2013.333029        0.162119       0.109908       35.79627       
96     196    292    -0.409108           -2019.057671        -2018.648563        0.217018       0.156149       35.305854      
96     234    330    -0.000971           -2059.615384        -2059.614413        0.069329       0.199834       33.736736      
96     256    352    -0.007189           -2060.141519        -2060.13433         0.027002       0.004883       0.098217       
