Z      N      A      E_soft(MeV)         BE_b3=0 (MeV)       BE_b3=0.01 (MeV)    beta2          beta3 (0.01)   delta_beta2    CONV     
70     92     162    0.081331            -1308.636025        -1308.554694        0.24783        0.01           -0.011935      YES
70     94     164    0.106235            -1325.961488        -1325.855253        0.271642       0.01           -0.014424      YES
70     96     166    0.111168            -1342.811513        -1342.700345        0.292207       0.01           -0.014433      YES
72     90     162    0.031953            -1296.641607        -1296.609654        0.198317       0.01           -0.017231      YES
74     90     164    0.030136            -1300.527053        -1300.496917        0.179265       0.01           -0.01523       YES
74     98     172    0.079387            -1375.05963         -1374.980243        0.274625       0.01           -0.013684      YES
76     88     164    0.02211             -1281.524215        -1281.502105        0.133373       0.01           -0.013558      YES
78     96     174    0.023641            -1363.946705        -1363.923064        0.167724       0.01           -0.008401      YES
78     98     176    0.088638            -1383.842508        -1383.75387         0.263493       0.01           -0.010334      YES
86     132    218    0.029609            -1683.204157        -1683.174548        0.096797       0.01           -0.009979      YES
86     134    220    0.036012            -1693.703178        -1693.667166        0.121628       0.009977       -0.00933       NO
86     136    222    0.020656            -1703.903542        -1703.882886        0.141296       0.01           -0.008342      YES
86     138    224    0.038869            -1713.870168        -1713.831299        0.159897       0.01           -0.007783      YES
86     194    280    0.057106            -1861.328704        -1861.271598        0.092168       0.01           -0.00791       YES
86     196    282    0.076384            -1861.142275        -1861.065891        0.114414       0.01           -0.011509      YES
88     130    218    -0.024413           -1679.853063        -1679.877476        0.073842       0.01           -0.021212      YES
88     132    220    0.049686            -1692.011876        -1691.96219         0.117891       0.010004       -0.013429      NO
88     134    222    0.055689            -1703.820334        -1703.764645        0.143551       0.010001       -0.011397      NO
88     136    224    0.068213            -1715.393795        -1715.325582        0.166396       0.01           -0.007888      NO
88     138    226    0.071465            -1726.698475        -1726.62701         0.185142       0.009962       -0.00736       NO
88     140    228    0.083742            -1737.626133        -1737.542391        0.199502       0.01           -0.007763      YES
88     192    280    0.024154            -1891.310372        -1891.286218        0.001576       0.01           -0.10073       YES
88     194    282    0.050819            -1892.082912        -1892.032093        0.108631       0.01           -0.021066      YES
88     196    284    0.09456             -1892.728121        -1892.633561        0.129864       0.01           -0.017996      YES
88     198    286    0.163139            -1893.470271        -1893.307132        0.148382       0.01           -0.01512       YES
88     200    288    0.256862            -1894.205557        -1893.948695        0.163631       0.01           -0.014812      YES
90     130    220    0.011616            -1685.783215        -1685.771599        0.09114        0.009993       -0.018115      NO
90     132    222    0.061722            -1699.111208        -1699.049486        0.134241       0.009999       -0.01021       NO
90     134    224    0.067402            -1712.346067        -1712.278665        0.166092       0.01           -0.003438      YES
90     136    226    0.140388            -1725.471276        -1725.330888        0.191764       0.010001       0.001249       NO
90     138    228    0.128116            -1738.141882        -1738.013766        0.209628       0.01           0.002459       YES
90     192    282    -0.002472           -1919.748343        -1919.750815        0.080823       0.01           -0.033809      YES
90     194    284    0.193819            -1921.116575        -1920.922756        0.119959       0.00988        -0.019971      NO
90     196    286    0.18669             -1922.697293        -1922.510603        0.144709       0.009991       -0.013816      NO
90     198    288    0.233875            -1924.416619        -1924.182744        0.164826       0.01           -0.009805      YES
90     200    290    0.336741            -1926.038199        -1925.701458        0.179818       0.01           -0.011515      YES
92     130    222    0.067052            -1690.155721        -1690.088669        0.099107       0.010003       -0.013636      NO
92     132    224    0.049463            -1704.724559        -1704.675096        0.151557       0.01           -1.8e-05       YES
92     134    226    0.09042             -1719.406385        -1719.315965        0.187219       0.01           0.006012       YES
92     136    228    0.16253             -1733.919003        -1733.756473        0.211979       0.01           0.005594       YES
92     190    282    0.058583            -1945.585401        -1945.526818        0.000648       0.01           -0.072154      YES
92     192    284    0.047399            -1946.508964        -1946.461565        -0.000966      0.01           -0.116229      YES
92     194    286    0.236024            -1948.702621        -1948.466597        0.130758       0.009667       -0.011731      NO
92     196    288    0.233929            -1951.319166        -1951.085237        0.158677       0.01           -0.004857      YES
92     198    290    0.288798            -1953.955744        -1953.666946        0.178661       0.01           -0.003796      YES
94     130    224    0.063454            -1693.082326        -1693.018872        0.107345       0.010004       -0.001775      NO
94     132    226    0.038083            -1708.917908        -1708.879825        0.170936       0.01           0.015316       YES
94     134    228    0.054349            -1724.807189        -1724.75284         0.207687       0.009995       0.013138       NO
94     136    230    0.056449            -1740.335862        -1740.279413        0.226687       0.01           0.004686       YES
94     190    284    0.014326            -1970.013515        -1969.999189        -0.000545      0.01           -0.075517      YES
94     192    286    0.062983            -1971.804488        -1971.741505        0.095118       0.010002       -0.014742      NO
94     194    288    0.184408            -1974.902901        -1974.718493        0.140872       0.00982        0.001096       NO
94     196    290    0.22835             -1978.39395         -1978.1656          0.170657       0.01           0.005958       YES
94     198    292    0.271983            -1981.778994        -1981.507011        0.188443       0.01           -0.00127       YES
94     232    326    0.203937            -1991.930257        -1991.72632         0.175031       0.01           -0.03087       YES
96     128    224    0.012099            -1679.479729        -1679.46763         0.000842       0.01           -0.031719      YES
96     130    226    0.053565            -1694.648013        -1694.594448        0.116852       0.00997        0.015808       NO
96     132    228    0.015047            -1711.660552        -1711.645505        0.207467       0.01           0.050068       YES
96     188    284    -0.007884           -1990.521064        -1990.528948        1.7e-05        0.01           -0.035197      YES
96     190    286    -0.014337           -1992.767147        -1992.781484        1.8e-05        0.01           -0.072003      YES
96     192    288    0.050444            -1995.741208        -1995.690764        0.104673       0.010002       0.001741       NO
96     194    290    0.165023            -1999.626205        -1999.461182        0.147319       0.009977       0.011823       NO
96     196    292    0.132815            -2003.754266        -2003.621451        0.179238       0.01           0.015326       YES
96     230    326    0.183844            -2027.916472        -2027.732628        0.195888       0.01           -0.029386      YES
96     232    328    0.221815            -2027.177177        -2026.955362        0.182837       0.01           -0.030883      YES
96     240    336    0.197912            -2023.357904        -2023.159992        0.137508       0.01           -0.030223      YES
98     128    226    -0.008487           -1678.662682        -1678.671169        1.2e-05        0.01           -0.035134      YES
98     130    228    0.095705            -1695.111423        -1695.015718        0.284279       0.01           0.192086       YES
98     186    284    -0.008324           -2008.191254        -2008.199578        1.3e-05        0.01           -0.010896      YES
98     188    286    -0.016308           -2011.170516        -2011.186824        1.6e-05        0.01           -0.041245      YES
98     190    288    -0.012331           -2014.024695        -2014.037026        -0.001261      0.01           -0.069547      YES
98     192    290    0.094327            -2018.371204        -2018.276877        0.11194        0.009999       0.01392        NO
98     194    292    0.085867            -2022.86001         -2022.774143        0.150038       0.01           0.016143       YES
98     196    294    0.10345             -2027.543423        -2027.439973        0.186249       0.01           0.022677       YES
98     230    328    0.185966            -2061.544869        -2061.358903        0.202582       0.01           -0.028577      YES
98     234    332    0.216338            -2060.605978        -2060.38964         0.179906       0.01           -0.031095      YES
98     238    336    0.188673            -2059.180435        -2058.991762        0.156889       0.01           -0.031098      YES
100    126    226    0.003215            -1659.288457        -1659.285242        0.000555       0.01           -0.006059      YES
100    128    228    -0.011363           -1676.469019        -1676.480382        8e-06          0.01           -0.02944       YES
100    168    268    0.05717             -1954.857164        -1954.799994        0.193729       0.01           -0.021705      YES
100    184    284    -0.004383           -2022.252658        -2022.257041        6e-06          0.01           -0.000848      YES
100    186    286    -0.011966           -2026.895598        -2026.907564        -0.000203      0.01           -0.015058      YES
100    188    288    -0.014184           -2030.478152        -2030.492336        -0.000516      0.01           -0.039471      YES
100    190    290    0.046135            -2034.370258        -2034.324123        0.075797       0.01           0.010048       YES
100    192    292    0.08986             -2039.452184        -2039.362324        0.11759        0.01           0.021217       YES
100    194    294    0.089062            -2044.603403        -2044.514341        0.152962       0.01           0.018086       YES
100    196    296    0.079831            -2049.83925         -2049.759419        0.191777       0.01           0.026059       YES
100    230    330    0.222315            -2093.866562        -2093.644247        0.207309       0.01           -0.026487      YES
100    232    332    0.190548            -2093.837352        -2093.646804        0.199326       0.01           -0.029597      YES
100    234    334    0.176855            -2093.589932        -2093.413077        0.189138       0.01           -0.030886      YES
100    236    336    0.156242            -2093.177725        -2093.021483        0.177515       0.01           -0.033374      YES
100    262    362    0.136387            -2084.264178        -2084.127791        -0.000575      0.01           -0.018721      YES
100    264    364    0.302045            -2080.627966        -2080.325921        0.039876       0.01           -0.013569      YES
102    128    230    -0.011012           -1672.946591        -1672.957603        2e-06          0.01           -0.019048      YES
102    130    232    0.340582            -1691.311598        -1690.971016        -0.27508       0.01           -0.635088      YES
102    184    286    -0.005192           -2039.042588        -2039.04778         -1e-06         0.01           -0.001588      YES
102    186    288    -0.013248           -2044.317693        -2044.330941        2e-06          0.01           -0.009408      YES
102    188    290    -0.021479           -2048.520555        -2048.542034        6e-06          0.01           -0.031891      YES
102    190    292    0.096198            -2053.269166        -2053.172968        0.082455       0.01           0.019314       YES
102    192    294    0.150294            -2059.365044        -2059.21475         0.319388       0.01           0.223913       YES
102    194    296    0.156359            -2065.147045        -2064.990686        0.302254       0.01           0.163989       YES
102    232    334    0.217304            -2125.184813        -2124.967509        0.205066       0.01           -0.034826      YES
102    234    336    0.167299            -2125.269338        -2125.102039        0.196781       0.01           -0.03494       YES
102    236    338    0.128721            -2125.149966        -2125.021245        0.185911       0.01           -0.03468       YES
102    260    362    0.182807            -2123.466717        -2123.28391         0.000522       0.01           -0.002324      YES
102    262    364    0.159679            -2119.989839        -2119.83016         0.000625       0.01           -0.017638      YES
102    264    366    0.189013            -2116.559511        -2116.370498        0.037583       0.01           -0.000755      YES
104    134    238    0.370069            -1726.241407        -1725.871338        -0.284853      0.01           -0.658736      YES
104    136    240    0.378619            -1744.881562        -1744.502943        -0.288957      0.01           -0.642128      YES
104    170    274    0.029801            -1989.142185        -1989.112384        0.190559       0.01           -0.022338      YES
104    184    288    -0.003475           -2054.546575        -2054.55005         -7e-06         0.01           -7e-05         YES
104    186    290    -0.011483           -2060.443532        -2060.455015        -4e-06         0.01           -0.00585       YES
104    188    292    0.001428            -2065.272504        -2065.271076        -1e-06         0.01           -0.023604      YES
104    190    294    0.078529            -2070.666811        -2070.588282        0.083811       0.01           0.02366        YES
104    192    296    0.103775            -2076.966397        -2076.862622        0.124426       0.01           -0.235907      YES
104    198    302    0.165864            -2096.526255        -2096.360391        0.287497       0.01           -0.039537      YES
104    234    338    0.172018            -2155.554972        -2155.382954        0.20023        0.01           -0.034829      YES
104    260    364    0.185228            -2157.71612         -2157.530892        0.00071        0.01           -0.004978      YES
104    262    366    0.160203            -2154.606958        -2154.446755        0.001326       0.01           -0.009343      YES
104    264    368    0.157819            -2151.444239        -2151.28642         0.002647       0.01           -0.031712      YES
106    164    270    0.144377            -1968.151373        -1968.006996        0.233378       0.01           -0.022315      YES
106    186    292    -0.007385           -2075.281321        -2075.288706        -9e-06         0.01           -0.000421      YES
106    188    294    -0.015481           -2080.73362         -2080.749101        -6e-06         0.01           -0.012369      YES
106    190    296    0.06738             -2086.676099        -2086.608719        0.080573       0.01           -0.300675      YES
106    192    298    0.093387            -2093.487831        -2093.394444        0.123155       0.01           -0.247917      YES
106    198    304    0.277106            -2115.366739        -2115.089633        0.312039       0.01           -0.041443      YES
106    200    306    0.197516            -2121.293354        -2121.095838        0.294592       0.01           -0.040395      YES
106    262    368    0.170119            -2188.110908        -2187.940789        0.001644       0.01           -0.002309      YES
106    264    370    0.164565            -2185.311333        -2185.146768        0.003928       0.01           -0.025765      YES
108    158    266    0.210247            -1934.568487        -1934.35824         0.249794       0.01           -0.025707      YES
108    164    272    0.180971            -1975.037707        -1974.856736        0.22928        0.01           -0.022641      YES
108    170    278    0.060524            -2008.894789        -2008.834265        0.19578        0.01           -0.022725      YES
108    188    296    -0.009133           -2094.942467        -2094.9516          -8e-06         0.01           -0.004102      YES
108    190    298    0.054487            -2101.349542        -2101.295055        0.073277       0.01           -0.314833      YES
108    192    300    0.063393            -2108.624499        -2108.561106        0.116958       0.01           -0.262682      YES
108    196    304    0.332772            -2125.924448        -2125.591676        0.337244       0.01           -0.033465      YES
108    200    308    0.282653            -2139.038951        -2138.756298        0.315272       0.01           -0.042008      YES
108    262    370    0.176742            -2220.489592        -2220.31285         0.001622       0.01           -0.005135      YES
108    264    372    0.1705              -2218.07218         -2217.90168         0.004018       0.01           -0.017573      YES
108    266    374    0.186751            -2216.031488        -2215.844737        0.065321       0.01           0.012912       YES
108    268    376    0.176231            -2214.454734        -2214.278503        0.091039       0.01           0.01211        YES
108    270    378    0.15197             -2213.140813        -2212.988843        0.110976       0.01           -0.249707      YES
108    272    380    0.201956            -2212.004518        -2211.802562        0.128749       0.01           -0.227692      YES
110    166    276    0.109916            -1991.938608        -1991.828692        0.213869       0.01           -0.023702      YES
110    168    278    0.071559            -2004.098173        -2004.026614        0.203314       0.01           -0.024732      YES
110    188    298    0.000901            -2107.894483        -2107.893582        -8.7e-05       0.01           -0.411252      YES
110    190    300    -0.016144           -2114.741365        -2114.757509        0.061479       0.01           -0.335713      YES
110    192    302    0.070353            -2122.42449         -2122.354137        0.106497       0.01           -0.313506      YES
110    196    306    0.347091            -2141.176134        -2140.829043        0.346824       0.01           -0.034031      YES
110    198    308    0.092394            -2143.993584        -2143.90119         -0.224732      0.01           -0.607709      YES
110    200    310    0.316262            -2155.399593        -2155.083331        0.329805       0.01           -0.04294       YES
110    202    312    0.275102            -2161.954418        -2161.679316        0.317445       0.01           -0.042486      YES
110    228    338    0.260978            -2229.053172        -2228.792194        0.201984       0.01           -0.017905      YES
110    264    374    0.176311            -2249.712191        -2249.53588         0.003512       0.01           -0.012728      YES
110    266    376    0.182335            -2247.814086        -2247.631751        0.048466       0.01           0.000328       YES
110    268    378    0.142246            -2246.508067        -2246.365821        0.084724       0.009998       -0.282769      NO
110    270    380    0.141937            -2245.462642        -2245.320705        0.105157       0.01           -0.256858      YES
110    272    382    0.165595            -2244.597035        -2244.43144         0.123222       0.01           -0.234845      YES
110    274    384    0.165834            -2243.837732        -2243.671898        0.139864       0.01           -0.214481      YES
110    276    386    0.086731            -2243.146892        -2243.060161        0.162894       0.01           -0.188689      YES
112    160    272    0.138352            -1952.222998        -1952.084646        0.226453       0.01           -0.02228       YES
112    162    274    0.149323            -1967.758604        -1967.609281        0.221311       0.01           -0.023026      YES
112    164    276    0.128457            -1982.067147        -1981.93869         0.214186       0.01           -0.025513      YES
112    168    280    0.093024            -2008.6367          -2008.543676        0.193202       0.01           -0.026581      YES
112    190    302    0.001499            -2126.874244        -2126.872745        0.042469       0.01           -0.365745      YES
112    192    304    0.062651            -2134.91424         -2134.851589        0.093069       0.01           -0.309197      YES
112    194    306    0.091033            -2143.211976        -2143.120943        0.121793       0.01           -0.304177      YES
112    200    312    0.33656             -2170.115062        -2169.778502        0.342225       0.01           -0.044723      YES
112    202    314    0.343154            -2177.178988        -2176.835834        0.332612       0.01           -0.043799      YES
112    204    316    0.259025            -2183.889963        -2183.630938        0.319584       0.01           -0.042723      YES
112    236    348    0.124369            -2263.329644        -2263.205275        0.167847       0.01           -0.012516      YES
112    266    378    0.205974            -2278.53788         -2278.331906        0.013404       0.01           -0.032399      YES
112    268    380    0.137471            -2277.427196        -2277.289725        0.075191       0.01           -0.29572       YES
112    270    382    0.156165            -2276.611096        -2276.454931        0.096665       0.01           -0.268235      YES
112    272    384    0.137645            -2275.971885        -2275.83424         0.115012       0.01           -0.244773      YES
112    274    386    0.123034            -2275.455048        -2275.332014        0.133047       0.01           -0.223061      YES
112    276    388    0.084553            -2275.130633        -2275.04608         0.162921       0.01           -0.190062      YES
112    278    390    0.09144             -2274.812581        -2274.721141        0.179753       0.01           -0.171004      YES
112    280    392    0.165517            -2274.312042        -2274.146525        0.185542       0.01           -0.165174      YES
112    282    394    0.248064            -2273.62825         -2273.380186        0.190338       0.01           -0.039731      YES
112    284    396    0.341896            -2272.787954        -2272.446058        0.194583       0.01           -0.04061       YES
112    286    398    0.435709            -2271.792721        -2271.357012        0.198066       0.01           -0.041483      YES
114    154    268    0.094771            -1899.208793        -1899.114022        0.233977       0.01           -0.01926       YES
114    164    278    0.10527             -1983.452839        -1983.347569        0.202889       0.01           -0.009156      YES
114    190    304    0.374001            -2139.079897        -2138.705896        0.390619       0.01           -0.065822      YES
114    192    306    0.030462            -2146.105327        -2146.074865        0.077191       0.01           -0.367795      YES
114    194    308    0.062224            -2154.726931        -2154.664707        0.104315       0.01           -0.302697      YES
114    196    310    0.086307            -2163.362965        -2163.276658        0.125235       0.01           -0.275793      YES
114    198    312    0.070047            -2171.921892        -2171.851845        0.144235       0.01           -0.250387      YES
114    200    314    0.143454            -2178.982452        -2178.838998        -0.234376      0.01           -0.637075      YES
114    202    316    0.170483            -2186.776846        -2186.606363        -0.24284       0.010002       -0.635816      NO
114    224    338    0.167638            -2261.909461        -2261.741823        0.198539       0.01           -0.013311      YES
114    266    380    0.226091            -2308.257251        -2308.03116         0.006689       0.01           -0.038098      YES
114    268    382    0.072374            -2307.215172        -2307.142798        0.060839       0.01           -0.319536      YES
114    270    384    0.145682            -2306.603085        -2306.457403        0.085473       0.009981       -0.286881      NO
114    272    386    0.107914            -2306.160411        -2306.052497        0.104638       0.01           -0.261134      YES
114    276    390    0.084098            -2305.881163        -2305.797065        0.160403       0.01           -0.196152      YES
114    278    392    0.048884            -2305.860959        -2305.812075        0.17574        0.01           -0.178715      YES
114    280    394    0.059865            -2305.676581        -2305.616716        0.184152       0.01           -0.168611      YES
114    282    396    0.109285            -2305.356444        -2305.247159        0.191836       0.01           -0.039774      YES
114    284    398    0.21677             -2304.893314        -2304.676544        0.196203       0.01           -0.040689      YES
114    286    400    0.334116            -2304.290255        -2303.956139        0.199691       0.01           -0.041385      YES
114    288    402    0.462499            -2303.521184        -2303.058685        0.202183       0.01           -0.041856      YES
114    290    404    0.570962            -2302.537558        -2301.966596        0.203678       0.01           -0.042334      YES
114    292    406    0.639819            -2301.318463        -2300.678644        0.204331       0.01           -0.042725      YES
114    294    408    0.684692            -2299.873937        -2299.189245        0.204361       0.01           -0.042995      YES
114    296    410    0.712674            -2298.247399        -2297.534725        0.203921       0.01           -0.043332      YES
116    192    308    -0.01418            -2155.971422        -2155.985602        -0.05894       0.01           -0.133323      YES
116    194    310    0.032342            -2164.921616        -2164.889274        -0.130312      0.01           0.217421       YES
116    196    312    0.039442            -2173.881123        -2173.841681        0.106797       0.01           -0.319536      YES
116    198    314    0.903055            -2184.05145         -2183.148395        -0.335261      0.01           0.01744        YES
116    200    316    0.742481            -2192.484885        -2191.742404        -0.337555      0.01           0.017704       YES
116    266    382    0.226054            -2336.673799        -2336.447745        0.004308       0.01           -0.039414      YES
116    268    384    0.197389            -2335.893355        -2335.695966        0.033212       0.01           -0.019841      YES
116    270    386    0.12089             -2335.406726        -2335.285836        0.07016        0.01           0.008273       YES
116    272    388    0.796662            -2335.421086        -2334.624424        -0.295803      0.01           -0.67182       YES
116    276    392    0.098445            -2335.432493        -2335.334048        0.152362       0.01           -0.209793      YES
116    278    394    0.024116            -2335.692014        -2335.667898        0.168855       0.01           -0.189242      YES
116    280    396    0.003601            -2335.817091        -2335.81349         0.180309       0.01           -0.175459      YES
116    282    398    0.047554            -2335.816353        -2335.768799        0.1883         0.01           -0.165744      YES
116    284    400    0.113756            -2335.695953        -2335.582197        0.195013       0.01           -0.04027       YES
116    286    402    0.231075            -2335.440049        -2335.208974        0.198541       0.01           -0.040891      YES
116    288    404    0.336868            -2335.023858        -2334.68699         0.201071       0.01           -0.041441      YES
116    290    406    0.440061            -2334.412407        -2333.972346        0.202649       0.01           -0.04172       YES
116    292    408    0.525166            -2333.578879        -2333.053713        0.203438       0.01           -0.042         YES
116    294    410    0.588318            -2332.540099        -2331.951781        0.203642       0.01           -0.04228       YES
118    192    310    -0.05064            -2164.465287        -2164.515927        -0.053037      0.01           0.296223       YES
118    194    312    0.064801            -2173.893714        -2173.828913        -0.076318      0.010008       0.275338       NO
118    196    314    0.032299            -2183.329779        -2183.29748         -0.132922      0.01           0.221543       YES
118    198    316    -0.008064           -2192.341971        -2192.350035        -0.14177       0.01           0.21538        YES
118    200    318    1.076065            -2203.68625         -2202.610185        -0.342631      0.01           0.017539       YES
118    202    320    0.999868            -2212.470263        -2211.470395        -0.34532       0.01           0.017875       YES
118    266    384    0.15263             -2363.64163         -2363.489           0.003404       0.01           -0.038642      YES
118    268    386    0.17223             -2363.255812        -2363.083582        0.013262       0.01           -0.03808       YES
118    270    388    0.870597            -2362.925556        -2362.054959        -0.309096      0.01           -0.366895      YES
118    272    390    0.813937            -2363.467447        -2362.65351         -0.306646      0.01           -0.380523      YES
118    278    396    0.054139            -2364.355579        -2364.30144         0.161328       0.01           -0.201003      YES
118    280    398    -0.005711           -2364.788909        -2364.79462         0.173592       0.01           -0.185169      YES
118    282    400    0.043007            -2365.141335        -2365.098328        0.182056       0.01           -0.173718      YES
118    284    402    0.104002            -2365.331333        -2365.227331        0.188263       0.01           -0.040499      YES
118    286    404    0.176813            -2365.380714        -2365.203901        0.192926       0.01           -0.040775      YES
118    288    406    0.252716            -2365.275208        -2365.022492        0.196405       0.01           -0.041063      YES
118    290    408    0.325056            -2365.008079        -2364.683023        0.198823       0.01           -0.041226      YES
118    292    410    0.380679            -2364.556515        -2364.175836        0.200517       0.01           -0.041207      YES
118    294    412    0.444501            -2363.902647        -2363.458146        0.201145       0.01           -0.041441      YES
118    296    414    0.501647            -2363.059337        -2362.55769         0.201223       0.01           -0.041598      YES
120    166    286    0.967102            -1995.268457        -1994.301355        0.449608       0.01           0.824968       YES
120    168    288    1.049681            -2011.938048        -2010.888367        0.449315       0.01           -0.043006      YES
120    192    312    0.023726            -2171.249369        -2171.225643        -0.039072      0.01           -0.087617      YES
120    194    314    0.036621            -2181.304283        -2181.267662        -0.128121      0.01           0.228592       YES
120    196    316    -0.002223           -2191.26294         -2191.265163        -0.144894      0.01           0.214817       YES
120    198    318    1.79525             -2203.360023        -2201.564773        -0.346052      0.01           0.016803       YES
120    200    320    1.778416            -2213.218802        -2211.440386        -0.348823      0.01           0.017183       YES
120    204    324    0.185533            -2229.14311         -2228.957577        -0.253891      0.01           0.118074       YES
120    266    386    0.105061            -2389.060624        -2388.955563        0.00235        0.01           -0.029625      YES
120    268    388    0.102379            -2389.103191        -2389.000812        0.00566        0.01           -0.042366      YES
120    270    390    0.116048            -2389.102611        -2388.986563        0.022383       0.01           -0.029934      YES
120    272    392    0.491455            -2389.518181        -2389.026726        -0.242909      0.01           -0.300305      YES
120    278    398    0.073152            -2391.815847        -2391.742695        0.156535       0.01           -0.210897      YES
120    280    400    0.04936             -2392.648357        -2392.598997        0.167164       0.01           -0.195918      YES
120    282    402    0.075403            -2393.310429        -2393.235026        0.17469        0.01           -0.184807      YES
120    284    404    0.095235            -2393.807378        -2393.712143        0.180648       0.01           -0.039465      YES
120    286    406    0.130464            -2394.146405        -2394.015941        0.185799       0.01           -0.039945      YES
120    288    408    0.176826            -2394.346545        -2394.169719        0.190288       0.01           -0.040348      YES
