Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
108    190    298    -2105.455724            -0.122266      0.01           391       YES            
108    192    300    -2112.546446            0.132863       0.01           392       NO             
108    194    302    -2118.715377            -0.192145      0.01           393       YES            
108    196    304    -2124.982005            -0.276071      0.01           394       NO             
108    198    306    -2131.548587            -0.273335      0.01           395       YES            
108    212    320    -2178.092728            0.217144       0.01           241       YES            
108    214    322    -2182.795124            0.216871       0.01           242       YES            
108    216    324    -2187.210925            0.217106       0.01           243       YES            
108    242    350    -2217.976194            0.125104       0.009999       244       YES            
108    244    352    -2219.488987            0.342852       0.01           245       YES            
108    246    354    -2220.531232            0.343431       0.01           246       YES            
108    248    356    -2221.365066            0.343989       0.01           247       YES            
108    262    370    -2222.434391            0.003724       0.01           248       YES            
108    264    372    -2220.679421            -0.041187      0.01           249       YES            
108    266    374    -2219.408813            0.072502       0.01           250       NO             
108    268    376    -2218.561479            0.090719       0.01           251       YES            
108    270    378    -2217.827504            0.105817       0.01           252       YES            
108    272    380    -2216.569861            0.30706        0.01           253       YES            
110    188    298    -2111.41514             -4e-06         0.009999       396       YES            
110    190    300    -2119.069066            -0.119066      0.01           397       YES            
110    192    302    -2126.457271            0.11022        0.009999       398       NO             
110    194    304    -2134.526166            0.142764       0.01           399       YES            
110    196    306    -2140.475011            -0.310762      0.01           400       YES            
110    198    308    -2147.421648            -0.284407      0.01           254       YES            
110    200    310    -2154.281363            -0.278369      0.01           255       YES            
110    214    324    -2202.80906             0.218988       0.009999       256       YES            
110    244    354    -2247.194084            0.348584       0.009999       257       YES            
110    246    356    -2248.696805            0.347359       0.01           258       YES            
110    248    358    -2249.979799            0.346931       0.01           259       YES            
110    250    360    -2251.046209            0.34683        0.009998       260       YES            
110    252    362    -2251.88757             0.346529       0.01           261       YES            
110    262    372    -2253.689011            0.002371       0.01           262       YES            
110    264    374    -2252.23605             -0.037028      0.01           263       YES            
110    266    376    -2251.332482            -0.052994      0.01           264       YES            
110    268    378    -2250.545769            0.084023       0.01           265       NO             
110    270    380    -2250.042182            0.098934       0.01           266       YES            
110    276    386    -2248.153498            0.299449       0.01           267       YES            
112    158    270    -1943.172257            0.223738       0.009999       268       YES            
112    188    300    -2123.528171            5e-06          0.01           401       YES            
112    190    302    -2131.440884            -0.062917      0.01           402       YES            
112    192    304    -2139.379285            -0.117497      0.01           403       YES            
112    194    306    -2147.58995             0.115519       0.01           269       YES            
112    196    308    -2155.855775            0.132672       0.01           404       YES            
112    198    310    -2161.699929            -0.220844      0.01           405       YES            
112    200    312    -2168.949568            -0.230955      0.01           270       YES            
