Z      N      A      E_soft(MeV)         BE_b3=0 (MeV)       BE_b3=0.01 (MeV)    beta2          beta3 (0.01)   delta_beta2    CONV     
102    262    364    0.195556            -2157.058869        -2156.863313        -0.012793      0.010003       -0.044824      NO
102    264    366    0.337052            -2155.448035        -2155.110983        0.054533       0.009764       -0.005892      NO
104    134    238    0.315995            -1716.062584        -1715.746589        0.366074       0.01           -0.039635      YES
104    136    240    0.183475            -1735.266367        -1735.082892        0.348255       0.01           -0.037995      YES
104    164    268    0.153517            -1955.494637        -1955.34112         0.229336       0.01           -0.020729      YES
104    166    270    0.091332            -1966.143171        -1966.051839        0.216089       0.01           -0.019559      YES
104    168    272    0.059438            -1976.626534        -1976.567096        0.201938       0.01           -0.024798      YES
104    170    274    0.044122            -1986.956351        -1986.912229        0.188099       0.01           -0.01581       YES
104    172    276    0.644981            -1997.890126        -1997.245145        0.384832       0.01           -0.07992       YES
104    182    286    0.001559            -2045.929471        -2045.927912        -0.04136       0.010077       -0.022797      NO
104    184    288    -0.005654           -2054.849696        -2054.85535         0.000303       0.01           0.003378       YES
104    186    290    0.003631            -2061.165112        -2061.161481        0.000635       0.01           -0.001985      YES
104    188    292    0.147278            -2067.842207        -2067.694929        -0.184523      0.01           -0.205443      YES
104    190    294    0.152835            -2074.678244        -2074.525409        -0.190315      0.01           -0.261034      YES
104    192    296    0.138087            -2081.230491        -2081.092404        -0.197182      0.01           -0.551357      YES
104    252    356    1.472556            -2191.170695        -2189.698139        0.346406       0.01           -0.0421        YES
104    256    360    0.172713            -2191.913639        -2191.740926        0.002031       0.01           0.006799       YES
104    258    362    0.168393            -2192.589335        -2192.420942        0.001244       0.01           0.002566       YES
104    260    364    0.183045            -2191.460926        -2191.277881        0.002336       0.01           -0.000439      YES
104    262    366    0.195125            -2189.570375        -2189.37525         0.014183       0.01           -0.008523      YES
104    264    368    0.401074            -2188.613782        -2188.212708        0.297271       0.01           0.237849       YES
106    156    262    0.206963            -1909.139978        -1908.933015        0.257452       0.01           -0.025086      YES
106    162    268    0.207724            -1951.200673        -1950.992949        0.239209       0.01           -0.015393      YES
106    166    272    0.097112            -1974.572948        -1974.475836        0.217342       0.01           -0.019007      YES
106    168    274    0.062636            -1985.690605        -1985.627969        0.204626       0.01           -0.017357      YES
106    170    276    0.020928            -1996.640203        -1996.619275        0.192332       0.01           -0.016089      YES
106    172    278    0.020576            -2007.164051        -2007.143475        0.179863       0.01           -0.013536      YES
106    182    288    -0.005538           -2058.384321        -2058.389859        -0.040647      0.010005       -0.005867      NO
106    184    290    0.003091            -2067.789261        -2067.78617         0.000279       0.01           0.010127       YES
106    186    292    0.014491            -2074.662235        -2074.647744        0.000599       0.01           0.005858       YES
106    188    294    0.13911             -2082.193112        -2082.054002        -0.186454      0.01           -0.575405      YES
106    190    296    0.157616            -2089.629606        -2089.47199         -0.191993      0.01           -0.569969      YES
106    192    298    0.174376            -2096.788691        -2096.614315        -0.197799      0.01           -0.564473      YES
106    194    300    0.162024            -2103.714121        -2103.552097        -0.20488       0.01           -0.565722      YES
106    196    302    0.154073            -2110.745971        -2110.591898        -0.236919      0.01           -0.591598      YES
106    198    304    0.272077            -2123.020165        -2122.748088        0.317004       0.01           -0.045343      YES
106    238    344    -0.033908           -2211.294623        -2211.328531        0.181032       0.01           -0.015215      YES
106    250    356    1.230124            -2220.957609        -2219.727485        0.34347        0.01           -0.039589      YES
106    254    360    0.103117            -2221.722777        -2221.61966         -0.055299      0.01           -0.441362      YES
106    256    362    0.173216            -2222.422222        -2222.249006        0.00116        0.01           0.014672       YES
106    258    364    0.163458            -2223.368152        -2223.204694        0.00108        0.01           0.007699       YES
106    260    366    0.170311            -2222.610085        -2222.439774        0.002101       0.01           0.005496       YES
106    262    368    0.179889            -2221.079837        -2220.899948        0.009732       0.01           -0.005949      YES
106    264    370    0.17672             -2219.929917        -2219.753197        0.049745       0.01           -0.003425      NO
108    154    262    0.21415             -1895.902876        -1895.688726        0.255589       0.01           -0.024433      YES
108    156    264    0.207779            -1911.607513        -1911.399734        0.252018       0.01           -0.023238      YES
108    158    266    0.234398            -1927.177059        -1926.942661        0.248487       0.01           -0.022529      YES
108    164    272    0.166369            -1969.482469        -1969.3161          0.22467        0.01           -0.020937      YES
108    166    274    0.161644            -1981.605335        -1981.443691        0.215329       0.01           -0.017207      YES
108    168    276    0.13986             -1993.363452        -1993.223592        0.205267       0.01           -0.016035      YES
108    170    278    0.079016            -2004.859993        -2004.780977        0.19492        0.01           -0.014619      YES
108    172    280    0.053864            -2015.888698        -2015.834834        0.185824       0.01           -0.013608      YES
108    180    288    0.034653            -2059.646949        -2059.612296        -0.074121      0.01           -0.001562      YES
108    182    290    -0.026672           -2069.655567        -2069.682239        -0.036144      0.01           -0.00076       NO
108    184    292    0.014242            -2079.651829        -2079.637587        0.000241       0.01           0.007812       YES
108    186    294    0.023565            -2087.090481        -2087.066916        0.000511       0.01           0.008143       YES
108    188    296    0.142077            -2095.100939        -2094.958862        -0.186716      0.01           -0.582441      YES
108    190    298    0.162704            -2103.121176        -2102.958472        -0.192289      0.01           -0.574263      YES
108    192    300    0.179669            -2110.871236        -2110.691567        -0.197941      0.01           -0.572555      YES
108    194    302    0.205704            -2118.403211        -2118.197507        -0.203895      0.01           -0.571085      YES
108    196    304    0.163483            -2125.698176        -2125.534693        -0.210452      0.01           -0.573522      YES
108    198    306    0.112487            -2132.791304        -2132.678817        -0.219348      0.01           -0.575224      YES
108    244    352    0.675767            -2243.253073        -2242.577306        0.344885       0.01           -0.038846      YES
108    246    354    0.943821            -2245.554894        -2244.611073        0.344854       0.01           -0.039413      YES
108    248    356    1.280946            -2247.687382        -2246.406436        0.345706       0.01           -0.040234      YES
108    250    358    1.560438            -2249.538453        -2247.978015        0.346948       0.01           -0.041413      YES
108    252    360    0.132909            -2249.695376        -2249.562467        -0.072327      0.01           -0.462784      YES
108    254    362    0.042945            -2250.789775        -2250.74683         -0.051232      0.01           -0.442891      YES
108    256    364    0.177571            -2251.960595        -2251.783024        0.001008       0.01           -0.389226      YES
108    258    366    0.16423             -2253.172141        -2253.007911        0.000799       0.01           0.008353       YES
108    260    368    0.161585            -2252.786353        -2252.624768        0.001622       0.01           -0.377585      YES
108    262    370    0.157792            -2251.629507        -2251.471715        -0.00682       0.01           -0.379628      YES
108    264    372    0.141171            -2250.614084        -2250.472913        0.037026       0.01           -0.329593      YES
108    266    374    0.496209            -2250.160766        -2249.664557        -0.264333      0.01           -0.62474       YES
108    268    376    0.513207            -2250.232791        -2249.719584        -0.265389      0.01           -0.619747      YES
110    152    262    0.182752            -1876.804392        -1876.62164         0.248761       0.01           -0.021911      YES
110    154    264    0.176416            -1893.904472        -1893.728056        0.246277       0.01           -0.021742      YES
110    156    266    0.179518            -1910.495916        -1910.316398        0.243358       0.01           -0.021322      YES
110    158    268    0.206101            -1926.940388        -1926.734287        0.240464       0.01           -0.019963      YES
110    160    270    0.230663            -1943.05425         -1942.823587        0.235631       0.01           -0.018624      YES
110    164    274    0.128409            -1972.388439        -1972.26003         0.217585       0.01           -0.016355      YES
110    166    276    0.135127            -1985.472905        -1985.337778        0.208842       0.01           -0.014561      YES
110    168    278    0.098475            -1998.094114        -1997.995639        0.199732       0.01           -0.024098      YES
110    170    280    0.05818             -2010.462441        -2010.404261        0.189499       0.01           -0.012555      YES
110    186    296    0.045356            -2098.454415        -2098.409059        0.000393       0.01           0.004039       YES
110    188    298    0.333572            -2107.655975        -2107.322403        0.367032       0.01           -0.044916      YES
110    190    300    0.150736            -2114.963015        -2114.812279        -0.190261      0.01           -0.58827       YES
110    192    302    0.170189            -2123.252063        -2123.081874        -0.195929      0.01           -0.578199      YES
110    194    304    0.187621            -2131.314617        -2131.126996        -0.201683      0.01           -0.575575      YES
110    196    306    0.190898            -2139.14105         -2138.950152        -0.207746      0.01           -0.577377      YES
110    198    308    0.432389            -2146.788963        -2146.356574        -0.31991       0.01           -0.684662      YES
110    200    310    0.149738            -2154.202544        -2154.052806        -0.221237      0.01           -0.577223      YES
110    250    360    1.393408            -2276.337564        -2274.944156        0.351118       0.01           -0.040527      YES
110    252    362    1.577909            -2278.323474        -2276.745565        0.351476       0.01           -0.043001      YES
110    254    364    0.166023            -2278.813599        -2278.647576        -0.044368      0.01           -0.43926       YES
110    256    366    1.424673            -2281.062903        -2279.63823         0.350209       0.01           -0.043219      YES
110    260    370    0.162096            -2281.996393        -2281.834297        0.001052       0.01           -0.381061      YES
110    262    372    0.141092            -2281.227346        -2281.086254        0.00318        0.01           -0.372757      YES
110    264    374    0.178847            -2280.476837        -2280.29799         0.019973       0.01           -0.350375      YES
110    266    376    0.465363            -2280.029041        -2279.563678        -0.267552      0.01           -0.632713      YES
110    268    378    0.508799            -2280.436516        -2279.927717        -0.269227      0.01           -0.629207      YES
110    270    380    0.510012            -2280.710004        -2280.199992        -0.269683      0.01           -0.624439      YES
112    152    264    0.154929            -1872.73979         -1872.584861        0.235085       0.01           -0.019693      YES
112    154    266    0.143455            -1890.678589        -1890.535134        0.233784       0.01           -0.019364      YES
112    156    268    0.163431            -1908.143396        -1907.979965        0.232802       0.01           -0.018385      YES
112    158    270    0.206534            -1925.480902        -1925.274368        0.23176        0.01           -0.017006      YES
112    160    272    0.231631            -1942.566995        -1942.335364        0.228349       0.01           -0.015678      YES
112    164    276    0.140262            -1973.995175        -1973.854913        0.212403       0.01           -0.012681      YES
112    188    300    0.077589            -2116.576516        -2116.498927        0.000802       0.01           -0.42515       YES
112    190    302    0.134611            -2125.267558        -2125.132947        -0.185131      0.010011       -0.595663      NO
112    192    304    0.148604            -2134.060262        -2133.911658        -0.190705      0.01           -0.582052      YES
112    194    306    1.118167            -2142.997343        -2141.879176        -0.318908      0.01           -0.704929      YES
112    196    308    0.013473            -2151.454686        -2151.441213        0.167834       0.01           -0.212975      YES
112    198    310    0.134825            -2159.185415        -2159.05059         -0.214942      0.01           -0.590564      YES
112    200    312    0.167083            -2167.213695        -2167.046612        -0.223337      0.01           -0.594118      YES
112    202    314    0.113505            -2175.203184        -2175.089679        -0.296128      0.01           -0.66007       YES
112    250    362    1.023639            -2301.559059        -2300.53542         0.360429       0.01           -0.045262      YES
112    252    364    1.181432            -2303.956283        -2302.774851        0.359841       0.01           -0.04579       YES
112    254    366    1.131893            -2305.923786        -2304.791893        0.359485       0.01           -0.045932      YES
112    262    374    0.142829            -2309.850036        -2309.707207        0.001492       0.01           -0.373361      YES
112    264    376    0.136087            -2309.41753         -2309.281443        0.004191       0.01           -0.365106      YES
112    266    378    0.173033            -2309.02247         -2308.849437        0.035343       0.01           -0.329282      YES
112    268    380    0.678734            -2309.330712        -2308.651978        -0.28107       0.01           -0.641135      YES
112    270    382    0.720993            -2309.921222        -2309.200229        -0.280471      0.01           -0.635893      YES
112    272    384    0.674345            -2310.346474        -2309.672129        -0.279842      0.01           -0.630277      YES
112    276    388    1.438705            -2315.675413        -2314.236708        0.307416       0.01           -0.046423      YES
114    156    270    0.109404            -1904.790256        -1904.680852        0.217474       0.01           -0.015809      YES
114    162    276    0.159489            -1958.18262         -1958.023131        0.211883       0.01           -0.011266      YES
114    164    278    0.109596            -1974.203549        -1974.093953        0.203929       0.01           -0.010663      YES
114    190    304    0.08826             -2134.383811        -2134.295551        -0.001394      0.01           -0.414281      YES
114    192    306    1.162875            -2143.747693        -2142.584818        -0.318439      0.01           -0.732471      YES
114    194    308    0.094845            -2152.693503        -2152.598658        -0.186152      0.01           -0.589226      YES
114    196    310    0.054443            -2161.861166        -2161.806723        0.124406       0.01           -0.271523      YES
114    202    316    0.246002            -2187.530821        -2187.284819        -0.233625      0.01           -0.614247      YES
114    204    318    0.269181            -2195.781404        -2195.512223        -0.239176      0.01           -0.613762      YES
114    264    378    0.173733            -2337.238147        -2337.064414        0.001943       0.01           -0.378253      YES
114    266    380    0.132104            -2337.171899        -2337.039795        0.005313       0.01           -0.370371      YES
114    268    382    0.897153            -2337.286775        -2336.389622        -0.293207      0.01           -0.664317      YES
114    270    384    0.941857            -2338.206165        -2337.264308        -0.292402      0.01           -0.658082      YES
114    272    386    0.949958            -2338.974607        -2338.024649        -0.291676      0.01           -0.661263      YES
114    274    388    0.915152            -2339.596453        -2338.681301        -0.291113      0.01           -0.64379       YES
114    278    392    1.393595            -2344.821609        -2343.428014        0.307779       0.01           -0.037777      YES
114    282    396    1.307954            -2344.836236        -2343.528282        0.302712       0.01           0.017706       YES
114    284    398    1.054224            -2344.347912        -2343.293688        0.300831       0.01           0.025488       YES
114    286    400    0.35312             -2343.985434        -2343.632314        0.21849        0.01           -0.045639      YES
114    288    402    0.272934            -2344.150684        -2343.87775         0.210604       0.01           -0.045852      YES
114    290    404    0.411379            -2344.228719        -2343.81734         0.2073         0.01           -0.042654      YES
114    292    406    0.537794            -2344.112898        -2343.575104        0.205132       0.01           -0.041966      YES
114    294    408    0.611747            -2343.73608         -2343.124333        0.203319       0.01           -0.041268      YES
114    296    410    0.617568            -2343.079234        -2342.461666        0.201555       0.01           -0.04081       YES
116    160    276    0.110422            -1937.813885        -1937.703463        0.199782       0.01           -0.010494      YES
116    190    306    0.050477            -2142.471447        -2142.42097         -0.032708      0.009999       -0.481343      NO
116    192    308    1.230412            -2152.422579        -2151.192167        -0.321383      0.01           -0.745818      YES
116    194    310    0.034186            -2161.896946        -2161.86276         -0.134755      0.01           -0.562499      YES
116    196    312    0.058189            -2171.313648        -2171.255459        -0.139438      0.01           -0.55336       NO
116    198    314    0.054151            -2180.904283        -2180.850132        0.121154       0.01           -0.286676      YES
116    202    318    0.191332            -2198.634328        -2198.442996        -0.23563       0.01           -0.628874      YES
116    264    380    0.111302            -2363.340978        -2363.229676        0.002421       0.01           -0.049072      YES
116    266    382    0.087152            -2363.744426        -2363.657274        0.007181       0.01           -0.04979       YES
116    268    384    0.993756            -2364.334144        -2363.340388        -0.303905      0.01           -0.358218      YES
116    270    386    0.984161            -2365.569698        -2364.585537        -0.303185      0.01           -0.682262      YES
116    272    388    1.010149            -2366.672804        -2365.662655        -0.301849      0.01           -0.671897      YES
116    274    390    1.060974            -2367.653516        -2366.592542        -0.300431      0.01           -0.660511      YES
116    276    392    1.108637            -2368.511764        -2367.403127        -0.299149      0.01           -0.651541      YES
116    284    400    1.150397            -2373.615307        -2372.46491         0.30145        0.01           0.021947       YES
116    286    402    0.964839            -2373.374357        -2372.409518        0.29978        0.01           0.029825       YES
116    288    404    0.315058            -2373.589014        -2373.273956        0.216363       0.01           -0.042964      YES
116    290    406    0.228455            -2373.949149        -2373.720694        0.209407       0.01           -0.041092      YES
116    292    408    0.364029            -2374.187091        -2373.823062        0.20487        0.01           -0.040949      YES
116    294    410    0.452335            -2374.216227        -2373.763892        0.20222        0.01           -0.040443      YES
116    296    412    0.480283            -2373.995808        -2373.515525        0.200045       0.01           -0.039775      YES
116    298    414    0.475369            -2373.543361        -2373.067992        0.1981         0.01           -0.039359      YES
116    300    416    0.45256             -2372.888154        -2372.435594        0.195948       0.01           -0.038746      YES
118    162    280    0.076757            -1951.663989        -1951.587232        0.182983       0.01           -0.007248      YES
118    188    306    0.078635            -2139.143719        -2139.065084        0.001938       0.01           -0.03552       YES
118    190    308    0.043167            -2149.002158        -2148.958991        -0.044168      0.010006       -0.10202       NO
118    192    310    0.031969            -2159.451411        -2159.419442        -0.120378      0.01           -0.188257      YES
118    194    312    0.038812            -2169.70152         -2169.662708        -0.12844       0.01           0.229161       YES
118    196    314    0.015147            -2179.690109        -2179.674962        -0.133535      0.01           0.228956       YES
118    198    316    0.013622            -2189.466539        -2189.452917        -0.137134      0.01           0.230175       YES
118    200    318    0.082886            -2199.022848        -2198.939962        -0.139455      0.010002       0.232006       NO
118    264    382    0.086681            -2388.033798        -2387.947117        0.002477       0.01           -0.048717      YES
118    266    384    0.069948            -2388.910936        -2388.840988        0.007826       0.01           -0.049846      YES
118    268    386    0.017101            -2389.742458        -2389.725357        0.02145        0.01           -0.035626      YES
118    270    388    0.054081            -2390.683675        -2390.629594        0.039367       0.01           -0.009017      YES
118    272    390    0.558734            -2392.073201        -2391.514467        -0.237919      0.01           -0.61964       YES
118    274    392    1.059648            -2394.616922        -2393.557274        -0.310552      0.01           -0.676907      YES
118    276    394    1.07884             -2395.764001        -2394.685161        -0.308705      0.01           -0.663775      YES
118    284    402    1.103199            -2401.783511        -2400.680312        0.300514       0.01           0.030891       YES
118    286    404    0.985426            -2401.987186        -2401.00176         0.298485       0.01           0.036063       YES
118    288    406    0.257129            -2402.035773        -2401.778644        0.226929       0.01           -0.038929      YES
118    290    408    0.198857            -2402.569133        -2402.370276        0.215507       0.01           -0.038369      YES
118    292    410    0.109824            -2403.114847        -2403.005023        0.206507       0.01           -0.038938      YES
118    294    412    0.236954            -2403.545986        -2403.309032        0.20164        0.01           -0.038401      YES
118    296    414    0.358196            -2403.774775        -2403.416579        0.198713       0.01           -0.037792      YES
118    298    416    0.436623            -2403.76894         -2403.332317        0.196563       0.01           -0.03715       YES
118    300    418    0.486929            -2403.537686        -2403.050757        0.19454        0.01           -0.03671       YES
120    166    286    2.105529            -1982.355865        -1980.250336        -0.360426      0.01           0.009724       YES
120    188    308    0.072354            -2143.578268        -2143.505914        0.001184       0.01           -0.03477       YES
120    190    310    0.028354            -2153.84169         -2153.813336        -0.027252      0.01           -0.076191      YES
120    192    312    0.01182             -2164.747819        -2164.735999        -0.119485      0.01           -0.182218      YES
120    194    314    -0.011348           -2175.577802        -2175.58915         -0.132212      0.01           -0.198372      YES
120    196    316    -0.016668           -2186.182724        -2186.199392        -0.137778      0.01           0.231802       YES
120    198    318    -0.018624           -2196.545173        -2196.563797        -0.140673      0.01           0.233767       YES
120    200    320    0.019878            -2206.685039        -2206.665161        -0.14221       0.01           0.236185       YES
120    202    322    0.032539            -2216.813634        -2216.781095        0.164951       0.01           0.546433       YES
120    210    330    2.24076             -2258.40702         -2256.16626         -0.356182      0.01           0.015647       YES
120    216    336    2.058851            -2284.727204        -2282.668353        -0.360868      0.01           0.037254       YES
120    218    338    1.909707            -2293.096475        -2291.186768        -0.362372      0.01           0.035047       YES
120    262    382    0.092835            -2409.925029        -2409.832194        0.00066        0.01           -0.034314      YES
120    264    384    0.064609            -2411.337141        -2411.272532        0.001218       0.01           -0.046895      YES
120    266    386    0.047104            -2412.671878        -2412.624774        0.002229       0.01           -0.052317      YES
120    268    388    0.106859            -2414.11703         -2414.010171        -0.154427      0.01           -0.209726      YES
120    270    390    0.116608            -2415.773444        -2415.656836        -0.155292      0.01           -0.206341      YES
120    272    392    0.099203            -2417.261015        -2417.161812        -0.15682       0.01           -0.199086      YES
120    274    394    0.715879            -2418.592969        -2417.87709         -0.245786      0.01           -0.616265      YES
120    276    396    0.913018            -2420.214363        -2419.301345        -0.25036       0.009998       -0.608801      NO
120    278    398    0.959872            -2421.636147        -2420.676275        -0.254415      0.009999       -0.60594       NO
120    296    416    0.188125            -2432.264115        -2432.07599         0.202535       0.01           -0.03615       YES
120    298    418    0.332143            -2432.683391        -2432.351248        0.198035       0.01           -0.036182      YES
