Z      N      A      E_oct(MeV)          BE_gs(MeV)          BE_control(MeV)     beta3_gs       beta2_gs       beta2_control  delta_beta2    
120    196    316    -0.056375           -2191.319315        -2191.26294         0.108032       0.080626       -0.150487      0.231113       
120    204    324    -0.005845           -2229.148955        -2229.14311         0.062453       -0.26016       -0.269205      0.009045       
120    266    386    -0.639612           -2389.700236        -2389.060624        0.08623        0.031975       0.002472       0.029503       
120    268    388    -1.13586            -2390.239051        -2389.103191        0.100074       0.048026       0.005966       0.04206        
120    270    390    -1.37765            -2390.480261        -2389.102611        0.108143       0.052317       0.023659       0.028658       
120    272    392    -0.939503           -2390.457684        -2389.518181        0.109237       0.057396       -0.26598       0.323376       
120    278    398    -0.010946           -2391.826793        -2391.815847        0.068759       0.193804       0.169947       0.023857       
120    280    400    -0.023792           -2392.672149        -2392.648357        0.074454       0.205473       0.181905       0.023568       
120    282    402    -0.035182           -2393.345611        -2393.310429        0.078624       0.213691       0.190412       0.023279       
120    284    404    -0.035917           -2393.843295        -2393.807378        0.081703       0.220113       0.197176       0.022937       
120    286    406    -0.032919           -2394.179324        -2394.146405        0.084421       0.225744       0.203042       0.022702       
120    288    408    -0.030142           -2394.376687        -2394.346545        0.086659       0.230636       0.208184       0.022452       
120    290    410    -0.036253           -2394.435995        -2394.399742        0.088264       0.234519       0.212376       0.022143       
120    292    412    -0.032392           -2394.337789        -2394.305397        0.089387       0.237255       0.215393       0.021862       
120    294    414    -0.018924           -2394.06366         -2394.044736        0.089942       0.238797       0.217679       0.021118       
120    296    416    -0.004552           -2393.603826        -2393.599274        0.09004        0.239449       0.218451       0.020998       
