Z      N      A      E_soft(MeV)         BE_b3=0 (MeV)       BE_b3=0.01 (MeV)    beta2          beta3 (0.01)   delta_beta2    CONV     
112    194    306    0.047353            -2147.637303        -2147.58995         0.115519       0.01           -0.279302      YES
112    196    308    0.068562            -2155.924337        -2155.855775        0.132672       0.01           -0.24849       YES
112    198    310    0.135104            -2161.835033        -2161.699929        -0.220844      0.01           -0.594867      YES
112    200    312    0.137877            -2169.087445        -2168.949568        -0.230955      0.01           -0.612919      YES
112    214    326    0.20863             -2221.482767        -2221.274137        0.226693       0.010001       -0.02972       YES
112    248    360    0.640393            -2277.622369        -2276.981976        0.354873       0.010001       -0.064694      YES
112    250    362    0.851054            -2279.339357        -2278.488303        0.353103       0.01           -0.044412      YES
112    264    376    0.188618            -2282.906338        -2282.71772         -0.030646      0.01           -0.071702      YES
112    266    378    0.000105            -2282.241967        -2282.241862        -0.049268      0.01           -0.097716      YES
112    268    380    0.137918            -2281.569612        -2281.431694        0.07477        0.01           0.024449       NO
112    270    382    0.15101             -2281.369111        -2281.218101        0.089464       0.01           0.042983       YES
114    190    304    -0.022504           -2142.627898        -2142.650402        -0.056534      0.01           -0.471377      YES
114    192    306    0.02627             -2151.043548        -2151.017278        -0.109831      0.01           -0.515754      YES
114    194    308    0.064487            -2159.494078        -2159.429591        0.095049       0.01           -0.303531      YES
114    196    310    0.041332            -2168.203975        -2168.162643        0.110229       0.01           -0.281415      YES
114    198    312    0.058719            -2176.6372          -2176.578481        0.122333       0.01           -0.261581      YES
114    240    354    0.107626            -2294.5628          -2294.455174        0.138408       0.01           -0.014018      YES
114    242    356    0.137508            -2297.077716        -2296.940208        0.126178       0.01           -0.012541      YES
114    244    358    0.151181            -2299.407151        -2299.25597         0.116527       0.010001       -0.010631      YES
114    264    378    0.035548            -2312.135802        -2312.100254        -0.029202      0.01           -0.071091      YES
114    266    380    0.206917            -2312.012972        -2311.806055        -0.046175      0.01           -0.094883      YES
114    268    382    0.034303            -2311.564967        -2311.530664        -0.054919      0.01           -0.104658      YES
114    270    384    0.118276            -2311.507838        -2311.389562        0.078576       0.009998       0.033932       NO
114    272    386    0.135992            -2311.49218         -2311.356188        0.089779       0.01           -0.260514      YES
114    278    392    0.549772            -2312.321584        -2311.771812        0.252488       0.01           -0.052008      YES
116    162    278    0.03799             -1974.973699        -1974.935709        0.200569       0.01           -0.024017      YES
116    164    280    0.051923            -1991.412621        -1991.360698        0.19217        0.01           -0.024058      YES
116    168    284    0.094319            -2021.043691        -2020.949372        0.172207       0.01           -0.025867      YES
116    170    286    0.094159            -2035.031545        -2034.937386        0.155242       0.010001       -0.026797      YES
116    190    306    -0.022538           -2152.265078        -2152.287616        -0.055728      0.01           -0.115868      YES
116    192    308    0.052117            -2161.369995        -2161.317878        -0.101227      0.01           -0.521366      NO
116    194    310    0.030969            -2170.191778        -2170.160809        -0.10515       0.01           -0.550782      YES
116    196    312    0.065284            -2179.234675        -2179.169391        0.093562       0.01           0.053016       YES
116    198    314    0.058491            -2188.136056        -2188.077565        0.103128       0.009999       0.100971       YES
116    214    330    0.201681            -2254.026237        -2253.824556        0.23277        0.01           -0.016408      YES
116    236    352    0.174821            -2310.795202        -2310.620381        0.160083       0.01           -0.014348      YES
116    240    356    0.094271            -2316.98156         -2316.887289        0.136392       0.01           -0.012629      YES
116    242    358    0.134609            -2319.999057        -2319.864448        0.122474       0.01           -0.011656      YES
116    264    380    0.039257            -2340.060969        -2340.021712        -0.027097      0.009999       -0.069999      YES
116    266    382    0.21008             -2340.416697        -2340.206617        -0.044922      0.01           -0.095016      YES
116    268    384    0.050798            -2340.422913        -2340.372115        -0.053239      0.01           -0.104463      YES
116    270    386    0.184672            -2340.520097        -2340.335425        0.06909        0.01           0.022393       NO
116    272    388    0.344794            -2342.18384         -2341.839046        0.312388       0.01           0.286982       YES
116    280    396    0.621892            -2342.589951        -2341.968059        0.254636       0.01           -0.050468      YES
116    282    398    0.574605            -2342.364332        -2341.789727        0.248495       0.01           -0.049921      YES
116    292    408    0.447886            -2340.451142        -2340.003256        0.203395       0.01           -0.024075      YES
116    298    414    0.658317            -2337.25118         -2336.592863        0.203256       0.01           -0.040532      YES
116    300    416    0.685765            -2335.760581        -2335.074816        0.202885       0.01           -0.040555      YES
118    162    280    0.075549            -1972.156731        -1972.081182        0.207132       0.01           -0.020711      YES
118    164    282    0.049207            -1989.172563        -1989.123356        0.195262       0.01           -0.02274       YES
118    166    284    0.0191              -2005.017034        -2004.997934        0.182087       0.010001       -0.024165      YES
118    188    306    0.012556            -2150.242325        -2150.229769        -0.000123      0.01           -0.038159      YES
118    190    308    -0.043815           -2160.159497        -2160.203312        -0.05759       0.009999       -0.116657      YES
118    192    310    -0.034778           -2170.085487        -2170.120265        -0.103643      0.01           -0.168903      YES
118    194    312    0.031963            -2179.52351         -2179.491547        -0.107263      0.009989       -0.171485      NO
118    196    314    0.039942            -2188.616878        -2188.576936        0.082514       0.01           0.031055       YES
118    198    316    0.064702            -2198.090936        -2198.026234        0.091205       0.01           0.462152       YES
118    200    318    0.059308            -2207.29637         -2207.237062        0.096708       0.01           -0.32824       YES
118    204    322    0.264349            -2227.765872        -2227.501523        0.276393       0.010001       -0.040926      YES
118    210    328    0.133396            -2252.687463        -2252.554067        0.24395        0.01           -0.015688      YES
118    212    330    0.111054            -2260.51209         -2260.401036        0.236363       0.01           -0.015839      YES
118    238    356    0.081897            -2333.755376        -2333.673479        0.151408       0.01           -0.012127      YES
118    264    382    0.028214            -2366.413059        -2366.384845        -0.026255      0.010001       -0.069191      YES
118    266    384    0.206242            -2367.258725        -2367.052483        -0.044685      0.01           -0.095105      YES
118    268    386    0.029038            -2367.730281        -2367.701243        -0.053356      0.01           -0.105696      YES
118    270    388    0.055256            -2368.077903        -2368.022647        -0.058716      0.01           -0.103367      YES
118    272    390    0.044863            -2369.743935        -2369.699072        0.302317       0.01           0.264227       YES
118    274    392    0.050407            -2370.537829        -2370.487422        0.292344       0.01           0.285462       YES
118    280    398    0.636343            -2371.946862        -2371.310519        0.260982       0.01           -0.046567      YES
118    282    400    0.559976            -2372.066018        -2371.506042        0.255858       0.01           -0.045912      YES
118    284    402    0.542548            -2372.032811        -2371.490263        0.247902       0.010001       -0.046801      YES
118    288    406    0.055257            -2371.803048        -2371.747791        0.205284       0.010001       -0.044251      YES
118    290    408    0.201383            -2371.754269        -2371.552886        0.203188       0.01           -0.04225       YES
118    292    410    0.331493            -2371.541122        -2371.209629        0.202479       0.01           -0.040264      YES
118    296    414    0.530862            -2370.494712        -2369.96385         0.201442       0.01           -0.040182      YES
118    298    416    0.587978            -2369.599905        -2369.011927        0.200898       0.01           -0.040169      YES
118    300    418    0.624119            -2368.496865        -2367.872746        0.200177       0.01           -0.040078      YES
120    166    286    1.867201            -2003.870907        -2002.003706        -0.361094      0.01           0.016338       YES
120    188    308    0.071773            -2155.990047        -2155.918274        -0.17406       0.01           -0.212126      YES
120    190    310    0.07798             -2166.842417        -2166.764437        -0.178514      0.01           -0.233202      YES
120    192    312    0.072263            -2177.287801        -2177.215538        -0.181813      0.01           -0.242979      YES
120    194    314    0.071252            -2187.388686        -2187.317434        -0.184667      0.01           -0.245853      YES
120    196    316    0.05906             -2197.178931        -2197.119871        -0.187135      0.01           -0.240946      YES
120    198    318    0.044364            -2206.680874        -2206.63651         -0.190186      0.01           0.187088       YES
120    200    320    0.03966             -2215.916853        -2215.877193        -0.192482      0.01           -0.628903      YES
120    208    328    0.236991            -2255.805876        -2255.568885        0.259822       0.01           -0.017993      YES
120    210    330    0.20595             -2264.368599        -2264.162649        0.248035       0.01           -0.017885      YES
120    262    382    0.162505            -2390.807089        -2390.644584        -0.000669      0.01           -0.027247      YES
120    264    384    0.13133             -2391.270464        -2391.139134        -0.004944      0.01           -0.046918      YES
120    266    386    0.197896            -2392.490596        -2392.2927          -0.045241      0.01           -0.094458      YES
120    268    388    -0.072507           -2393.32732         -2393.399827        -0.059019      0.01           -0.105397      YES
120    270    390    0.027021            -2394.881542        -2394.854521        0.30761        0.01           0.262955       YES
120    272    392    0.056246            -2396.21922         -2396.162974        0.294972       0.009999       0.252297       YES
120    274    394    0.055693            -2397.401156        -2397.345463        0.286873       0.01           0.271854       YES
120    282    402    0.44586             -2400.507302        -2400.061442        0.257684       0.009999       -0.042679      YES
120    284    404    0.467002            -2400.860428        -2400.393426        0.252241       0.009999       -0.041268      YES
120    286    406    0.401948            -2401.029658        -2400.62771         0.245049       0.010001       -0.039855      YES
120    288    408    0.251269            -2401.033376        -2400.782107        0.214806       0.01           -0.041961      YES
120    290    410    0.142532            -2401.30878         -2401.166248        0.203204       0.01           -0.021807      YES
120    298    418    0.542994            -2400.751921        -2400.208927        0.197714       0.01           -0.039438      YES
