 Nrows 
   44 
    Z     N           Q20               Q30               beta2                 beta3
    56    52          2.345234          0.005121          0.084274             0.001 
    56    54          5.016329          0.005371          0.173556             0.001 
    56    56          6.113253          0.005591          0.204697             0.001 
    56    58           7.39448          0.005826          0.239463             0.001 
    56    60          9.617389          0.006126          0.299444             0.001 
    56    62         10.784407          0.006383          0.324875             0.001 
    56    64         10.797563          0.006549          0.317938             0.001 
    56    66         10.311787          0.006739          0.296265             0.001 
    56    68          9.742694          0.006909          0.273833             0.001 
    56    70          9.188649          0.007088          0.252545             0.001 
    56    72          8.443737          0.007269           0.22701             0.001 
    56    74          7.312294          0.007445          0.192483             0.001 
    56    76           5.85139          0.007622          0.150861             0.001 
    56    78            4.1519          0.007803          0.104852             0.001 
    56    80         -0.058383          0.007983         -0.001445             0.001 
    56    82         -0.020138          0.008231         -0.000486             0.001 
    56    84          2.779182          0.008495           0.06536             0.001 
    56    86          5.673011          0.008839           0.12932             0.001 
    56    88          7.421899          0.009022          0.166117             0.001 
    56    90          8.781457          0.009451          0.189677             0.001 
    56    92          10.23926          0.009876          0.213797             0.001 
    56    94         12.085292          0.010204          0.245808             0.001 
    56    96         13.589257          0.010638          0.267648             0.001 
    56    98         14.411123           0.01099          0.276535             0.001 
    56   100         14.985274          0.011333          0.280498             0.001 
    56   102         15.247356          0.011646          0.279084             0.001 
    56   104          15.18922          0.011993          0.271496             0.001 
    56   106         14.822175          0.012309          0.259305             0.001 
    56   108         14.312235          0.012626           0.24517             0.001 
    56   110         13.696754          0.012947            0.2298             0.001 
    56   112         12.897028          0.013271          0.211997             0.001 
    56   114         11.797223          0.013596          0.190066             0.001 
    56   116         10.416627          0.013923          0.164543             0.001 
    56   118          8.804896           0.01425           0.13642             0.001 
    56   120          7.173481          0.014579          0.109048             0.001 
    56   122          5.436094          0.014905          0.081122             0.001 
    56   124         -0.016235          0.015223         -0.000238             0.001 
    56   126         -0.092654          0.015589         -0.001332             0.001 
    56   128          4.864781           0.01609          0.068228             0.001 
    56   130           8.37254          0.016659          0.114324             0.001 
    56   132          10.20181          0.017198          0.135889             0.001 
    56   134         11.526285          0.017736          0.149884             0.001 
    56   136         12.465149          0.018272          0.158351             0.001 
    56   138         12.983557          0.018809          0.161226             0.001 
