EDF,Isotope,Z,N,A,Blocking Type,Hole/Particle,S.P. Orbit,Nilson Label,Binding Energy(MeV),S.P. Energy(MeV),error flag, unmatch flag
UNE2,16O,8,8,16,Ground,Ground,Ground,"0, 0, 0, 0, 0",-121.130733,0.0,0,0
UNE2,'',8,9,17,neutron,particle,1d_3_2,"3, 1, 2, 0, 2",-121.202402,-0.071669,0,0
UNE2,'',8,7,15,neutron,hole,1p_1_2,"1, -1, 1, 0, 1",-107.086974,-14.043759,0,0
UNE2,'',8,7,15,neutron,hole,1p_3_2,"3, -1, 1, 0, 1",-102.361852,-18.768881,0,0
UNE2,'',8,9,17,neutron,particle,1f_7_2,"7, -1, 3, 0, 3",-113.835778,7.294955,0,0
UNE2,'',8,9,17,neutron,particle,2s_1_2,"1, 1, 2, 0, 0",-124.123303,-2.99257,0,0
UNE2,'',8,9,17,neutron,particle,1d_5_2,"5, 1, 2, 0, 2",-126.591638,-5.460905,0,0
UNE2,'',7,8,15,proton,hole,1p_1_2,"1, -1, 1, 0, 1",-110.169148,-10.961585,0,0
UNE2,'',9,8,17,proton,particle,1d_3_2,"3, 1, 2, 0, 2",-118.105704,3.025029,0,0
UNE2,'',9,8,17,proton,particle,2s_1_2,"1, 1, 2, 0, 0",-121.131884,-0.001151,0,0
UNE2,'',9,8,17,proton,particle,1f_7_2,"7, -1, 3, 0, 3",-110.933607,10.197126,0,0
UNE2,'',7,8,15,proton,hole,1p_3_2,"3, -1, 1, 0, 1",-105.486291,-15.644442,0,0
UNE2,'',9,8,17,proton,particle,1d_5_2,"5, 1, 2, 0, 2",-123.190481,-2.059748,0,0
UNE2,40Ca,20,20,40,Ground,Ground,Ground,"0, 0, 0, 0, 0",-340.745629,0.0,0,0
UNE2,'',20,21,41,neutron,particle,1f_5_2,"5, -1, 3, 0, 3",-343.573782,-2.828153,0,0
UNE2,'',20,19,39,neutron,hole,1d_3_2,"3, 1, 2, 0, 2",-325.45991,-15.285719,0,0
UNE2,'',20,19,39,neutron,hole,2s_1_2,"1, 1, 2, 0, 0",-324.120209,-16.62542,0,0
UNE2,'',20,21,41,neutron,particle,1f_7_2,"7, -1, 3, 0, 3",-349.835743,-9.090114,0,0
UNE2,'',20,19,39,neutron,hole,1d_5_2,"5, 1, 2, 0, 2",-320.547907,-20.197722,0,0
UNE2,'',20,21,41,neutron,particle,2p_1_2,"1, -1, 3, 0, 1",-344.427648,-3.682019,0,0
UNE2,'',20,21,41,neutron,particle,2p_3_2,"3, -1, 3, 0, 1",-345.747701,-5.002072,0,0
UNE2,'',20,21,41,neutron,particle,1g_9_2,"9, 1, 4, 0, 4",-338.511433,2.234196,0,0
UNE2,'',19,20,39,proton,hole,1d_5_2,"5, 1, 2, 0, 2",-327.399484,-13.346145,0,0
UNE2,'',21,20,41,proton,particle,2p_1_2,"1, -1, 3, 0, 1",-338.053175,2.692454,0,0
UNE2,'',21,20,41,proton,particle,2p_3_2,"3, -1, 3, 0, 1",-339.13572,1.609909,0,0
UNE2,'',21,20,41,proton,particle,1g_9_2,"9, 1, 4, 0, 4",-331.86286,8.882769,0,0
UNE2,'',21,20,41,proton,particle,1f_5_2,"5, -1, 3, 0, 3",-336.873311,3.872318,0,0
UNE2,'',19,20,39,proton,hole,1p_1_2,"1, -1, 1, 0, 1",-319.771767,-20.973862,0,0
UNE2,'',19,20,39,proton,hole,1d_3_2,"3, 1, 2, 0, 2",-332.207599,-8.53803,0,0
UNE2,'',19,20,39,proton,hole,2s_1_2,"1, 1, 2, 0, 0",-330.994457,-9.751172,0,0
UNE2,'',19,20,39,proton,hole,1p_3_2,"3, -1, 1, 0, 1",-317.088214,-23.657415,0,0
UNE2,'',21,20,41,proton,particle,1f_7_2,"7, -1, 3, 0, 3",-342.820282,-2.074653,0,0
UNE2,48Ca,20,28,48,Ground,Ground,Ground,"0, 0, 0, 0, 0",-414.776145,0.0,0,0
UNE2,'',20,27,47,neutron,hole,1f_7_2,"7, -1, 3, 0, 3",-405.535693,-9.240452,0,0
UNE2,'',20,27,47,neutron,hole,2s_1_2,"1, 1, 2, 0, 0",-398.703685,-16.07246,0,0
UNE2,'',20,27,47,neutron,hole,1d_3_2,"3, 1, 2, 0, 2",-402.404778,-12.371367,0,0
UNE2,'',20,29,49,neutron,particle,1f_5_2,"5, -1, 3, 0, 3",-415.374924,-0.598779,0,0
UNE2,'',20,29,49,neutron,particle,1g_9_2,"9, 1, 4, 0, 4",-413.976124,0.800021,0,0
UNE2,'',20,29,49,neutron,particle,2p_3_2,"3, -1, 3, 0, 1",-420.727983,-5.951838,0,0
UNE2,'',20,29,49,neutron,particle,2p_1_2,"1, -1, 3, 0, 1",-418.926084,-4.149939,0,0
UNE2,'',20,27,47,neutron,hole,1d_5_2,"5, 1, 2, 0, 2",-395.358208,-19.417937,0,0
UNE2,'',21,28,49,proton,particle,2p_1_2,"1, -1, 3, 0, 1",-417.802694,-3.026549,0,0
UNE2,'',19,28,47,proton,hole,1d_5_2,"5, 1, 2, 0, 2",-393.721991,-21.054154,0,0
UNE2,'',21,28,49,proton,particle,1g_9_2,"9, 1, 4, 0, 4",-413.270513,1.505632,0,0
UNE2,'',21,28,49,proton,particle,2p_3_2,"3, -1, 3, 2, 1",-424.60592,-9.829775,0,3
UNE2,'',19,28,47,proton,hole,1d_3_2,"3, 1, 2, 0, 2",-397.677847,-17.098298,0,0
UNE2,'',19,28,47,proton,hole,1p_1_2,"1, -1, 1, 0, 1",-385.750298,-29.025847,0,0
UNE2,'',21,28,49,proton,particle,1f_5_2,"5, -1, 3, 0, 3",-418.963897,-4.187752,0,0
UNE2,'',21,28,49,proton,particle,1f_7_2,"7, -1, 3, 0, 3",-424.561782,-9.785637,0,0
UNE2,'',19,28,47,proton,hole,1p_3_2,"3, -1, 1, 0, 1",-383.835195,-30.94095,0,0
UNE2,'',19,28,47,proton,hole,2s_1_2,"1, 1, 2, 2, 0",-393.716423,-21.059722,0,3
UNE2,56Ni,28,28,56,Ground,Ground,Ground,"0, 0, 0, 0, 0",-482.213522,0.0,0,0
UNE2,'',28,27,55,neutron,hole,1d_5_2,"5, 1, 2, 0, 2",-456.152556,-26.060966,0,0
UNE2,'',28,29,57,neutron,particle,2p_1_2,"1, -1, 3, 0, 1",-491.773675,-9.560153,0,0
UNE2,'',28,29,57,neutron,particle,2p_3_2,"3, -1, 3, 0, 1",-493.331891,-11.118369,0,0
UNE2,'',28,29,57,neutron,particle,1g_9_2,"9, 1, 4, 0, 4",-487.903159,-5.689637,0,0
UNE2,'',28,27,55,neutron,hole,1d_3_2,"3, 1, 2, 0, 2",-462.091205,-20.122317,0,0
UNE2,'',28,29,57,neutron,particle,1f_5_2,"5, -1, 3, 0, 3",-489.882306,-7.668784,0,0
UNE2,'',28,27,55,neutron,hole,1f_7_2,"7, -1, 3, 0, 3",-466.192471,-16.021051,0,0
UNE2,'',28,27,55,neutron,hole,2s_1_2,"1, 1, 2, 0, 0",-460.176401,-22.037121,0,0
