Z      N      A      E_oct(MeV)          BE_gs(MeV)          BE_control(MeV)     beta3_gs       beta2_gs       Q20_control (b)
108    196    304    -4.877189           -2108.521076        -2103.643887        0.000457       0.353571       -36.196831     
108    268    376    -2.70283            -2156.297993        -2153.595163        0.000125       0.366279       23.782983      
108    270    378    -2.707067           -2153.717412        -2151.010345        0.000178       0.358116       -73.031425     
108    272    380    -2.444982           -2151.107934        -2148.662952        4e-06          0.350793       34.494628      
110    198    308    -5.986291           -2131.663108        -2125.676817        0.001549       0.353362       -38.314608     
110    264    374    -2.160758           -2195.578279        -2193.417521        0.001642       0.384007       -2.712889      
110    266    376    -3.050895           -2193.473798        -2190.422903        0.001584       0.378124       17.052773      
110    268    378    -3.562065           -2191.305307        -2187.743242        -9.8e-05       0.370537       22.522227      
110    270    380    -3.483017           -2189.138462        -2185.655445        4.7e-05        0.361556       -74.079592     
110    272    382    -3.484358           -2186.941687        -2183.457329        -1.7e-05       0.354613       -75.167095     
112    196    308    -4.854718           -2139.588212        -2134.733494        -4.4e-05       0.380709       23.265104      
112    198    310    -5.938856           -2146.809706        -2140.87085         0.003353       0.364258       -38.774149     
112    200    312    -6.388154           -2153.668749        -2147.280595        0.001161       0.354038       -40.843738     
112    202    314    -6.291686           -2159.846821        -2153.555135        0.002517       0.350604       -42.928003     
112    264    376    -1.869133           -2227.853392        -2225.984259        0.000182       0.386653       -1.959716      
112    266    378    -3.092262           -2226.209097        -2223.116835        0.000612       0.379954       15.166669      
112    268    380    -3.521677           -2224.539775        -2221.018098        0.000835       0.371977       -58.698374     
112    270    382    -3.777401           -2222.882963        -2219.105562        -7.8e-05       0.36348        -61.25023      
112    272    384    -4.1072             -2221.178824        -2217.071624        0.000216       0.357168       -63.679686     
114    194    308    -4.141543           -2144.087939        -2139.946396        0.00134        0.400038       -34.570297     
114    196    310    -4.737123           -2152.31427         -2147.577147        0.008025       0.393447       20.73785       
114    264    378    -1.282753           -2258.639283        -2257.35653         0.000289       0.39399        -1.313666      
114    266    380    -2.71491            -2257.375649        -2254.660739        0.000609       0.387241       12.514291      
114    268    382    -3.128324           -2256.064149        -2252.935825        0.001488       0.378853       -58.388997     
114    270    384    -3.406071           -2254.748627        -2251.342556        0.000508       0.370459       -61.037913     
116    196    312    -4.154637           -2163.518407        -2159.36377         -0.000222      0.40619        -36.561792     
116    198    314    -4.202645           -2171.421443        -2167.218798        0.000706       0.399308       21.853645      
116    264    380    -0.777942           -2288.210403        -2287.432461        0.004056       0.403934       -0.902346      
116    266    382    -2.26366            -2287.290081        -2285.026421        0.000128       0.397353       7.556058       
116    268    384    -2.905688           -2286.27893         -2283.373242        -0.000449      0.388665       -57.902063     
116    270    386    -3.130557           -2285.264286        -2282.133729        0.000911       0.379033       -61.211398     
116    272    388    -3.435138           -2284.312881        -2280.877743        0.000357       0.369817       -64.008066     
118    192    310    -2.017112           -2154.598967        -2152.581855        -0.002269      0.485612       -19.534038     
118    196    314    -3.631463           -2173.527037        -2169.895574        0.000521       0.418272       -35.729605     
118    198    316    -3.836987           -2182.003388        -2178.166401        0.000378       0.412709       -37.532211     
118    268    386    -2.478196           -2315.203145        -2312.724949        0.0001         0.399564       -40.560895     
118    270    388    -2.838734           -2314.494757        -2311.656023        0.00111        0.386585       -42.294549     
118    272    390    -3.163521           -2313.912623        -2310.749102        0.000172       0.375013       -64.918469     
120    200    320    -3.669574           -2199.904101        -2196.234527        -3.4e-05       0.41892        -38.273632     
120    208    328    -0.452687           -2232.79876         -2232.346073        -7.9e-05       -0.392608      41.09621       
120    264    384    -1.050225           -2344.208158        -2343.157933        0.000558       0.463811       0.430876       
120    270    390    -1.753672           -2342.408898        -2340.655226        0.000212       0.393384       -41.543745     
120    272    392    -2.378564           -2342.215582        -2339.837018        -1.2e-05       0.378757       -42.877132     
