  Z      N    UNEDF0    UNEDF1    UNEDF2    SV_MIN      SLY4      SKMS       SKP     Total
108    188         0         0         0         1         1         1         0         3
108    190         1         0         0         0         1         1         0         3
108    192         1         0         0         0         1         1         0         3
108    194         0         0         0         0         1         1         1         3
108    196         0         0         0         1         0         0         0         1
108    198         0         0         0         0         0         0         1         1
108    200         0         0         0         1         0         0         1         2
108    202         0         0         0         0         0         0         1         1
108    212         0         0         1         0         0         0         0         1
108    214         0         0         1         0         0         0         0         1
108    216         0         0         1         0         0         0         0         1
108    242         0         0         1         0         0         0         0         1
108    244         0         0         1         0         0         1         1         3
108    246         0         0         1         0         0         1         0         2
108    248         0         0         1         0         0         1         1         3
108    250         0         0         0         0         0         1         0         1
108    252         0         0         0         0         0         1         1         2
108    254         0         0         0         0         0         1         0         1
108    256         0         0         0         0         0         1         0         1
108    258         0         0         0         0         0         1         0         1
108    260         0         0         0         0         1         1         0         2
108    262         0         1         1         1         1         0         0         4
108    264         0         1         1         1         1         0         0         4
108    266         0         1         1         1         1         0         0         4
108    268         0         1         1         1         0         0         0         3
108    270         0         1         1         0         0         0         0         2
108    272         0         1         1         0         0         0         0         2
110    152         0         0         0         0         0         1         0         1
110    154         0         0         0         0         0         1         0         1
110    156         0         0         0         0         0         1         1         2
110    158         0         0         0         0         0         1         0         1
110    160         0         0         0         0         0         1         0         1
110    164         0         0         0         0         0         1         1         2
110    166         1         0         0         1         0         1         0         3
110    168         0         0         0         1         0         1         0         2
110    170         0         0         0         0         0         1         0         1
110    174         0         0         0         0         0         0         1         1
110    186         0         0         0         0         0         1         0         1
110    188         0         0         0         1         1         1         0         3
110    190         1         0         0         0         1         1         1         4
110    192         1         0         0         1         0         1         0         3
110    194         1         0         0         0         1         0         0         2
110    196         1         0         0         1         1         0         1         4
110    198         0         0         1         1         0         0         0         2
110    200         0         0         1         1         0         0         0         2
110    202         0         0         0         1         0         0         0         1
110    204         0         0         0         0         0         0         1         1
110    214         0         0         1         0         0         0         0         1
110    228         0         0         0         1         0         0         0         1
110    230         1         0         0         0         0         0         0         1
110    232         0         0         0         0         0         0         1         1
110    244         0         0         1         0         0         0         0         1
110    246         0         0         1         0         0         0         0         1
110    248         0         0         1         0         0         0         0         1
110    250         0         0         1         0         0         1         0         2
110    252         0         0         1         0         0         1         0         2
110    254         0         0         0         0         0         1         0         1
110    256         0         0         0         0         0         1         0         1
110    262         0         0         1         0         1         0         0         2
110    264         0         1         1         1         0         0         1         4
110    266         0         1         1         1         0         0         0         3
110    268         0         1         1         0         0         0         0         2
110    270         0         0         1         0         0         0         0         1
110    276         0         0         1         0         0         0         0         1
112    152         0         0         0         0         0         1         0         1
112    154         0         0         0         0         0         1         0         1
112    156         0         0         0         0         0         1         0         1
112    158         0         0         1         0         0         1         0         2
112    160         0         0         0         1         0         1         0         2
112    162         0         0         0         1         1         0         1         3
112    164         0         0         0         1         0         1         0         2
112    168         0         0         0         1         0         0         0         1
112    172         0         0         0         0         0         0         1         1
112    174         0         0         0         0         0         0         1         1
112    176         0         0         0         0         0         0         1         1
112    180         0         0         0         0         0         0         1         1
112    188         0         1         0         0         1         1         0         3
112    190         0         0         0         0         1         1         1         3
112    192         1         1         0         1         1         0         0         4
112    194         1         0         1         1         0         0         0         3
112    200         0         0         1         1         0         0         0         2
112    202         0         0         0         1         0         0         0         1
112    204         0         0         0         1         0         0         0         1
112    214         0         0         1         0         0         0         0         1
112    216         0         1         0         0         0         0         0         1
112    236         0         0         0         1         0         0         0         1
112    248         0         0         1         0         0         0         0         1
112    250         0         0         1         0         0         1         0         2
112    252         0         0         0         0         0         1         1         2
112    254         0         0         0         0         0         1         0         1
112    262         0         0         0         0         0         0         1         1
112    264         0         1         1         0         0         0         1         3
112    266         0         1         1         1         0         0         1         4
112    268         0         1         1         0         0         0         0         2
112    270         0         0         1         0         0         0         0         1
112    274         0         0         0         0         1         0         0         1
112    276         0         0         0         0         1         1         0         2
112    282         0         0         0         1         0         0         0         1
112    284         0         0         0         1         1         0         0         2
112    286         0         0         0         1         1         0         0         2
114    154         0         0         0         1         0         0         0         1
114    156         0         0         0         0         0         1         0         1
114    160         1         0         0         0         1         0         0         2
114    162         0         0         0         0         1         1         0         2
114    164         1         0         0         1         0         1         0         3
114    166         1         0         0         0         0         0         0         1
114    172         0         0         0         0         0         0         1         1
114    174         0         0         0         1         0         0         1         2
114    176         0         0         0         1         0         0         0         1
114    186         0         0         0         0         0         1         0         1
114    188         0         0         0         1         0         0         1         2
114    190         0         0         0         1         1         0         1         3
114    192         1         0         0         1         1         1         1         5
114    194         1         0         0         0         0         1         1         3
114    198         0         0         0         0         0         0         1         1
114    200         0         0         0         1         0         0         1         2
114    202         0         0         0         1         0         0         1         2
114    204         0         0         0         0         0         0         1         1
114    208         0         0         0         0         0         0         1         1
114    220         0         0         0         0         0         0         1         1
114    224         0         0         0         1         0         0         0         1
114    240         0         0         1         0         0         0         0         1
114    242         0         0         1         0         0         0         0         1
114    244         0         0         1         0         0         0         1         2
114    246         0         0         0         0         0         0         1         1
114    264         0         0         1         0         0         0         1         2
114    266         0         1         1         1         0         0         1         4
114    268         0         1         1         0         0         0         1         3
114    270         0         0         1         0         0         0         1         2
114    272         0         0         0         0         1         1         0         2
114    274         0         0         0         0         1         0         0         1
114    278         0         0         1         0         0         1         1         3
114    280         1         1         0         0         0         0         0         2
114    282         0         1         0         1         0         1         0         3
114    284         0         0         0         1         1         1         0         3
114    286         0         0         0         1         1         1         0         3
114    288         0         1         0         1         1         1         0         4
114    290         0         0         0         1         1         1         0         3
114    292         0         0         0         1         1         1         0         3
114    294         0         0         0         1         0         1         0         2
114    296         0         0         0         1         1         1         0         3
116    160         0         0         0         0         1         1         0         2
116    162         0         0         1         0         0         0         0         1
116    164         0         0         1         0         0         0         0         1
116    168         1         0         1         0         0         0         0         2
116    170         0         0         1         0         0         0         0         1
116    186         0         0         0         0         0         1         0         1
116    188         0         0         0         1         1         1         0         3
116    190         0         1         1         1         1         1         1         6
116    192         1         0         0         1         1         0         1         4
116    194         0         0         1         0         1         1         1         4
116    196         0         0         1         0         0         0         1         2
116    198         0         0         1         1         0         0         0         2
116    200         0         0         0         1         0         0         0         1
116    202         0         0         0         1         0         0         1         2
116    206         0         0         0         0         0         0         1         1
116    208         0         0         0         0         0         1         0         1
116    212         0         0         0         0         0         0         1         1
116    214         0         0         1         0         0         0         1         2
116    216         0         0         0         0         0         0         1         1
116    218         0         0         0         0         0         0         1         1
116    220         1         0         0         0         0         0         0         1
116    222         1         0         0         0         0         0         0         1
116    224         1         0         0         0         0         0         0         1
116    228         0         0         0         0         0         0         1         1
116    236         0         0         1         0         0         0         0         1
116    240         0         0         1         0         0         0         1         2
116    242         0         0         1         0         0         0         0         1
116    264         0         0         1         0         1         1         0         3
116    266         0         0         1         1         0         1         1         4
116    268         0         1         1         0         0         1         1         4
116    270         0         1         1         1         0         0         1         4
116    272         0         1         1         0         0         0         1         3
116    276         0         0         0         0         0         0         1         1
116    280         0         0         1         0         0         0         1         2
116    282         0         1         1         0         0         0         1         3
116    284         0         1         0         1         1         1         1         5
116    286         0         0         0         1         1         1         0         3
116    288         0         0         0         1         1         1         1         4
116    290         0         0         0         1         1         1         0         3
116    292         0         0         1         1         1         1         0         4
116    294         0         0         0         1         1         1         0         3
116    296         0         0         0         0         1         1         0         2
116    298         0         0         1         0         1         1         0         3
116    300         0         0         1         0         1         1         1         4
118    162         0         0         1         0         0         1         0         2
118    164         0         0         1         0         0         0         0         1
118    166         0         0         1         0         0         0         0         1
118    188         0         0         1         0         0         1         0         2
118    190         0         1         1         0         1         1         0         4
118    192         0         0         1         1         0         1         1         4
118    194         1         0         1         1         1         1         0         5
118    196         1         0         1         0         0         1         1         4
118    198         0         0         0         0         0         1         0         1
118    200         0         0         1         1         0         1         0         3
118    202         0         0         0         1         0         1         1         3
118    204         0         0         1         0         0         1         1         3
118    206         0         0         0         0         0         1         0         1
118    208         0         0         0         0         1         1         0         2
118    210         0         0         1         0         1         0         0         2
118    212         0         0         1         0         0         0         1         2
118    216         0         0         0         0         0         0         1         1
118    218         0         0         0         0         0         0         1         1
118    220         1         0         0         0         0         0         1         2
118    222         1         0         0         0         0         0         1         2
118    224         0         0         0         1         0         0         0         1
118    236         0         0         0         0         0         0         1         1
118    238         0         0         1         0         0         0         1         2
118    240         0         0         0         0         0         0         1         1
118    260         0         0         0         0         0         1         0         1
118    262         0         0         1         0         0         1         0         2
118    264         0         0         1         0         0         0         0         1
118    266         0         0         1         1         1         1         0         4
118    268         0         0         1         1         0         1         1         4
118    270         1         1         1         1         0         1         1         6
118    272         1         1         1         1         0         1         1         6
118    274         0         0         1         0         0         1         1         3
118    276         0         0         0         1         0         1         0         2
118    278         0         0         0         0         0         1         0         1
118    280         0         0         1         0         0         0         1         2
118    282         0         0         1         0         0         0         1         2
118    284         0         0         1         1         0         1         0         3
118    286         0         0         0         1         1         1         1         4
118    288         0         0         1         1         1         1         1         5
118    290         0         0         1         1         1         1         1         5
118    292         0         0         1         0         1         1         0         3
118    294         0         0         0         1         1         1         0         3
118    296         0         0         1         1         1         1         0         4
118    298         0         0         1         0         1         1         1         4
118    300         0         0         1         0         1         1         0         3
120    166         0         0         1         1         1         1         1         5
120    168         0         0         0         1         0         0         1         2
120    188         0         0         1         0         0         1         0         2
120    190         0         1         1         0         1         0         0         3
120    192         0         0         1         1         1         1         0         4
120    194         0         0         1         0         0         1         0         2
120    196         0         0         1         0         0         1         0         2
120    198         0         0         0         1         0         1         1         3
120    200         0         0         1         1         0         0         1         3
120    202         0         0         0         1         0         1         1         3
120    204         0         0         0         1         0         1         0         2
120    206         0         0         0         0         0         1         0         1
120    208         0         0         1         0         0         1         0         2
120    210         0         0         1         0         1         1         0         3
120    212         0         0         0         0         1         0         0         1
120    216         0         1         0         0         0         1         1         3
120    218         1         0         0         0         0         1         1         3
120    220         1         0         0         0         0         0         1         2
120    222         1         0         0         1         0         0         1         3
120    224         0         0         0         1         0         1         1         3
120    226         0         0         1         1         0         0         1         3
120    232         0         0         0         0         0         0         1         1
120    240         0         1         0         0         0         0         0         1
120    260         0         0         1         0         0         1         0         2
120    262         0         0         1         0         1         1         0         3
120    264         0         1         1         1         1         1         0         5
120    266         0         0         1         0         1         1         0         3
120    268         0         0         1         1         1         1         1         5
120    270         1         0         1         1         0         1         1         5
120    272         1         1         1         1         0         1         1         6
120    274         0         0         1         1         0         1         1         4
120    276         1         0         0         0         0         1         0         2
120    278         0         0         0         0         0         1         1         2
120    280         0         0         0         0         0         1         1         2
120    282         0         0         1         0         0         1         0         2
120    284         0         0         1         1         0         0         0         2
120    286         0         0         1         1         0         0         1         3
120    288         0         0         1         1         1         1         0         4
120    290         0         0         1         1         1         0         0         3
120    292         0         0         0         1         1         0         1         3
120    294         0         0         0         1         1         0         1         3
120    296         0         0         0         0         1         1         1         3
120    298         0         0         1         0         1         1         1         4
