Z      N      A      Energy_new(MeV)     Energy_old(MeV)     Energy_diff(MeV)    beta2_new    beta2_old    beta3_new    fileID    
72     144    216    -1579.904358        -1579.909958        0.0056              0.255411     0.254704     -0.000223    2651      
72     146    218    -1583.755511        -1583.755126        -0.000385           0.265657     0.265018     -9.2e-05     2741      
72     148    220    -1586.984681        -1586.984755        7.4e-05             0.268253     0.267553     4.7e-05      2816      
72     150    222    -1589.78526         -1589.787466        0.002206            0.265889     0.265169     0.00011      2876      
72     152    224    -1592.390974        -1592.393982        0.003008            0.262247     0.261493     3.2e-05      2936      
72     154    226    -1594.801733        -1594.801876        0.000143            0.258824     0.257936     2.1e-05      3026      
72     156    228    -1596.885751        -1596.881637        -0.004114           0.255177     0.254073     -1.9e-05     3116      
72     158    230    -1598.460878        -1598.457951        -0.002927           0.250681     0.249078     2.2e-05      3161      
72     160    232    -1599.493165        -1599.497089        0.003924            0.244521     0.242134     4.7e-05      3251      
72     162    234    -1600.160845        -1600.172146        0.011301            0.235481     0.232157     2.4e-05      3311      
72     164    236    -1600.613841        -1600.64324         0.029399            0.222435     0.218562     7e-06        3386      
72     166    238    -1600.959254        -1601.009645        0.050391            0.206483     0.203505     1.2e-05      3460      
72     168    240    -1601.188749        -1601.254757        0.066008            0.192478     0.189075     4.3e-05      3565      
72     170    242    -1601.218044        -1601.2904          0.072356            0.175378     0.174948     -1e-06       3609      
72     172    244    -1601.411142        -1601.477901        0.066759            -0.158629    -0.158409    1e-06        3682      
72     174    246    -1601.342742        -1601.414176        0.071434            -0.142841    -0.142565    -0.0         3757      
72     176    248    -1601.055082        -1601.12949         0.074408            -0.124098    -0.123777    0.0          3832      
72     178    250    -1600.628886        -1600.705813        0.076927            -0.101849    -0.101876    -1e-05       3968      
72     180    252    -1600.154091        -1600.231499        0.077408            -0.073149    -0.073167    2.9e-05      4028      
72     182    254    -1600.446802        -1600.523148        0.076346            -0.0         0.000000     -0.0         4058      
72     184    256    -1600.530615        -1600.606609        0.075994            -0.0         0.000000     0.0          4133      
72     186    258    -1597.856327        -1597.929334        0.073007            -2e-06       0.000000     1e-06        4238      
72     188    260    -1594.908298        -1594.843227        -0.065071           0.058818     0.049937     -0.0         4285      
74     78     152    -1168.835803        -1168.971474        0.135671            -0.136822    -0.137034    -0.00037     4569      
74     80     154    -1196.834081        -1196.966757        0.132676            -0.100288    -0.100707    0.000214     4644      
74     82     156    -1224.147449        -1224.282012        0.134563            1e-06        0.000000     -0.0         4658      
74     84     158    -1244.635161        -1244.760176        0.125015            0.053419     0.053308     0.000151     4749      
74     86     160    -1265.102945        -1265.229115        0.12617             0.123977     0.123840     -1.2e-05     4824      
74     88     162    -1285.639739        -1285.754908        0.115169            0.163059     0.162332     2.5e-05      4887      
74     90     164    -1305.395352        -1305.499608        0.104256            0.187545     0.187074     -3.2e-05     4962      
74     92     166    -1324.610328        -1324.703621        0.093293            0.229731     0.214084     0.067903     5066      
74     94     168    -1343.690179        -1343.764112        0.073933            0.273802     0.261333     0.074176     5157      
74     96     170    -1362.383798        -1362.462011        0.078213            0.305577     0.296906     0.07493      5232      
74     98     172    -1380.300213        -1380.373165        0.072952            0.314583     0.308932     0.063783     5307      
74     100    174    -1397.554432        -1397.617272        0.06284             0.316082     0.315707     6.6e-05      5338      
74     102    176    -1413.985003        -1414.039937        0.054934            0.315487     0.314948     0.000228     5413      
74     104    178    -1429.384966        -1429.435163        0.050197            0.298511     0.297302     0.000115     5488      
74     106    180    -1443.993867        -1444.058902        0.065035            0.269082     0.267704     0.000553     5578      
74     108    182    -1457.995863        -1458.065942        0.070079            0.250188     0.249746     0.000142     5652      
74     110    184    -1471.409009        -1471.477869        0.06886             0.236692     0.236419     0.000155     5727      
74     112    186    -1484.197362        -1484.268904        0.071542            0.221903     0.221730     0.000185     5802      
74     114    188    -1496.55205         -1496.62791         0.07586             0.203244     0.203059     0.00015      5862      
74     116    190    -1508.133053        -1508.205361        0.072308            0.181829     0.181644     0.000194     5967      
74     118    192    -1519.094369        -1519.206269        0.1119              -0.16007     -0.160009    -0.0         6007      
74     120    194    -1530.546136        -1530.655833        0.109697            -0.138721    -0.138735    -1e-06       6081      
74     122    196    -1541.309826        -1541.411697        0.101871            -0.107403    -0.107467    -5e-06       6156      
74     124    198    -1551.61241         -1551.67716         0.06475             -0.046903    -0.042397    3.2e-05      6261      
74     126    200    -1562.266676        -1562.378649        0.111973            -0.0         0.000000     0.0          6308      
74     128    202    -1567.814438        -1567.921264        0.106826            6e-06        0.000001     -0.0         6443      
74     130    204    -1572.956849        -1573.028153        0.071304            0.048397     0.047125     0.026392     6474      
74     132    206    -1578.526752        -1578.301175        -0.225577           0.066252     0.081059     0.082111     6578      
74     134    208    -1583.712429        -1583.358918        -0.353511           0.03432      0.110820     0.126866     6623      
74     136    210    -1588.914267        -1588.533768        -0.380499           0.006333     0.141042     0.14821      6699      
74     138    212    -1593.72374         -1593.787498        0.063758            0.172227     0.170789     -9e-06       6760      
74     140    214    -1598.957214        -1598.993294        0.03608             0.206218     0.204157     0.001365     6851      
74     142    216    -1604.134605        -1604.154818        0.020213            0.241668     0.240585     0.000205     6926      
74     144    218    -1609.222678        -1609.230096        0.007418            0.26023      0.259580     0.000169     7016      
74     146    220    -1613.8607          -1613.859729        -0.000971           0.270485     0.269959     3.3e-05      7076      
74     148    222    -1617.831476        -1617.826644        -0.004832           0.274875     0.274381     4.7e-05      7136      
74     150    224    -1621.280166        -1621.271859        -0.008307           0.274475     0.273945     4.9e-05      7241      
74     152    226    -1624.439346        -1624.430234        -0.009112           0.271071     0.270425     2.3e-05      7286      
74     154    228    -1627.381962        -1627.364373        -0.017589           0.266168     0.265359     2.9e-05      7361      
74     156    230    -1630.005013        -1629.98517         -0.019843           0.260071     0.258965     4.9e-05      7436      
74     158    232    -1632.181011        -1632.162538        -0.018473           0.251761     0.250110     -9e-06       7511      
74     160    234    -1633.862345        -1633.851449        -0.010896           0.239412     0.237347     3e-05        7616      
74     162    236    -1635.218472        -1635.224693        0.006221            0.223677     0.221793     -5e-06       7661      
74     164    238    -1636.43141         -1636.454737        0.023327            0.207548     0.205790     1e-05        7736      
74     166    240    -1637.5713          -1637.609521        0.038221            0.192616     0.191196     7e-06        7810      
74     168    242    -1638.56292         -1638.620949        0.058029            0.179472     0.177812     3e-06        7900      
74     170    244    -1639.292979        -1639.369004        0.076025            0.164555     0.164413     1.1e-05      7974      
74     172    246    -1640.004356        -1640.073097        0.068741            -0.151019    -0.149687    1e-06        8031      
74     174    248    -1640.712466        -1640.781967        0.069501            -0.135088    -0.134930    1e-06        8107      
74     176    250    -1641.196054        -1641.26847         0.072416            -0.118093    -0.117882    -6.8e-05     8242      
74     178    252    -1641.488223        -1641.565236        0.077013            -0.098066    -0.097807    0.0          8257      
74     180    254    -1641.688801        -1641.765628        0.076827            -0.070625    -0.070337    1.8e-05      8362      
74     182    256    -1642.684979        -1642.7654          0.080421            -0.0         0.000000     -0.0         8408      
74     184    258    -1643.369317        -1643.449046        0.079729            -0.0         0.000000     1e-06        8528      
74     186    260    -1641.001861        -1641.075934        0.074073            0.00213      0.000000     -1e-06       8604      
74     188    262    -1638.177701        -1638.163434        -0.014267           0.052358     0.041106     5e-06        8650      
74     190    264    -1635.907893        -1635.805243        -0.10265            0.075608     0.068664     4e-06        8770      
76     80     156    -1193.811611        -1193.955024        0.143413            -0.080258    -0.080510    -4.8e-05     8813      
76     82     158    -1222.863599        -1223.000821        0.137222            -1e-06       0.000000     -0.0         8873      
76     84     160    -1244.286625        -1244.419918        0.133293            0.022781     0.023013     -6.6e-05     8993      
76     86     162    -1265.407568        -1265.535416        0.127848            0.098143     0.097920     0.000158     9039      
76     88     164    -1286.678588        -1286.800792        0.122204            0.141237     0.141196     -3e-06       9084      
76     90     166    -1307.354614        -1307.463796        0.109182            0.164056     0.163449     3.6e-05      9162      
76     92     168    -1327.363786        -1327.457973        0.094187            0.183147     0.182639     -2.1e-05     9237      
76     94     170    -1347.497623        -1347.597549        0.099926            0.273034     0.271861     0.000693     9344      
76     96     172    -1367.229144        -1367.299291        0.070147            0.299409     0.291551     0.069496     9432      
76     98     174    -1386.082739        -1386.148086        0.065347            0.306431     0.301390     0.058094     9507      
76     100    176    -1404.252283        -1404.316768        0.064485            0.308641     0.308665     3e-06        9537      
76     102    178    -1421.658632        -1421.712845        0.054213            0.310941     0.310459     0.00011      9613      
76     104    180    -1438.081803        -1438.133109        0.051306            0.300566     0.299788     -0.000141    9688      
76     106    182    -1453.628684        -1453.688548        0.059864            0.266433     0.265635     0.000146     9777      
76     108    184    -1468.840058        -1468.904236        0.064178            0.237578     0.236930     0.000391     9852      
76     110    186    -1483.440434        -1483.513639        0.073205            0.219451     0.218936     4.3e-05      9912      
76     112    188    -1497.464759        -1497.547342        0.082583            0.201695     0.201303     -2.6e-05     9987      
76     114    190    -1511.144713        -1511.228903        0.08419             0.18327      0.182950     -7.1e-05     10062     
76     116    192    -1524.045946        -1524.130476        0.08453             0.163169     0.162810     1.7e-05      10137     
76     118    194    -1536.361634        -1536.479039        0.117405            -0.147046    -0.146918    -0.000103    10251     
76     120    196    -1548.992496        -1549.101348        0.108852            -0.127294    -0.127216    -2e-06       10281     
76     122    198    -1560.983799        -1561.085573        0.101774            -0.097943    -0.097895    1.7e-05      10416     
76     124    200    -1572.374281        -1572.465854        0.091573            -4e-06       0.000001     -1e-06       10448     
76     126    202    -1584.014599        -1584.108646        0.094047            0.000216     0.000000     4e-06        10524     
76     128    204    -1590.311276        -1590.415274        0.103998            -0.000533    0.000001     3e-06        10612     
76     130    206    -1595.939747        -1596.040266        0.100519            0.027768     0.026092     -3.9e-05     10689     
76     132    208    -1602.180562        -1601.92985         -0.250712           0.055366     0.064515     0.075429     10778     
76     134    210    -1608.090238        -1607.591459        -0.498779           0.028676     0.091317     0.117224     10823     
76     136    212    -1613.977725        -1613.253963        -0.723762           0.002907     0.117729     0.13829      10944     
76     138    214    -1619.291613        -1618.962998        -0.328615           -0.024808    0.141168     0.139859     11004     
76     140    216    -1624.703476        -1624.720598        0.017122            0.215637     0.212672     -0.000176    11066     
76     142    218    -1630.772121        -1630.791325        0.019204            0.242222     0.241345     -1.4e-05     11111     
76     144    220    -1636.537772        -1636.549549        0.011777            0.257136     0.256501     -1.4e-05     11186     
76     146    222    -1641.85374         -1641.8517          -0.00204            0.267675     0.267180     2.6e-05      11261     
76     148    224    -1646.539281        -1646.53041         -0.008871           0.274022     0.273586     -0.000133    11351     
76     150    226    -1650.689119        -1650.676266        -0.012853           0.276101     0.275662     0.000131     11426     
76     152    228    -1654.495343        -1654.474912        -0.020431           0.274646     0.274154     -2.9e-05     11486     
76     154    230    -1658.018213        -1657.999404        -0.018809           0.270977     0.270294     -5.1e-05     11591     
76     156    232    -1661.246715        -1661.223185        -0.02353            0.265479     0.264529     -1.5e-05     11636     
76     158    234    -1664.068081        -1664.03524         -0.032841           0.257205     0.255594     3e-06        11711     
76     160    236    -1666.371647        -1666.351128        -0.020519           0.24164      0.239224     8.7e-05      11801     
76     162    238    -1668.370235        -1668.372236        0.002001            0.218322     0.216372     0.000209     11891     
76     164    240    -1670.347712        -1670.371039        0.023327            0.196468     0.195125     2e-06        11935     
76     166    242    -1672.28926         -1672.334802        0.045542            0.179843     0.178467     -6e-06       12010     
76     168    244    -1674.072146        -1674.128341        0.056195            0.166054     0.164646     2e-06        12085     
76     170    246    -1675.575647        -1675.651708        0.076061            0.152749     0.151275     -3e-06       12160     
76     172    248    -1677.201892        -1677.268415        0.066523            -0.142587    -0.141528    -3.4e-05     12246     
76     174    250    -1678.676557        -1678.748253        0.071696            -0.127972    -0.127844    -6.9e-05     12337     
76     176    252    -1679.935665        -1680.005755        0.07009             -0.11217     -0.112026    -4.3e-05     12412     
76     178    254    -1680.975625        -1681.046019        0.070394            -0.092986    -0.092820    1.9e-05      12472     
76     180    256    -1681.890814        -1681.963309        0.072495            -0.064745    -0.064505    -1.7e-05     12547     
76     182    258    -1683.671623        -1683.754366        0.082743            0.000663     0.000000     0.0          12639     
76     184    260    -1684.927853        -1685.011145        0.083292            -1e-06       0.000000     1e-06        12728     
76     186    262    -1682.923451        -1683.003359        0.079908            -3e-06       0.000000     1e-06        12803     
76     188    264    -1680.193819        -1680.208725        0.014906            0.023109     -0.000003    2e-06        12879     
76     190    266    -1678.097614        -1678.047911        -0.049703           0.064773     0.056297     1.3e-05      12940     
78     84     162    -1242.762589        -1242.89801         0.135421            5e-06        0.000000     -0.0         13028     
78     86     164    -1264.398816        -1264.526998        0.128182            0.055805     0.055384     -1e-06       13059     
78     88     166    -1286.107941        -1286.22952         0.121579            0.107389     0.107253     -1e-06       13134     
78     90     168    -1307.587578        -1307.701325        0.113747            0.147898     0.132686     0.04131      13256     
78     92     170    -1328.437684        -1328.540313        0.102629            0.149359     0.148685     -5.2e-05     13287     
78     94     172    -1349.149946        -1349.258379        0.108433            0.262411     0.261793     -0.00013     13363     
78     96     174    -1369.809827        -1369.904963        0.095136            0.288612     0.280312     0.065245     13483     
78     98     176    -1389.745354        -1389.811157        0.065803            0.292667     0.292587     0.000353     13541     
78     100    178    -1408.975673        -1409.03582         0.060147            0.303274     0.302175     0.025804     13632     
78     102    180    -1427.456004        -1427.504977        0.048973            0.305507     0.305448     0.000128     13662     
78     104    182    -1444.98316         -1445.030452        0.047292            0.298555     0.297842     -0.000395    13738     
78     106    184    -1461.554242        -1461.60042         0.046178            0.278984     0.278819     -0.000196    13812     
78     108    186    -1477.384536        -1477.441028        0.056492            0.248161     0.247338     0.000192     13902     
78     110    188    -1492.719405        -1492.785669        0.066264            0.207442     0.205596     0.000144     13977     
78     112    190    -1507.981651        -1508.066599        0.084948            0.175331     0.174416     0.000177     14067     
78     114    192    -1522.950307        -1523.042396        0.092089            0.156931     0.156215     5.8e-05      14127     
78     116    194    -1537.678695        -1537.802116        0.123421            -0.144835    -0.144604    9.3e-05      14241     
78     118    196    -1552.233134        -1552.351155        0.118021            -0.132866    -0.132679    -1e-06       14271     
78     120    198    -1565.993174        -1566.107347        0.114173            -0.114274    -0.114025    -1.8e-05     14346     
78     122    200    -1579.113445        -1579.226117        0.112672            -0.084668    -0.084228    -3.4e-05     14436     
78     124    202    -1591.8625          -1591.979825        0.117325            0.000676     0.000001     2e-06        14529     
78     126    204    -1604.303693        -1604.409453        0.10576             0.000215     0.000000     1e-06        14619     
78     128    206    -1611.372175        -1611.487125        0.11495             -1e-06       0.000000     -1e-06       14648     
78     130    208    -1617.657219        -1617.762965        0.105746            -0.001415    0.000002     -1e-06       14722     
78     132    210    -1624.407744        -1624.092034        -0.31571            0.039731     0.032529     0.070434     14814     
78     134    212    -1631.05014         -1630.333793        -0.716347           0.030328     0.061052     0.10252      14903     
78     136    214    -1637.472689        -1636.642051        -0.830638           0.007771     -0.082555    0.123179     14978     
78     138    216    -1643.339278        -1642.741639        -0.597639           -0.015106    -0.093423    0.128759     15054     
78     140    218    -1649.021184        -1648.689759        -0.331425           -0.044952    0.210724     0.121294     15112     
78     142    220    -1655.309782        -1655.337668        0.027886            0.233456     0.232529     -7.6e-05     15191     
78     144    222    -1661.711491        -1661.724584        0.013093            0.249214     0.248502     6.6e-05      15281     
78     146    224    -1667.75354         -1667.752803        -0.000737           0.261585     0.260995     3.1e-05      15326     
78     148    226    -1673.235149        -1673.225433        -0.009716           0.268948     0.268470     3.3e-05      15416     
78     150    228    -1678.168937        -1678.148551        -0.020386           0.271236     0.270832     -1e-05       15491     
78     152    230    -1682.701308        -1682.678808        -0.0225             0.269846     0.269417     -6.3e-05     15566     
78     154    232    -1686.931016        -1686.908744        -0.022272           0.266507     0.265985     0.000101     15641     
78     156    234    -1690.882538        -1690.848728        -0.03381            0.261932     0.261286     -0.000137    15701     
78     158    236    -1694.439261        -1694.405607        -0.033654           0.255731     0.254754     -5.2e-05     15776     
78     160    238    -1697.435652        -1697.405267        -0.030385           0.245336     0.243738     -2.5e-05     15836     
78     162    240    -1699.919794        -1699.901864        -0.01793            0.225282     0.223241     6e-06        15911     
78     164    242    -1702.326694        -1702.345341        0.018647            0.196923     0.195022     -6e-06       15985     
78     166    244    -1704.86828         -1704.907207        0.038927            0.17214      0.170031     -1e-06       16060     
78     168    246    -1707.704395        -1707.741947        0.037552            -0.156892    -0.155834    1e-06        16131     
78     170    248    -1710.541388        -1710.585694        0.044306            -0.146146    -0.145189    2e-06        16206     
78     172    250    -1713.076597        -1713.142927        0.06633             -0.134799    -0.133820    -9e-06       16296     
78     174    252    -1715.319373        -1715.389127        0.069754            -0.120886    -0.120799    0.0          16357     
78     176    254    -1717.343179        -1717.409876        0.066697            -0.105523    -0.105437    -4.8e-05     16477     
78     178    256    -1719.118523        -1719.188331        0.069808            -0.085908    -0.085738    1e-06        16537     
78     180    258    -1720.698054        -1720.76698         0.068926            -0.051097    -0.050449    -1.4e-05     16642     
78     182    260    -1723.382018        -1723.459733        0.077715            0.000536     0.000000     0.0          16659     
78     184    262    -1725.175871        -1725.262278        0.086407            -0.0         0.000000     -1e-06       16748     
78     186    264    -1723.555605        -1723.638437        0.082832            0.000878     0.000000     0.0          16854     
78     188    266    -1721.162225        -1721.237287        0.075062            0.003477     0.000000     2e-06        16944     
78     190    268    -1719.043143        -1719.045679        0.002536            0.046107     0.028628     -2.8e-05     17020     
80     90     170    -1306.597217        -1306.714962        0.117745            0.081628     0.081428     -1.7e-05     159       
80     92     172    -1328.228159        -1328.341447        0.113288            0.111841     0.101956     0.02993      281       
80     94     174    -1349.246697        -1349.350248        0.103551            0.112671     0.112148     -8.1e-05     311       
80     96     176    -1370.462025        -1370.563285        0.10126             0.273598     0.267627     0.049666     418       
80     98     178    -1391.466356        -1391.551324        0.084968            0.288807     0.287979     8.9e-05      463       
80     100    180    -1411.860416        -1411.926995        0.066579            0.301602     0.300947     9.4e-05      538       
80     102    182    -1431.462242        -1431.502576        0.040334            0.304799     0.304821     0.001321     627       
80     104    184    -1450.029453        -1450.069906        0.040453            0.298303     0.298284     0.000996     702       
80     106    186    -1467.601279        -1467.648311        0.047032            0.284764     0.283964     4e-06        763       
80     108    188    -1484.460038        -1484.578746        0.118708            -0.181261    -0.180554    -3.8e-05     876       
80     110    190    -1501.492043        -1501.621262        0.129219            -0.169862    -0.169008    -7.8e-05     936       
80     112    192    -1518.139443        -1518.275188        0.135745            -0.155786    -0.156056    -0.005087    1028      
80     114    194    -1534.444807        -1534.578321        0.133514            -0.143661    -0.143488    0.000444     1072      
80     116    196    -1550.444488        -1550.579584        0.135096            -0.129637    -0.129034    1.4e-05      1176      
80     118    198    -1566.007315        -1566.131679        0.124364            -0.109457    -0.108560    -2e-06       1206      
80     120    200    -1580.858201        -1580.974638        0.116437            -0.082247    -0.080955    4e-06        1341      
80     122    202    -1595.111629        -1595.239455        0.127826            1e-06        0.000002     -0.0         1418      
80     124    204    -1609.865267        -1609.989332        0.124065            -0.0         0.000000     0.0          1433      
80     126    206    -1623.0848          -1623.19768         0.11288             0.000179     0.000000     0.0          1509      
80     128    208    -1630.956636        -1631.074138        0.117502            0.0          0.000000     -0.0         1583      
80     130    210    -1638.022094        -1638.132214        0.11012             -0.00048     0.000001     -2e-06       1702      
80     132    212    -1645.256454        -1645.112205        -0.144249           0.023349     0.000001     0.059287     1794      
80     134    214    -1652.649413        -1651.947321        -0.702092           0.027178     0.000002     0.089531     1868      
80     136    216    -1659.625908        -1658.58753         -1.038378           0.016834     -0.026402    0.104051     1928      
80     138    218    -1666.014357        -1665.396038        -0.618319           9.2e-05      -0.064488    0.108915     2004      
80     140    220    -1672.196239        -1671.934257        -0.261982           -0.028141    -0.073032    0.101289     2094      
80     142    222    -1678.31761         -1678.215815        -0.101795           -0.05169     -0.077707    0.089518     2122      
80     144    224    -1685.039943        -1685.072385        0.032442            0.240136     0.238816     -4e-06       2187      
80     146    226    -1691.846225        -1691.858425        0.0122              0.254868     0.253812     0.000361     2307      
80     148    228    -1698.139805        -1698.127873        -0.011932           0.262259     0.261753     -0.000117    2366      
80     150    230    -1703.861759        -1703.841833        -0.019926           0.264314     0.263893     -1.9e-05     2441      
80     152    232    -1709.142364        -1709.118082        -0.024282           0.26287      0.262457     8e-06        2501      
80     154    234    -1714.088977        -1714.052659        -0.036318           0.259917     0.259503     -3.6e-05     2591      
80     156    236    -1718.726041        -1718.693423        -0.032618           0.256246     0.255738     3.7e-05      2651      
80     158    238    -1723.007745        -1722.97496         -0.032785           0.251293     0.250625     -6.2e-05     2726      
80     160    240    -1726.721879        -1726.687862        -0.034017           0.243112     0.242106     2e-06        2786      
80     162    242    -1729.825154        -1729.796816        -0.028338           0.227703     0.226143     0.000179     2876      
80     164    244    -1732.998851        -1733.015248        0.016397            -0.173153    -0.172116    7e-06        2931      
80     166    246    -1736.878732        -1736.893528        0.014796            -0.165161    -0.164172    -1e-06       3021      
80     168    248    -1740.555388        -1740.577229        0.021841            -0.155692    -0.154755    -4e-06       3081      
80     170    250    -1744.050817        -1744.091009        0.040192            -0.145202    -0.144230    2e-06        3156      
80     172    252    -1747.269047        -1747.322225        0.053178            -0.133129    -0.132116    -0.0         3231      
80     174    254    -1750.189443        -1750.256608        0.067165            -0.116832    -0.116805    0.0          3307      
80     176    256    -1752.901015        -1752.97061         0.069595            -0.094874    -0.094674    3.3e-05      3442      
80     178    258    -1755.468974        -1755.538365        0.069391            -0.066715    -0.066354    -1e-06       3517      
80     180    260    -1758.14708         -1758.231699        0.084619            0.0012       -0.000001    -1e-06       3549      
80     182    262    -1761.714873        -1761.804754        0.089881            0.000412     0.000000     -0.0         3624      
80     184    264    -1764.030769        -1764.119272        0.088503            -0.0         0.000000     -0.0         3683      
80     186    266    -1762.849422        -1762.91768         0.068258            -0.000527    0.000000     -0.0         3802      
80     188    268    -1760.886838        -1760.948185        0.061347            -0.001217    0.000000     -2e-06       3862      
80     190    270    -1759.015722        -1759.094849        0.079127            -0.0         0.000000     0.0          3908      
82     96     178    -1370.296555        -1370.394554        0.097999            0.012255     0.000000     0.042014     4269      
82     98     180    -1391.488938        -1391.549097        0.060159            0.285699     0.000001     3.1e-05      4287      
82     100    182    -1412.907202        -1412.95294         0.045738            0.300807     0.300705     8.2e-05      4362      
82     102    184    -1433.483503        -1433.524189        0.040686            0.304442     0.304424     -3.4e-05     4437      
82     104    186    -1453.009541        -1453.043638        0.034097            0.297147     0.297097     -2.6e-05     4512      
82     106    188    -1471.546304        -1471.581607        0.035303            0.282532     0.282393     0.000673     4602      
82     108    190    -1490.017407        -1490.130227        0.11282             -0.190848    -0.190288    -3.6e-05     4716      
82     110    192    -1507.942121        -1508.062534        0.120413            -0.182456    -0.181763    3.4e-05      4791      
82     112    194    -1525.369081        -1525.507335        0.138254            0.0          0.000016     0.0          4808      
82     114    196    -1543.008774        -1543.147361        0.138587            0.0          0.000008     -0.0         4883      
82     116    198    -1560.264302        -1560.402389        0.138087            0.0          0.000003     0.0          4958      
82     118    200    -1577.101264        -1577.237507        0.136243            6e-06        0.000002     -0.0         5048      
82     120    202    -1593.522743        -1593.655745        0.133002            -1e-06       0.000001     1e-06        5138      
82     122    204    -1609.545427        -1609.674554        0.129127            -0.0         0.000001     1e-06        5228      
82     124    206    -1625.133256        -1625.258641        0.125385            -0.0         0.000000     -0.0         5258      
82     126    208    -1639.172929        -1639.295517        0.122588            0.0          0.000000     -0.0         5393      
82     128    210    -1647.869779        -1647.988924        0.119145            1e-06        0.000000     -0.0         5423      
82     130    212    -1655.738633        -1655.853953        0.11532             0.0          0.000000     -2e-06       5498      
82     132    214    -1663.701735        -1663.616586        -0.085149           0.015264     0.000000     0.055648     5619      
82     134    216    -1671.890392        -1671.222888        -0.667504           0.023962     0.000000     0.08728      5679      
82     136    218    -1679.623987        -1678.63913         -0.984857           0.019106     0.000000     0.098098     5739      
82     138    220    -1686.757529        -1685.848098        -0.909431           0.007564     0.000001     0.097682     5797      
82     140    222    -1693.561215        -1692.903999        -0.657216           -0.014227    0.000004     0.091841     5874      
82     142    224    -1700.312502        -1699.824495        -0.488007           -0.035235    -0.040233    0.084467     5947      
82     144    226    -1706.824444        -1706.79489         -0.029554           -0.043796    0.226200     0.074511     6037      
82     146    228    -1714.207176        -1714.214893        0.007717            0.243677     0.242829     -7.4e-05     6101      
82     148    230    -1721.153825        -1721.149321        -0.004504           0.251985     0.251351     -4.5e-05     6206      
82     150    232    -1727.562958        -1727.552608        -0.01035            0.254426     0.253884     -0.000113    6266      
82     152    234    -1733.535877        -1733.510591        -0.025286           0.253451     0.252992     0.000117     6341      
82     154    236    -1739.134828        -1739.110133        -0.024695           0.251238     0.250742     -6.1e-05     6401      
82     156    238    -1744.44552         -1744.417737        -0.027783           0.248396     0.247857     -2.2e-05     6476      
82     158    240    -1749.454527        -1749.428473        -0.026054           0.244048     0.243402     -5.9e-05     6551      
82     160    242    -1753.942377        -1753.911262        -0.031115           0.23575      0.234853     -7.7e-05     6641      
82     162    244    -1757.832828        -1757.809944        -0.022884           0.220297     0.218854     -2e-06       6686      
82     164    246    -1762.517671        -1762.51641         -0.001261           -0.172566    -0.171920    -0.0         6786      
82     166    248    -1767.06056         -1767.058504        -0.002056           -0.167209    -0.166534    3e-06        6861      
82     168    250    -1771.340264        -1771.353425        0.013161            -0.160402    -0.159591    -6e-06       6936      
82     170    252    -1775.380159        -1775.398109        0.01795             -0.151555    -0.150641    -2e-05       6996      
82     172    254    -1779.043223        -1779.070573        0.02735             -0.139298    -0.138149    -2.3e-05     7116      
82     174    256    -1782.308636        -1782.350988        0.042352            -0.120628    -0.118435    -1e-06       7131      
82     176    258    -1785.619129        -1785.69795         0.078821            -0.067804    -0.067058    1.7e-05      7237      
82     178    260    -1789.39296         -1789.476541        0.083581            0.002151     -0.000002    1e-06        7329      
82     180    262    -1793.430239        -1793.523823        0.093584            -0.0         0.000000     0.0          7358      
82     182    264    -1797.475803        -1797.553951        0.078148            -0.00033     0.000000     -1e-06       7477      
82     184    266    -1800.298332        -1800.388397        0.090065            -0.0         0.000000     -0.0         7508      
82     186    268    -1799.587922        -1799.675147        0.087225            0.0          0.000000     0.0          7583      
82     188    270    -1798.095898        -1798.180047        0.084149            -0.0         0.000000     0.0          7688      
82     190    272    -1796.682941        -1796.759786        0.076845            -0.001241    0.000000     2e-06        7777      
82     192    274    -1795.274527        -1795.352431        0.077904            0.002207     0.000000     1.7e-05      7854      
84     100    184    -1412.139862        -1412.183991        0.044129            0.301219     0.301414     -4.1e-05     8036      
84     102    186    -1433.57811         -1433.617046        0.038936            0.304185     0.304180     -9.8e-05     8112      
84     104    188    -1453.980761        -1454.010726        0.029965            0.292362     0.292141     7.2e-05      8202      
84     106    190    -1473.514318        -1473.548299        0.033981            0.272685     0.272118     0.000614     8292      
84     108    192    -1492.658029        -1492.756499        0.09847             -0.207239    -0.206329    8.9e-05      8375      
84     110    194    -1511.472463        -1511.567982        0.095519            -0.199695    -0.199123    0.00011      8436      
84     112    196    -1529.696014        -1529.795257        0.099243            -0.184203    -0.182917    -3.9e-05     8496      
84     114    198    -1547.911102        -1548.055828        0.144726            -0.102678    -0.104075    -0.009791    8603      
84     116    200    -1566.004536        -1566.146997        0.142461            -0.079074    -0.078925    -0.000279    8663      
84     118    202    -1583.641512        -1583.779435        0.137923            -0.064368    -0.063645    -0.0         8707      
84     120    204    -1600.772617        -1600.90115         0.128533            -0.047004    -0.046307    2e-06        8797      
84     122    206    -1617.32985         -1617.465716        0.135866            -0.003585    0.000006     -2e-06       8872      
84     124    208    -1633.754324        -1633.884426        0.130102            0.000404     0.000001     1e-06        8949      
84     126    210    -1648.613973        -1648.74336         0.129387            0.0          0.000000     -0.0         9068      
84     128    212    -1658.167699        -1658.286055        0.118356            0.000261     0.000000     -0.0         9084      
