Z      N      A      E_oct(MeV)          BE_gs(MeV)          BE_control(MeV)     beta3_gs       beta2_gs       Q20_control (b)
108    252    360    -0.01474            -2210.725986        -2210.711246        0.173898       0.397488       82.328461      
110    156    266    0.035033            -1921.465522        -1921.500555        0.070124       0.269268       32.541004      
110    164    274    0.02849             -1979.969324        -1979.997814        0.053966       0.246156       31.465664      
110    174    284    0.024034            -2040.200006        -2040.22404         0.136283       0.499875       73.9647        
110    190    300    0.03726             -2118.247529        -2118.284789        0.041989       0.379152       60.09291       
110    196    306    0.028049            -2142.069           -2142.097049        0.07068        0.364801       58.965116      
110    204    314    -0.005055           -2169.181977        -2169.176922        0.133808       0.325674       38.013215      
110    232    342    -0.004963           -2230.620008        -2230.615045        0.014966       0.218645       42.156884      
112    162    274    0.033258            -1968.107098        -1968.140356        0.048448       0.239278       30.645523      
112    190    302    0.029448            -2129.984583        -2130.014031        0.052294       0.403321       64.977244      
114    192    306    -0.012172           -2149.479754        -2149.467582        0.029412       0.096243       10.616291      
114    198    312    0.015798            -2175.923247        -2175.939045        0.154332       0.432312       71.612177      
114    200    314    -0.001107           -2183.858005        -2183.856898        0.12109        0.426861       72.494263      
114    208    322    -0.001384           -2213.216714        -2213.21533         0.017456       0.197716       33.884511      
114    220    334    -0.001097           -2250.329214        -2250.328117        0.020439       0.20759        37.953035      
114    244    358    -0.011438           -2291.441653        -2291.430215        0.037221       0.159241       31.104643      
116    212    328    -0.002166           -2241.513633        -2241.511467        0.023558       0.196151       34.535556      
116    214    330    -0.000675           -2248.385008        -2248.384333        0.013241       0.197887       35.488226      
116    228    344    -0.004431           -2288.524175        -2288.519744        0.038934       0.191132       35.537594      
116    240    356    -0.007328           -2310.884822        -2310.877494        0.038234       0.160661       30.782908      
118    218    336    -0.002038           -2276.275563        -2276.273525        0.023942       0.196705       36.065219      
118    236    354    -0.000908           -2324.783055        -2324.782147        0.019377       0.151172       29.901471      
118    238    356    -0.016236           -2328.689696        -2328.67346         0.037442       0.151777       28.521578      
118    240    358    -0.002184           -2332.281706        -2332.279522        0.03897        0.145638       27.013409      
120    166    286    0.018333            -1996.142548        -1996.160881        0.018996       0.498353       75.980852      
120    168    288    0.018001            -2012.888565        -2012.906566        0.019079       0.496441       76.432497      
120    232    352    -0.006286           -2332.88782         -2332.881534        0.027169       0.153842       29.889908      
120    280    400    -0.00602            -2383.000995        -2382.994975        0.018401       0.077684       15.655092      
120    294    414    -0.013109           -2377.649241        -2377.636132        0.053963       0.215426       55.431905      
120    298    418    -0.003394           -2374.910247        -2374.906853        0.064186       0.219827       56.698361      
106    190    296    -1.486227           -2090.152179        -2088.665952        2.5e-05        0.355345       -0.00118       
106    244    350    -0.195721           -2180.781889        -2180.586168        0.004384       0.365934       55.068516      
106    264    370    -0.451686           -2170.997646        -2170.54596         4.7e-05        0.357111       0.797327       
112    198    310    -1.254483           -2163.345752        -2162.091269        0.000245       0.375793       26.70336       
120    284    404    -0.297816           -2381.934595        -2381.636779        -1.6e-05       -0.363477      23.970238      
120    286    406    -0.263077           -2381.325769        -2381.062692        1.8e-05        -0.363506      47.486351      
