Z      N      A      E_oct(MeV)          BE_gs(MeV)          BE_control(MeV)     beta3_gs       beta2_gs       Q20_control (b)
118    282    400    -0.017501           -2372.083519        -2372.066018        0.110886       0.30177        74.928731      
118    284    402    -0.010339           -2372.04315         -2372.032811        0.106437       0.294703       73.267871      
118    288    406    -0.003007           -2371.806055        -2371.803048        0.09523        0.249535       61.315389      
118    290    408    -0.000127           -2371.754396        -2371.754269        0.091055       0.245438       61.242821      
118    292    410    -0.032288           -2371.57341         -2371.541122        0.08685        0.242743       61.63523       
118    296    414    -0.01872            -2370.513432        -2370.494712        0.08611        0.241624       62.606851      
118    298    416    -0.015886           -2369.615791        -2369.599905        0.085605       0.241067       63.100983      
118    300    418    -0.010559           -2368.507424        -2368.496865        0.084774       0.240255       63.544105      
120    166    286    -0.00198            -2003.872887        -2003.870907        0.118599       -0.377432      -59.631392     
120    188    308    -0.499197           -2156.489244        -2155.990047        0.083016       0.038066       -28.907433     
120    190    310    -0.870213           -2167.71263         -2166.842417        0.117237       0.054688       -30.083405     
120    192    312    -1.411209           -2178.69901         -2177.287801        0.135737       0.061166       -31.075253     
120    194    314    -1.721634           -2189.11032         -2187.388686        0.146407       0.061186       -32.006005     
120    196    316    -1.648213           -2198.827144        -2197.178931        0.151524       0.053811       -32.888945     
120    200    320    -3.939279           -2219.856132        -2215.916853        0.183519       0.436421       -34.741377     
120    208    328    0.052544            -2255.753332        -2255.805876        0.028558       0.277815       50.353197      
120    210    330    0.051064            -2264.317535        -2264.368599        0.036624       0.26592        48.379929      
120    262    382    -0.455487           -2391.262576        -2390.807089        0.064386       0.026578       -0.169483      
120    264    384    -1.691161           -2392.961625        -2391.270464        0.091868       0.041974       -1.23632       
120    266    386    -2.185146           -2394.675742        -2392.490596        0.10763        0.049217       -11.457989     
120    268    388    -2.684624           -2396.011944        -2393.32732         0.122771       0.046378       -15.238437     
120    270    390    -2.055904           -2396.937446        -2394.881542        0.129871       0.044655       87.236257      
120    272    392    -1.234646           -2397.453866        -2396.21922         0.131201       0.042675       84.025244      
120    274    394    -0.232939           -2397.634095        -2397.401156        0.144341       0.015019       82.20993       
120    282    402    -0.008487           -2400.515789        -2400.507302        0.10192        0.300363       75.787994      
120    284    404    -0.005115           -2400.865543        -2400.860428        0.096057       0.293509       74.872927      
120    286    406    -0.000243           -2401.029901        -2401.029658        0.090355       0.284904       73.389708      
120    288    408    -0.00206            -2401.035436        -2401.033376        0.094081       0.256767       64.373996      
120    290    410    -0.003529           -2401.312309        -2401.30878         0.016385       0.225011       61.303898      
120    298    418    -0.00543            -2400.757351        -2400.751921        0.084825       0.237152       62.064892      
14     2      16     -0.101439           21.71766            21.819099           1.9e-05        -0.371886      -1.305225      
56     86     142    -0.219272           -1180.151054        -1179.931782        0.087163       0.135836       5.372975       
56     88     144    -0.552157           -1189.674428        -1189.122271        0.139712       0.176107       7.415349       
58     86     144    -0.49824            -1197.822865        -1197.324625        0.107339       0.133607       5.279897       
58     88     146    -0.904392           -1208.574678        -1207.670286        0.160906       0.17812        7.695547       
60     86     146    -0.74466            -1213.320354        -1212.575694        0.116257       0.118612       4.520626       
64     130    194    -0.382353           -1434.665608        -1434.283255        0.065724       0.048881       1.71948        
70     90     160    -0.003211           -1295.393696        -1295.390485        0.069908       0.238281       11.928999      
70     92     162    -0.010882           -1313.091734        -1313.080852        0.0835         0.272484       14.101143      
72     92     164    -0.009223           -1319.83267         -1319.823447        0.068973       0.250199       13.224168      
74     92     166    -0.003104           -1324.610328        -1324.607224        0.067903       0.229731       12.113684      
74     94     168    -0.00707            -1343.690179        -1343.683109        0.074176       0.273802       15.335689      
78     134    212    -0.814949           -1631.05014         -1630.235191        0.10252        0.030328       5.130055       
78     136    214    -0.932563           -1637.472689        -1636.540126        0.123179       0.007771       -7.040413      
80     132    212    -0.253434           -1645.256454        -1645.00302         0.059287       0.023349       0.0            
82     132    214    -0.196942           -1663.701735        -1663.504793        0.055648       0.015264       -0.0           
84     132    216    -0.57646            -1676.051443        -1675.474983        0.070074       0.037281       0.195172       
86     132    218    -0.595682           -1687.300499        -1686.704817        0.090138       0.081609       6.356737       
86     134    220    -0.200857           -1697.30476         -1697.103903        0.116458       0.117004       9.832549       
88     132    220    -1.417197           -1697.537887        -1696.12069         0.127291       0.116552       7.912505       
88     134    222    -1.483146           -1709.105097        -1707.621951        0.150751       0.14946        12.212041      
90     132    222    -2.298434           -1705.906353        -1703.607919        0.145058       0.128245       7.591584       
90     134    224    -2.279755           -1718.668817        -1716.389062        0.166749       0.162277       15.029085      
92     134    226    -2.081133           -1726.116201        -1724.035068        0.177776       0.167774       18.186193      
94     134    228    -1.426989           -1731.581909        -1730.15492         0.185023       0.165323       21.744543      
100    190    290    -3.856564           -2042.160828        -2038.304264        0.154751       0.074921       -10.076098     
100    192    292    -3.881056           -2047.277648        -2043.396592        0.171162       0.086885       16.590623      
104    134    238    -2.513644           -1736.103523        -1733.589879        -1.3e-05       0.372937       -31.77283      
106    194    300    -1.839205           -2106.576697        -2104.737492        0.000294       0.362787       33.666718      
106    238    344    -0.289947           -2187.611739        -2187.321792        0.000113       0.369913       31.333843      
106    240    346    -0.43062            -2188.711144        -2188.280524        6.8e-05        0.371569       -31.645776     
106    242    348    -0.272342           -2189.687935        -2189.415593        -6.4e-05       0.374097       -29.946935     
108    188    296    -2.124503           -2100.40052         -2098.276017        -0.000377      0.399384       -18.873528     
108    190    298    -2.861511           -2108.351298        -2105.489787        0.000353       0.391795       -19.22191      
108    192    300    -3.400095           -2116.049305        -2112.64921         -1.4e-05       0.383434       21.197718      
108    194    302    -4.728031           -2123.496601        -2118.76857         -4.2e-05       0.375119       -31.638438     
108    196    304    -5.268399           -2130.475352        -2125.206953        1.2e-05        0.366828       -48.641916     
108    198    306    -5.266609           -2137.026466        -2131.759857        5e-05          0.354683       -48.710084     
110    188    298    -2.295387           -2113.698604        -2111.403217        0.000318       0.404851       -0.0           
110    190    300    -3.189045           -2122.251912        -2119.062867        0.000199       0.397861       -18.852842     
110    192    302    -4.04071            -2130.540193        -2126.499483        2.3e-05        0.390485       17.6079        
110    194    304    -3.947407           -2138.551826        -2134.604419        -3.1e-05       0.382114       23.266946      
110    196    306    -5.534289           -2146.150327        -2140.616038        5.7e-05        0.374744       -56.762502     
112    188    300    -1.553316           -2125.083802        -2123.530486        0.001422       0.411954       3e-06          
112    190    302    -2.826782           -2134.271754        -2131.444972        -4.2e-05       0.403658       -9.995711      
112    192    304    -3.811259           -2143.202065        -2139.390806        2.6e-05        0.396381       -18.963844     
112    196    308    -4.092431           -2160.016768        -2155.924337        4.5e-05        0.381162       22.029869      
112    198    310    -5.959295           -2167.794328        -2161.835033        -6e-06         0.374023       -38.459343     
114    190    304    -2.047296           -2144.675194        -2142.627898        3.4e-05        0.414843       -9.060745      
114    192    306    -3.138695           -2154.182243        -2151.043548        -0.000483      0.405923       -17.851114     
114    194    308    -3.888724           -2163.382802        -2159.494078        -0.0           0.39858        15.566774      
114    196    310    -3.942331           -2172.146306        -2168.203975        -3.6e-05       0.391644       18.333648      
114    198    312    -3.850902           -2180.488102        -2176.6372          4.6e-05        0.383914       20.690916      
114    272    386    -1.745326           -2313.237506        -2311.49218         -8e-06         0.350293       23.619394      
116    192    308    -2.477674           -2163.847669        -2161.369995        -0.000355      0.420139       -16.557142     
118    198    316    -1.664595           -2199.755531        -2198.090936        4.6e-05        -0.370947      15.465522      
120    198    318    -2.408039           -2209.088913        -2206.680874        -5.5e-05       -0.377274      -33.917528     
