Z      N      A      E_soft(MeV)         BE_b3=0 (MeV)       BE_b3=0.01 (MeV)    beta2          beta3 (0.01)   delta_beta2    CONV     
116    196    312    0.178975            -2159.36377         -2159.184795        -0.211026      0.01           -0.617216      YES
116    198    314    0.047493            -2167.218798        -2167.171305        0.12764        0.01           -0.271668      YES
116    264    380    0.17996             -2287.432461        -2287.252501        -0.003764      0.01           -0.407698      YES
116    266    382    0.174164            -2285.026421        -2284.852257        0.030951       0.01           -0.366402      YES
116    268    384    0.338881            -2283.373242        -2283.034361        -0.21889       0.01           -0.607555      YES
116    270    386    0.469338            -2282.133729        -2281.664391        -0.227705      0.01           -0.606738      YES
116    272    388    0.638018            -2280.877743        -2280.239725        -0.234554      0.01           -0.604371      YES
116    284    400    0.192129            -2274.341246        -2274.149117        0.300208       0.01           0.012938       YES
116    286    402    0.300389            -2272.29358         -2271.993191        0.224109       0.01           -0.038823      YES
116    288    404    0.138969            -2270.549558        -2270.410589        0.208266       0.01           -0.039408      YES
116    290    406    0.341965            -2268.747289        -2268.405324        0.205313       0.01           -0.040045      YES
116    292    408    0.526669            -2266.739204        -2266.212535        0.203986       0.01           -0.038876      YES
116    294    410    0.655765            -2264.396745        -2263.74098         0.202443       0.01           -0.038221      YES
116    296    412    0.685131            -2261.677328        -2260.992197        0.200914       0.01           -0.037759      YES
116    298    414    0.665941            -2258.698316        -2258.032375        0.199408       0.01           -0.037506      YES
116    300    416    0.623952            -2255.628223        -2255.004271        0.197901       0.01           -0.036508      YES
118    190    308    0.030375            -2143.770929        -2143.740554        -0.041249      0.009999       -0.091648      NO
118    192    310    0.027716            -2152.581855        -2152.554139        -0.118102      0.01           -0.603714      YES
118    194    312    0.023387            -2161.269862        -2161.246475        -0.127395      0.01           -0.557719      YES
118    196    314    0.219035            -2169.895574        -2169.676539        -0.205032      0.01           -0.623304      YES
118    198    316    0.163867            -2178.166401        -2178.002534        -0.211804      0.01           -0.624513      YES
118    208    326    0.009019            -2220.713041        -2220.704022        0.22886        0.01           -0.036459      YES
118    210    328    0.041557            -2228.196397        -2228.15484         0.22002        0.01           -0.036902      YES
118    264    382    0.129923            -2316.097223        -2315.9673          0.002523       0.01           -0.045192      YES
118    266    384    0.136881            -2314.081645        -2313.944764        -0.011183      0.01           -0.066447      YES
118    268    386    0.08395             -2312.724949        -2312.640999        -0.156403      0.01           -0.555967      YES
118    270    388    0.142737            -2311.656023        -2311.513286        -0.161265      0.010001       -0.54785       NO
118    272    390    0.641979            -2310.749102        -2310.107123        -0.237263      0.01           -0.612276      YES
118    286    404    0.381515            -2304.818667        -2304.437152        0.244903       0.01           -0.034125      YES
118    288    406    0.359577            -2303.100102        -2302.740525        0.227154       0.01           -0.036242      YES
118    290    408    0.052017            -2301.478711        -2301.426694        0.208072       0.01           -0.036151      YES
118    292    410    0.270525            -2299.867172        -2299.596647        0.202696       0.01           -0.037088      YES
118    294    412    0.423123            -2297.946604        -2297.523481        0.200426       0.01           -0.036503      YES
118    296    414    0.49596             -2295.671562        -2295.175602        0.198743       0.01           -0.035961      YES
118    298    416    0.513711            -2293.159327        -2292.645616        0.197394       0.01           -0.035263      YES
118    300    418    0.530977            -2290.569195        -2290.038218        0.196175       0.01           -0.021844      YES
120    190    310    0.098727            -2151.107946        -2151.009219        -0.020124      0.01           -0.065233      YES
120    192    312    0.147203            -2160.439773        -2160.29257         -0.185703      0.01           -0.249749      YES
120    196    316    0.08329             -2182.387714        -2182.304424        0.426208       0.01           -0.05017       YES
120    198    318    0.143876            -2187.826185        -2187.682309        -0.203809      0.01           -0.67599       YES
120    200    320    0.027387            -2196.234527        -2196.20714         -0.210899      0.01           -0.629819      YES
120    208    328    0.004899            -2232.346073        -2232.341174        0.217285       0.01           0.609893       YES
120    210    330    0.049528            -2240.445616        -2240.396088        0.212717       0.01           -0.03585       YES
120    212    332    0.060271            -2248.099689        -2248.039418        0.210987       0.01           -0.036497      YES
120    264    384    0.126158            -2343.157933        -2343.031775        0.001763       0.01           -0.462048      YES
120    266    386    0.042776            -2341.69829         -2341.655514        -0.152708      0.01           -0.206707      YES
120    268    388    0.087034            -2341.291856        -2341.204822        -0.155834      0.01           -0.212389      YES
120    270    390    0.112451            -2340.655226        -2340.542775        -0.157761      0.01           -0.551145      YES
120    272    392    0.236989            -2339.837018        -2339.600029        -0.161118      0.009994       -0.539875      NO
120    288    408    0.469012            -2334.67691         -2334.207898        0.236501       0.01           -0.031149      YES
120    290    410    0.353311            -2333.160845        -2332.807534        0.21973        0.01           -0.032042      YES
120    292    412    0.089108            -2331.769443        -2331.680335        0.201913       0.01           -0.035328      YES
120    294    414    0.275041            -2330.273462        -2329.998421        0.197973       0.01           -0.035171      YES
120    296    416    0.358875            -2328.440001        -2328.081126        0.196091       0.01           -0.034348      YES
120    298    418    0.389951            -2326.393465        -2326.003514        0.195008       0.01           -0.022804      YES
