Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
4      4      8      1057.607243             0.282329       19.218393      1         NO             
6      4      10     957.512066              -0.498203      -18.137122     2         NO             
12     2      14     -0.092664               -0.00886       0.010005       3         YES            
14     2      16     13.299369               -0.08918       0.009999       187       YES            
14     16     30     -257.990791             4e-06          0.010001       4         YES            
14     24     38     -302.988412             0.141262       0.01           5         YES            
46     58     104    -892.996949             0.112475       0.01           6         YES            
50     62     112    -953.62968              0.069072       0.01           7         YES            
52     60     112    -941.110902             0.116919       0.01           8         YES            
52     62     114    -961.222305             0.118254       0.01           9         YES            
52     64     116    -980.664079             -0.127519      0.01           10        YES            
52     68     120    -1017.124849            -0.109573      0.01           11        YES            
56     64     120    -993.077202             0.299546       0.01           12        YES            
56     88     144    -1189.705016            0.160683       0.01           13        YES            
56     90     146    -1198.94465             0.181338       0.01           14        YES            
56     94     150    -1215.86737             0.231297       0.01           15        YES            
56     102    158    -1244.532148            0.259059       0.01           16        YES            
58     92     150    -1229.085646            0.258045       0.01           17        YES            
58     94     152    -1239.116839            0.27756        0.01           18        YES            
58     96     154    -1248.462197            0.284746       0.01           19        YES            
58     98     156    -1257.213697            0.288199       0.01           20        YES            
58     100    158    -1265.274539            0.289861       0.01           21        YES            
58     112    170    -1301.256252            0.235238       0.01           22        YES            
58     114    172    -1305.904413            0.211257       0.01           23        YES            
60     90     150    -1236.553221            0.252047       0.01           24        YES            
60     92     152    -1248.847755            0.285862       0.01           25        YES            
60     94     154    -1260.260799            0.298685       0.01           26        YES            
60     96     156    -1270.861748            0.304626       0.01           27        YES            
60     98     158    -1280.79994             0.307407       0.01           28        YES            
60     100    160    -1290.033237            0.309006       0.01           29        YES            
60     106    166    -1313.169344            0.31344        0.01           30        YES            
60     116    176    -1341.41814             0.225476       0.01           31        YES            
62     90     152    -1252.376669            0.270135       0.01           32        YES            
62     96     158    -1290.470104            0.312983       0.01           33        YES            
62     98     160    -1301.614303            0.315528       0.01           34        YES            
62     100    162    -1312.029033            0.316787       0.01           35        YES            
62     114    176    -1365.378009            0.278153       0.01           36        YES            
62     118    180    -1376.318887            0.205645       0.01           37        YES            
62     122    184    -1387.834672            0.058375       0.01           38        YES            
62     134    196    -1406.609683            0.152954       0.01           39        YES            
64     90     154    -1265.863595            0.267309       0.01           40        YES            
64     92     156    -1280.557829            0.294525       0.01           41        YES            
64     94     158    -1294.441739            0.305706       0.01           42        YES            
64     98     162    -1319.867313            0.31363        0.01           43        YES            
66     86     152    -1244.2221              0.167743       0.01           44        YES            
66     90     156    -1277.250127            0.254669       0.01           45        YES            
66     92     158    -1292.972791            0.282835       0.01           46        YES            
66     94     160    -1308.013213            0.29712        0.01           47        YES            
68     86     154    -1251.612188            0.160688       0.01           48        YES            
68     90     158    -1286.680423            0.239718       0.01           49        YES            
68     96     164    -1334.975603            0.295208       0.01           50        YES            
70     86     156    -1257.25266             0.149242       0.01           51        YES            
70     94     164    -1328.93987             0.268338       0.01           52        YES            
72     86     158    -1261.176089            0.134635       0.01           53        YES            
72     88     160    -1280.914488            0.176894       0.01           54        YES            
